who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
,,"Verizon Communications Inc acquired the operating business of Yahoo Inc for a revised consideration of US$4.5 billion in cash, subject to certain pre-closing and post-closing adjustments. The deal was originally valued at US$4.8 billion. Moreover, Verizon Communications issued cash-settled Verizon RSU awards for Yahoo RSUs that are outstanding at closing. The transaction excludes Yahoo's cash and marketable securities, shares in Alibaba Group Holdings, shares in Yahoo Japan, convertible notes, certain minority investments, non-core patents, and all of the equity in Excalibur. Under the deal, Verizon Communications combined Yahoo's operating assets with its existing AOL business and created a new subsidiary, Oath. The Oath portfolio includes HuffPost, Yahoo Sports, AOL.com, MAKERS, Tumblr, BUILD Studios, Yahoo Finance, Yahoo Mail and more. Following the acquisition, Yahoo changed its name to Altaba Inc and its headquarters have been relocated to New York City. Yahoo also reduced the size of its board to five directors. Prior to the closing of the transaction, Yahoo initially transferred these assets to a newly formed subsidiary, Yahoo Holdings Inc. The target business provides information content, on-line search capabilities, maps, shopping and other services. The transaction was subject to Yahoo's shareholders approval, regulatory approval, and other customary conditions. On March 24, 2016, several bidders were rumored to be interested in acquiring the internet business of Yahoo for a reported value of US$10 billion, via an auction. According to sources, Microsoft planned to offer financing to the private equity firms that considered offering bids and has no interest in buying Yahoo. Sources close to Yahoo's board said it wanted US$10 billion in a sale. The strategic bidders included AT&T, Verizon and Comcast, Advent International, Vista Equity Partners, TPG, KKR and other investment firms. On March 28, 2016, according to sources familiar with the matter, Yahoo informed potential buyers of an April 11, 2016 deadline for bids. On April 8, 2016, sources close to the situation said that Verizon Communications was ready to make a bid for Yahoo's core business which it values at less than US$8 billion. On April 9, 2016, unnamed sources said that Yahoo moved the deadline for bids from April 11, 2106 to April 18, 2016. Additionally, it was reported that Yahoo was likely to get bids from Verizon Communications and Alphabet Inc, while AT&T, Comcast and Microsoft would not submit bids. On April 11, 2016, people familiar with the matter reported that Daily Mail & General Trust Plc was in talks about a possible bid for Yahoo. On April 22, 2016, it was reported that more than 10 companies were interested in making a bid for Yahoo's internet business. On May 16, 2016, sources close to the matter said that Warren Buffet was backing a consortium led by Dan Gilbert, Quicken Loans founder, that would bid for Yahoo's internet business. According to multiple reports, Verizon, TPG Capital, KKR, Bain Capital and Vista Equity Partners were included in the list of potential bidders. On May 19, 2016, people familiar with the matter said that the bidders would bid around US$2 billion to US$3 billion in the auction, since the bidders have lowered their expected prices following the sale presentations of Yahoo. On May 25, 2016, people familiar with the matter said that AT&T and Liberty Media Corp were interested in acquiring the internet business of Yahoo. On June 7, 2016, Verizon Communications planned to submit a second-round bid of US$3 billion for Yahoo's internet business, citing people familiar with the matter. It was also reported that TPG would submit a second round bid before the deadline. On June 14, 2016, Verizon, AT&T and a consortium led by Quicken Loans founder Dan Gilbert were set to participate in a third and final round of bidding for the core business of Yahoo. Yahoo hopes to conclude the auction by next month, according to one of the people familiar with the matter. On July 5, 2016, it was reported that the final selection process will take place around July 18, 2016. On July 21, 2016, it was reported that Verizon, Vector Capital Management, and AT&T submitted their bids by Yahoo's deadline. On July 25, 2016, sources said that Verizon Communications and Yahoo were in discussions for a transaction that could be valued at US$5 billion. On the same date, Verizon and Yahoo entered into a definitive agreement. On September 23, 2016, Yahoo announced that the data breach of around 500 million accounts could complicate the merger. On October 6, 2016, it was reported that Verizon Communications was pressing for a US$1 billion discount off its pending US$4.8 billion transaction with Yahoo. On October 14, 2016, Craig Silliman, general counsel of Verizon Communications, has stated that it will be reasonable to change the terms of the acquisition, and sources said that Verizon Communications may withdraw from the deal based on the recent data breach of around 500 million accounts. The European Commission commenced its review and set December 22, 2016 as the provisional deadline for ruling on the transaction. On December 15, 2016, sources mentioned that Verizon was considering a price cut or cancelling the deal after Yahoo reported a second major e-mail hack affecting 1 billion user accounts. On January 18, 2017, it was reported that the deal to buy Yahoo was under threat after the internet company's disclosure of a data breach that affected more than 500 million accounts. On January 23, 2017, Yahoo announced that the deal was expected to close in the second quarter of 2017 due to the work required to meet closing conditions. On February 21, 2017, the companies agreed to reduce | the consideration price by US$350 million and will also share certain legal and regulatory liabilities arising from the data breaches incurred by Yahoo. On April 3, 2017, Verizon Communications confirmed that Yahoo and its AOL division would be grouped under the new brand name Oath. On April 24, 2017, the board of Yahoo recommended its shareholders vote in favor of the transaction and that a special meeting will be held on June 8, 2017. On May 27, 2017, Megan Liberman, Yahoo News' editor in chief, announced that she was leaving the company after the merger. On June 8, 2017, the shareholders of Yahoo approved of the transaction and the deal was expected to be completed on June 13, 2017. Moreover, Yahoo also extended its Dutch auction until June 16, 2017. On June 13, 2017 the transaction was completed. The remaining Yahoo directors are Eric K. Brandt (Chairman), Tor Braham, Catherine Friedman and Thomas McInerney. Thomas McInerney became Yahoo’s Chief Executive Officer, Alexi Wellman became its Chief Financial and Accounting Officer, and DeAnn Fairfield Work became its Chief Compliance Officer. Arthur Chong continues to serve as the Company’s General Counsel and Secretary. Moreover, Yahoo plans to file with the Securities and Exchange Commission (SEC) by June 16, 2017 a Notification of Registration on Form N-8A and a Registration Statement on Form N-2 in order to register as a publicly traded, non-diversified, closed-ended management Investment Company under the Investment Company Act of 1940. The Yahoo stock will continue to trade under the ticker symbol “YHOO” through June 16, 2017. Altaba Inc will begin trading under the ticker symbol “AABA” starting June 19, 2017. The financial advisors in the deal include: Allen & Co LLC for Verizon Communications Inc, Goldman Sachs & Co LLC for Yahoo! Inc, Guggenheim Securities LLC for Verizon Communications Inc, JPMorgan Securities LLC for Yahoo! Inc, LionTree Advisors LLC for Verizon Communications Inc, Merrill Lynch Pierce Fenner & Smith Inc for Verizon Communications Inc, PJT Partners Holdings LP for Yahoo! Inc. The legal advisors in the deal include: Covington & Burling LLP for Verizon Communications Inc, Cravath Swaine & Moore LLP for Yahoo! Inc, Gibs",2,"926, 356",data breach,"AOL, VZ, 001BFQ... - Verizon Communications Inc agreed to acquire Oath Holdings Inc - 25-Jul-16 - FFW.pdf"
,,"""Certification of serious security components and sub-systems is absolutely essential as we have come to realize how much is at stake when authentication systems don't perform as expected. With major data breaches escalating, so is demand for strong authentication,"" said Steve Wilson, Vice President and Principal Consultant at Constellation Research. ""Moreover, demand for certified authentication solutions is also rising. A standards based authentication solution is only as good as its conformance to those standards. The FIDO Alliance has worked hard on its conformance program from the very beginning. The new FIDO Certified program is well thought through, and isn't just another box ticking exercise. It complements and reinforces the Alliance's rigorous specifications development from incubation right through to standardization.""",1,119,data breach,"ARM, ARM, ARMH... - FIDO Alliance Unveils Certification Testing Program for 1.0 Specification and Introduces 31 FIDO Certified(TM) Products - 21-May-15 - INW.pdf"
,,,,,,CBS - CBS Corp.(CBS-US) Schedules Q1 2019 Earnings Call for 2-May-2019 430 PM ET - 07-Mar-19 - FCSTEV.pdf
National Association of Broadcasters (NAB),"Conference, Trade Show","Chief Digital Officer of CBS Corporation/Chief Executive Officer of CBS Interactive Jim Lanzone and BAMTech CEO Michael Paull will keynote the Online Video Conference at the 2017 NAB Show, held April 22-27 in Las Vegas. The Online Video Conference is produced in partnership with VideoNuze. | In his role as Chief Digital Officer of CBS Corporation, Lanzone oversees digital media strategy across the company and cultivates the growth of new and existing digital streaming services. As the Chief Executive Officer of CBS Interactive, Lanzone has more than doubled CBS Interactive’s audience, making it a perennial top 10 Internet property and the largest digital premium-content group in the world.",2,"45, 62",Chief digital officer,CBS - Top Digital Executives from CBS and BAMTech to Headline NAB Show Online Video Conference Keynote Sessions - 29-Mar-17 - BW.pdf
CBS Corporation,New Products & Services,"""CBS SPORTS HQ is for fans who want more coverage of the game. Sports fans can now get the news and highlights they want in a true, round-the-clock sportscast on any device, where and when they want,"" said Jim Lanzone, CEO, CBS Interactive and Chief Digital Officer, CBS Corporation. ""As with CBSN, which continues to attract a growing audience of digital consumers, we also think there's a tremendous advantage in being first to market with this type of service in a crown jewel category.""",1,84,Chief digital officer,"CBS, 00180R, 077S5Q - CBS Launches CBS SPORTS HQ, A New 247 Direct-To-Consumer Streaming Network For Sports News, Highlights And Analysis - 26-Feb-18 - PRN.pdf"
Viacom,"Photo/Multimedia, Personnel, Merger/Acquisition, Product/Service","Marc DeBevoise, President and COO, CBS Interactive, will serve as Chief Digital Officer, ViacomCBS, and President and CEO, CBS Interactive. As such, he will provide overall leadership for the combined company’s technology and digital operations across its broad range of digital assets, including its subscription, live and vertical ad-supported direct-to-consumer streaming services and major internet properties. His team will also be responsible for Viacom Digital Studios as well as its partnerships with technology, digital video and social platforms. In addition, he will continue to lead CBS Interactive and its digital businesses, including those of the CBS Television Network and CNET Media Group and its portfolio of streaming services including CBS All Access, CBSN, CBS Sports HQ and ET Live. | Media, Business Development and Strategy for premium subscription service Starz, held various roles in both Digital Media and Business Development at NBC Universal and was in the Technology, Media & Telecommunications Investment Banking Group at JPMorgan. DeBevoise received his M.B.A. with distinction in Entertainment, Media & Technology and Finance from New York University’s Stern School of Business and his B.A. in Economics and Computer Science from Tufts University. He is a member of the Academy of Television Arts & Sciences, a board member of Limelight Networks (NASDAQ: LLNW), a leading provider of edge cloud services, and the Board President of The Door, a non-profit organization providing youth development services. Kelly Day  has served as the President of Viacom Digital Studios since November 2017, overseeing Viacom’s digital strategy, including the expansion of Viacom’s original programming across the leading online video and social media platforms. Under her leadership, Viacom reached new heights in audience engagement, becoming one of the top 5 properties in media and entertainment. She previously served as the Chief Business Officer and Chief Digital Officer of multi-platform media company Awesomeness, where she was responsible for international expansion, global distribution strategies and revenue across television, mobile and OTT providers, also driving the company’s product and technology investments. Prior to joining Awesomeness, she served as CEO of venture- backed company Blip Networks, prior to its acquisition by Maker Studios, and also led various digital and e-commerce businesses at media and entertainment companies, including Discovery Communications, The Knot, and AOL. Day has advised several media and technology start-ups and she currently serves on the Board of Directors for Blue Ant Media and NATPE. Phil Wiser has been Chief Technology Officer of CBS since 2018. Prior to CBS, Wiser was chief technology officer at Hearst. Wiser worked across the portfolio of Hearst businesses including cable networks such as ESPN and A&E, more than 30 broadcast television stations, magazines, newspapers and digital media brands. Before joining Hearst, Wiser was chairman and president of Sezmi Corporation, a technology company he founded in 2006 that pioneered the delivery of Internet television subscriptions. Wiser was chief technology officer at Sony Corporation of America. Prior to Sony, he built the one of the earliest online music distribution platforms as the founder of Liquid Audio, where he was chief technology officer. Wiser graduated from Stanford University with a master’s degree in electrical engineering, and he graduated from the University of Maryland, College Park with a bachelor’s degree in the same field, summa cum laude. Wiser serves on the board of trustees at the Rock and Roll Hall of Fame and Museum, and the board of visitors at Clark School of Engineering, University of Maryland. Tom Ryan has served the CEO and Co-Founder of Pluto TV since early 2014. Under his leadership, Pluto TV became the leading free streaming TV service in the U.S. with more than 18 million monthly active users tuning into over 200 live channels and thousands of on-demand movies and TV shows. He also led Pluto TV through its successful acquisition by Viacom in January 2019. Earlier in his career, Tom served as CEO of Threadless, an online art community and e-commerce company, from 2008 to 2012. Previously he was Senior Vice President of Digital Strategy and Business Development at EMI Music and was part of the early team at Virgin Mobile USA. Tom also co-founded Cductive, a pioneering online music service, which was merged with eMusic in 1999.",2,"119, 573",Chief digital officer,"CBS, CBSA, CBS.A - Viacom and CBS Announce Content and Digital Leadership - 11-Nov-19 - BW.pdf"
CBS Corporation,,"""Multiplatform viewing is now the standard, so it's crucial that we have a revenue structure that takes full advantage of the many opportunities that owning both the #1 television Network and one of the largest U.S. internet companies affords CBS,"" said Jim Lanzone, Chief Digital Officer, CBS Corporation and Chief Executive Officer of CBS Interactive. ""Our leading digital brands and OTT services are key parts of CBS' overall content portfolio, and today's announcement ensures that we will take an even more collaborative approach to growing them with our advertisers.""",1,89,Chief digital officer,"CBS, FB - CBS Repositions Advertising Sales Force For Multiplatform Future - 03-Aug-17 - PRN.pdf"
,,"Visa Threat Intelligence is the first product available as part of a new global strategic partnership between Visa Inc. and FireEye. Beginning late 2015, subscribers will gain access to a powerful web portal that distills the latest proprietary cyber intelligence relevant to payment systems into actionable information, including timely alerts on malicious actors, methods, trends in cyber-attacks, and in-depth forensic analysis from recent data breaches.",1,65,data breach,"FEYE, V - Visa and FireEye Launch New Cyber Intelligence Service - 13-Oct-15 - INW.pdf"
,Company Announcement,"Identity theft remains a major concern for taxpayers, especially given the number of data breaches reported by companies in 2017. Because criminals can use information gained in these data breaches to file fraudulent tax returns, Liberty Tax encourages taxpayers to file early in 2018 to lessen their chance of becoming a victim of tax identity fraud. | Why should taxpayers file early? The IRS often processes the first tax return it receives. Criminals who have stolen personal information know this, so they often try to beat the real taxpayer to the IRS by filing fraudulent tax returns early in the season. These fraudulent filers can gain access to personal information through data breaches. | The Identity Theft Resource Center reported that more than 174 million records were exposed in data breaches through December 27, 2017, with one of the largest being the Equifax breach. Liberty Tax reminds taxpayers that they can sign up for free identify theft protection and credit monitoring services offered by Equifax for a limited time. The deadline to enroll is January 31.",3,"56, 56, 62",data breach,FRGA - Liberty Tax Encourages Taxpayers to File Early this Tax Season - 23-Jan-18 - PMZ.pdf
,"Articles, Reports, Litigation, Media Summaries","Yahoo settles data-breach claims for $117.5M - AP  Thursday, April 11, 2019 03:29:40 AM (GMT)",1,15,data-breach,"LBTA.XX1, VZ - Yahoo settles data-breach claims for $117.5M - AP - 10-Apr-19 - SA.pdf"
Lockheed Martin,Contracts,"Both Lockheed Martin and Verizon will apply their respective intelligence-driven threat detection and defense methodologies to various projects undertaken by the Lockheed Martin Cyber Security Alliance.  In addition, Verizon will contribute insights gained through the""Verizon 2012 Data Breach Investigations Report"" .  Now in its fifth year of publication, this year's edition analyzes 855 data breaches involving more than 174 million compromised records - the second-highest data loss that Verizon has seen since it began collecting data in 2004.",1,78,data breach,"LMT, VZ - Lockheed Martin Names Verizon its Newest Cyber Security Alliance Member - 25-Sep-12 - PRN.pdf"
,"Articles, Reports, Conjecture, Litigation, Media Summaries, Published Reports  Related Stories:","Target close to $20M settlement with MasterCard (MA) over data breach - WSJ   Wednesday, April 15, 2015 12:24:24 AM (GMT) | Citing people familiar with the negotiations, the WSJ reports that the settlement may be announced as soon as this week. The $20M covers costs that financial institutions incurred from Target's data breach in 2013. The people note that Target is having similar negotiations with Visa (V).",2,"20, 46",data breach,"MA, TGT, V - Target close to $20M settlement with MasterCard (MA) over data breach - WSJ - 14-Apr-15 - SA.pdf"
,"Articles, Reports, Litigation, Media Summaries  Related Stories:","Target reaches settlement with Visa (V) over 2013 data breach -- WSJ, citing sources   Tuesday, August 18, 2015 03:28:22 PM (GMT) | Target settlement with MasterCard tossed out as deal fails to gain issuer support - AP Target close to $20M settlement with MasterCard (MA) over data breach - WSJ",2,"21, 28",data breach,"MA, TGT, V - Target reaches settlement with Visa (V) over 2013 data breach -- WSJ, citing sources - 18-Aug-15 - SA.pdf"
Visa Inc.,"Contract/Agreement, Photo/Multimedia","Keep consumer payment data safe and simplify payment security management by keeping sensitive payment data off merchants’ networks. Combining CyberSource payment security solutions with Verifone’s Secure Commerce Architecture can help reduce exposure to data breaches, enable",1,36,data breach,"PAY.XX1, V, PAY... - Visa Inc. and Verifone Join Forces to Accelerate Omni Commerce Globally - 03-Jun-15 - BW.pdf"
AT&T Inc.; Sprint; T-Mobile; Verizon,,"Developed collaboratively by the four largest U.S. wireless carriers, the prototype reveals the taskforce's approach to multi-factor authentication, which combines the carriers' proprietary, network-based authentication capabilities with other methods to verify a user's identity. Once the user signs up and provides consent, the solution then generates a device-based ID that serves as the user profile at the center of the authentication process.",1,62,Multi-factor authentication,"S, T, TMUS... - C O R R E C T I O N -- AT&T Inc. - 12-Sep-18 - PRN.pdf"
UnitedHealth Group,"Photo/Multimedia, Survey","protecting and supporting patients, through data confidentiality, nondiscrimination safeguards and decision support;",1,12,data confidentiality,"UNH, UNH - New Report Finds Greater Use of Genetic Testing, but Half of Physicians Concerned About Their Lack of Familiarity With Genetic Tests - 12-Mar-12 - BW.pdf"
,,,,,,"URBN - Urban Outfitters, Inc.(URBN-US) Schedules Q1 2019 Earnings Call for 22-May-2018 500 PM ET - 21-May-18 - FCSTEV.pdf"
,,,,,,"URBN - Urban Outfitters, Inc.(URBN-US) Schedules Q1 2020 Earnings Call for 21-May-2019 515 PM ET - 04-Feb-19 - FCSTEV.pdf"
,,,,,,"URBN - Urban Outfitters, Inc.(URBN-US) Schedules Q2 2017 Earnings Call for 16-August-2016 500 PM ET - 25-Jul-16 - FCSTEV.pdf"
,,,,,,"URBN - Urban Outfitters, Inc.(URBN-US) Schedules Q2 2019 Earnings Call for 21-August-2018 500 PM ET - 09-Jul-18 - FCSTEV.pdf"
