identifier,headline,date,source,who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords
DIS,Disney Institute Hosts First,Ever Customer Experience Summit at Walt Disney World Resort - 05-May,16,Disney Institute,,"George A. Kalogridis, president, Walt Disney World Resort. Karl Holz, president, New Vacation Operations and Disney Cruise Line. Paul Richardson, senior vice president, human resources, ESPN and chief diversity officer, The Walt Disney Company.",1,34,Chief Diversity Officer
"DIS, 0700QQ",Disney Supports Young Leaders with Half,a-Million Dollar Commitment to the Asian & Pacific Islander American Scholarship Fund - 20,Oct,The Walt Disney Company,"Product/Service, Nonprofit","“Disney is proud to support young Asian and Pacific Islander leaders in achieving their dreams of a higher education,” said Paul Richardson, chief diversity officer, The Walt Disney Company. “By giving these promising students the resources and tools they need to earn a college degree, we enable them to create a better, brighter future for us all.”",1,57,Chief Diversity Officer
"DIS, 074NPH, 064X9Y",Disney's Empowering #DreamBigPrincess Photography Campaign to Be Exhibited at United Nations Headquarters in New York,9-Nov-17,BW,Disney Consumer Products,"Product/Service, Photo/Multimedia","The campaign brought the #DreamBigPrincess message to life in a multitude of ways, including highlighting women who’ve achieved success in the face of adversity, young Girl Up Teen Advisors who’ve already helped make a positive impact on the world, and girls at play who illustrate the importance of imagination in childhood. Thousands of people also posted their own inspiring images using #DreamBigPrincess, a select number of which will be exhibited alongside the original photographs at the United Nations and supported by UNICEF, which works to protect children’s rights, to help meet their basic needs and to expand their opportunities to reach their full potential. A core component is to advance gender equality and the rights of girls.",1,117,gender equality
"7203, TM, 07T8MY",DiversityInc Honors Toyota as a Top 50 Company for Diversity,3-May-13,BW,Toyota,Award,"Highlights of Toyota’s recent investments in corporate diversity and inclusion include: | This news comes on the heels of other accolades and honors for Toyota’s corporate diversity and inclusion efforts. It also received the prestigious “Corporation of the Year” award from the National Minority Supplier Development Council (NMSDC). Additionally, Toyota is a member of The Billion Dollar Roundtable, which recognizes business with more than $1 billion in annual spending with certified ethnic and women-owned suppliers. | DiversityInc Honors Toyota as a Top 50 Company for Diversity  Friday, May 03, 2013 05:00:00 PM (GMT) | DiversityInc announced it has named Toyota one of its Top 50 Companies for Diversity®. This list recognizes businesses for their ongoing commitments to diversity in four primary areas: CEO commitment, human capital, supplier diversity, and corporate and organizational communications. Toyota placed 48 out of almost 900 companies vying for inclusion on this year’s list, from industries as diverse as banking, manufacturing, retail and consulting. | “We are honored to be included as a Top 50 Company for Diversity by DiversityInc,” said Jim Lentz, Chief Executive Officer, Toyota North America Region. “At Toyota, we believe inclusiveness and diversity are essential to our business and act as a strong catalyst to drive our success.” | ""Toyota Motor North America's increasing emphasis on creating a diverse talent pipeline has paid off,” added DiversityInc CEO Luke Visconti. | In addition to recognizing Toyota as a Top 50 Company for Diversity, DiversityInc also is honoring the company with its inaugural award of Top Company for Employee Engagement. The publication also ranked Toyota eighth on its list of Top 10 Companies for LGBT Employees. | About DiversityInc | DiversityInc was founded in 1998 as a web-based publication, and a print publication was launched in 2002. To see the full ranking of the 2012 DiversityInc Top 50 Companies for Diversity as well as more information on the methodology, visit www.DiversityInc.com/top50.",9,"11, 63, 17, 64, 47, 20, 44, 2, 41","diversity, Diversity and Inclusion"
"S.XX1, TM","DoSomething.org Teams Up With Sprint, Toyota, And Olivia Munn To Fight Texting And Driving Through A Unique Campaign Called Thumb Wars",29-May-13,PRN,DoSomething.org,"Corporate Social Responsibility, Not For Profit Organizations, Human Interest Groups","""At Toyota, we are deeply committed to helping teen drivers stay safe,"" said Latondra Newton, Toyota group vice president of philanthropy and chief diversity officer. ""We are very excited to partner with DoSomething.org on this year's Thumb Wars to raise awareness of the dangers of distracted driving with teens in a memorable and engaging way.""",1,55,Chief Diversity Officer
"ULVR, UL",Dove and Dove Men+Care accelerate action towards unlocking the power of gender equality,5-Jun-19,CNW,Unilever Canada,,"Dove Men+Care, in partnership with global gender justice organization  Promundo, is launching new proprietary research and an accompanying global white paper, which looks at the impact of paternity leave on gender equality and the many benefits that employers, parents and society as a whole get when men are involved caregivers and have greater access to paid leave. | Promundo is a global leader in promoting gender justice. It believes that working with men and boys to transform harmful gender norms and unequal power dynamics is a critical part of the solution to achieving gender equality. For the empowerment of women and girls to continue advancing, men and boys must see themselves as partners in the process.  | Dove and Dove Men+Care accelerate action towards unlocking the power of gender equality   Wednesday, June 05, 2019 02:00:00 PM (GMT) | VANCOUVER, June 5, 2019 /CNW/ - At this year's  Women Deliver Conference – the world's largest conference on gender equality and the health, rights and wellbeing of girls and women – leading Unilever brands Dove and Dove Men+Care are demonstrating how they are taking accelerated action towards unlocking the power of gender equality, driving progress and change through a number of new initiatives. | Empowering women and girls is one of the most effective ways to accelerate sustainable development and unlock economic growth.1 However, despite being a fundamental human right and a necessary foundation for a peaceful, prosperous and sustainable world, gender equality remains hundreds of years away, in many cases thanks to harmful norms and stereotypes, including unconscious bias. | Globally, women spend significantly more time than men – sometimes up to ten times as much – on unpaid care, volunteer, and domestic work. The existence of a paternity leave policy alongside the encouragement of men to be involved caregivers is a proven solution to support the redistribution of unpaid care work, a significant enabler of gender equality. New research across seven countries (Argentina, Brazil, Canada, Japan, Netherlands, UK, and US) finds that 85 percent3 of fathers say that they would be willing to do anything to be very involved in the early weeks and months of caring for their newly born or adopted child, yet face significant barriers in doing so: | Dove Men+Care's global white paper  Unleashing Men's Power To Care Through Paternity Leave  builds on the findings of State of the World's Fathers  – a biennial study examining global issues surrounding care work – produced by Promundo, which explores the actions required to unstereotype and provide expanded opportunities for men's care, and to advance gender equality. This includes improving access to and uptake of paid paternity leave globally. | In addition, Dove Men+Care and Promundo will launch the Paternity Leave Corporate Task Force , a member-led and owned alliance that aims to identify, promote and bring to scale commercially and societally sustainable solutions that will result in improved access and uptake of paternity leave for all men. The Task Force brings together progressive companies under one vision: their aspiration to help create a world in which dads are enabled and empowered to take paternity leave, so the benefits of men's care and greater gender equality are felt at home, at work and in society more widely. | 1.  Portray women with honesty, diversity and respect. We feature women of different ages, sizes,",9,"57, 58, 20, 63, 56, 112, 68, 97, 15","gender justice, diversity, gender equality"
"064Z6P, 7203, 07T8MY",Embracing Diversity and Inclusion as a Competitive Advantage in the Marketplace,3-May-18,PRN,Toyota Motor North America,"Corporate Social Responsibility, Human Interest Groups","""Whether it's the diversity of our people, of our product offerings, or wide-ranging ideas we have for the future of mobility, Toyota is building diversity and inclusion into everything we do,"" said Chris Reynolds, executive vice president of corporate resources and chief diversity officer of Toyota Motor North American (TMNA). ""We are proud to be among the DiversityInc's top 25 companies, underscoring our commitment to customers, dealers, team members, suppliers and society."" | Embracing Diversity and Inclusion as a Competitive Advantage in the Marketplace   Thursday, May 03, 2018 01:00:00 PM (GMT) | The DiversityInc Top 50 list, issued yearly since 2001, recognizes the nation's top companies for diversity and inclusion management. These companies excel in such areas as hiring, retaining and promoting women, minorities, people with disabilities, LGBT and veterans. The survey ranked the practices of TMNA and Toyota Financial Services (TFS) together. | This year marks the first time Toyota has cracked the top half on the 2018 DiversityInc Top 50 Companies for Diversity list, earning 25th place. For the past 11 years, the company has been included in the organization's list. In addition, Toyota was recognized for other Diversity & Inclusion initiatives, specifically for the company's achievements in supplier diversity, plus its commitment to hiring LGBT and veteran team members. | ""We know when our organization is well-represented with people of different backgrounds, varying perspectives, and diversity of thought, we will always be better in responding to opportunities and solving challenges,"" said Mike Groff, president and CEO of TFS. The financial arm of the organization recently completed its fourth Diversity & Inclusion Bond Offering in the amount of $1.25 billion, setting a record for the largest corporate bond offering in which in which minority, women, and veteran-owned firms play a lead role. Additionally, TMNA spends over $3 billion directly with over 300 diverse suppliers and Toyota's suppliers spend nearly $1 billion with over 1500 diverse suppliers at the Tier 2 level. | Toyota Earns Top 25 DiversityInc Ranking, Recognition for Supplier Diversity, LGBT Employee and Veterans Programs | NEW YORK , May 3, 2018 /PRNewswire/ -- Embracing diversity in the workforce and ensuring inclusivity have grown to become significant advantages for top-performing companies across the country. Studies have shown such companies have a greater-than-average return for their shareholders, are more productive and innovative. | Special Recognition for Supplier, LGBT and Veterans Diversity | Companies on the Veterans list demonstrate diversity-management initiatives that help with recruiting and promoting veterans, measuring percentage of workforce, new hires and managers who are veterans, recruitment efforts aimed at veterans, and hiring practices including accommodations for spouses of veterans, among other areas. | The DiversityInc Top 50 Companies for Diversity rankings assessed four key areas of diversity management: recruitment, talent development, senior leadership commitment and supplier diversity. | About DiversityInc | The mission of DiversityInc is to bring education and clarity to the business benefits of diversity. The DiversityInc Top 50 Companies for Diversity list began in 2001, when many corporations were beginning to understand the business value of diversity-management initiatives. The 2018 Top 50 Companies for Diversity results will be featured on DiversityInc.com and in DiversityInc magazine. DiversityInc is a VA certified veteran-owned business and a USBLN certified business owned by a person with a disability. For more information, visit www.diversityinc.com and follow us on  Facebook, Twitter and LinkedIn @DiversityInc. |  View original content with multimedia: http://www.prnewswire.com/news-releases/embracing-diversity-and-",13,"72, 18, 51, 68, 110, 15, 45, 8, 43, 24, 2, 90, 6","Chief Diversity Officer, diversity, Diversity and Inclusion, Diversity & Inclusion"
"DIS, US254687106","Emily Blunt, Jennifer Lee, Kathleen Kennedy, Jo Malone CBE, Robin Roberts & Victoria Arlen Join Forces with Renowned Athletes, ...",10-Oct-18,BW,The Walt Disney Company,"Product/Service, Photo/Multimedia","gender equality. With resources in five languages and 2,500 Girl Up Clubs in more than 100 countries, we’ve trained 40,000 girls of all backgrounds to create tangible change for girls everywhere. Girl Up provides leadership training and gives girls tools to become gender equality advocates and activists. Through our programs, girls broaden their social impact skill set, benefit from a platform to tell their stories, and apply STEM for social good. Our girl leaders create real policy change at local and national levels, help raise millions of dollars to support United Nations programs that reach tens of thousands of girls around the world, and build community-based movements. Girl Up was founded by the United Nations Foundation in 2010 and continues to work across a global community of partners to achieve gender equality worldwide. Learn more at GirlUp.org.",1,137,gender equality
TFCFA,Federal government expanding investigation of Fox News culture,WSJ - 05-May,17,,"Articles, Reports, Conjecture, Media Summaries, Published Reports","People familiar with the probe tell the WSJ that current and former Fox News employees have been interviewed as authorities try to determine how settlement payments for sexual-harassment allegations were structured and which executives played roles in the payments. One source tells the WSJ that the investigators seem to be interested in intimidation tactics that former CEO Roger Ailes signed off on. The sources tell the WSJ that the investigators are in the securities unit of the US attorney’s office, and no prosecution will necessarily follow. People with knowledge of the matter tell the WSJ that 21st Century Fox CFO John Nallen has met with prosecutors.",1,106,sexual-harassment
TFCFA,Federal government looking into 21st Century Fox's sexual,harassment disclosures - WSJ - 15,Feb,,"Articles, Reports, Conjecture, Media Summaries, Other Regulatory, Published Reports, Regulatory","People familiar with the matter tell the WSJ that the company may not have sufficiently informed investors about claims against former Fox News chairman/CEO Roger Ailes. The sources tell the WSJ that the government is thought to be looking at settlements from before former Fox News anchor Gretchen Carlson's lawsuit last summer. One of the sources tells the WSJ that an internal Fox probe in 2016 apparently found that Fox News had a fund to pay people who claimed sexual harassment, but the fund's name didn't accurately reflect its purpose. A person familiar with the matter tells the WSJ that prosecutors are probably trying to figure out whether the company's nomenclature constituted fraud. The WSJ reports that Fox News says neither it nor 21st Century Fox has been subpoenaed. | Federal government looking into 21st Century Fox's sexual-harassment disclosures - WSJ   Thursday, February 16, 2017 03:00:42 AM (GMT)",2,"129, 18","sexual harassment, sexual-harassment"
"TFCFA, NWSA, SKY",Federal probe into Fox News casts shadow over Murdoch empire,- FT (5-Apr),6,,"Antitrust (DOJ, FTC, EC, etc.), Articles, Reports, Conjecture, Mergers and Acquisitions, Media Summaries, M&A Other Announcements, Published Reports, Regulatory  Related Stories:","In the ""Long Read"" section, the FT writes that fresh sexual harassment claims could threaten 21st Century Fox (FOXA) £11.7B bid for Sky Plc (SKY.LN) According to two people briefed on the probe, FT adds that federal prosecutors are investigating whether settlements for alleged harassment with Ms Luhn and potentially other Fox News employees were concealed from investors in 21st Century Fox, with investigators looking into whether any financial misreporting was limited to the Luhn payment, or whether there was a more systemic effort to conceal payments The federal probe into potential misconduct in the US is gathering steam just as British regulators are deciding whether 21st Century Fox would be a “fit and proper” owner of Sky, six years after the Murdochs abandoned their first attempt to buy the European broadcaster amid the phone-hacking scandal, FT notes SKY Plc shares down (1.5%)",1,143,sexual harassment
DIS,Female Trailblazers Share Advice For The Next Generation On International Day Of The Girl,11-Oct-18,PRN,The Walt Disney Company,Human Interest Groups,"About Girl Up Girl Up is a global leadership development initiative, positioning girls to be leaders in the movement for gender equality. With resources in five languages and more than 2,200 Girl Up Clubs in over 100 countries,  | Girl Up has trained 40,000 girls of all backgrounds to create tangible change for girls everywhere. Girl Up provides leadership training and gives girls tools to become gender equality advocates and activists. Through their programs, girls broaden their social impact skill set, receive a platform to tell their stories, and apply STEM for social good. These girl leaders create real policy change at local and national levels, raise millions of dollars to support United Nations programs that reach tens of thousands of girls around the world, and build community-based movements. Girl Up is an initiative of the UN Foundation, working across a global community of partners to achieve gender equality worldwide. Learn more at GirlUp.org.",2,"38, 115",gender equality
"7203, TM","Five Historically Black Colleges and Universities and The Tom Joyner Foundation to Each Receive $10,000 from Toyota Financial Services...",13-Jan-17,PRN,Toyota Financial Services,"Corporate Social Responsibility, Human Interest Groups","""Education should be accessible to all – but many talented young minds are unable to complete their college education and realize their full potential because of the lack of financial aid,"" said Mike Groff, TFS president and CEO.  ""In keeping with TFS' deeply held commitment to diversity and inclusion, we are honored to support the mission of HBCUs and help these students reach their academic and professional aspirations."" | TFS has been named a  DiversityInc Top 50 company for the past nine years in a row, and has been consistently recognized by Black Enterprise, Hispanic Business, and the Human Rights Campaign as a Best Company for Diversity  and one of the Best Places to Work .  TFS has provided millions of dollars in scholarships to deserving students across the nation, its executives actively support and sponsor the company's many diversity and inclusion initiatives, and its associates have devoted their time and talents to many meaningful national- and community-based programs.",2,"68, 90",Diversity and Inclusion
"7203, TM","Forget Horsepower, Toyota Indiana Plant Powered by People",25-May-16,BW,Toyota,"Photo/Multimedia, Product/Service","Orvietta Shannon joined Toyota before the plant opened as a human resources specialist. It was through this role that she helped hire the original team and says it was, and still is, like a family. Twenty years later, Shannon works in Diversity and Inclusion and says TMMI’s first class team is always thinking about how to improve the product.",1,59,Diversity and Inclusion
"TFCFA, 063P4G, TFCF",FOX News Appoints Kevin Lord Executive Vice President of Human Resources,14-Dec-16,BW,FOX News,Personnel,"Prior to being named to this position, Lord was the Senior Vice President and Chief Human Resources Officer at TEGNA Inc. (formerly known as Gannett, Co. Inc.) and a member of the company’s leadership team since 2012. While there, he oversaw employee relations, performance management, employee development, total rewards administration, diversity and inclusion for a workforce of more than 10,000. He was also responsible for creating initiatives that attracted and retained essential talent, enabling TEGNA to execute many of their key initiatives.",1,82,Diversity and Inclusion
"FOXA, TFCFA, FOX...",FOX News Channel Signs Martha MacCallum to New Multi,Year Deal - 08-Jan,20,FOX News Channel,Contract/Agreement,"Ms. MacCallum notably co-anchored live coverage of the 2018 election which marked the highest-rated midterm election coverage in cable news history with total viewers, topping all of broadcast and cable news, according to Nielsen Media Research. Earlier that year, she also landed an exclusive joint interview with then-Supreme Court nominee and now Justice Brett Kavanaugh and his wife Ashley Estes Kavanaugh. During that interview, in which MacCallum received widespread praise, Kavanaugh addressed the multiple allegations of sexual misconduct he was up against.",1,82,sexual misconduct
TFCFA,Fox News weighs Bill O'Reilly's future,NYT - 12-Apr,17,,"Articles, Reports, Conjecture, Media Summaries, Published Reports  Related Stories:","People briefed on the plan tell the NYT that Rupert, Lachlan, and James Murdoch will decide whether or not to oust O'Reilly (potentially angering viewers) after they see the results of a law firm's investigation into his conduct. The article observes that Rupert Murdoch has long championed O'Reilly, but his sons are mindful of Fox's thickening docket of sexual harassment allegations, and that the Murdochs dealt with largely the same factors in July when they wrestled with the problem of what to do with Fox News chairman Roger Ailes. Current newsroom employees tell the NYT that Fox News employees -- especially women -- are uneasy, and that morale is suffering -- again, particularly among women -- on Fox's entertainment side. In interviews, Fox employees tell the NYT that they feel ""outrage"" and ""embarrassment"" at the way the Murdochs are sticking with O'Reilly. People familiar with the matter tell the NYT that Fox thinks its new contract with O'Reilly allows it to control his behavior more effectively than his old one did.",1,171,sexual harassment
7203,"GLAAD and Toyota Financial Services Stand Against Bullying, Announce 'Go Purple for #SpiritDay' app for iPhone and Android",10-Oct-13,PMZ,,"Product / Services Announcement, Lifestyle, Arts & Entertainment","While we're proud of our accomplishments, we will continue to work hard to create a workplace that embraces differences and includes everyone. To learn more about our commitment to diversity and inclusion, please visit: http://www.toyota.com/diversity | For the fifth consecutive year, we're proud to have received a perfect 100% score on the Corporate Equality Index, the Human Rights Campaign's in-depth evaluation of the U.S. corporations on issues important to the LGBT community. Toyota Financial Services is ranked in Top 50 Companies for diversity by DiversityInc. Hispanic Business and Black Enterprise rank Toyota among their Top 40 Companies for diversity.",2,"35, 63","diversity, Diversity and Inclusion"
"05MBTR, USB",Greg Cunningham Promoted to Head of Diversity & Inclusion at U.S. Bank,20-Sep-16,BW,U.S. Bank,"Personnel, Product/Service","Cunningham joined U.S. Bank in September 2015 as vice president, customer engagement. In his new position, Cunningham will direct all of the bank’s diversity and inclusion activities, focusing on workplace/culture, multicultural customer outreach, supplier diversity, and community and corporate social responsibility. | Greg Cunningham Promoted to Head of Diversity & Inclusion at U.S. Bank  Tuesday, September 20, 2016 02:00:00 PM (GMT) | Greg Cunningham has been promoted to vice president of global inclusion and diversity for U.S. Bank, expanding the bank’s efforts to promote diversity throughout its workforce, vendors, customers and community relationships. | “Companies across the nation are facing a changing marketplace and those that want to thrive must adapt to reflect that cultural, social and ethnic diversity,” Cunningham said. “For instance, millennials don’t want to be marketed to; they want a relationship with a brand and company, and those companies that have a clear strategy on corporate social responsibility and community engagement will win.”",4,"41, 19, 31, 62","diversity, Diversity and Inclusion, Diversity & Inclusion"
"TFCFA, TFCF",INVESTOR ALERT Schubert Law Firm Announces Investigation of Twenty,"First Century Fox, Inc. (FOX) - 15-Mar",17,Schubert Jonckheer & Kolbe LLP,,"SAN FRANCISCO, March 15, 2017 /PRNewswire/ -- In the wake of new reports of a criminal investigation into Fox News, Schubert Jonckheer & Kolbe LLP is investigating potential derivative claims on behalf of the shareholders of Twenty-First Century Fox, Inc. (NASDAQ: FOX), related to allegations that Roger Ailes sexually harassed and assaulted women for decades. The investigation concerns whether the company's officers and directors breached their fiduciary duties by failing to stop or prevent Mr. Ailes' inappropriate behavior, willfully ignoring the company's alleged culture of misogyny, and misleading investors about payments related to sexual harassment settlements. | Earlier this week, the  New York Times  revealed that the United States attorney's office has convened a federal grand jury to investigate the way Fox News handled payments related to sexual harassment cases to determine whether the company misled investors. According to these reports, the grand jury subpoenaed Mark Kranz, the former chief financial officer for Fox News who oversaw the network's finances when it paid millions of dollars in settlements. Mr. Kranz was appointed CFO by Mr. Ailes in 2004 and resigned from the company last year. | On July 6, 2016, former Fox News anchor  Gretchen Carlson filed a sexual harassment lawsuit against Mr. Ailes alleging that Mr. Ailes terminated her as retaliation for refusing his sexual advances. Then, on July 19, reports surfaced that Ailes made ""unwanted sexual advances"" toward Fox News anchor Megyn Kelly at the start of her career. Andrea Tantaros , host of The Five, filed a lawsuit in August against Fox News, Ailes, and several other high level executives (including Bill Shine) alleging numerous instances of sexual harassment, inappropriate comments, and a newsroom that resembled ""a sex-fueled, Playboy Mansion-like cult."" In total, more than twenty women have come forward claiming similar mistreatment and alleging that the women of Fox News routinely had to engage in sexual relations with their managers — in many cases, Roger Ailes  — in exchange for promotions.",3,"96, 88, 139",sexual harassment
"TFCFA, TFCF",INVESTOR ALERT Schubert Law Firm Announces Investigation of Twenty,"First Century Fox, Inc. (FOX) - 25-Oct",16,Schubert Jonckheer & Kolbe LLP,,"On July 6, 2016, former Fox News anchor  Gretchen Carlson filed a sexual harassment lawsuit against Mr. Ailes alleging that Mr. Ailes terminated her as retaliation for refusing his sexual advances. Then, on July 19, reports surfaced that Ailes made ""unwanted sexual advances"" toward Fox News anchor Megyn Kelly at the start of her career. Andrea Tantaros , host of The Five, filed a lawsuit in August against Fox News, Ailes, and several other high level executives (including Bill Shine) alleging numerous instances of sexual harassment and inappropriate comments. In total, more than twenty women have come forward claiming similar mistreatment and alleging that the women of Fox News routinely had to sleep with their managers — in many cases, Roger Ailes  — in exchange for promotions. | SAN FRANCISCO, Oct. 25, 2016 /PRNewswire/ -- Schubert Jonckheer & Kolbe LLP is investigating potential derivative claims on behalf of the shareholders of Twenty-First Century Fox, Inc. (NASDAQ: FOX), related to allegations that Roger Ailes  sexually harassed and assaulted women for decades. The investigation concerns whether the company's officers and directors breached their fiduciary duties by failing to stop or prevent Mr. Ailes's inappropriate behavior and the company's alleged culture of misogyny.",2,"127, 72","sexually harassed, sexual harassment"
"05KPFM, 0017SQ, DIS",Isaac Lee Named CEO of Fusion,4-Oct-13,BW,"Univision Communications, Inc.","Personnel, Photo/Multimedia",,0,0,
