who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
The Clorox Company,Accounting Issues,"Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Management Top 250 list, The Just 100: America's Top Citizens list, CR Magazine's 2017 Best Corporate Citizens list and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $11 million in combined cash grants, product donations and cause marketing in fiscal year 2017. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,112,gender equality,"0G228P, CLX - Clorox Announces Agreement to Acquire Nutranext, a Leader in Dietary Supplements - 12-Mar-18 - PRN.pdf"
Universal Pictures Home Entertainment,New Products & Services,"A Supreme Team: Making  On the Basis of Sex  ""ì Pull back the curtain and see how this incredible team of collaborators brought this true story to the big screen. Legacy of Justice  ""ì A deeper look at how  Ruth Bader Ginsburg pioneered gender equality in America and gained her seat on the Supreme Court. Martin and Ruth: A Loving Partnership ""ì An intimate look at the symbiotic marriage between Martin and Ruth Ginsburg, and how it helped shape Ruth's perspective as a judge.",1,84,gender equality,"0H2N8M, CMCSA - From Universal Pictures Home Entertainment On the Basis of Sex - 07-Feb-19 - PRN.pdf"
,"Company Announcement, Other News, Press releases","""Comcast NBCUniversal is proud to recognize these leaders, who join the other outstanding City Year alumni who have earned this award over the past 15 years,""ù said David L. Cohen, senior executive vice president and chief diversity officer of Comcast Corp., and City Year Board of Trustees chair. ""Their leadership shows how the City Year experience can help young adults see the profound difference they are capable of making in a community""îand then make that spirit of serving others an integral part of their lives.""ù",1,85,Chief Diversity Officer,"0H2TKG, CMCSA - Comcast NBCUniversal Leadership Awards Honor City Year Alumni for 15th Year - 16-Jul-19 - PMZ.pdf"
Comcast NBCUniversal,"New Products & Services, Public Safety","""We're here today to provide low-income seniors, parents, and children in the Green Mountain State with the tools and knowledge they need to be safe from scammers and bullying online,"" said David L. Cohen, Comcast Corporation's Senior Executive Vice President and Chief Diversity Officer.  ""This is an issue that cuts across party lines.  There is a universal desire on the part of law enforcement officials to protect Americans from the potential risks of being online.  We also want to address the fear, which is the number one barrier to broadband adoption, that prevents some seniors and families from connecting to the Internet's life-changing resources.""",1,104,Chief Diversity Officer,"0J4PNV, CMCSA - Comcast's Internet Essentials Program to Promote Internet Safety for Vermont Seniors, Parents, and Children - 18-Mar-19 - PRN.pdf"
,"Media Summaries, Economist Summary","In the year since the dawn of the #MeToo movement, nine members of Congress have resigned or declined to run for re-election after facing credible charges of sexual misconduct. The movement, however, is unevenly distributed across the political spectrum. President Trump has defended his Supreme Court appointee Brett Kavanaugh from allegations of sexual assault and cast doubt on his accusers. Because polling shows that voters in both parties value the issue, the Republican response to #MeToo represents a failure of opportunity.",1,81,sexual assault,"ABX, CA, CMCSA... - StreetAccount Summary The Economist print edition - 27-Sep-18 - SA.pdf"
Citi,Award,"Citi was specifically highlighted as being extremely proactive in supporting work-based and placement learning, by the university. Each year Citi provides a significant number of 6 and 12 months placements within their Technology and Operations divisions. Through its continual strive for diversity and inclusion, Citi also offers a specific mentoring programme for female computing students called CitiSpire.",1,57,Diversity and Inclusion,C - Citi Belfast Wins Placement Employer of the Year at the Ulster University Excellence Awards - 12-May-17 - BW.pdf
Citi,Award,"Today Citi was recognised as a Top 10 Employer for lesbian, gay, bi and trans people in the UK for the second consecutive year by Stonewall. ""Our continued success in the Stonewall Workplace Equality Index, our additional awards and our market leading initiatives around LGBT+ inclusion are examples of how our commitment to diversity and inclusion is becoming further embedded in our culture""ù said Denise Cole, Head of Inclusion & Diversity This year's Stonewall received over 445 entries for their benchmark ranking, making their Top 100 list increasingly relevant.",1,89,Diversity and Inclusion,"C - Citi Confirms Standing in Stonewall's Top 10 LGBT+ Employer, Receives 1st Bi-Inclusive Workplace Award - 21-Jan-19 - BW.pdf"
Citigroup Inc.,Product/Service,"Civic Builders: develops high-performing charter schools where need is greatest across the U.S EMpower: supports at-risk youth in emerging market countries Fallen Patriots: provides college scholarships and educational counselling to North American children who have lost a parent in the U.S. military Malala Fund: invests in education programs and breaks down the barriers preventing more than 130 million girls around the world from going to school Place2Be: enhances the wellbeing and prospects of children and their families by providing access to therapeutic and emotional support in schools Reach the World: makes the benefits of travel accessible to classrooms, inspiring youth to become more curious, confident global citizens Room to Read: focuses on increasing literacy and gender equality in education in low-income countries Teach First: trains and supports committed individuals to become inspirational classroom leaders in low-income communities across England and Wales Uncommon Schools: starts and manages 52 public charter schools serving 18,000 students in the US to prepare low-income students to graduate from college",1,164,gender equality,C - Citi Expands Annual e for Education Campaign Across a Broader Range of Electronically Traded Products - 04-Sep-19 - BW.pdf
Citi,"Corporate Social Responsibility, Funding",Room to Read: focuses on increasing literacy and gender equality in education in low-income countries,1,15,gender equality,C - Citi Expands e for Education Campaign - 04-Sep-18 - BW.pdf
Citi,Product/Service,"Citi has been a vocal proponent of the UN Sustainable Development Goals (SDGs) and the Paris Agreement. Citi released an SDG report in 2017, Banking on 2030: Citi and the Sustainable Development Goals, that highlights the Goals Citi has prioritized and related key initiatives, including: gender equality (Goal 5), affordable clean energy (Goal 7), decent work and economic growth (Goal 8), industry, innovation and infrastructure (Goal 9), sustainable cities and communities (Goal 11), climate action (Goal 13) and partnerships for the goals (17).",1,83,gender equality,C - Citi First Major U.S. Bank To Endorse 'Principles for Responsible Banking' - 03-Jul-19 - BW.pdf
Citi,Bond Issue,"Citi today announced that it hired women-owned firms as lead managers of a $2.5 billion bond issuance on behalf of Citibank, N.A. The transaction illustrates Citi's deep, long-standing commitment to diversity and inclusion, and to helping women, minority and veteran-owned businesses grow and succeed. | ""We are honored to work with these firms, which provided exceptional support and execution for the issuance,""ù said James Forese, President of Citi and Head of Citi's Institutional Clients Group. ""This transaction clearly illustrates Citi's strong commitment to diversity and to providing opportunities for women- owned firms.""ù | ""MFR Securities appreciates the opportunity to work with Citi and these outstanding firms,""ù said Maria Fiorini Ramirez, Owner of MFR Securities, Inc. ""By highlighting the strength of women-owned businesses, Citi is playing a vital role in promoting diversity in the capital markets and well beyond.""ù",3,"44, 47, 45","diversity, Diversity and Inclusion","C - Citi Hires Women-Owned Firms to Lead Distribution of $2.5 Billion Citibank, N.A. Bond Issuance - 15-Mar-17 - BW.pdf"
Citi,"Bond Issue, Personnel","The transaction represents the third consecutive year that Citi has worked predominantly with women-owned firms to syndicate a bond offering, highlighting its deep, long-standing commitment to diversity and inclusion, and to helping women, minority and veteran-owned businesses grow and succeed. | ""Citi is pleased to leverage a diverse broker-dealer network for another successful transaction,""ù said Michael Verdeschi, Treasurer of Citi. ""By choosing to consistently work with a diverse group of suppliers for debt offerings, Citi is clearly taking a leadership role in promoting diversity in the industry.""ù | ""MFR Securities is pleased to participate in this transaction with Citi and these outstanding firms,"" said Maria Fiorini Ramirez, Owner of MFR Securities, Inc. ""It is particularly meaningful to be part of a syndicate composed of predominantly women-owned businesses, and we appreciate Citi's efforts to highlight the importance of diversity through its business activities."" | ""We are proud to continue our work with these firms, which once again provided exceptional support and execution for the issuance,""ù said Tyler Dickson, Head of Global Capital Markets Origination at Citi. ""Diversity represents a core value for Citi, and this transaction provides a great example of our deep commitment to inclusion in everything that we do.""ù",4,"40, 46, 54, 57","diversity, Diversity and Inclusion",C - Citi Hires Women-Owned Firms to Lead Distribution of $250 Million Citigroup Inc. Subordinated Bond Issuance - 20-Mar-18 - BW.pdf
Citi,Bond Issue,"""Stern is honored to be a part of this iconic All Women-led transaction. Citi has always been a leader in diversity and inclusion and continues to be with this transaction. In this unprecedented time that we are in, we thank Citi for all it is doing,""ù said Pepe Finn, CEO of Stern. | ""At Citi, we pride ourselves on being bold champions of gender equity in financial services and beyond,""ù said Jane Fraser, President of Citi and CEO, Global Consumer Banking. ""We all have a responsibility to ensure our business practices reflect the diversity and progress we want to see. Transactions like this women's led syndication models the way forward for our industry.""ù | ""We are pleased to have successfully completed this transaction, particularly during this period of market uncertainty,""ù said Michael Verdeschi, Treasurer of Citi. ""Supplier diversity, including that of our underwriting syndicates, is a core tenet of Citi's franchise. We look forward to continue working with Minority and Women Business Enterprises and Service-Disabled Veteran-Owned Business on future transactions.""ù | ""Siebert Williams Shank is very proud to be part of Citi's $4 Billion senior unsecured notes offering. Our firm appreciates Citi's recognition of woman-owned firms on this transaction and its continuous commitment to and leadership on diversity in the corporate capital markets,""ù said Suzanne Shank, President and CEO of Siebert Williams Shank.",4,"52, 60, 56, 52","diversity, Diversity and Inclusion",C - Citi Hires Women-Owned Firms to Lead Distribution of $4 Billion Citi Bond Issuance to Commemorate Women's History Month - 30-Mar-20 - BW.pdf
Citi,Product/Service,"Valuing diversity: Citi was the first in the industry to disclose unadjusted pay gaps between women and men globally, and between minorities and non-minorities in the U.S. As part of this commitment to diversity and inclusion, Citi set representation goals for black talent in the U.S. and female talent globally to increase representation across all levels of the firm. | Citi today released its 2018 Global Citizenship Report, highlighting efforts made in the last year to responsibly provide financial services that enable growth and progress. This report and related summary includes numerous examples of how, through our core business and with the philanthropic efforts of the Citi Foundation, we are helping address complex and pressing issues such as climate change, the affordable housing crisis in the U.S., youth unemployment, diversity in business and financial independence for women.",2,"59, 77","diversity, Diversity and Inclusion",C - Citi Releases 2018 Global Citizenship Report - 24-Apr-19 - BW.pdf
Citi,Product/Service,Room to Read: focuses on increasing literacy and gender equality in education in low-income countries,1,15,gender equality,C - Citi Runs 5th Edition of e for Education campaign - 12-Sep-17 - BW.pdf
Citi,Product/Service,"Jim Cowles, CEO of Citi in EMEA and global co-chair of Citi Women, said, ""At Citi, we believe a diverse workforce at all levels is business critical. Diversity and inclusion are strategic priorities across the firm globally. Diversity of thought keeps us at the cutting edge of innovation and technology, enabling progress for our clients, shareholders and the communities we serve. We believe that to be innovative, you must be inclusive. Companies with diverse and inclusive cultures are the future and Citi is proud to be part of this progressive group.""ù | Citi (NYSE: C) today announced it has signed up to the UK Treasury's Women in Finance Charter. Citi is proud to join the list of companies leading to permanent and sustainable change in gender diversity at senior levels across the financial services industry in the UK. | Jenny Grey, head of Human Resources for EMEA added: ""Gender diversity is a key focus and our global diversity strategy sets out a clear path to work towards improving our gender balance. We are proud to sign the Women in Finance Charter and to demonstrate our commitment to driving change in our industry. We welcome the initiatives introduced by the Charter and fully support the aims and objectives in achieving greater gender balance.""ù",3,"91, 46, 73","diversity, Diversity and Inclusion",C - Citi Signs the Women in Finance Charter - 11-Jul-17 - BW.pdf
Citi,"Photo/Multimedia, Contract/Agreement, Award","""Citi has made a great effort to truly understand what the Paralympic Movement is about, and its commitment to spreading a positive message about diversity and inclusion across its global enterprise speaks volumes about its dedication to supporting people with disabilities, veterans and a more inclusive society,""ù said Team Citi member Brad Snyder, an American seven-time Paralympic medalist in Para Swimming.",1,61,Diversity and Inclusion,C - Citi Unveils Its Roster of 41 Para Athletes One Year out From Tokyo 2020 - 10-Sep-19 - BW.pdf
Citi,"Photo/Multimedia, Nonprofit, Product/Service","the ""òe for education' campaign. As a result, children are learning how to read and write, and girls are staying in school longer. We have also raised visibility for the importance of gender equality through joint activities. We're incredibly grateful for Citi's investments in our mission over the last seven years. We look forward to continuing our collaboration, so that we can provide thousands more children with opportunities to reach their full potential.""ù",1,73,gender equality,C - Citi's Annual e for education Campaign Raises $8.15 Million  - 14-Nov-19 - BW.pdf
,,,0,0,,"C - Citigroup, Inc.(C-US) Schedules Annual General Meeting for 16-April-2019 900 AM ET - 07-Mar-19 - FCSTEV.pdf"
Citi,"Contract/Agreement, Product/Service","The transaction represents the fourth consecutive year that Citi has worked predominantly with women- owned firms to syndicate a bond offering, underscoring its deep, long-standing commitment to helping women, minority and veteran-owned businesses grow and succeed, further advancing the firm's pledge to diversity and inclusion throughout the finance industry. | ""We are pleased to have successfully completed this transaction, especially with a syndicate comprised of women-owned firms""ù said Michael Verdeschi, Treasurer of Citi. ""Citi has issued multiple bond offerings incorporating diverse syndicate groups and looks forward to continuing to promote inclusion and diversity in this way in the future.""ù | ""Siebert Cisneros Shank appreciates the opportunity to be a part of Citi's inaugural SOFR transaction,""ù said Suzanne Shank, Chairwoman, CEO and a co-founder of Siebert Cisneros Shank & Co. ""Citi's inclusion of woman-owned firms in this historic transaction demonstrates their commitment to diversity in the corporate capital markets and our ability to contribute meaningfully to the success of the financing,""ù she continued.",3,"49, 49, 62","diversity, Diversity and Inclusion","C, 002CNW - Citi Hires Women-Owned Firms to Lead Distribution of $1 Billion Citi Bond Issuance in Celebration of International Women's Day - 08-Mar-19 - BW.pdf"
Citi,Bond Issue,"""Citi is proud to support women and minority-owned businesses,""ù said James Forese, President of Citigroup and Head of Citi's Institutional Clients Group. ""This transaction is a testament to Citi's long-standing, deep commitment to diversity and inclusion, and it is particularly timely as we prepare to celebrate International Women's Day on March 8.""ù | The transaction illustrates Citi's strong commitment to diversity and to providing opportunities for women, minorities and veterans",2,"52, 17","diversity, Diversity and Inclusion","C, 005MWD, 003HD1... - Citi Hires Women-Owned Firms to Lead Distribution of $1.5 Billion Bond Issuance - 02-Mar-16 - BW.pdf"
Citigroup Inc.,Award,"""Citi is proud to be recognized by Working Mother  for our strong commitment to providing programs that help employees develop to their full potential and live a healthy, satisfying life,""ù said Ana Duarte McCarthy, Chief Diversity Officer, Citi. ""At Citi, we want to attract and develop the best talent. Fostering an inclusive work environment the provides employees with the skills, experience, training and support they need to succeed in and out of the workplace is one of our highest priorities.""ù | The Working Mother 100 Best Companies are judged on answers to 650 questions, including data on the access and usage of flexible work arrangements, parental leave, childcare, health and wellness support and the advancement of women to all levels of management. | Companies were selected for the 2011 Working Mother 100 Best Companies based on an extensive application with more than 650 questions that surveys the usage, availability and tracking of programs, as well as the accountability of managers who oversee them. Seven areas were measured and scored for the 2011 initiative: workforce profile, benefits, women's issues and advancement, child care, flexible work, parental leave and company culture. For this year's 100 Best, particular weight was given to benefits, flexibility and parental leave. | Highlighting the top companies that are paving the way for new moms and families everywhere, Working Mother magazine has announced Citi as one of the 2011 Working Mother 100 Best Companies. Citi, which has appeared on the ""100 Best Companies""ù list for twenty-one consecutive years, was recognized for its comprehensive diversity and employee benefit programs that foster professional advancement and offer flextime hours, telecommuting, paid maternity leave and employee assistance programs. | Citi recognizes diversity as one of its competitive advantages and a business imperative. Citi provides a breadth of health and wellness programs, which offer flexible work strategies, a newly introduced maternity program and affordable, dependable child care centers, as well as a number of professional development programs for women, such as the Citi Women's Leadership Development Program delivered in conjunction with the UCLA Anderson School of Management to enhance leadership and professional advancement. | Working Mother magazine reaches 2.2 million readers and is the only national magazine for career- committed mothers; WorkingMother.com (www.workingmother.com) gives working mothers @home and @work advice, solutions, and ideas. This year marks the 26th anniversary of Working Mother's signature research initiative, Working Mother 100 Best Companies, and the ninth year of the Best Companies for Multicultural Women. Working Mother Media, a division of Bonnier Corporation (www.bonnier.com), includes the National Association for Female Executives (NAFE, www.nafe.com), Diversity Best Practices (www.diversitybestpractices.com), and the Working Mother Research Institute. Working Mother Media's mission is to serve as a champion of culture change.",6,"80, 41, 81, 71, 73, 98","parental leave, diversity, Chief Diversity Officer","C, 064B8V, 07DY1C... - Citi Named to Working Mother's 2011 100 Best Companies List Recognized for 21 Consecutive Years - 14-Oct-11 - BW.pdf"
Citi,Award,"""Citi is proud to be recognized by the National Association of Female Executives for its strong commitment to fostering the development, advancement and leadership of women,""ù said Ana Duarte McCarthy, Chief Diversity Officer, Citi. ""Attracting and developing the best talent is one of our highest priorities. We are committed to providing the skills, experience, training and support that emerging and established leaders need to succeed.""ù",1,65,Chief Diversity Officer,"C, 07KL5Z, C - Citi Named a Top 50 Company for Executive Women by The National Association for Female Executives - 07-Feb-12 - BW.pdf"
Citi,Contract/Agreement,,0,0,,"C, 09K72R - Citi Announces Global, Mission-Led Partnership with the International Paralympic Committee - 13-Dec-18 - BW.pdf"
Citi,Product/Service,,0,0,,"C, C - Citi Creates Citi On Campus App for iPhone, to Stand Out in Competitive World of On-Campus Recruiting - 14-Sep-11 - BW.pdf"
"Conagra Brands, Inc.","Corporate Social Responsibility, Not For Profit Organizations, Human Interest Groups","CENTER ON HALSTED (ILLINOIS) Project: Silver Fork Culinary Workforce Development Program Silver Fork is a 9-week vocational training program for LGBTQ individuals and allies, especially those who are under- or unemployed, aimed at reducing poverty within the LGBTQ community and increasing diversity and inclusion in the workforce. The curriculum introduces students to many facets of the food industry with topics including knife skills, sanitation, front-of-house, introductory understanding of food allergens and dietary preferences, and more.",1,75,Diversity and Inclusion,"CAG - Conagra Brands Foundation Awards A Total Of $350,000 To 23 Local Nonprofits Through Nourish Our Community Grant Program - 16-Sep-19 - PRN.pdf"
,,,0,0,,"CAG - Conagra Brands, Inc.(CAG-US) Schedules Q4 2020 Earnings Call for 30-June-2020 930 AM ET - 02-Jun-20 - FCSTEV.pdf"
"Citizens Financial Group, Inc.",Funding,"""We believe it is important to step forward to promote social and economic equity, to help eradicate racism and discrimination, and to work towards a world where all people and communities thrive,""ù said Bruce Van Saun, Chairman and Chief Executive Officer, Citizens Financial Group. ""This program will promote further diversity and inclusion at Citizens and will utilize our platform to fund investments and support volunteerism to drive change and make a meaningful impact.""ù | Additionally, Citizens' commitment features new programs at the company to further increase leadership and workforce diversity while expanding awareness of social equity issues and providing additional opportunities for colleagues to make an impact within its communities. | This will include initiatives to ensure the bank's human capital efforts are optimized to enable greater diversity and to help the bank more quickly and effectively attract and source diverse talent, particularly at the leadership level, and to further identify and advance such talent within the organization.",3,"73, 36, 47","diversity, Diversity and Inclusion",CFG - Citizens Announces $10 million Investment to Promote Social Equity and Advance Economic Opportunity in Underserved Communities - 25-Jun-20 - BW.pdf
