identifier,headline,date,source,who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords
"AMZN, 009JPF","Amazon.com, Inc.  Zevin Asset Management LLC",Company Makes Material Announcement Regarding  Activist Campaign - 24-May,19,,,"On 5-8-2019, Zevin Asset Management LLC filed a notice of exempt solicitation and urged the shareholders of  Amazon.com, Inc. to support its proposal requesting the company to prepare a report assessing the feasibility of  integrating sustainability metrics, including metrics for diversity, inclusion, and equity among senior executives at the  2019 annual meeting. Zevin believed that a sustainability metric promotes executive focus and accountability to  corporate sustainability goals and noted that the company dismissed a similar proposal without any explanation or  justification. On 5-24-2019, Amazon.com announced that the shareholder proposal requesting the company to  prepare a report assessing the feasibility of integrating sustainability metrics among senior executives was defeated  at the 2019 annual meeting, receiving 19.13% of the total votes casts.",1,120,diversity
AMZN,"Amazon.com, Inc.(AMZN",US) Schedules Annual General Meeting for 27-May-2020 1200 PM ET,27,,,,,0,
SIG,APPROACHING DEADLINE Khang & Khang LLP Announces a Securities Class Action Lawsuit against Signet Jewelers Limited and Encourages Inv...,21-Jun-17,NEWS_ACW,,,"The Complaint alleges that during the Class Period, Signet issued false and misleading statements and/or  failed to disclose that alleged sexual harassment by employees of Signet's Sterling Family of Jewelers  division (""Sterling"") - including numerous incidents of sexual assault and rape which were detailed in  approximately 249 declarations signed under penalty of perjury by current and former Sterling employees -  made it unlikely that Signet would be able to avoid paying a sizable amount of damages in connection with a  class action lawsuit filed by Sterling employees. Signet's shares traded at artificially inflated prices  throughout the Class Period as a result of this information being withheld from the market. On February 27,  2017, The Washington Post  published a report revealing widespread allegations of sexual harassment made  in the private arbitration that implicated the Company's senior managers and executives. Following this  news, Signet's stock price dropped materially, which caused investors harm.",1,150,sexual harassment
SIG,APPROACHING DEADLINE Lundin Law PC Announces Securities Class Action Lawsuit against Signet Jewelers Limited and Reminds Investors wi...,13-Jun-17,NEWS_ACW,,,"According to the Complaint, throughout the Class Period, Signet issued false and misleading statements  and/or failed to disclose that alleged sexual harassment by employees of Signet’s Sterling Family of  Jewelers division (""Sterling""), including numerous incidents of sexual assault and rape which were detailed in  approximately 249 declarations signed under penalty of perjury by current and former Sterling employees,  made it unlikely that Signet would be able to avoid paying a sizable amount of damages in connection with a  class action lawsuit filed by Sterling employees. Signet's stock traded at artificially inflated prices during the  Class Period as a result of this information being withheld from the market. On February 27, 2017, The  Washington Post  published a report revealing widespread allegations of sexual harassment made in the  private arbitration that implicated the Company's senior managers and executives. When this news was  announced, Signet's stock price fell materially, which harmed investors according to the Complaint.",1,153,sexual harassment
SIG,APPROACHING UPDATED DEADLINE Lundin Law PC Announces Securities Class Action Lawsuit against Signet Jewelers Limited and Reminds Inve...,16-Jun-17,NEWS_ACW,,,"According to the Complaint, throughout the Class Period, Signet issued false and misleading statements  and/or failed to disclose that alleged sexual harassment by employees of Signet's Sterling Family of  Jewelers division (""Sterling""), including numerous incidents of sexual assault and rape which were detailed in  approximately 249 declarations signed under penalty of perjury by current and former Sterling employees,  made it unlikely that Signet would be able to avoid paying a sizable amount of damages in connection with a  class action lawsuit filed by Sterling employees. Signet's stock traded at artificially inflated prices during the  Class Period as a result of this information being withheld from the market. On February 27, 2017, The  Washington Post  published a report revealing widespread allegations of sexual harassment made in the  private arbitration that implicated the Company's senior managers and executives. When this news was  announced, Signet's stock price fell materially, which harmed investors according to the Complaint.",1,153,sexual harassment
SIG,"Barbuto & Johansson, P.A. Securities Fraud Lawsuit Filed Against Signet Jewelers, Ltd. Alleging Sexual Harassment Coverup (NYSE SIG)",18-Apr-17,PRN,"Barbuto Law & Associates, P.A.",,"Barbuto & Johansson, P.A.: Securities Fraud Lawsuit Filed Against Signet Jewelers, Ltd. Alleging Sexual Harassment Coverup (NYSE: SIG)  Tuesday, April 18, 2017 01:15:00 PM (GMT) | WELLINGTON, Fla., April 18, 2017 /PRNewswire/ -- Barbuto & Johansson, PA (the ""Firm""), announces that a securities class action lawsuit has been filed against Signet Jewelers, Ltd. (NYSE: SIG) (""Signet"" or the ""Company""). To learn more about this case, investors should contact the Firm before May 29, 2017, prior to the application deadline for lead plaintiff.  Anthony Barbuto, Esq., who has trained in class action representation and is also a leader in equestrian law, represents those who have been harmed by securities fraud.  Carly Johansson, Esq., who has previously worked for a national employment law firm dealing with sexual harassment cases, focuses on injury law, including financial injuries.  The firm announces that a securities class action against Signet has been filed in the United States District Court for the Northern District of Texas on behalf of purchasers of Signet common stock between August 29, 2013 and February 27, 2017, inclusive (the ""Class Period"").  On April 14, 2017, the case was transferred to the Southern District of New York. You can reach Mr. Barbuto or Ms. Johansson at (561) 444-7980. | Signet is charged with making false and misleading statements and omissions related to the Company's operations in violation of the Securities Exchange Act of 1934. The allegations involve Signet's subsidiary, Sterling Family of Jewelers (""Sterling""), which operates stores under brand names including Kay Jewelers and Jared. The lawsuit alleges that the Company publicly downplayed serious issues of sexual harassment that were alleged by employees in a private arbitration proceeding.  On February 26, 2017, however, the public gained access to 249 declarations by current and former Sterling employees that painted a picture of the Company in which sexual harassment is not just tolerated but modeled by top executives. Further, a February 27, 2017 Washington Post article quoted the arbitrator stating, ""[f]or the most part Sterling has not sought to refute this evidence."" After trading closed on February 27, 2017, Signet's common stock price plunged. | To view the original version on PR Newswire, visit: http://www.prnewswire.com/news-releases/barbuto-- johansson-pa-securities-fraud-lawsuit-filed-against-signet-jewelers-ltd-alleging-sexual-harassment-coverup- nyse-sig-300440437.html",4,"25, 179, 143, 12","sexual harassment, sexual-harassment"
"000660, 008770, 086790...",Barron's Summary,4-Nov-17,SA,,"Conjecture, Media Summaries, Barron's Summary, Published Reports","Sexual harassment needs to be seen as a serious investment risk. Companies that tolerate or cover up sexual harassment, perpetuate a culture that fosters it, or fail to provide avenues for employees to report concerns or incidents, could see their bottom lines take a hit from difficulties attracting and retaining talented employees, customer defections, or ruined deals. In addition, research from Morgan Stanley shows that companies with greater gender diversity, and policies that support it, tend to deliver better risk-adjusted stock returns (link).",1,83,sexual harassment
"ARRS, BA, BATRA...",Barron's Summary,#NAME?,18,,"Conjecture, Media Summaries, Barron's Summary, Published Reports","Trader Extra:  Positive on Dollar Tree (DLTR), whose valuation is at a five-year low; The company looks likely to bounce back from its acquisition of Family Dollar, which has dragged on results; If not, an activist investor like Carl Ichan could get involved to force more drastic action. Trader Extra:  Former  Wynn Resorts (WYNN) CEO Steve Wynn, who resigned after sexual misconduct allegations, sold his entire $2.1B interest in the company in March; The well-timed sale saved him $900M.",1,79,sexual misconduct
"WYNN, 09ZX1M","Bernstein Liebhard LLP Continues To Investigate Claims On Behalf Of Shareholders Of Wynn Resorts, Ltd.",8-Feb-18,PRN,Bernstein Liebhard LLP,,"Wynn's resignation came in the wake of two weeks of steady news about allegedly pervasive sexual misconduct by Wynn – purportedly stretching over decades and involving dozens of women.  Since January 26, 2018, when the Wall Street Journal  published a detailed account of Wynn's alleged misconduct, Wynn Resorts has lost billions of dollars in market capitalization and dropped almost $30 per share.  Several gaming authorities are investigating whether Wynn's behavior has violated suitability requirements for casino licensing, which relate to the background, associations and reputation of officers, directors and key employees.",1,91,sexual misconduct
"WYNN, 09ZX1M","Bernstein Liebhard LLP Investigates Claims On Behalf Of Shareholders Of Wynn Resorts, Ltd.",31-Jan-18,PRN,Bernstein Liebhard LLP,,"On January 26, 2018, the Wall Street Journal  reported that dozens of past and present Wynn Resorts employees had accused Mr. Wynn of sexual misconduct spanning over a decade.  In a lawsuit against Mr. Wynn, Wynn Resorts co-founder Elaine Wynn, Mr. Wynn's ex-wife and a former Wynn Resorts Board Member, revealed that Mr. Wynn had paid a $7.5 million settlement to one former employee due to sexual misconduct. Elaine Wynn reportedly learned about this incident in 2009 and is said to have alerted a representative for the Wynn Resorts Board right away.  Several other incidents of sexual misconduct are alleged against Mr. Wynn in the Wall Street Journal  article.  These incidents expose the Company, which is highly dependent on Mr. Wynn's reputation, to significant harm, including the potential loss of licenses and legal liability.    | After the  Wall Street Journal  article, shares of Wynn Resorts fell $20.31 per share, or more than 10%, to close at $180.29 on January 26, 2018, thereby injuring Wynn Resorts shareholders.  In total, the Company has lost a staggering $2.4 billion in market capitalization since January 26, 2018.  In response to the Wall Street Journal article alleging a pervasive pattern of sexual misconduct by Mr. Wynn, the Wynn Resorts Board has formed a special committee to investigate the allegations against him.",2,"134, 81",sexual misconduct
WYNN,"Bragar Eagel & Squire, P.C. is Investigating Wynn Resorts, Limited (WYNN) for Possible Breaches of Fiduciary Duty by Certain Officers and D...",29-Jan-18,BW,"Bragar Eagel & Squire, P.C.",Lawsuit,"On January 26, 2018, it was reported that Wynn Resorts Chairman and founder Steve Wynn had allegedly sexually harassed numerous women who worked for him. On this news, shares of Wynn Resorts fell $20.31, or over 10%, to close at $180.29 on January 26, 2018.",1,45,sexually harassed
WYNN,"Bragar Eagel & Squire, P.C. is Investigating Wynn Resorts, Limited (WYNN) on Behalf of Stockholders and Encourages Investors to Contact the...",31-Jan-18,BW,"Bragar Eagel & Squire, P.C.",Lawsuit,"On January 26, 2018, it was reported that Wynn Resorts Chairman and founder Steve Wynn had allegedly sexually harassed numerous women who worked for him. On this news, shares of Wynn Resorts fell $37.12 over two trading days, or over 18.5%, to close at $163.48 on January 29, 2018.",1,49,sexually harassed
YUM,Brian Cornell Appointed Non,Executive Chairman of Yum! Brands - 19-Nov,18,"Yum! Brands, Inc.","Personnel, Photo/Multimedia","Yum! Brands, Inc., based in Louisville, Kentucky, has over 45,000 restaurants in more than 140 countries and territories and is one of the Aon Hewitt Top Companies for Leaders in North America. In 2018, Yum! Brands was recognized as part of the inaugural Bloomberg Gender-Equality Index and ranked among the top 100 Best Corporate Citizens by Corporate Responsibility Magazine. In 2017, Yum! Brands was named to the Dow Jones Sustainability North America Index. The company’s restaurant brands – KFC, Pizza Hut and Taco Bell – are the global leaders of the chicken, pizza and Mexican-style food categories. Worldwide, the Yum! Brands system opens over seven new restaurants per day on average, making it a leader in global retail development.",1,119,gender-equality
YUM,"Brian Niccol to Depart Taco Bell Julie Felss Masino, North American President, and Liz Williams, International President, Assume Global Lea...",13-Feb-18,BW,"Yum! Brands, Inc.",Personnel,"Yum! Brands, Inc., based in Louisville, Kentucky, has over 45,000 restaurants in more than 135 countries and territories and is one of the Aon Hewitt Top Companies for Leaders in North America. In 2018, Yum! Brands was recognized as part of the inaugural Bloomberg Gender-Equality Index. In 2017, Yum! Brands was named to the Dow Jones Sustainability North America Index and ranked among the top 100 Best Corporate Citizens by Corporate Responsibility Magazine. The company’s restaurant brands - KFC, Pizza Hut and Taco Bell - are global leaders of the chicken, pizza and Mexican-style food categories. Worldwide, the Yum! Brands system opens over seven new restaurants per day on average, making it a leader in global retail development.",1,118,gender-equality
"SIG, SIG","DEADLINE ALERT Bronstein, Gewirtz & Grossman, LLC Reminds Investors with Losses in Excess of $100,000 of Class Action Against Signet ...",24-May-17,PMZ,,"Class Action, Law & Legal Issues","The complaint alleges that throughout the Class Period, defendants issued false and misleading statements and/or failed to disclose that alleged sexual harassment by employees of Signet’s Sterling Family of Jewelers division (“Sterling”), which included several incidents of sexual assault and rape. These incidents were specified in roughly 249 declarations signed under penalty of perjury by current and former Sterling employees, which made it unlikely that Signet would be able to avoid paying a sizable amount of damages in connection with a class action lawsuit filed by Sterling employees. Because this information was not made known to the investing public, Signet stock traded at falsely exaggerated prices throughout the Class Period, reaching a high of $150.94 per share. Once this information was made public, the lawsuit claims that investors suffered damages.",1,130,sexual harassment
WYNN,DEADLINE ALERT Brower Piven Reminds Investors of Upcoming Deadline in Class Action Lawsuit and Encourages Shareholders Who Have Losses in ...,27-Mar-18,BW,"Brower Piven, A Professional Corporation",Lawsuit,"The complaint accuses the defendants of violations of the Securities Exchange Act of 1934 by virtue of the defendants’ The complaint accuses the defendants of violations of the Securities Exchange Act of 1934 by virtue of the defendants’ failure to disclose during the Class Period that the Company’s founder and Chief Executive Officer, Stephen A. Wynn, had engaged in a pattern of sexual misconduct with respect to Wynn Resorts employees, including instances of sexual assault, and that discovery of Wynn’s misconduct would subject the Company to heightened regulatory scrutiny and jeopardize Wynn’s tenure at the Company. | According to the complaint, following a January 26, 2018 article published by The Wall Street  Journal revealing detailed accounts that Wynn had coerced and pressured several Wynn Resorts employees to perform sex acts and that Wynn had paid a Wynn Resorts employee $7.5 million after being accused of forcing the employee to have sex with him, and that the Massachusetts Gaming Commission announced that it would open a regulatory review into the Company over the sexual misconduct allegations reported in the Wall Street Journal  article, the value of Wynn Resorts shares declined significantly.",2,"96, 93","sexual assault, sexual misconduct"
SIG,DEADLINE APPROACHING Khang & Khang LLP Announces a Securities Class Action Lawsuit against Signet Jewelers Limited and Encourages Inv...,27-Jun-17,NEWS_ACW,,,"The Complaint alleges that during the Class Period, Signet issued false and misleading statements and/or  failed to disclose that alleged sexual harassment by employees of Signet's Sterling Family of Jewelers  division (""Sterling"") - including numerous incidents of sexual assault and rape which were detailed in  approximately 249 declarations signed under penalty of perjury by current and former Sterling employees -  made it unlikely that Signet would be able to avoid paying a sizable amount of damages in connection with a  class action lawsuit filed by Sterling employees. Signet's shares traded at artificially inflated prices during  the Class Period as a result of this information being withheld from the market. On February 27, 2017, The  Washington Post  reported on widespread allegations of sexual harassment made in the private arbitration  that implicated the Company's senior managers and executives. Following this news, Signet's stock price  dropped materially, which caused investors harm.",1,148,sexual harassment
SIG,DEADLINE APPROACHING Lundin Law PC Announces Securities Class Action Lawsuit against Signet Jewelers Limited and Encourages Investors...,22-Jun-17,NEWS_ACW,,,"According to the Complaint, throughout the Class Period, Signet issued false and misleading statements  and/or failed to disclose that alleged sexual harassment by employees of Signet's Sterling Family of  Jewelers division (""Sterling""), including numerous incidents of sexual assault and rape which were detailed in  approximately 249 declarations signed under penalty of perjury by current and former Sterling employees,  made it unlikely that Signet would be able to avoid paying a sizable amount of damages in connection with a  class action lawsuit filed by Sterling employees. Signet's stock traded at artificially inflated prices during the  Class Period as a result of this information being withheld from the market. On February 27, 2017, The  Washington Post  reported on widespread allegations of sexual harassment made in the private arbitration  that implicated the Company's senior managers and executives. When this information was announced,  Signet's stock price fell materially, which harmed investors according to the Complaint.",1,151,sexual harassment
SIG,Deadline on July 5th in Lawsuit for Investors in Signet Jewelers Ltd. (NYSE SIG) Announced by Shareholders Foundation,12-Jun-17,NEWS_ACW,,,"On February 26, 2017, the public gained access to the Declarations, spanning over 1,300 pages of sworn  testimony, which painted a picture of a Company in which sexual harassment, including sexual assault, was  not just tolerated but modeled at Company functions by top executives, including the Company's Chief  Executive Officer, defendant Mark S. Light (""Light""). The Declarations were submitted in a private arbitration  against Signet Jewelers Ltd's Sterling Family of Jewelers division (""Sterling"") in June 2013, but remained  under seal until February 26, 2017. | On February 27, 2017, it was reported that a subsidiary of Signet Jewelers Ltd allegedly discriminated  against female employees. Additionally, it was reported that about 250 female employees testified in  arbitration filings that male managers and executives engaged in rampant sexual harassment for years and  that a private arbitrator ruled that about 69,000 current and former female sales associates of mall jewelry  stores Kay and Jared, owned by a subsidiary of Signet Jewelers Ltd, can sue for discrimination and back  wages. | The plaintiff claims that the defendants issued false and misleading statements and/or failed to disclose  adverse information regarding Signet Jewelers' business and prospects, including that alleged sexual  harassment by employees of Sterling, including numerous incidents of sexual assault and rape, which were  detailed in approximately 249 declarations signed under penalty of perjury by current and former Sterling  employees, made it unlikely that Signet Jewelers Ltd. would be able to avoid paying a sizable amount of  damages in connection with a class action lawsuit filed by Sterling employees, and that as a result of this  information being withheld from the market, the Company's stock traded at artificially inflated prices between  August 29, 2013 and February 27, 2017, reaching a high of $150.94 per share.",3,"84, 81, 123","sexual assault, sexual harassment"
SIG,"DEADLINE TODAY Levi & Korsinsky, LLP Reminds Investors in Signet Jewelers of Commencement of a Class Action Lawsuit and May 30, 2017 Lead P...",30-May-17,BW,"Levi & Korsinsky, LLP",Lawsuit,"The complaint alleges that during the Class Period, defendants issued false and misleading statements and/or failed to disclose adverse information regarding Signet's business and prospects, including that alleged sexual harassment by employees of Signet's Sterling Family of Jewelers division (""Sterling""), including numerous incidents of sexual assault and rape, which were detailed in approximately 249 declarations signed under penalty of perjury by current and former Sterling employees (the ""Declarations""), made it unlikely that Signet would be able to avoid paying a sizable amount of damages in connection with a class action lawsuit filed by Sterling employees. | On February 27, 2017, after the markets closed, The Washington Post  published a report that revealed widespread allegations of sexual harassment made in a private arbitration that implicated Sterling's senior managers and executives, including defendant and CEO Mark Light and other Company leaders.",2,"95, 43",sexual harassment
SIG,DEADLINE UPDATE Khang & Khang LLP Announces Securities Class Action Lawsuit against Signet Jewelers Limited and Reminds Investors with Los...,15-May-17,PRN,Khang & Khang LLP,,"The Complaint alleges that during the Class Period, Signet issued false and misleading statements and/or failed to disclose that alleged sexual harassment by employees of Signet's Sterling Family of Jewelers division (""Sterling"") - including numerous incidents of sexual assault and rape which were detailed in approximately 249 declarations signed under penalty of perjury by current and former Sterling employees - made it unlikely that the Company would be able to avoid paying a sizable amount of damages in connection with a class action lawsuit filed by Sterling employees. Signet's stock traded at artificially inflated prices throughout the Class Period as a result of this information being withheld from the market. On February 27, 2017, The Washington Post  published a report revealing widespread allegations of sexual harassment made in the private arbitration that implicated Signet's senior managers and executives. Following this news, Signet's stock price fell materially, which allegedly caused investors harm.",1,151,sexual harassment
WYNN,"Dissident Definitive Contested Proxy Filed in Wynn Resorts, Limited  Elaine P. Wynn (co",founder and former director) Proxy Fight - 30-Apr,18,,,"On 4-23-2018, Ms. Wynn sent letter to shareholders and expressed concern towards the lack of independence and  responsible oversight of Wynn's current board. Ms. Wynn believed that Mr. Hagenbuch's departure from the board  would bring about new directors who could seek change that are free of holdovers from the past. In addition, Ms.  Wynn highlighted Mr. Hagenbuch's ineffectiveness as a member of the special committee which investigated  Stephen Wynn's sexual harassment allegation, and also the compensation committee which constantly repeated the  same mistakes. Finally, Ms. Wynn urged shareholders to vote against Mr. Hagenbuch at Wynn's 2018 annual  meeting.",1,98,sexual harassment
WYNN,Elaine P. Wynn Sends Letter to Wynn Resorts Shareholders Calling for Board Change and Shareholder Engagement,8-May-18,PRN,Elaine Wynn,,"Recently, Mr. Hagenbuch was given a seat on the special committee that is investigating matters surrounding allegations of sexual harassment by Mr. Wynn. Mr. Hagenbuch is also the chairman of the board's audit committee, which is charged with overseeing the Company's legal and regulatory compliance program and apparently did not detect the alleged conduct at issue. The board has put Mr. Hagenbuch in a position to investigate his own committee's failures and his friend's conduct.",1,75,sexual harassment
WYNN,Elaine P. Wynn Urges Shareholders to Vote WITHHOLD on Wynn Resorts Legacy Director John J. Hagenbuch at Upcoming Annual Meeting,14-May-18,PRN,Elaine Wynn,,"""This election will serve as a referendum not only on whether the current board has done enough to stem the fallout of the accusations against Steve Wynn, but also on whether the current board composition is sufficiently robust to minimize the possibility that similar issues reemerge in the future."" – Institutional Shareholder Services (""ISS""),  5/5/18 ""In this environment, the optics matter. You can't have Wynn's friends investigating the allegations. Elaine is absolutely right that the board needs to be refreshed and the legacy directors should go."" – Prof. Charles Elson, Director of the John L. Weinberg Center for Corporate Governance at the University of Delaware , as quoted in  With Steve Wynn Gone, 'Queen of  Las Vegas' Does Boardroom Battle, The New York Times , 5/10/18 ""The relationship between Wayson and Wynn could still play a role in the company's future. Regulators in Nevada, Macau and Massachusetts are investigating the allegations of sexual harassment, including questions of what other Wynn executives and board members knew about the behavior."" – Wynn Resorts' Next Battle: Friends of Steve Who Remain on Board, Bloomberg,  4/24/18 ""But to praise the legacy directors for responding appropriately would also be in many ways like praising someone in a burning building for appropriately calling the fire brigade. Such self-praise begs the question of what other alternatives were available to the board in the months that followed Steve Wynn's departure. Though the board acted swiftly when faced with a crisis, the legacy directors apparently failed to change the batteries of the smoke detectors well before the fire broke out."" – ISS, 5/5/18 ""[W]e consider a concerted vote opposing the continued service of a director personally linked to Mr. Wynn and certain of the Company's greater oversight failures would send a more pronounced message that investors seek a clearer break from the status quo."" – Glass, Lewis & Co., LLC, 5/3/18",1,312,sexual harassment
"WYNN, 05LY6L",Elaine Wynn Comments on ISS Recommendation that Wynn Resorts Shareholders WITHHOLD Votes from Legacy Director John J. Hagenbuch,6-May-18,PRN,Elaine Wynn,,"ISS joins independent proxy advisor firm Glass, Lewis & Co., LLC (""Glass Lewis"") in supporting Ms. Wynn's call to vote WITHHOLD on legacy director  John J. Hagenbuch at this year's 2018 Annual Meeting. Ms. Wynn believes that Mr. Hagenbuch's role as a longtime member of the Compensation Committee and on the Special Committee responsible for overseeing the investigation into allegations of sexual harassment by his close friend, Stephen A. Wynn, the Company's former Chairman and CEO are problematic and concerning. | legacy directors were not properly attuned to the issue of gender diversity over many years, resulting in a re-composition of the board that is encouraging but clearly overdue. This seems to reflect a short-sighted view of risk, particularly for a company operating at the intersection of the entertainment, hospitality, and gaming industries. In conjunction with the company's longstanding governance shortcomings (as evidenced by a ISS Governance QualityScore rating of 10 over the past five consecutive years), this appears to constitute a material failure in governance and risk oversight on the part of the legacy board."" ""Given that Hagenbuch bears responsibility, along with other legacy directors,  for failing to address longstanding governance and risk oversight shortcomings that appear to have magnified the fallout related to the former founder/CEO's sudden departure, and that the benefits of his continued presence on the board do not seem to outweigh the risks associated with permanence, shareholders are recommended to WITHHOLD votes for Hagenbuch.""",2,"80, 158","sexual harassment, diversity"
