who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
Procter & Gamble,"Conference, Contract/Agreement, Corporate Social Responsibility, Product/Service, Trade Show","The Company’s corporate Citizenship programs support the United Nations’ Sustainable Development Goals and focus on Ethics and Corporate Responsibility, Environmental Sustainability, Community Impact, Gender Equality and Diversity and Inclusion. The Brand 2030 criteria are requirements for individual brands that are in addition to the corporate programs. For more information on P&G’s Citizenship efforts, read P&G’s 2018 Citizenship Report here. | The Herbal Essences Ambition is to enable everyone to experience the positive power of nature and to support biodiversity for the benefit of people and the planet. Beyond this, Herbal Essences is leading the way in sharing comprehensive information about its ingredients, transparently explaining their 4-step safety process and being recognized by PETA as a  cruelty free brand. Herbal Essences bio:renew is the first global hair care brand to have its botanicals endorsed by the Royal Botanic Gardens, Kew, a world leading authority on plants. Herbal Essences is also leveraging its voice to promote the launch of packaging designed to help the visually impaired and beach plastic bottles in its largest market, the US.",2,"59, 114","diversity, gender equality","PG - Leading P&G Brands Including Pampers, Ariel and Herbal Essences Expand Leadership in Responsible Consumption - 24-Apr-19 - BW.pdf"
Procter & Gamble,"Photo/Multimedia, Award, Corporate Social Responsibility, Product/Service","P&G 2019 Citizenship Report Highlights Commitment to Community Impact, Gender Equality, Diversity & Inclusion and Sustainability  Monday, December 02, 2019 03:00:00 PM (GMT) | The Procter & Gamble Company (NYSE:PG) today released its 2019 Citizenship Report, detailing progress in its Citizenship focus areas of Community Impact, Diversity & Inclusion, Gender Equality and Environmental Sustainability built on the foundation of Ethics and Corporate Responsibility. | P&G released its 2019 Citizenship Report, detailing progress in its Citizenship focus areas of Community Impact, Diversity & Inclusion, Gender Equality and Environmental Sustainability built on the foundation of Ethics and Corporate Responsibility. (Photo: Business Wire) | Gender Equality: Well on the way to P&G’s goal of 50/50 representation at all levels, the Company’s senior leadership team and Board of Directors are now composed of more than 40 percent women. P&G’s Always brand launched its #EndPeriodPoverty Campaign to help keep girls in school, and Secret donated more than $500,000 as part of the brand’s ongoing support for the U.S. Women’s National Soccer Team’s fight for equal pay. | Diversity & Inclusion: P&G was a platinum sponsor of World Pride in New York with 50 sites around the world showing support through various Pride activities. The Company launched “The Look,” the sequel to the Emmy Award-winning film “The Talk,” to continue the conversation about racial bias. P&G also established neurodiversity programs at four Company sites to provide opportunities for individuals on the autism spectrum.",5,"23, 39, 36, 70, 65","gender equality, Diversity & Inclusion","PG - P&G 2019 Citizenship Report Highlights Commitment to Community Impact, Gender Equality, Diversity & Inclusion and Sustainability - 02-Dec-19 - BW.pdf"
Procter & Gamble,"Contract/Agreement, Trade Show, Event","P&G Advances Systemic Change for Gender Equality in Advertising at 2018 Cannes Lions Festival of Creativity  Monday, June 18, 2018 12:25:00 PM (GMT) | The Procter & Gamble Company (NYSE: PG) today advanced its commitment to gender equality through a series of new actions, commitments and partnerships to increase diversity throughout the creative supply chain, leading to more accurate and positive portrayals of women in advertising and media, and driving growth and social good. | “As the world’s greatest creative minds gather to celebrate creativity, we are committed to do our part with meaningful actions to advance gender equality in advertising, media and the creative pipeline in the next five years,” says Marc Pritchard, Chief Brand Officer, Procter & Gamble. “We also know no company can do it alone, so we hope to inspire others to be agents of change to accelerate momentum.” | #SheIsEqual Summit: To share creative successes and inspire broader action for gender equality, Global Citizen and P&G will partner and co-host the first #SheIsEqual Summit on September 28, 2018 in New York during UN General Assembly Week. The event will bring together governments, private sector companies, and influencers from advertising, media and entertainment to share perspectives on gender equality, women’s economic empowerment, girls’ education and advocacy through the lens of representation of women in the media, marketing, technology and entertainment. Madonna Badger, Glass Lion Jury President and See It Be It Chair will curate a “Creative Showcase” in partnership with Phillip Thomas, Cannes Lions CEO to highlight and celebrate the best work from the 2018 Glass Lions and new SDG Lions competitions that positively portrays an equal world. The ANA #SeeHer initiative will create sessions that discuss the role media plays in society and the importance of accurate representation of women and girls in entertainment. | “Gender equality is good for society and business,” says Pritchard. “Some of P&G’s best performing brands have the most gender-equal campaigns – Always Like a Girl, SKII Change Destiny , Olay Live Fearlessly …as well as Tide, Ariel, Dawn and Swiffer which show men sharing the load in household chores. It’s clear that promoting gender equality is not only a force for good, it’s a force for growth.”",5,"23, 50, 68, 155, 68",gender equality,PG - P&G Advances Systemic Change for Gender Equality in Advertising at 2018 Cannes Lions Festival of Creativity - 18-Jun-18 - BW.pdf
Procter & Gamble,"Corporate Social Responsibility, Photo/Multimedia","Environmental Sustainability is one of P&G’s Citizenship focus areas, along with Ethics and Corporate Responsibility, Community Impact, Gender Equality and Diversity and Inclusion. The Company’s Citizenship programs support the United Nation’s Sustainable Development Goals to end poverty, protect the planet and ensure prosperity for all. For more information on P&G’s Citizenship efforts, read P&G’s 2017 Citizenship Report here.",1,58,gender equality,PG - P&G Announces New Environmental Sustainability Goals Focused on Enabling and Inspiring Positive Impact in the World - 16-Apr-18 - BW.pdf
The Procter & Gamble Company,"Corporate Social Responsibility, Product/Service, Photo/Multimedia","Diversity and Inclusion is one of P&G’s Citizenship focus areas, along with Ethics and Corporate Responsibility, Community Impact, Gender Equality and Environmental Sustainability. The Company’s Citizenship programs support the United Nations' Sustainable Development Goals to end poverty, protect the | “This is more than a corporate documentary; it’s a candid look at the Company’s history, lessons in leadership and courage, and a channel to continue social discussions about diversity and inclusion,” added Brent Miller, P&G Associate Director, Communications, and the film’s Executive Producer. “It was important for us to transparently share our journey because it reflects what happened at so many other companies and can hopefully inspire a new generation to continue to build more diverse companies and communities.” | “This inspiring 25-minute film shares the story of courageous employees who persevered in the face of prejudice, hate and intolerance. Their journey highlights how far we’ve come, but there is still more work to be done for equality. That is why P&G is partnering with Great Big Story to tell their story, so others can learn from our past to make a better future where everyone is valued, and everyone is included,” said P&G Chief Diversity & Inclusion Officer Shelly McNamara. | In 1992, P&G became one of the first Fortune 500 companies to add sexual orientation into its diversity statement. The struggle for workplace equality for the LGBT+ community, however, was just beginning.",4,"39, 79, 81, 32","diversity, Diversity and Inclusion, gender equality, Diversity & Inclusion",PG - P&G Launches New Film Highlighting Its Internal Journey for LGBT+ Inclusion - 18-Jun-19 - BW.pdf
Procter & Gamble,"Award, Corporate Social Responsibility, Survey","P&G’s recently released 2017 Citizenship Report details progress in the Company’s focus areas of Ethics and Corporate Responsibility, Community Impact, Gender Equality, Diversity & Inclusion and Environmental Sustainability. This includes relief efforts following more than 20 natural disasters, sparking conversations about gender and racial bias, inventing technology that has the potential to revolutionize the recycling industry and doing it all with the values and principles that define P&G.",1,68,gender equality,PG - P&G Named One of America's Best Corporate Citizens - 12-Dec-17 - BW.pdf
Procter & Gamble,"Award, Corporate Social Responsibility","Both rankings follow P&G’s release of its 2018 Citizenship Report, which details progress of the Company’s Citizenship priorities: Ethics and Corporate Responsibility, Community Impact, Diversity & Inclusion, Gender Equality and Environmental Sustainability. Highlights of the report include how P&G is bringing the comforts of home to those impacted by disasters, continuing to spark conversations about diversity, inclusion and gender equality with its advertising, and making a meaningful impact on the environment with ambitious new 2030 goals including a vision to ensure that none of the Company’s packaging ends up in the world’s oceans.",1,93,gender equality,PG - P&G Named One of America's Best Corporate Citizens and Best Managed Companies - 10-Dec-18 - BW.pdf
Procter & Gamble,"Contract/Agreement, Corporate Social Responsibility, Product/Service, Photo/Multimedia","Yara grows knowledge to responsibly feed the world and protect the planet, to fulfill our vision of a collaborative society, a world without hunger and a planet respected. To meet these commitments, we have taken the lead in developing digital farming tools for precision farming and work closely with partners throughout the whole food value chain to develop more climate-friendly crop nutrition solutions. In addition, we are committed to working towards sustainable mineral fertilizer production. We foster an open culture of diversity and inclusion that promotes the safety and integrity of our employees, contractors, business partners, and society at large. Founded in 1905 to solve the emerging famine in Europe, Yara has a worldwide presence with about 17,000 employees and operations in over 60 countries. In 2018, Yara reported revenues of USD 12.9 billion. www.yara.com",1,135,Diversity and Inclusion,PG - P&G Partners to Improve Environmental Impact and Smallholder Livelihood in Palm Oil Supply Chain - 26-Apr-19 - BW.pdf
Procter & Gamble,"Award, Contract/Agreement, Photo/Multimedia, Event","P&G’s citizenship agenda: ethics and corporate responsibility, community impact, gender equality and environmental sustainability. P&G has spent more than $2 billion with diverse suppliers for eleven consecutive years, and P&G recognizes it will not achieve its citizenship goals without the partnership and capabilities of our suppliers. | As part of this year’s External Business Partner event, P&G is dedicating a full day to Supplier Citizenship – helping suppliers understand P&G’s approach to diversity and inclusion, as well as the other elements of",2,"46, 35","Diversity and Inclusion, gender equality","PG - P&G Recognizes Top Suppliers Powering Global Supply Network Transformation, Productivity & Citizenship - 06-Feb-19 - BW.pdf"
The Procter & Gamble Company,"Corporate Social Responsibility, Product/Service, Nonprofit","- Gender Equality: Creating a better world by tackling gender bias using our voice in advertising through campaigns such as Always Like a Girl, Ariel Share the Load; removing gender-biased barriers to educational and economic opportunities with programs such as “Shiksha” in India; and reinforcing our commitment to equal representation within P&G. | The Procter & Gamble Company (NYSE:PG) today released its first-ever Citizenship Report, detailing progress in reducing its environmental footprint, improving social conditions for those in need, advancing Diversity and Inclusion and empowering women inside and outside the Company. P&G has published a sustainability report annually since 1999 but has updated it this year to include a more comprehensive overview of the good the Company is doing. | - Diversity and Inclusion: Tapping into our diversity to turn insights into action and unleash the power of our teams to innovate and win; Raising the bar for women inside P&G with a commitment to achieving gender balance at all levels of the Company; Giving a voice to issues that affect society through campaigns like SK-II’s “Change Destiny”; and stepping up inside and outside our walls with African Ancestry employees and consumers through My Black is Beautiful and products like Pantene Gold Series.",3,"52, 66, 83","Diversity and Inclusion, gender equality",PG - P&G Releases First-Ever Citizenship Report - 15-Dec-16 - BW.pdf
The Procter & Gamble Company,"Photo/Multimedia, Event","“P&G is proud to help fuel Cincinnati’s largest tourism driver that brings more than 90,000 visitors and $107.5 million in revenue to Cincinnati during festival weekend,” said Shelly McNamara, P&G Chief Diversity & Inclusion Officer. “Through an inclusive spirit of music, we celebrate diversity and rich community fellowship that aligns to our ongoing commitment to Cincinnati Music Festival, and reflects the diversity of our employees, customers, and the community in which our employees work | banner names including Kroger, City Market, Dillons, Food 4 Less, Fred Meyer, Fry's, Harris Teeter, Jay C, King Soopers, QFC, Ralphs and Smith's. The company also operates 780 convenience stores, 327 fine jewelry stores, 1,342 supermarket fuel centers and 37 food processing plants in the U.S. Recognized by Forbes as the most generous company in America, Kroger supports hunger relief, breast cancer awareness, the military and their families, and more than 30,000 schools and community organizations. Kroger contributes food and funds equal to 200 million meals a year through more than 100 Feeding America food bank partners. A leader in supplier diversity, Kroger is a proud member of the Billion Dollar Roundtable and the U.S. Hispanic Chamber's Million Dollar Club.",2,"74, 120","diversity, Diversity & Inclusion",PG - P&G Supports Local Cincinnati Organizations as Presenting Sponsor of Cincinnati Music Festival  - 25-Jul-19 - BW.pdf
Procter & Gamble,"Corporate Social Responsibility, Photo/Multimedia","P&G Tackles Clean Water, Gender Equality and Plastic Waste in 2018 CSR Report  Tuesday, November 13, 2018 02:05:00 PM (GMT) | The Procter & Gamble Company (NYSE:PG) extends its long history of doing good in the world by bringing the comforts of home to those impacted by disasters, continuing to spark conversations about diversity, inclusion and gender equality with its advertising and making meaningful impact on the environment with new 2030 goals including a vision to ensure that none of the Company’s packaging ends up in the world’s oceans. | P&G issued its 2018 Citizenship Report, which highlights the Company's progress in its Citizenship priority areas of Community Impact, Diversity & Inclusion, Gender Equality and Environmental Sustainability, all of which are based in a foundation of Ethics and Corporate Responsibility. (Graphic: Business Wire) | Gender Equality: As a leader in using its voice to call attention to gender equality, P&G created a thought-provoking new exhibit, “Women at Work: Myth vs. Reality,” which challenges outdated thinking about women in the workplace. It also partnered with Sesame Workshop and the Muppets to set new expectations about gender for boys and girls around the world and introduced a range of new brand advertising campaigns championing equal voice and equal representation for all individuals. | Diversity & Inclusion: P&G sparked important conversations around equality with two award-winning films: “The Talk” about racial bias and “The Words Matter” | about LGBT+ inclusion. Its brands launched multiple advertising campaigns that include positive portrayals of diverse families and individuals. Internally, the Company introduced additional benefits to modernize employee parental leave policies as part of its Flex@Work program.",6,"20, 68, 43, 76, 22, 36","parental leave, gender equality, Diversity & Inclusion","PG - P&G Tackles Clean Water, Gender Equality and Plastic Waste in 2018 CSR Report - 13-Nov-18 - BW.pdf"
