who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
,"Media Summaries, Economist Summary","On 28-Sep, Facebook (FB) announced that an attack on its systems had exposed the personal information of 50M users -- the biggest data breach in the company's history. The company notified European regulators of the breach in order to comply with the | General Data Protection Regulation (GDPR), the EU's new privacy law. For the first time in a major case, regulators will have to determine whether Facebook did this within 72 hours of an attack being discovered, and whether the firm had done enough to avoid the breach. European regulators have already targeted Facebook for how it obtains and uses personal data, meaning the social network is likely to face more constraints.",2,"42, 70","General data protection regulation, data breach","BMW, CAG, FB... - StreetAccount Summary The Economist print edition - 04-Oct-18 - SA.pdf"
MarketNewsUpdates.com,Investment Opinions,,,,,"CSCO, FTNW, GTT... - Latest Telecommunications and IT Infrastructure Developments For New Communities Producing Robust Profit Opportunities - 28-Aug-18 - PRN.pdf"
The Estée Lauder Companies Inc.,"Photo/Multimedia, Personnel","The Estée Lauder Companies Announces That Jane Lauder Will Be Named To The New Role of Executive Vice President, Enterprise Marketing and Chief Data Officer  Thursday, June 18, 2020 01:30:00 PM (GMT) | Today, The Estée Lauder Companies (NYSE:EL) announced that Jane Lauder will be named to the new role of Executive Vice President, Enterprise Marketing and Chief Data Officer, effective July 1, 2020. She will report directly to Fabrizio Freda, President and Chief Executive Officer, The Estée Lauder Companies (ELC). Jane will be succeeded at Clinique by Michelle Freyre, who will join the brand as Senior Vice President, General Manager, effective July 1, 2020. | As ELC’s first ever Enterprise Marketing and Chief Data Officer, Jane will lead our company-wide strategy to build our data-empowered, digitally- directed priorities to accelerate ELC’s growth. By optimizing our vast and valuable data and integrating the company’s analytic capabilities the goal is to drive breakthrough marketing and creative. | The Estée Lauder Companies Announces That Jane Lauder Will Be Named To The New Role of Executive Vice President, Enterprise Marketing and Chief Data Officer (Photo: Business Wire)",4,"32, 72, 49, 28",chief data officer,"EL - The Estée Lauder Companies Announces That Jane Lauder Will Be Named To The New Role of Executive Vice President, Enterprise Marketing and Chi... - 18-Jun-20 - BW.pdf"
The Estée Lauder Companies Inc.,"Photo/Multimedia, Personnel","Today, The Estée Lauder Companies (NYSE:EL) announced that Michelle Freyre will join The Estée Lauder Companies as Senior Vice President, Global General Manager, Clinique, effective July 1, 2020. She will report to John Demsey, Executive Group President, The Estée Lauder Companies (ELC), and will succeed Jane Lauder, who has been appointed Executive Vice President, Enterprise Marketing and Chief Data Officer.",1,60,chief data officer,"EL - The Estée Lauder Companies Announces That Michelle Freyre Will Be Named Senior Vice President, Global General Manager, Clinique - 18-Jun-20 - BW.pdf"
Kofax,"Merger/Acquisition, Conference Call","""Safe Harbor"" Statement under the Private Securities Litigation Reform Act of 1995: Statements in this release which are not historical facts are forward-looking and involve risks and uncertainties which may cause the company’s actual results or performance to be materially different from the results or performance expressed or implied by the forward-looking statements. Factors that may impact such forward-looking statements include, but are not limited to, fluctuations in foreign currency exchange rates; failure to successfully integrate newly acquired businesses; continued economic uncertainty related to volatility of the global economy; inability to execute the company’s strategy to become an end-to-end solutions provider; decreased supplies consumption; possible changes in the size of expected restructuring costs, charges, and savings; market acceptance of new products; aggressive pricing from competitors and resellers; changes in the company’s tax provisions or tax liabilities; excessive inventory for the company’s reseller channel; failure to manage inventory levels or production capacity; periodic variations affecting revenue and profitability; inability to realize all of the anticipated benefits of the company’s acquisitions; the failure of information technology systems, including data breaches or cyber attacks; the inability to develop new products and enhance existing products to meet customer needs on a cost competitive basis; reliance on international production facilities, manufacturing partners and certain key suppliers; business disruptions;",1,213,data breach,"KFX, LXK, BMG5307C105... - Lexmark to Acquire Kofax - 24-Mar-15 - BW.pdf"
The Kroger Co.,"Acquisitions, Mergers & Takeovers","""Customers want convenience, simplicity and a personalized food experience. Bringing Home Chef's innovative and exciting products and services to Kroger's customers will help make meal planning even easier and mealtime more delicious,"" said Yael Cosset, Kroger's chief digital officer. ""This merger will introduce Kroger's 60 million shoppers to Home Chef, enhance our ship-to-home and subscription capabilities, and contribute to Restock Kroger .""",1,62,Chief digital officer,KR - Kroger and Home Chef to Join Forces to Revolutionize Mealtime - 23-May-18 - PRN.pdf
The Kroger Co.,"Acquisitions, Mergers & Takeovers","""As part of our strategic relationship, the combination of Kroger's unique assets and personalization expertise and Inmar's technology solutions now with YouTech will drive more innovation and value for Kroger customers and CPG partners,"" said Yael Cosset, Kroger's chief digital officer. ""This services agreement supports Restock Kroger , namely the partner for customer value and redefine the grocery customer experience drivers. By joining together with Inmar, YouTech will have the opportunity to expand both its retailer relationships outside of Kroger and its portfolio of capabilities. We'd like to thank the talented team of YouTech associates for building a successful business and look forward to working with both Inmar and YouTech closely to ensure a smooth transition.""",1,116,Chief digital officer,"KR - Kroger and Inmar Announce Strategic Relationship, Including Definitive Agreement for Purchase of You Technology - 18-Dec-18 - PRN.pdf"
The Kroger Co.,Corporate Development,"""We're excited to launch our autonomous vehicle delivery pilot with Fry's in  Scottsdale,"" said Kroger Chief Digital Officer Yael Cosset. ""Kroger wants to bring more customers the convenience of affordable grocery delivery, and our pilot with Nuro will help us test and learn to understand customer acceptance of autonomous vehicles in our seamless offering. We thank Arizona Governor  Doug Ducey, Scottsdale Mayor Jim Lane, and the Scottsdale community for being terrific partners and for supporting customer-focused innovation.""",1,77,Chief digital officer,KR - Kroger and Nuro Announce Pilot Market - 16-Aug-18 - PRN.pdf
The Kroger Co.,Contracts,"""Our Arizona pilot program confirmed the flexibility and benefits provided by autonomous vehicles and how much customers are open to more innovative solutions,"" said Yael Cosset, Kroger's chief digital officer. ""It's always been our shared vision to scale this initiative to new markets, using world-changing technology to enable a new type of delivery service for our customers. We operate 102 stores in Houston—an energetic market that embraces digital and technology advancement. The launch is one more way we are committed to sustainably providing our customers with anything, anytime, and anywhere, the way they want it.""",1,95,Chief digital officer,KR - Kroger and Nuro Launch Autonomous Delivery Service in Houston - 14-Mar-19 - PRN.pdf
The Kroger Co.,"Corporate Development, New Products & Services","""We are incredibly excited about the potential of our innovative partnership with Nuro to bring the future of grocery delivery to customers today,"" says Yael Cosset, Kroger's chief digital officer. ""As part of Restock Kroger, we have already started to redefine the grocery customer experience and expand the coverage area for our anything, anytime and anywhere offering. Partnering with Nuro, a leading technology company, will create customer value by providing Americans access to fast and convenient delivery at a fair price.""",1,81,Chief digital officer,KR - Kroger and Nuro Partner to Pilot Autonomous Delivery - 28-Jun-18 - PRN.pdf
The Kroger Co.,"Corporate Development, New Products & Services","""As part of our  Restock Kroger  plan, we continually invest in redefining our customers' grocery shopping experiences by bringing online and offline seamlessly together through digital innovation,"" shared Yael Cosset, Kroger's Chief Digital Officer. ""Our customers tell us they want multiple ways to shop. We are committed to leveraging a combination of insights from 84.51˚, advanced technology and our digital platform to give our customers the ability to shop when and how they want to make their lives easier.""",1,79,Chief digital officer,"KR - Kroger Announces 1,000th ClickList Store and Introduces Seamless Digital Shopping Experience - 18-Dec-17 - PRN.pdf"
The Kroger Co.,,"Kroger Announces Chief Digital Officer Succession Plan  Tuesday, December 06, 2016 06:00:00 PM (GMT) | CINCINNATI, Dec. 6, 2016 /PRNewswire/ -- The Kroger Co. (NYSE: KR) today announced its succession plan for group vice president and chief digital officer. | Kevin Dougherty, 63, group vice president and chief digital officer, will retire on Jan. 27, 2017, after 15 years of distinguished service. | Kevin Dougherty to Retire as Group Vice President and Chief Digital Officer | In 2012, Mr. Dougherty was promoted to group vice president of digital and Vitacost, where he has overseen Kroger's development of ClickList, an order online and pick up at the store service, which has grown to more than 550 locations including Harris Teeter's ExpressLane service. He was named group vice president and chief digital officer in 2015. | To view the original version on PR Newswire, visit: http://www.prnewswire.com/news-releases/kroger- announces-chief-digital-officer-succession-plan-300373831.html",6,"14, 24, 22, 12, 57, 11","Chief-digital-officer, Chief digital officer",KR - Kroger Announces Chief Digital Officer Succession Plan - 06-Dec-16 - PRN.pdf
The Kroger Co.,,"Christopher T. Hjelm, executive vice president and chief information officer, will be succeeded by Yael Cosset, Kroger's chief digital officer, effective May 1, 2019. Mr. Hjelm will remain executive vice president, reporting to Chairman and CEO Rodney McMullen, until his retirement on August 1, 2019. | Mr. Cosset was elected group vice president and chief digital officer in  January 2017, where he has been successfully leading Kroger's digital growth strategy. He previously served as chief commercial officer and chief information officer of 84.51° since its inception in 2015. Prior to this, he held several leadership roles at dunnhumby, including executive vice president of consumer markets, global chief information officer, and chief executive officer of KSS Retail, a global enterprise software provider of price modeling and optimization solutions for retailers worldwide.",2,"45, 84",Chief digital officer,KR - Kroger Announces Technology Leadership Succession Plan - 29-Jan-19 - PRN.pdf
The Kroger Co.,New Products & Services,"""OptUP is a collaboration among our health, tech, digital, and 84.51° teams,"" said Yael Cosset, Kroger's chief digital officer. ""The data-driven app creates a more transparent and educational experience for our customers, continuing our commitment to help Americans shop, eat, and live healthier on their terms.""",1,46,Chief digital officer,KR - Kroger Launches OptUP App - 16-Jul-18 - PRN.pdf
The Kroger Co.,New Products & Services,"""Kroger Ship is our next step in creating a seamless experience that allows our customers to shop when and how they want,"" said Yael Cosset, Kroger's chief digital officer. ""Our new service is just one more way we are redefining the customer experience as part of Restock Kroger , bringing more convenience and options to shoppers across America. Kroger Ship complements and joins our 2,800 grocery stores, 1,250 curbside pickup locations, and delivery service from 1,200 locations.""",1,77,Chief digital officer,KR - Kroger Launches Ship - 01-Aug-18 - PRN.pdf
The Kroger Co.,New Products & Services,"""As part of Restock Kroger , we are committed to partnering for customer value and redefining the grocery customer experience. Kroger Precision Marketing is an alternative revenue stream for Kroger and provides brands the platform to offer a more personalized online experience to Kroger customers through digital innovation,"" said Yael Cosset, Kroger's chief digital officer.",1,55,Chief digital officer,KR - Kroger Precision Marketing Launches Boosted Products in Search - 30-May-18 - PRN.pdf
The Kroger Co.,Corporate Development,"""Kroger is creating a seamless shopping environment so customers can choose how to engage with us, both in-store and online, because the future of retail will include both physical and digital experiences,"" said Yael Cosset, Kroger's chief digital officer. ""As part of Restock Kroger , our plan to redefine the grocery customer experience, we are investing in innovative digital and technology infrastructure. Our new Digital HQ is an important step on our journey to create a truly seamless shopping environment.""",1,80,Chief digital officer,KR - Kroger to Locate New Digital Headquarters in Downtown Cincinnati - 27-Jun-18 - PRN.pdf
,,,,,,KR - The Kroger Co.(KR-US) Schedules Annual General Meeting for 22-June-2017 1100 AM ET - 12-May-17 - FCSTEV.pdf
,,,,,,KR - The Kroger Co.(KR-US) Schedules Annual General Meeting for 23-June-2016 1100 AM ET - 26-May-16 - FCSTEV.pdf
,,,,,,KR - The Kroger Co.(KR-US) Schedules Annual General Meeting for 28-June-2018 1100 AM ET - 17-May-18 - FCSTEV.pdf
,,,,,,KR - The Kroger Co.(KR-US) Schedules Investor Conference for 11-October-2017 900 AM ET - 08-Sep-17 - FCSTEV.pdf
,,,,,,KR - The Kroger Co.(KR-US) Schedules Investor Meeting - Day 2 for 30-October-2018 800 AM ET - 26-Oct-18 - FCSTEV.pdf
,,,,,,KR - The Kroger Co.(KR-US) Schedules Investor Meeting for 2-November-2016 800 AM ET - 19-Oct-16 - FCSTEV.pdf
The Kroger Co.,Contracts,"""Kroger customers are looking for new, convenient ways to feed their families and purchase the products they need quickly through services like pickup and delivery,"" said Yael Cosset, Kroger's chief digital officer. ""Our autonomous delivery pilot with Nuro over the past few months continues to prove the benefit of the flexible and reliable technology. Through this exciting and innovative partnership, we are delivering a great customer experience and advancing Kroger's commitment to redefine the grocery experience by creating an ecosystem that offers our customers anything, anytime, and anywhere.""",1,88,Chief digital officer,"KR, 07QGCP - Nuro and Kroger Launch First-Ever Unmanned Delivery Service for the General Public - 18-Dec-18 - PRN.pdf"
The Kroger Co.,"Acquisitions, Mergers & Takeovers","""We look forward to our new strategic relationship with Inmar, which will bring Kroger's unique assets and personalization expertise together with Inmar's technology solutions to drive more innovation and value for Kroger customers and CPG partners,"" said Yael Cosset, Kroger's chief digital officer. ""We'd like to thank the team at YouTech for all of their contributions to our customers and to Kroger.""",1,62,Chief digital officer,"KR, 0BBDQC - Kroger and Inmar Finalize Strategic Relationship - 13-Mar-19 - PRN.pdf"
The Kroger Co.,,"""As part of Restock Kroger , we are investing in redefining our customers' grocery shopping experience by bringing online and offline seamlessly together,"" said Yael Cosset, Kroger's Chief Digital Officer. ""Having grown our digital sales in 2017 by 90 percent, we continue to accelerate our digital roadmap in 2018 to make shopping with Kroger simpler and more personalized.""",1,58,Chief digital officer,"KR, 0CTJ3V - Kroger and Instacart Expand Partnership - 12-Mar-18 - PRN.pdf"
The Kroger Co.,Corporate Development,"""E-commerce enables Kroger to quickly scale to reach new customers and markets where we don't operate physical stores, starting with China,"" said Yael Cosset, Kroger's chief digital officer. ""We anticipate Chinese consumers will love Our Brands  – starting with Simple Truth® products – just like our American customers do. Kroger is proud to continue to lead the way in making natural, organic and free-from products more mainstream and accessible. Sharing Kroger's exclusive brands and status as a food authority the world over is exciting.""",1,84,Chief digital officer,"KR, BABA - Kroger Launching Our Brands Internationally - 14-Aug-18 - PRN.pdf"
The Kroger Co.,Human Interest Groups,"""Kroger is focused on improving and expanding our digital offerings every day so customers can engage and shop with us for anything, anytime, anywhere – while enjoying unparalleled product quality and experience across the board,"" stated Yael Cosset, Kroger's group vice president and chief digital officer. ""These awards are a testament to the excellent service customers receive from our store associates that carries over seamlessly to our digital platforms like Vitacost.com.""",1,71,Chief digital officer,"KR, VITC - Vitacost.com Earns Two #1 Spots in 2017 ConsumerLab.com Survey - 22-May-17 - PRN.pdf"
Lancaster Colony Corporation,"Conference Call Announcements, Earnings, Dividends & Forecasts","the ability to successfully grow recently acquired businesses; the extent to which recent and future business acquisitions are completed and acceptably integrated; difficulties in designing and implementing our new enterprise resource planning system; cyber-security incidents, information technology disruptions, and data breaches; price and product competition; the reaction of customers or consumers to price increases we may implement; adverse changes in freight, energy or other costs of producing, distributing or transporting our products; fluctuations in the cost and availability of ingredients and packaging; the impact of customer store brands on our branded retail volumes; dependence on contract manufacturers, distributors and freight transporters; changes in demand for our products, which may result from loss of brand reputation or customer goodwill; the success and cost of new product development efforts; dependence on key personnel and changes in key personnel; the effect of consolidation of customers within key market channels; the lack of market acceptance of new products; the possible occurrence of product recalls or other defective or mislabeled product costs; the potential for loss of larger programs or key customer relationships; capacity constraints that may affect our ability to meet demand or may increase our costs; maintenance of competitive position with respect to other manufacturers; changes in estimates in critical accounting judgments; the impact of any regulatory matters affecting our food business, including any required labeling changes and their impact on consumer demand; the outcome of any litigation or arbitration; efficiencies in plant operations; stability of labor relations; adequate supply of skilled labor; the impact, if any, of certain contingent liabilities associated with our withdrawal from a multiemployer pension plan; the impact of fluctuations in our pension plan asset values on funding levels, contributions required and benefit costs; and risks related to other factors described under ""Risk Factors"" in other reports and statements filed by us with the Securities and Exchange Commission, including without limitation our Annual Report on Form 10-K and Quarterly Reports on Form 10-Q (available at www.sec.gov ).",1,328,data breach,LANC - Lancaster Colony Reports First Quarter Sales And Earnings - 04-Nov-19 - PRN.pdf
Lancaster Colony Corporation,"Conference Call Announcements, Earnings, Dividends & Forecasts","the ability to successfully grow recently acquired businesses; the extent to which recent and future business acquisitions are completed and acceptably integrated; difficulties in designing and implementing our new enterprise resource planning system; cyber-security incidents, information technology disruptions, and data breaches; price and product competition; the reaction of customers or consumers to price increases we may implement; adverse changes in freight, energy or other costs of producing, distributing or transporting our products; fluctuations in the cost and availability of ingredients and packaging; the impact of customer store brands on our branded retail volumes;",1,93,data breach,LANC - Lancaster Colony Reports Fourth Quarter and Fiscal Year Results - 27-Aug-19 - PRN.pdf
Lancaster Colony Corporation,"Conference Call Announcements, Earnings, Dividends & Forecasts","the ability to successfully grow recently acquired businesses; the extent to which recent and future business acquisitions are completed and acceptably integrated; difficulties in designing and implementing our new enterprise resource planning system; cyber-security incidents, information technology disruptions, and data breaches; price and product competition; the lack of market acceptance of new products; the success and cost of new product development efforts; the potential for loss of larger programs or key customer relationships; fluctuations in the cost and availability of ingredients and packaging; the impact of customer store brands on our branded retail volumes; the reaction of customers or consumers to price increases we may implement; adverse changes in freight, energy or other costs of producing, distributing or transporting our products; dependence on contract manufacturers, distributors and freight transporters; stability of labor relations; changes in demand for our products, which may result from loss of brand reputation or customer goodwill; dependence on key personnel and changes in key personnel; the effect of consolidation of customers within key market channels; the possible occurrence of product recalls or other defective or mislabeled product costs; capacity constraints that may affect our ability to meet demand or may increase our costs; maintenance of competitive position with respect to other manufacturers; changes in estimates in critical accounting judgments; the impact of any regulatory matters affecting our food business, including any required labeling changes and their impact on consumer demand; the outcome of any litigation or arbitration; efficiencies in plant operations; adequate supply of skilled labor; the impact, if any, of certain contingent liabilities associated with our withdrawal from a multiemployer pension plan; the impact of fluctuations in our pension plan asset values on funding levels, contributions required and benefit costs; and risks related to other factors described under ""Risk Factors"" in other reports and statements filed by us with the Securities and Exchange Commission, including without limitation our Annual Report on",1,316,data breach,LANC - Lancaster Colony Reports Second Quarter Sales And Earnings - 04-Feb-20 - PRN.pdf
Lancaster Colony Corporation,"Conference Call Announcements, Earnings, Dividends & Forecasts","significant shifts in consumer demand and disruptions to our employees, communities, customers, supply chains, operations, and production processes resulting from COVID-19 and other epidemics, pandemics or similar widespread public health concerns and disease outbreaks; efficiencies in plant operations; dependence on contract manufacturers, distributors and freight transporters, including their financial strength in continuing to support our business; fluctuations in the cost and availability of ingredients and packaging; the potential for loss of larger programs or key customer relationships; capacity constraints that may affect our ability to meet demand or may increase our costs; changes in demand for our products, which may result from loss of brand reputation or customer goodwill; difficulties in designing and implementing our new enterprise resource planning system; cyber-security incidents, information technology disruptions, and data breaches; ability to successfully grow recently acquired businesses; the extent to which recent and future business acquisitions are completed and acceptably integrated; price and product competition; the lack of market acceptance of new products; the success and cost of new product development efforts; the impact of customer store brands on our branded retail volumes; the reaction of customers or consumers to price increases we may implement; adverse changes in freight, energy or other costs of producing, distributing or transporting our products; stability of labor relations;",1,212,data breach,LANC - Lancaster Colony Reports Third Quarter Sales And Earnings - 05-May-20 - PRN.pdf
,,"Giving information is inevitable In the digital world, sharing your identity to obtain credit, make online holiday purchases or even receive coupons is commonplace and necessary -- but it opens the door to new risks. Today, data breaches are frequent and they can put your personal information in the wrong hands. | In fact, a new study of more than 1,200 consumers conducted by Morpace on behalf of LifeLock, a comprehensive identity theft protection service, found that almost two-thirds (64 percent) of data breach victims experienced it within the last 12 months1. And while data breaches can certainly cause considerable damage to someone's financial standing, the stakes in identity theft are exponentially higher.",2,"51, 61",data breach,LOCK - 'Tis the Season to Safeguard Your Identity - 17-Nov-14 - INW.pdf
"LifeLock, Inc.",Product/Service,"“With seemingly endless data breaches in the news, people are concerned about identity fraud,” said Terry Reams, general manager of employee benefit protection solutions at LifeLock. “For employees, this is especially worrisome when it comes to getting protection for their retirement and investment accounts. That’s why we’ve tailored Benefit Elite identity protection to meet their unique needs.”",1,57,data breach,LOCK - LifeLock Enhances Identity Protection for the Enrolled Employee - 25-Jan-17 - BW.pdf
