who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
Westfield Labs,"Contract/Agreement, Product/Service","“At Westfield Labs, we want to define what the future of retail will look like through social, mobile and digital innovations,” said Kevin McKenzie, global chief digital officer, Westfield Group. “For our first pilot, we are excited to partner with eBay Inc. and brands that are pushing the boundaries of online and offline retail to showcase new technology that redefines shopping. This is just a window into the types of technologies Westfield Labs will be launching in our international markets to provide people with memorable shopping experiences.”",1,87,Chief digital officer,"0CHBHJ, WFD, EBAY... - Westfield Labs and eBay Inc. Partner With Sony, TOMS and Rebecca Minkoff to Launch Digital Storefronts in San Francisco - 21-Nov-13 - BW.pdf"
"Kahn Swick & Foti, LLC",,"On September 7, 2017, Equifax revealed that a massive data breach, described as a ""cybersecurity incident potentially impacting 143 million U.S. consumers"" had been discovered over a month prior, on July 29, 2017.  The breach occurred from mid-May through July 2017 and compromised consumer data including names, Social Security numbers, birth dates, driver's-license numbers and addresses as well as ""credit card numbers for approximately 209,000 U.S. consumers.""",1,67,data breach,"0FCNPT, EFX - EQUIFAX INVESTIGATION INITIATED BY FORMER LOUISIANA ATTORNEY GENERAL  Kahn Swick & Foti, LLC Investigates Equifax Inc. for Possibl... - 11-Sep-17 - PRN.pdf"
,,"""Certification of serious security components and sub-systems is absolutely essential as we have come to realize how much is at stake when authentication systems don't perform as expected. With major data breaches escalating, so is demand for strong authentication,"" said Steve Wilson, Vice President and Principal Consultant at Constellation Research. ""Moreover, demand for certified authentication solutions is also rising. A standards based authentication solution is only as good as its conformance to those standards. The FIDO Alliance has worked hard on its conformance program from the very beginning. The new FIDO Certified program is well thought through, and isn't just another box ticking exercise. It complements and reinforces the Alliance's rigorous specifications development from incubation right through to standardization.""",1,119,data breach,"ARM, ARM, ARMH... - FIDO Alliance Unveils Certification Testing Program for 1.0 Specification and Introduces 31 FIDO Certified(TM) Products - 21-May-15 - INW.pdf"
,"Media Summaries, Sunday NYT Summary","The data breach disclosed by the SEC on Wednesday raises questions about significant inadequacies in the SEC's cybersecurity rules for stock exchanges and other significant trading platforms. As a result of these shortfalls, investors' trades on certain venues may be more vulnerable to hacking than on others. Due to the interconnectedness of the country's stock trading systems, a breach at one venue could easily disrupt markets.",1,66,data breach,"BA, EFX, RTN - New York Times Sunday Edition Summary - 24-Sep-17 - SA.pdf"
Salesforce,Licensing & Marketing Agreements,"Comments on the News ""The demands of customers today are greater than they've ever been due to the wealth of information and access right at their fingertips, and if Dunkin' isn't delivering on those expectations, our customers will go somewhere else that will,"" said Scott Hudler, SVP and Chief Digital Officer, Dunkin' Brands. ""The Dunkin' brand was built on brick and mortar locations, but now, we have evolved our engagement strategy to make the customer experience even better, across physical stores and digital channels. That's what Salesforce is helping us do.""",1,91,Chief digital officer,"CRM, DNKN - Dunkin' Donuts Strengthens Customer Loyalty Using Salesforce - 06-Oct-16 - PRN.pdf"
PULSE,Survey,"Data breaches remained the most common source of fraud but accounted for 33 percent of fraud losses in 2015, a decline from 57 percent in 2014. This was offset by an almost three-fold increase in skimming – from 7 percent to 20 percent of all fraud losses.",1,47,data breach,DFS - Debit Begins Its Shift to More Secure Types of Transactions - 09-Aug-16 - BW.pdf
PULSE,Survey,"In aggregate, the U.S. banking industry issues 165 million new debit cards per year. The mass reissuance for data breaches and cards for new customers are the two largest drivers of this demand.",1,33,data breach,DFS - Debit Industry Changes Markedly in 10 Years of Debit Issuer Study - 06-Aug-15 - BW.pdf
,,,,,,DFS - Discover Financial Services(DFS-US) Schedules Barclays Global Financial Services Conference for 12-September-2017 900 AM ET - 25-Aug-17 - FCSTEV.pdf
,,,,,,DFS - Discover Financial Services(DFS-US) Schedules Q3 2017 Earnings Call for 24-October-2017 600 PM ET - 02-Oct-17 - FCSTEV.pdf
Discover Financial Services,Product/Service,"The change is part of Discover’s efforts to continually improve the payment experience by speeding up the time spent at checkout all while maintaining a high level of security for both customers and merchants. Discover has already implemented a number of digital authentication technologies such as tokenization, multi-factor authentication, and biometrics that are more secure than requiring a signature and provide a more seamless payment transaction.",1,66,Multi-factor authentication,DFS - Discover Will No Longer Require Signatures at Checkout - 06-Dec-17 - BW.pdf
PULSE,Survey,"Migration to chip debit cards in the U.S. is motivated by increasing concerns about data breaches and has been facilitated by resolution of the barriers to chip debit card implementation, including the requirements of Regulation II for merchant routing options. Financial metrics are not driving chip card issuance. Only 56 percent of financial institutions have built a business case to support issuance of chip cards, according to the study. | More than 70 percent of issuers cite fraud as a key challenge for their debit business. Every financial institution participating in the study reported their cards were associated with a data breach in 2014. However, less than one percent of all cards experienced fraudulent activity.",2,"69, 45",data breach,DFS - One of Every Four Debit Cards to be Converted to Chip by End of 2015 - 10-Sep-15 - BW.pdf
PULSE,Survey,,,,,DFS - PULSE Study Debit Payments Continue to Grow and Go Digital - 01-Aug-19 - BW.pdf
PULSE,Product/Service,"The DebitProtect Forum includes discussion threads on data breaches, ATM fraud and international fraud. Additionally, participants can consult with PULSE fraud management experts, track topics or threads and link to important PULSE announcements and web content.",1,36,data breach,"DFS, 05MP5Z, 009R5N - PULSE Launches DebitProtect® Forum - 28-Jul-11 - BW.pdf"
Dollar General Corporation,"Personnel, Photo/Multimedia","Wenkoff most recently served as chief information officer and chief digital officer for Subway® restaurants where under his leadership the Information Technology (IT) team created an innovative digital marketing platform and point-of-sale system, and many other integrated store technology solutions to help increase sales and profitability. Prior to his role at Subway®, Wenkoff was part of the IT and management team at Subway® restaurant’s franchisee-owned Independent Purchasing Cooperative and served as Chairman of the Retail Gift Card Association. Previous to that, he served in senior IT management positions with several tech firms focused on digital marketing and payment and loyalty solutions. Wenkoff began his career in law and served as general counsel for Pivotal Corporation. He also served as vice",1,120,Chief digital officer,DG - Dollar General Names Carman Wenkoff as Executive Vice President and Chief Information Officer - 21-Jun-17 - BW.pdf
Reed MIDEM,,"Jean-Briac (JB) Perrette, Chief Digital Officer, Discovery Communications, is in charge of extending Discovery's unrivaled non-fiction content library to the multi-platform universe. At MIPTV, Perrette will discuss his strategy for creating value for Discovery's audience, brands and clients by developing enlightening digital experiences that drive engagement on all screens. Prior to joining Discovery, Perrette spent 11 years with NBC Universal, most recently as President, Digital and Affiliate Distribution and Content Distribution Strategy.",1,72,Chief digital officer,"DISCA - Amazon, Rovio and Discovery Digital Keynotes at MIPTV Super Sunday - 23-Feb-12 - PRN.pdf"
,,,,,,"DISCA - Discovery, Inc.(DISCA-US) Schedules Morgan Stanley European TMT Conference for 14-November-2019 800 AM ET - 29-Oct-19 - FCSTEV.pdf"
Discovery Communications,Restructurings & Recapitalizations,"David Leavy has been promoted to the position of Chief Communications Officer and Senior Executive Vice President, Corporate Marketing and Affairs, reporting to President and CEO David Zaslav. In his new role, Leavy adds centralized marketing functions, including Corporate Research and Consumer Insights, Media Planning and Partnerships, Corporate Marketing, and Discovery Creative, the company's in-house creative services group, to his existing responsibilities for Global Communications and Corporate Affairs. The new organization will focus on further amplifying Discovery's messaging, promotion and research initiatives around the world. Bruce Campbell, Chief Development Officer and General Counsel, adds Business Affairs and Global Production Management to his portfolio, with Lee Bartlett, Executive Vice President, Global Production Management and Business Affairs reporting to him. Campbell retains his existing responsibilities leading global business development, strategic planning and mergers and acquisitions, and overseeing all legal affairs and litigation for the company. In his expanded role, Campbell will work with Bartlett to continue attracting top producers and on-air talent for Discovery's networks and increasing the company's presence in the creative television community. JB Perrette, Chief Digital Officer, adds oversight of Discovery's Enterprise Operational Services department to his role as leader of the company's digital strategy, including Discovery's U.S. websites (ex: Discovery.com, TLC.com, and HowStuffWorks.com, etc.), Interactive Technology and Digital Operations and Programming, as well as the company's digital distribution efforts with non-traditional affiliates (ex: Apple, Netflix, Amazon, etc.). Perrette also is responsible for Discovery Commerce, including Licensing, Home Entertainment and Footage and Music Services. The new structure aligns Discovery's digital assets, social media platforms and information technology services in a single organization to focus on opportunities presented by emerging technologies. Luis Silberwasser, Executive Vice President and Chief Content Officer for Discovery Networks International (DNI), adds U.S. network Velocity to his responsibilities, which also include leading DNI's production and development unit and overseeing the international rollout of TLC. Bob Scanlon, Senior Vice President of Velocity, now reports to Silberwasser. Together, they will leverage the international appeal of the men's lifestyle genre to develop content to drive Velocity and other men's lifestyle brands around the world.",1,345,Chief digital officer,"DISCA, DISCB, DISCK - Discovery Communications Names Andrew Warren as CFO - 09-Jan-12 - PRN.pdf"
Mother Nature Network,"Acquisitions, Mergers & Takeovers, Corporate Development","""TreeHugger and Mother Nature Network are the unequivocal digital leaders in the eco-lifestyle space, and their merger will greatly enhance the platforms' reach, impact and depth and breadth of content,"" added JB Perrette, Chief Digital Officer, Discovery Communications. ""Placing TreeHugger under Joel's strong leadership and in a more exclusively eco-lifestyle focused venture enhances its value and long-term growth. Discovery Communications looks forward to continuing its commitment in the green space – in keeping with our long-standing corporate values – as a proud co-owner in the new venture.""",1,87,Chief digital officer,"DISCA, DISCB, DISCK - World's Two Leading Environmental Websites Merge - 15-Nov-12 - PRN.pdf"
DISH Network Corporation,,"DISH Appoints Suma Nallapati Chief Digital Officer   Wednesday, November 28, 2018 02:30:00 PM (GMT) | ENGLEWOOD, Colo., Nov. 28, 2018 /PRNewswire/ -- DISH today announced that it has appointed Suma Nallapati Senior Vice President and Chief Digital Officer reporting to DISH Chief Information Officer  Atilla Tinic. Nallapati currently serves on Colorado Governor  John Hickenlooper's cabinet as Secretary of Technology and State CIO. She will join DISH in mid-January when Colorado Governor-Elect Jared Polis assumes the office. | suma-nallapati-chief-digital-officer-300756601.html",3,"14, 61, 1","Chief digital officer, Chief-digital-officer",DISH - DISH Appoints Suma Nallapati Chief Digital Officer - 28-Nov-18 - PRN.pdf
"Dunkin' Brands Group, Inc.",,"Mr. Twohig will remain in his current position, with responsibility for  Dunkin' Donuts U.S. and Canada operations as well as global franchising and store development for both Dunkin' Donuts and Baskin-Robbins, until a successor is appointed. After that, he will remain actively involved with the Company until he retires next year. He will continue to report to Nigel Travis, Dunkin' Brands Chairman and CEO.  Dunkin' Brands also announced the promotions of Chris Fuqua, 41, to Senior Vice President,  Dunkin' Donuts Brand Marketing, Global Consumer Insights & Product Innovation, and Scott Hudler,43, to Chief Digital Officer. Both Mr. Fuqua and Mr. Hudler will continue to report to Mr. Travis.",1,108,Chief digital officer,"DNKN - Dunkin' Brands Announces 2017 Retirement of Paul Twohig, President, Dunkin' Donuts U.S. and Canada - 28-Apr-16 - PRN.pdf"
,"Corporate Actions, Management Changes","Dunkin' Brands announced that Paul Twohig, President, Dunkin' Donuts U.S. and Canada, has decided to retire at the end of Q1 of 2017. The company plans to name a successor before the end of the year and is currently conducting a search which will consider both internal and external candidates. Twohig will remain in his current position, with responsibility for Dunkin' Donuts U.S. and Canada operations as well as global franchising and store development for both Dunkin' Donuts and Baskin- Robbins, until a successor is appointed. After that, he will remain actively involved with the company until he retires next year. He will continue to report to Nigel Travis, Dunkin' Brands Chairman and CEO. Dunkin' Brands also announced the promotions of Chris Fuqua, to SVP, Dunkin' Donuts Brand Marketing, Global Consumer Insights & Product Innovation, and Scott Hudler, to Chief Digital Officer. Both Fuqua and Hudler will continue to report to Travis.",1,152,Chief digital officer,"DNKN - Dunkin' Brands announces 2017 retirement of Paul Twohig, President, Dunkin' Donuts U.S. and Canada - 28-Apr-16 - SA.pdf"
"Dunkin' Brands Group, Inc.",,"A graduate of  Union College, Ms. Boff has received numerous accolades during her career, including the 2016 Women in Communications Matrix Award, Advertising Women of New York's  Changing the Game award, CDO Club's 2016 US Chief Digital Officer of the Year, and inclusion as one of Fast Company's  Most Creative People.",1,51,Chief digital officer,DNKN - Dunkin' Brands Appoints Linda Boff To Board Of Directors - 23-May-17 - PRN.pdf
,,,,,,"DNKN - Dunkin' Brands Group, Inc.(DNKN-US) Schedules Investor & Analyst Day for 17-September-2014 900 AM ET - 03-Sep-14 - FCSTEV.pdf"
,,,,,,"DNKN - Dunkin' Brands Group, Inc.(DNKN-US) Schedules Q1 2016 Earnings Call for 28-April-2016 800 AM ET - 14-Apr-16 - FCSTEV.pdf"
,,,,,,"DNKN - Dunkin' Brands Group, Inc.(DNKN-US) Schedules Q1 2017 Earnings Call for 4-May-2017 800 AM ET - 13-Apr-17 - FCSTEV.pdf"
,,,,,,"DNKN - Dunkin' Brands Group, Inc.(DNKN-US) Schedules Q2 2016 Earnings Call for 21-July-2016 800 AM ET - 07-Jul-16 - FCSTEV.pdf"
,,,,,,"DNKN - Dunkin' Brands Group, Inc.(DNKN-US) Schedules Q2 2017 Earnings Call for 27-July-2017 800 AM ET - 13-Jul-17 - FCSTEV.pdf"
,,,,,,"DNKN - Dunkin' Brands Group, Inc.(DNKN-US) Schedules Q3 2016 Earnings Call for 20-October-2016 800 AM ET - 06-Oct-16 - FCSTEV.pdf"
,,,,,,"DNKN - Dunkin' Brands Group, Inc.(DNKN-US) Schedules Q4 2016 Earnings Call for 9-February-2017 800 AM ET - 26-Jan-17 - FCSTEV.pdf"
,,,,,,"DNKN - Dunkin' Brands Group, Inc.(DNKN-US) Schedules Q4 2017 Earnings Call for 6-February-2018 800 AM ET - 23-Jan-18 - FCSTEV.pdf"
Dunkin' Donuts,"Contracts, New Products & Services","""We are proud to be the first brand to integrate with Waze to enhance the mobile experience and offer our DD Perks members with faster, more convenient ways for ordering ahead,"" said Scott Hudler, Chief Digital Officer at Dunkin' Brands. ""Loyalty is the main focus for all that we do at Dunkin' Donuts. Leveraging the best technologies and partnering with leading brands like Waze helps our brand continue to stand apart for valuing our loyal guests and providing them with exciting and innovative new ways to purchase Dunkin' Donuts food and beverages as quickly and seamlessly as possible.""",1,98,Chief digital officer,DNKN - From Car to Coffee Quicker Than Ever Dunkin' Donuts is First Brand to Launch Waze's Order Ahead Feature - 28-Mar-17 - PRN.pdf
"Dunkin' Brands Group, Inc.","Conference Call Announcements, Earnings, Dividends & Forecasts","The Company today announced that Paul Twohig, President, Dunkin' Donuts U.S. and Canada, has decided to retire at the end of the first quarter of 2017. The Company plans to name a successor before the end of the year and is currently conducting a search which will consider both internal and external candidates. Mr. Twohig will remain in his current position, with responsibility for Dunkin' Donuts U.S. and Canada operations as well as global franchising and store development for both Dunkin' Donuts and Baskin-Robbins, until a successor is appointed and after that will remain actively involved with the Company until he retires next year. The Company also announced the promotions of Chris Fuqua to Senior Vice President, Dunkin' Donuts Brand Marketing, Global Consumer Insights & Product Innovation, and Scott Hudler to Chief Digital Officer. The Company today announced that the Board of Directors declared a second quarter cash dividend of $0.30 per share, payable on  June 8, 2016 to shareholders of record as of the close of business on May 31, 2016. During the first quarter, the Company received nearly 500,000 shares upon final settlement of the accelerated share repurchase (""ASR"") agreement that it entered into in October 2015. Under the agreement, the Company repurchased a total of approximately 3.0 million shares at a weighted average cost per share of $41.51. Also during the first quarter, the Company entered into and completed an additional ASR agreement for $30 million, resulting in the repurchase of approximately 700,000 shares at a weighted average cost per share of $42.72.",1,256,Chief digital officer,"DNKN, 07FZ5G - Dunkin' Brands Reports First Quarter 2016 Results - 28-Apr-16 - PRN.pdf"
Domino's Pizza,New Products & Services,"""We're excited to offer this feature to our customers,"" said  Dennis Maloney, senior vice president and chief digital officer. ""Transparency on orders that are out on the road makes a big difference to customers, as well as drivers and store managers. With GPS tracking everyone can have the best possible delivery experience.""",1,52,Chief digital officer,DPZ - Delivery Dominance Domino's® Pilots GPS Delivery Tracking in Phoenix - 29-Apr-19 - PRN.pdf
Domino's Pizza,Human Interest Groups,"""We heard from customers about places in their communities that would make perfect Domino's Hotspot locations,"" said Dennis Maloney, Domino's chief digital officer. ""We're excited to now have a system for customers to share those locations with us, making our easy-to-use Domino's Hotspots even more relevant to our local neighborhoods.""",1,50,Chief digital officer,DPZ - Domino's Hotspots® Now Open for Customer Suggestions - 29-May-18 - PRN.pdf
Domino's Pizza,,"""While many of our orders come via digital platforms, there are still millions of customers who like to call in their orders directly to their local stores,"" said Dennis Maloney, Domino's chief digital officer. ""DOM can now take those orders, freeing up our store team members to focus on preparing orders and serving customers already in the lobby.""",1,58,Chief digital officer,DPZ - Domino's on Quest for Digital Dominance Using Artificial Intelligence - 23-Apr-18 - PRN.pdf
,,,,,,"DPZ - Domino's Pizza, Inc.(DPZ-US) Schedules Investor Day for 18-January-2013 900 AM ET - 10-Jan-13 - FCSTEV.pdf"
"Domino's Pizza, Inc.","Earnings, Dividends & Forecasts","initiatives; the strength of our brand, including our ability to compete in the U.S. and internationally in our intensely competitive industry, including the food service and food delivery markets; our ability to manage difficulties associated with or related to the COVID-19 pandemic and the effects of COVID-19 on our business and supply chain; the impact of social media and other consumer-oriented technologies on our business, brand and reputation; new product, digital ordering and concept developments by us, and other food-industry competitors; the impact of new or improved technologies and alternative methods of delivery on consumer behavior; our ability to maintain good relationships with and attract new franchisees, and franchisees' ability to profitably manage their operations without negatively impacting our brand's reputation; our ability to successfully implement cost-saving strategies; our ability and that of our franchisees to successfully operate in the current and future credit environment; changes in the level of consumer spending given general economic conditions, including interest rates, energy prices and consumer confidence; our ability and that of our franchisees to open new restaurants and keep existing restaurants in operation; changes in operating expenses resulting from changes in prices of food (particularly cheese), fuel and other commodity costs, labor, utilities, insurance, employee benefits and other operating costs; the impact that widespread illness, health epidemics or general health concerns, severe weather conditions and natural disasters may have on our business and the economies of the countries where we operate; changes in foreign currency exchange rates; our ability to retain or replace our executive officers and other key members of management and our ability to adequately staff our stores and supply chain centers with qualified personnel; our ability to find and/or retain suitable real estate for our stores and supply chain centers; changes in government legislation and regulations, including changes in laws and regulations regarding information privacy, payment methods consumer protection and social media; adverse legal judgments or settlements; food-borne illness or contamination of products; data breaches, power loss, technological failures, user error or other cyber risks threatening us or our franchisees; the effect of war, terrorism, catastrophic events or climate change; our ability to pay dividends and repurchase shares; changes in consumer preferences, spending and traffic patterns and demographic trends; actions by activist investors; changes in accounting policies; and adequacy of our insurance coverage. In light of these risks, uncertainties and assumptions, the forward-looking events discussed in this press release might not occur. All forward-looking statements speak only as of the date of this press release and should be evaluated with an understanding of their inherent uncertainty. Except as required under federal securities laws and the rules and regulations of the Securities and Exchange Commission, or other applicable law, we will not undertake, and specifically disclaim, any obligation to publicly update or revise any forward-looking statements to reflect events or circumstances arising after the date of this press release, whether as a result of new information, future events or otherwise. You are cautioned not to place undue reliance on the forward-looking statements included in this press release or that may be made elsewhere from time to time by, or on behalf of, us. All forward-looking statements attributable to us are expressly qualified by these cautionary statements.",1,536,data breach,DPZ - Domino's Pizza® Announces Business Update - 26-May-20 - PRN.pdf
