identifier,headline,date,source,who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords
"09MBPH, T, GOOGL...","AT&T, Google, Starbucks Back 'PMA' Wireless Power Ecosystem and Open Standard",29-Oct-12,PRN,Power Matters Alliance,,"Starbucks ""We are always looking for ways to help our customers recharge, both literally and figuratively.  Wireless charging is not only the most convenient and simple way to recharge a mobile device, but it's environmentally friendly – so it makes perfect sense for us to be working with the PMA to create a universal standard for wireless charging,"" said Adam Brotman, chief digital officer of Starbucks.",1,66,Chief digital officer
T,"AT&T, Inc.(T","US) Schedules Stifel Nicolaus Technology, Internet & Media Conference for 11-February-2014 1030 AM ET",4,,,,,,
T,"AT&T, Sprint, T",Mobile and Verizon unveil next-generation mobile authentication platform details - 01,Mar,AT&T Inc.,"Corporate Development, New Products & Services","Formed last year to develop a mobile authentication solution to help protect enterprises and consumers from identity theft, bank fraud, fraudulent purchases and data theft, the Mobile Authentication Taskforce has dedicated resources developing a highly secure and trusted multi-factor authentication platform powered by the carrier networks. The taskforce vision includes interoperability with GSMA's Mobile Connect technology.",1,56,Multi-factor authentication
"002508, 005930, 1088...",Barron's Summary,25-Nov-17,SA,,"Conjecture, Media Summaries, Barron's Summary, Published Reports","International Trader (Europe):  Positive on Hapag-Lloyd (HLAG.GR), as the container shipping industry appears to be enjoying its best conditions in nearly a decade. Global trade volume is up 4.3% this year, even as protectionism re-emerges as a threat. The 2016 bankruptcy filing of Hanjin Shipping took vessels off the market and sparked more consolidation and alliances. Hapag-Lloyd's relatively low valuation and strong fleet make it a promising way to play the revival. International Trader (Asia):  Positive on Tencent Holdings (700.HK), whose shares have climbed 125% this year to become the world's fifth-largest listed company. Shares could continue to surge as long as the company can continue to deliver on earnings and widen its moat, with its growing financial-technology business leading the way. Morningstar analyst Chelsey Tam has a current price target of $62.99, or 18% upside after Friday's comeback. Current Yield:  Emerging market bonds have had an impressive recovery after selling off after the U.S. presidential election. The selloff was driven by fears of inflation, rising rates, and a more isolationist trade policy. Markets have shrugged off these concerns, and the trend could continue into 2018, helped by improving global growth, benign inflation, and central banks that continue to suppress interest rates. The Striking Price:  Shares of Cboe Global Markets (CBOE) and CME Group (CME) set 52- week highs last week, likely reflecting expectations that the launch of Bitcoin futures will be lucrative for the exchanges. Barron's is concerned over the decision to pursure Bitcoin futures, as it may not be in the interest of the derivatives market. Until it is known if Bitcoin futures will be segregated at clearing firms to protect the stability of the markets, Barron's doesn't recommend Cboe or CME as anything but momentum trades. Commodities Corner: A cold spell in December could lift winter wheat prices higher than $5 a bushel, up more than a dollar from recent prices. A rally would aid the ailing farm economy, which has been hurt by steadily falling wheat prices since 2012. Fertilizer makers Mosaic (MOS) and Agrium (AGU) are two ways to wager such a move. Insider Transactions:  A list of recent purchases and sales of U.S. companies made by insiders. Up And Down Wall Street:  Janet Yellen last week expressed concern that inflation might continue to fall short of the Fed's 2% target. But a new leading indicator of inflation shows prices rising at nearly a 3% yearly pace, which raises the question: is Yellen concerned about prices that consumers pay, or does she fear a slide in inflated asset prices resulting from the Fed's tightening policy? The Fed faces a conundrum, as it must weigh rising inflation pressures against the risk posed by high -- and arguably inflated -- asset prices. Streetwise: Last week, +UBER said it had suffered a data breach resulting in the theft of information of about 57 million customers; worse yet, the company sat on the information for a year, and paid a $100k ransom for the hackers to hide the breach. Uber has a history of playing by its own set of private rules, free from the onus of public company disclosures. If a private company as large as Uber is serious about transparency and honesty, it should choose to report like a public company. Technology Trader:  Cloud technology is rapidly evolving in a way that could either cement or erode the oligarchy of Amazon (AMZN), Microsoft (MSFT),  and Alphabet (GOOGL). A new way of writing software called ""serverless software"" makes it easier for programmers to use cloud computing generally, which is good for these companies; but it can also weaken a programmer's loyalty to any one cloud, which could weaken the grip of the oligarchs. The three leaders are trailed by IBM (IBM) and Oracle (ORCL). Speaking of Dividends:  Tax inversions enable a U.S. corporation to acquire a foreign company and then reincorporate overseas. A recent bill that made it out of the Senate Finance Committee would tax the dividends of inverted companies at a much higher rate than currently. Among U.S. companies that have done inversions are Medtronic (MDT), Eaton (ETN), Allergan (AGN), Johnson Controls International (JCI), Mylan (MYL), and Endo International (ENDP).",1,694,data breach
"AAPL, ABBV, AMZN...",Barron's Summary,3-Feb-18,SA,,"Conjecture, Media Summaries, Barron's Summary, Published Reports","International Trader (Europe):  The increasing frequency of data breaches, along with the EU’s soon-to-hit General Data Protection Regulation, should boost demand for Beazley (BEZ.LN), which insures companies in the event of cyberattacks; The company's valuation does not",1,37,data breach
"S, T, TMUS...",C O R R E C T I O N,#NAME?,Sep,AT&T Inc.; Sprint; T-Mobile; Verizon,,"Developed collaboratively by the four largest U.S. wireless carriers, the prototype reveals the taskforce's approach to multi-factor authentication, which combines the carriers' proprietary, network-based authentication capabilities with other methods to verify a user's identity. Once the user signs up and provides consent, the solution then generates a device-based ID that serves as the user profile at the center of the authentication process.",1,62,Multi-factor authentication
T,C O R R E C T I O N,#NAME?,Jun,AT&T Inc.,New Products & Services,"""Internet access for all is the foundation of a digital city, and AT&T's technology partnership brings us another vital step closer to realizing New York City's  innovative potential,"" said Rachel Haot, Chief Digital Officer. ""Through the expansion of WiFi and the introduction of solar-powered mobile charging stations in more public spaces, we are helping to provide ubiquitous connectivity to New Yorkers everywhere. We appreciate AT&T's support in helping us to achieve another milestone in Mayor Bloomberg's Digital Roadmap for New York City .""",1,83,Chief digital officer
DELL,Collibra and Dell Technologies to Co,Present at the 2017 MIT Chief Data Officer and Information Quality Symposium - 06-Jul,17,,Calendar of Events,"Collibra and Dell Technologies to Co-Present at the 2017 MIT Chief Data Officer and Information Quality Symposium  Thursday, July 06, 2017 02:18:59 PM (GMT) | NEW YORK, July 06, 2017 (GLOBE NEWSWIRE) -- Collibra, a leader in data governance software solutions for business users, today announced that Dr. Pieter De Leenheer, Collibra co-founder and vice president, research and education, will be a featured speaker at the 11th annual 2017 MIT Chief Data Officer and Information Quality Symposium (MITCDOIQ). |         Pieter De Leenheer, Co-founder & Vice President, Research  Education, Collibra Who:         Barbara Latulippe, Chief Data Governance Officer, Dell Technologies   What:         Presentation: “Governance and Stewardship in the Big Data Era” Where:         2017 MIT Chief Data Officer and Information Quality Symposium     When:   | About Collibra As the leader in data governance, Collibra helps organizations across the world gain competitive advantage by maximizing the value of their data across the enterprise. Collibra is the only solution purpose-built to address the gamut of data stewardship, governance, and management needs of the most complex, data- intensive industries. Our flexible and configurable cloud-based or on-premises solution puts people and processes first – automating data governance and management to quickly and securely deliver trusted data to the business users who need it. Learn more at www.collibra.com.",4,"24, 53, 40, 88","chief data officer, Data Stewardship"
"T, T",Cryptocurrency Entrepreneur and Investor Michael Terpin Sues Too Big to Care AT&T for Permitting $23.8 Million Theft in SIM Swap Scam ...,15-Aug-18,PMZ,,"Press releases, Law & Legal Issues","The porosity of AT&T’s privacy program is dramatically evident in this case, which follows a pattern well known to AT&T.  An experienced, high profile cryptocurrency investor, Plaintiff Michael Terpin was a longtime AT&T subscriber who entrusted his sensitive private information to AT&T and relied on AT&T’s assurances and its compliance with applicable laws.  Given all the carrier’s hype about protecting customer security, Plaintiff believed that it would keep its promises about absolutely safeguarding him from a data breach that could lead to the theft of tens of millions of dollars of crypto currency.",1,93,data breach
CVS,CVS Caremark Appoints New Chief Digital Officer to Lead Digital Innovation Team,11-Feb-13,PRN,CVS Caremark,,"CVS Caremark Appoints New Chief Digital Officer to Lead Digital Innovation Team   Monday, February 11, 2013 04:00:00 PM (GMT) | WOONSOCKET, R.I., Feb. 11, 2013 /PRNewswire/ -- CVS Caremark (NYSE: CVS) announced today the appointment of Brian Tilzer to the position of Senior Vice President, Chief Digital Officer. Tilzer will develop and lead teams driving CVS Caremark's company-wide digital innovation efforts. Tilzer will focus on connecting current and future digital initiatives and ensuring that CVS Caremark continues to use the most innovative technology available to seamlessly meet customers' needs.",2,"19, 69",Chief digital officer
CVS,"CVS Health Announces Partnership with Curbside, a Company Perfecting the Store Pickup Experience, to Bring New Level of Retail Convenience ...",19-Apr-16,PRN,CVS Health,New Products & Services,"""We believe digital tools are the key to making health care convenient, personal and affordable for our customers, and CVS Express is a perfect embodiment of our digital mission,"" said Brian Tilzer, Senior Vice President and Chief Digital Officer, CVS Health. ""By working closely with our retail team and partnering with Curbside, who brought industry-leading technology to our platform, we rapidly developed a seamless and simple solution that creates a significant time savings for customers. We are committed to redefining convenience and this will be one of many steps on that journey.""",1,92,Chief digital officer
CVS,CVS Health Corp.(CVS,US) Schedules Q1 2013 Earnings Call for 1-May-2013 830 AM ET,19,,,,,,
CVS,CVS Health Introduces New Digital Pharmacy Tools to Help Make Medication Adherence Easier and More Convenient,18-Nov-15,PRN,CVS Health,New Products & Services,"""Our digital innovation model is the synthesis of strategic partnership and rapid experimentation, and this new suite of tools – some of the first to emerge from our digital innovation lab – shows how effective our approach can be,"" said Brian Tilzer, Senior Vice President and Chief Digital Officer for CVS Health. ""By addressing real problems, including medication adherence, through digital tools that are designed to make tasks easier and more convenient, we're supporting our overall company strategy—to help people live healthier lives.""",1,83,Chief digital officer
CVS,CVS Health Launches ScriptSync(TM) to Make Medication Adherence Easier for Patients who Have Multiple Prescriptions,11-Aug-15,PRN,CVS Health,New Products & Services,"""As a pharmacy innovation company, CVS Health is focused on using our technology and scale to deliver patient-centered pharmacy care and innovative digital solutions to address medication non-adherence,"" added Brian Tilzer, senior vice president and Chief Digital Officer, CVS Health. ""In fact, the online support feature of ScriptSync was developed in our Boston-based Digital Innovation Lab to help make viewing and updating prescription information quick, easy and convenient to give our ScriptSync patients more control over managing their health.""",1,79,Chief digital officer
CVS,CVS Health Opens Digital Innovation Lab in Boston,18-Jun-15,PRN,CVS Health,Corporate Development,"""At CVS Health, everything we do is to help people on their path to better health, and digital technologies are an amazingly effective way to achieve this,"" said Brian Tilzer, Senior Vice President and Chief Digital Officer for CVS Health. ""Digital technologies are ubiquitous and highly configurable – a powerful combination, because it allows us to empower our customers anytime and anywhere. That's why we are doubling our digital investment, anticipating our customers' increasing preference to manage their health digitally. The opening of this Innovation Lab is a significant step forward on this path.""",1,94,Chief digital officer
"CVS, 0B53V9, 0C90NY",CVS Health Partners with MassChallenge and Rock Health,30-Sep-15,PRN,CVS Health,Corporate Development,"""We know that some of the best digital health innovations are already being developed, so we've made partnering a key part of our digital efforts,"" said Brian Tilzer, Senior Vice President and Chief Digital Officer for CVS Health. ""We have broad scale and resources; MassChallenge offers a competitive startup accelerator program and Rock Health has an impressive portfolio of market-leading companies. By working collaboratively with each, we can rapidly design and test new ideas – ultimately bringing solutions to our customers that will dramatically impact the way they manage their health.""",1,91,Chief digital officer
"CVS, 0DH25N, 0093HR...",CVS Health to Partner with Direct,to-Consumer Telehealth Providers to Increase Access to Physician Care - 26,Aug,CVS Health,Contracts,"This announcement is part of CVS Health's broader commitment to connected health, exploring new and effective ways that digital technology can improve the health care experience. ""A key pillar of our strategy is forging the right partnerships within the industry,"" said Brian Tilzer, senior vice president and chief digital officer, CVS Health. ""We recognize that some of the best ideas are already being developed, so we're committed to partnering with other companies to explore and expand on these ideas together.""",1,80,Chief digital officer
"CVS, 0647W2","CVS Pharmacy Launches Breakthrough, End",to-End Mobile Payment Experience - 11,Aug,CVS Health,New Products & Services,"""Over the past year, our digital team has brought to market numerous new digital tools – like CVS Pay – that make shopping at CVS Pharmacy easier and more convenient,"" said Brian Tilzer, Senior Vice President and Chief Digital Officer, CVS Health. ""We've been excited by the level of customer adoption of these digital solutions, and we will continue our quick pace of innovation and deployment to make our customers' health care experience even easier.""",1,75,Chief digital officer
"0647W2, CVS",CVS Pharmacy Takes CVS Pay Nationwide Following Successful Pilot,19-Oct-16,PRN,CVS Pharmacy,New Products & Services,"""We know that our customers lead busy lives, so our digital efforts are focused on making it easier for them to do simple but important things like picking up prescriptions. That's why we are thrilled to launch CVS Pay to CVS Pharmacy app users nationwide,"" said Brian Tilzer, Senior Vice President and Chief Digital Officer, CVS Health. ""For our customers, CVS Pay offers more than just a payment solution: it's a seamless, quick and easy user experience that makes picking up prescriptions and shopping at CVS Pharmacy even more convenient.""",1,90,Chief digital officer
CVS,CVSpharmacy Helps Customers Kick Off a Healthy New Year with Online Vitamin Resources and Huge Savings,6-Jan-14,PRN,"Gallup poll conducted Dec. 6-9, 2013, Gallup.com.",New Products & Services,"""The Family Vitamin Center helps CVS/pharmacy customers save time, money and lead healthier lives, which is the intent of all of our digital resources,"" said Brian Tilzer, Senior Vice President, Chief Digital Officer for CVS Caremark. ""More and more of our customers are engaging with us across digital platforms to enhance their pharmacy and drugstore shopping. Until now, there has been a lack of guidance online to help customers decide which products might be best for them. Our new Family Vitamin Center is a one-of-a-kind tool that fills this information gap by providing customers with the facts they need, helping to put them on their path to better health.""",1,109,Chief digital officer
CVS,CVSpharmacy Launches Innovative New iPad App Featuring a 3D Virtual Store and Digital Pharmacy Experience,25-Mar-13,PRN,CVS/pharmacy,New Products & Services,"""As a pharmacy innovation company, CVS/pharmacy is committed to deploying new and emerging digital technologies that empower our customers on their path to better health,"" said Brian Tilzer, Senior Vice President, Chief Digital Officer for CVS/pharmacy. ""The new CVS iPad app provides the millions of customers who visit CVS.com on a tablet device each month with a virtual feeling of visiting their neighborhood CVS/pharmacy from their home or on the go. Our app makes it unbelievably easy for customers to shop, fill prescriptions, manage their ExtraCare accounts and more through a highly personalized experience and 3D realism.""",1,97,Chief digital officer
CVS,CVSpharmacy Launches New Online Drug Information Center,8-Aug-13,PRN,CVS/pharmacy,New Products & Services,"""Our new Drug Information Center provides a comprehensive set of resources that informs and empowers our customers as they make important decisions surrounding their health and well-being,"" said Brian Tilzer, Senior Vice President, Chief Digital Officer for CVS/pharmacy. ""As a pharmacy innovation company, we are constantly exploring new tools and resources to help our customers on their path to better health. With this launch, we are offering users medication expertise in a simple, interactive way that provides relevant and personalized drug information that has never been made available to them before.""",1,91,Chief digital officer
CVS,CVSpharmacy Unveils New Look and Enhanced Features for its Top,Rated Mobile App - 03-Feb,15,CVS/pharmacy,,"""Our CVS/pharmacy Mobile app has gotten top marks from our customers, but we still constantly challenge ourselves to make it even easier, better and faster,"" said Brian Tilzer, senior vice president, chief digital officer for CVS Health. ""It's important to us – and our customers – that we deliver a personalized mobile shopping experience and extend access to our pharmacy services in a way that's seamless. These updates empower our users to quickly scroll to the features they are looking for and take advantage of all their CVS/pharmacy needs when, where and how they want. Refilling prescriptions, getting medication reminders, and saving money on everyday health needs is now effortless and right at their fingertips, which ultimately helps our customers in meaningful ways on their path to better health.""",1,129,Chief digital officer
DELL,DarkMatter and Dell EMC Announce Agreement to Deliver Next,Generation Storage and Analytics Solutions in a Secure Package - 26-Oct,16,,"Corporate Development, New Products & Services","Big data analytics provides a new horizon of opportunity for organisations looking to achieve a competitive advantage, whether in serving customers or managing their operations. But big data requires big storage, creating a challenge for organisations as demonstrated by the ongoing stream of news stories about data breaches. Securing data has become mission critical. | The cost of a breach, driven by factors such as damaged reputation, loss of customers, destroyed or inaccessible data, stolen IP, and remediation and forensic expenses, adds up quickly. Companies in Saudi Arabia and the UAE reported an average total cost per data breach of nearly  US$3.8 million.[1] | 1. ""2015 Cost of Data Breach Study: Arabian Region"", Ponemon Institute",3,"54, 48, 11",data breach
"DELL, 00BBRL",Dell Boomi Builds on Integration Cloud Leadership with Latest Release Empowers Customers to Be More Productive and Move Faster wit...,7-Dec-16,BW,Dell Boomi,Product/Service,"In the area of Master Data Management (MDM), Boomi has added a number of new capabilities that allow for more effective governance of data across the enterprise. Records that have been quarantined based on data quality rules can be selectively merged with their associated golden records when a quarantined record includes relevant or more current data. And with the new historical reporting feature, data stewards can easily create and view reports using multiple parameters to gain insights on data quality trends. Another new feature is the ability to create custom data stewardship roles that can be applied to groups of users based on the specific data governance needs of an organization.",1,111,Data Stewardship
DELL,"Dell Boomi's Latest Release Builds on Cloud Integration Platform to Drive Digitally Connected Experiences with Customers, Partners and Sup...",20-Jun-17,PRN,Dell Boomi,New Products & Services,"free. Data Stewardship Independence - Four new platform Quarantine API endpoints enable resolution actions outside of Boomi Master Data Management (MDM). This means data stewards can work in other applications, including cloud applications like Slack, to streamline governance tasks and approvals. Dynamic Integration Processes - With Boomi's Process Route Shape feature, users can break down multi-step processes into smaller, independent functional groups and dynamically execute sub- processes. This independence between the main process, sub-process, and routing rules enables reusability of repeated logic and actions, and facilitates seamlessly updating and testing integrations.",1,91,Data Stewardship
"DELL, EMC, VMW","Dell EMC Delivers New Levels of Data Protection Performance, Governance and IT Management for VMware Environments",28-Aug-17,PRN,Dell EMC,,,,,
DELL,Dell Survey Shows Organizations Lack Awareness and Preparation for New European Union General Data Protection Regulation (GDPR),11-Oct-16,BW,Dell Technologies,"Conference, Survey, Product/Service, Trade Show","The EU GDPR was adopted by the European Parliament and Council this year, and becomes fully effective in 2018. Below are tips and strategies to help organizations adhere to security disciplines needed for GDPR regulations, so they can protect customer personal information, and avoid the data breaches, heavy fines and loss of reputation that may result from non-compliance: | Protect the perimeter. Deploy next-generation firewalls to reduce the network’s exposure to cyber threats, mitigate the risk of data leaks that could lead to a data breach resulting in stiff penalties assessed under GDPR, and deliver the forensic insight required to prove compliance and execute appropriate remediation following a breach. The Dell SonicWALL next-generation firewalls protect against emerging threats and feature deep packet inspection; real-time decryption and inspection of SSL sessions; adaptive, multi-engine sandboxing; and full control and visualization of applications. | Survey results show that 82 percent of global IT and business professionals responsible for data security at both SMBs and enterprises are concerned with GDPR compliance. Although the majority of global IT and business professionals express compliance concerns, respondents lack general awareness of GDPR, and they are neither prepared for it now, nor expect to be when it goes into effect. | Additional findings show that most organizations don’t feel well-prepared across security disciplines for GDPR compliance. | Deploy a firm access governance solution . The ability to govern access to applications that permit access to EU citizens’ personal data ‒ particularly unstructured data ‒ is a major factor in data security and GDPR compliance. Governance generally requires periodic review of access rights by line-of-business managers and attestation (or recertification) that the permissions align with their job roles and do not compromise data security. The One Identity family of Identity and Access Management solutions provides this level of visibility and control. | Facilitate secure mobile access. Foster the secure flow of covered data while enabling employees to access the corporate applications and data they need in the way they prefer, and with the devices they choose. Enhance data security (while removing access obstructions) by combining identity components, device variables and temporal factors (time, location, etc.) to deliver an adaptive, risk- based approach that ensures the right access all the time, every time, while concurrently improving data protection and GDPR compliance. | Dell Survey Shows Organizations Lack Awareness and Preparation for New European Union General Data Protection Regulation (GDPR)  Tuesday, October 11, 2016 10:00:00 AM (GMT) | Dell today announced results of a global survey on the European Union’s new General Data Protection Regulation (GDPR), revealing that organizations ‒ both SMBs and large enterprises ‒ lack general awareness of the requirements of the new regulation, how to prepare for it, and the impact of non- compliance on data security and business outcomes. | “The European Union General Data Protection Regulation is the first update to European data protection laws since 1995, when the Internet was in its infancy and the constantly evolving cyber threats we know today did not exist. This survey reinforces the global lack of general understanding of GDPR, the scope of the regulation, and what organizations need to do to avoid stringent penalties. Results also show that while some organizations ‘think’ they are prepared, they will be in for a rude awakening if they experience a breach or must face an audit and are subject to the consequences of non-compliance with GDPR.” | Control access management. To satisfy GDPR, employees and contractors must have the correct access permission to do their jobs and nothing more. The right identity and access management technologies that facilitate this level of control include multi-factor authentication, secure remote access, risk-based/adaptive security, granular password management, and full control over privileged user credentials and activity. | “This new regulation provides uniform data protection rights across the EU, and, to be in compliance, both European organizations and those outside of Europe that do business there must adopt an adaptive, user- centric, layered security model approach around the tenets of prevent, detect, respond and predict. To be GDPR-compliant, they need security solutions that enable them to prevent attacks, detect a potentially dangerous presence in their networks, respond quickly to that threat, and analyze and report on the health of their networks in real time.”",11,"58, 81, 61, 15, 83, 78, 24, 55, 102, 55, 86","GDPR-compliant, data breach, General data protection regulation, GDPR compliance, Multi-factor authentication"
DELL,"Dell Technologies, Inc.(DVMT",US) Schedules Analyst Meeting for 18-September-2018 900 AM ET,6,,,,,,
"DELL, EMC, DELL.XX1...",Dell Unveils New Endpoint Data Security and Management Portfolio for Greater IT Interoperability,19-Oct-16,PRN,Dell EMC,New Products & Services,"With the rise of cyber-attacks and data breaches, and today's increasingly mobile workforce, securely managing data and endpoints without inhibiting employee productivity is a pain point for customers of all sizes. Compounding the problem, organizations have had to turn to a slew of vendors offering point solutions, and stitch together their own security infrastructure. Organizations want to simplify the process of purchasing and deploying protection and security solutions for desktops, laptops and mobile devices by working with a vendor that can provide more of what they need. | Grant Geyer , Senior Vice President, Products, RSA ""RSA delivers business-driven security so organizations of all sizes can take command of their evolving security posture in this uncertain, high-risk world. The inclusion of RSA NetWitness Endpoint and RSA SecurID Access into the Endpoint Data Security and Management portfolio ensures that Dell Technologies customers can benefit from RSA's superior capabilities in advanced threat detection and multi-factor authentication.""",2,"87, 66","data breach, Multi-factor authentication"
DAL,Delta Air Lines data breach affected several hundred thousand customers,#NAME?,Apr,,,"Delta Air Lines data breach affected several hundred thousand customers -- Bloomberg, citing email from company spokesman  Thursday, April 05, 2018 03:51:16 PM (GMT)",1,24,data breach
DKS,DICK'S Sporting Goods Names New Chief Marketing Officer,11-Jul-17,PRN,DICK'S Sporting Goods,,"Hudler joins DICK'S from an 11-year career with Dunkin' Brands, where he most recently served as Senior Vice President, Chief Digital Officer, responsible for the brand's digital strategy and product roadmap, including mobile, loyalty and all consumer-facing technology. Previously, he was Vice President, Global Consumer Engagement, and was responsible for advertising, media, promotions and eCommerce functions for the 12,000 Dunkin' restaurants globally.",1,62,Chief digital officer
DBI,DSW Inc. declares a special dividend of $2.00 per share,12-Sep-12,SA,,"Corporate Actions, Dividends, Litigation","The special dividend will be paid on October 26 to shareholders of record at the close of business on October 16. This special dividend is in addition to the company's regular quarterly dividend of $0.18 per share that was declared on August 22. The regular dividend will be paid on September 28, 2012 to shareholders of record at the close of business on September 18. The announcement of a special dividend recognizes its significant cash flow generation The company also noted that on September 11, 2012, DSW received an award from litigation with its insurance carrier stemming from its credit card data breach in 2005. The award of $7.2M represents damages plus accrued interest",1,114,data breach
DBI,DSW Inc. Declares Special Dividend and Appoints New Board Member,12-Sep-12,PRN,DSW Inc.,"Earnings, Dividends & Forecasts",- Board of Directors approve Special Dividend of $2.00 per share - Company announces the appointment of James O'Donnell to the Board of Directors - Company receives a $7.2 million award from its credit card data breach in 2005 | The Company also noted tha,2,"39, 85",data breach
DBI,"DSW, Inc.(DSW",US) Schedules Q3 2012 Earnings Call for 20-November-2012 830 AM ET,7,,,,,,
