who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
,,"“We are excited to welcome Falck into our digital ecosystem; with this project we will apply data analytics  and  digital  solutions  to  their  turbine  fleet.  The  resulting  actionable  intelligence  will  allow  Falck  to  make  decisions  on  the  operation  and  maintenance  of  their  wind  turbine  fleet.  This  first  step  provides  Falck  an  opportunity to exceed their operational outcomes to increase the efficiency of their turbines”, said Sanjeev  Addala, Chief Digital Officer, GE Renewable Energy.",1,73,Chief digital officer,"FKR, GE, 098LX5 - Innovative agreement between Falck Renewables S.p.A. and General Electric Company  - 16-Dec-16 - NEWS_CR.pdf"
,,,,,,"GCO - Genesco, Inc.(GCO-US) Schedules Q1 2020 Earnings Call for 31-May-2019 830 AM ET - 21-May-19 - FCSTEV.pdf"
GoDaddy Inc.,"Licensing & Marketing Agreements, New Products & Services","The media often reports data breaches that happen to large companies. But small businesses were affected by 60% of all security attacks last year, according to a report from Travelers. Even more alarming, the U.S National Cyber Security Alliance found that 60% of small businesses are unable to sustain their businesses over six months after a cyber-attack. For these reasons, preventing potential cyber-attacks and protecting the livelihood of small businesses and entrepreneurs is the key focus of GoDaddy's new TrustedSite service.",1,81,data breach,GDDY - GoDaddy Enhances Online Security Offerings For Small Businesses With TrustedSite - 22-Aug-17 - PRN.pdf
"Kahn Swick & Foti, LLC",,"On May 5, 2020, news outlets reported that the credentials of an unknown number of the Company's web hosting customers had been compromised through a data breach that occurred October 19, 2019. The Company confirmed that approximately 28,000 customers had been affected.",1,42,data breach,"GDDY - GODADDY INVESTIGATION INITIATED BY FORMER LOUISIANA ATTORNEY GENERAL  Kahn Swick & Foti, LLC Investigates the Officers and Directors of G... - 29-May-20 - PRN.pdf"
"Kahn Swick & Foti, LLC",Lawsuit,"On May 5, 2020, news outlets reported that the credentials of an unknown number of the Company’s web hosting customers had been compromised through a data breach that occurred October 19, 2019. The Company confirmed that approximately 28,000 customers had been affected.",1,42,data breach,"GDDY - GODADDY INVESTIGATION INITIATED by Former Louisiana Attorney General Kahn Swick & Foti, LLC Investigates the Officers and Directors of GoD... - 08-May-20 - BW.pdf"
Kahn Swick & Foti,Lawsuit,"On May 5, 2020, news outlets reported that the credentials of an unknown number of the Company’s web hosting customers had been compromised through a data breach that occurred October 19, 2019. The Company confirmed that approximately 28,000 customers had been affected.",1,42,data breach,"GDDY - GODADDY INVESTIGATION INITIATED by Former Louisiana Attorney General Kahn Swick & Foti, LLC Investigates the Officers and Directors of GoD... - 12-Jun-20 - BW.pdf"
,New Products/Services,"""We are thrilled to expand Current's relationship with AT&T to help cities redefine the civic engagement model -- our digital network is based on an open platform, which allows entrepreneurs, incubators and students to get involved in the future development of smart city applications,"" said John Gordon, Chief Digital Officer of Current, powered by GE. ""AT&T has a long history of working commercially with municipalities, and our technology will be a perfect fit toward helping more cities unleash the limitless potential of the Industrial Internet.""",1,85,Chief digital officer,"GE - AT&T and Current, powered by GE, Strike Historic Deal to Redefine Smart Cities for the Digital Age - 27-Feb-17 - INW.pdf"
Caradigm,Personnel,"Earlier this month, Caradigm became a wholly owned affiliate of GE Healthcare. According to Charles Koontz, GE Healthcare Chief Digital Officer, “We have enormous admiration for Neal’s leadership abilities and his track record for software excellence. GE Healthcare is fully committed to supporting Neal and the Caradigm leadership team as they continue to raise the bar for exceeding provider expectations and outcomes in population health.”",1,65,Chief digital officer,GE - Caradigm Names Neal Singh CEO - 28-Apr-16 - BW.pdf
GE Aviation,"Contract/Agreement, Product/Service","“These new digital technologies will enable deeper integration of digital records management, so Copa Airlines can better manage their operations as their fleet continues to grow,” said John Mansfield, chief digital officer for GE Aviation. “The system provides a global storage service for digital document management connecting the airline’s internal maintenance operations and suppliers for improved operational efficiencies to meet the regulatory requirements of the aviation industry.”",1,67,Chief digital officer,GE - Copa Airlines Selects GE Aviation for Digital Records Management - 20-Feb-19 - BW.pdf
"Current, powered by GE",,"""We're growing our partner network to offer a holistic portfolio as customers add intelligence to infrastructure,"" says John Gordon, Current's Chief Digital Officer. ""Integrating sensors and software to energy systems, like LED lighting or onsite solar, allows companies to manage energy use and unlock operational outcomes. As businesses move toward connected solutions, it's important that we work with partners to offer a range of ready-to-install applications.""",1,66,Chief digital officer,"GE - Current, powered by GE Triples Partner Ecosystem in Drive to Build Comprehensive Intelligent Environments - 16-Nov-16 - PRN.pdf"
"Current, powered by GE",,"""The next wave of innovation will be led by those who embrace digital infrastructure to drive new and meaningful outcomes,"" says John Gordon, Chief Digital Officer, Current, powered by GE. ""In terms of physical infrastructure, no other platform compares to the ubiquitous nature of lighting and the potential LEDs offer to the commercial and industrial world as the digital platform for industry. Deploying intelligent LEDs coupled with sensors, software and scalable access to GE's Predix platform provides the foundation for that innovation.""",1,82,Chief digital officer,"GE - Current, powered by GE, Grows Intelligent Environments App Catalog, Unlocks Digital Outcomes in Three Cities - 25-Apr-16 - PRN.pdf"
GE,Product/Service,"“Across the utility and power-intensive industrial sectors, our customers are seeking partners and technology solutions to help them deliver better outcomes across the enterprise,” said Ganesh Bell, chief digital officer for GE Power’s Digital Solutions business. “Small changes in fuel, maintenance, uptime, productivity, flexibility, safety and labor effectiveness have incredible impacts on overall profitability—and are vital to customers in staying competitive in today’s changing world.”",1,65,Chief digital officer,GE - Digital Transformation of Energy Accelerating GE's Digital Plans for Power Industry - 24-Feb-16 - BW.pdf
EY,Corporate Development,"Bill Ruh, Senior Vice President and Chief Digital Officer, GE and CEO,  GE Digital, says:",1,15,Chief digital officer,GE - EY and GE Digital form alliance in Industrial Internet of Things - 18-May-16 - PRN.pdf
GE Aviation,"Contract/Agreement, Product/Service","“Airline disruptions occur every day, but it’s how you handle them that sets you apart,” said John Mansfield, vice president & Chief Digital Officer for GE Aviation. “Intelligent Network software as a service gives flydubai the real-time tools to predict the impact of operational disruptions, to optimize recovery back to normal operations and to minimize the effect on their passengers.”",1,60,Chief digital officer,GE - flydubai and GE Aviation Reach Agreement for Intelligent Network - 13-Nov-17 - BW.pdf
,,"This agreement brings the cooperation between COMAC and GE to a new level from the aircraft engines and systems to now broadening their relationship to the use data and analytics to bring greater operational efficiency to their operations. Under the agreement, COMAC and GE plan to jointly explore and collaborate on digital solutions and applications on customer & product support monitoring & diagnostics, Intelligent Aircraft and Brilliant Manufacturing. The two companies will set up a joint team to launch pilot projects based on an earlier outcome based workshop and exchanges to verify the technical trends for further collaboration. “This agreement with COMAC will enable our teams of software architects and aviation domain experts to jointly develop digital solutions at GE's Shanghai digital collaboration center,” said Jim Daily, chief digital officer for GE Aviation. “The partnership between COMAC and GE will result in digital solutions that will transform COMAC's operations all the way from brilliant manufacturing to advanced flight analytics to comprehensive fleet operations support.” Through the partnership, data scientists, software developers and architects from GE and COMAC plan to work together to refine some of the ten billion data points produced by the aviation sector annually into solutions that can achieve greater fleet intelligence and operational insights.",1,207,Chief digital officer,GE - GE and COMAC sign MOU to jointly explore and collaborate on digital solutions and applications on customer & product support monitoring & dia... - 15-Nov-16 - SA.pdf
GE Aviation,"Contract/Agreement, Product/Service","“We are eager to be a part of such an important step forward for the offshore helicopter industry,” said Jim Daily, chief digital officer for GE Aviation. “With the power of GE’s Predix behind the safety leadership of HeliOffshore, this team will have state-of-the-art tools to analyze helicopter operations and provide insights to help drive safer operations across the entire offshore rotorcraft space.”",1,63,Chief digital officer,GE - GE and HeliOffshore Provide Safety Data Management System for Global Offshore Helicopter Industry - 06-Mar-17 - BW.pdf
GE,"Conference, Event","Bill Ruh, Senior Vice President & Chief Digital Officer of GE, said: “Digital is the future of industry, and the Industrial Internet is the key driver enabling GE to lead the next generation of industrial progress. We know industrial machines and businesses, and we know how to build software that will best serve and optimize",1,55,Chief digital officer,GE - GE Announces New Collaborations and Technology Centers to Drive Digital Industrial Transformation for Customers - 01-Nov-15 - BW.pdf
GE,Personnel,"Matthias Heilmann, 48, joins GE as vice president and chief digital officer for GE Oil & Gas. Before joining GE, Heilmann worked as the head of Global Product Group Enterprise Software for ABB Inc. He’s worked in both the United States and Germany and held various leadership roles at companies such as SAP, Ryerson, Inc. and Counter Point Capital Partners, LLC. Heilmann holds a Bachelor of Science degree from the University of Oregon, OR and Friedrich-Wilhelms University, Bonn, Germany, a master’s degree in business administration from the University of Saarland, Saarbrucken, Germany and a doctorate’s degree in finance and management accounting from the University of St. Gallen in Switzerland.",1,109,Chief digital officer,GE - GE Appoints Four New Company Officers and One Senior Vice President - 23-Feb-16 - BW.pdf
GE,Personnel,"Steven Martin has joined GE as Vice President & Chief Digital Officer, GE Energy Connections. Prior to joining GE, Martin was General Manager & Chief Data Scientist, Azure at Microsoft. Over his twenty-five year career, Steven has held leadership positions in engineering, product management, venture capital and strategy. Martin earned his bachelor’s degree in behavioral psychology from The University of Texas in Austin, TX.",1,64,Chief digital officer,GE - GE Appoints Six New Company Officers - 15-Nov-16 - BW.pdf
GE Aviation,Merger/Acquisition,"“Our focus is to help our customers and the overall industry to be more efficient,” said Jim Daily, vice president and chief digital officer for GE Aviation. “The acquisition of AirVault combines some of the best people and records management capability with GE’s domain expertise in flight analytics and engine diagnostics to bring disparate data together to drive operational efficiencies.”",1,60,Chief digital officer,GE - GE Aviation Acquires Leader in Digital Aircraft Records Management - 27-Mar-17 - BW.pdf
GE Aviation,Product/Service,"“This is exactly how we want to work together and help customers to drive greater efficiency,” said Jim Daily, vice president & chief digital officer of GE Aviation. “This solution gives flydubai the real-time tools to understand the impact of potential operational disruptions in order to minimize an impact on their network.”",1,52,Chief digital officer,GE - GE Aviation Creates Digital Collaboration Center at Farnborough - 10-Jul-16 - BW.pdf
GE Aviation,Product/Service,"“There are major inefficiencies in the management of data generated within our industry,” said Jim Daily, vice president and chief digital officer for GE Aviation. “Through Predix, the Configuration Data Exchange will bring disparate systems together to provide future insights and will help to reduce the $4 billion annual spend on manually managing data within airlines.”",1,56,Chief digital officer,GE - GE Aviation Launches Configuration Data Exchange to Reduce Maintenance Costs - 15-Nov-16 - BW.pdf
GE Aviation,Contract/Agreement,"GE Aviation Chief Digital Officer John Mansfield officially opened the accelerator with Vice President of Software Research at GE’s Global Research Center Colin Parris and GE Aviation President of Military Systems Tony Mathis. Technology partners participating in the event included Microsoft, Teradata, Hewlett Packard Enterprise, Intel, CACI, and VION.",1,49,Chief digital officer,"GE - GE Aviation's Accelerator in Washington, D.C. Launches to Drive Efficiencies and Digital Transformation - 04-Oct-18 - BW.pdf"
GE,Product/Service,"“In just the past year, we’ve seen more than 30 international, state and private power producers and utilities begin their digital journeys with GE,” said Ganesh Bell, chief digital officer, GE Power. “Today’s announcements represent another major step forward in the digitalization of the industry. I believe we will look back on 2016 as a tipping point when digital transformation went mainstream.”",1,62,Chief digital officer,GE - GE Enhances Digital Power Plant Software and Extends Reliability and Efficiency Apps to Hydropower and the Electricity Grid - 15-Nov-16 - BW.pdf
GE,Product/Service,"“To transform the entire energy value chain, we need a purpose-built, modern digital industrial stack—from software-defined machines, to the controls, to the cloud,” said Ganesh Bell, GE P&W, chief digital officer and GM of Software & Analytics. “We invite our customers to innovate with Predix to improve their performance and results.” | To further explore the implications of the digital transformation of the energy industry, please read the white paper entitled, “Powering the Future: Leading the digital transformation of the power industry,” by Marco Annuziata, Chief Economist, GE and Ganesh Bell, Chief Digital Officer of GE Power & Water. The paper discusses the unprecedented opportunity for the future of the energy industry and how it will realize the goal of access to clean, reliable, sustainable and secure electricity while fostering economic growth through the creation of a new energy ecosystem.",2,"51, 88",Chief digital officer,"GE - GE Power & Water Unveils the Digital Power Plant a Revolutionary Energy Innovation to Meet Increasing Global Demand for Fast, Data-Driven, S... - 29-Sep-15 - BW.pdf"
GE,Product/Service,"“Digital technologies and open source software have transformed the consumer space in radical ways, but industry has been slow to adopt these new innovations,” said Bill Ruh, Chief Digital Officer of GE. “Now is the time to capitalize on the extraordinary opportunity to transform the industrial landscape by leveraging Predix to collectively build apps, which will reveal exponentially greater value than what we have seen in the consumer space.”",1,69,Chief digital officer,GE - GE Predix Software Platform Offers 20% Potential Increase in Performance Across Customer Base New GE Offerings Accelerate Transformation int... - 29-Sep-15 - BW.pdf
,,,,,,GE - General Electric Co.(GE-US) Schedules Investor Day - Healthcare for 2-December-2019 930 AM ET - 27-Sep-19 - FCSTEV.pdf
,,,,,,GE - General Electric Co.(GE-US) Schedules Investor Meeting - Baker Hughes for 8-December-2016 900 AM ET - 10-Nov-16 - FCSTEV.pdf
,,,,,,GE - General Electric Co.(GE-US) Schedules Investor Meeting - Digital for 23-June-2016 1100 AM ET - 07-Apr-16 - FCSTEV.pdf
,,,,,,GE - General Electric Co.(GE-US) Schedules Investor Meeting for 15-November-2016 500 PM ET - 10-Nov-16 - FCSTEV.pdf
,,,,,,GE - General Electric Co.(GE-US) Schedules Investor Meeting for 8-March-2017 830 AM ET - 15-Feb-17 - FCSTEV.pdf
,,,,,,GE - General Electric Co.(GE-US) Schedules Pacific Crest Emerging Tech Summit for 1-March-2016 1100 AM ET - 02-Feb-16 - FCSTEV.pdf
,,,,,,GE - General Electric Co.(GE-US) Schedules William Blair & Company Growth Stock Conference for 14-June-2017 540 PM ET - 14-Jun-17 - FCSTEV.pdf
,New Products & Services,"""Using innovate technologies and our industry expertise we have built Schindler Ahead, the digital industrial platform for smart urban mobility. The partnership with Huawei and its leading connectivity solutions allow us to scale fast and innovate at highest pace for our customers and passengers,"" said Michael Nilles, Member of the Group Executive Committee and Chief Digital Officer of Schindler.",1,59,Chief digital officer,GE - Huawei and GE Release Industrial Cloud-based Predictive Maintenance Solution - 24-Apr-17 - PRNE.pdf
GE Power and Invenergy LLC,"Contract/Agreement, Product/Service, Photo/Multimedia","“Today, across the United States, the average power generation system is unavailable six percent of the time due to unplanned downtime. With GE’s Predix-based APM, we can eliminate in most cases 70% of that unplanned downtime today, and we’re heading rapidly towards 90% coverage,” said Ganesh Bell, chief digital officer at GE Power. “This is the type of outcome that dramatically changes the economics of modern power production, something that is all the more important in a rapidly-evolving energy landscape.”",1,80,Chief digital officer,GE - Invenergy Selects GE's Predix-based Asset Performance Management (APM) Solution to Improve Gas Thermal Fleet Performance as Part of Shift to ... - 25-Apr-17 - BW.pdf
"Current, powered by GE","Product/Service, Photo/Multimedia","“For many years, Las Vegas has sat at the epicenter of building innovation, and we are excited to be working with the MGM Resorts team to pioneer the next generation of digital lighting technology,” said Garrett Miller, Chief Digital Officer at Current, powered by GE. “The granular control capabilities of our Daintree system at a site as large as Mandalay Bay demonstrates the potential to extend beyond energy savings.”",1,69,Chief digital officer,GE - Mandalay Bay Unleashes Current by GE's Digital Lighting Controls with Intel IoT Technology to Maximize Energy Savings & Transform Convention ... - 13-Aug-18 - BW.pdf
GE Power,Product/Service,"“We are seeing rapid adoption of lower carbon electricity generation the world over. However, the evolution to a lower emission energy future is still likely to take a generation or more, “said Ganesh Bell, Chief Digital Officer, GE Power. “In the interim, the Innovation Center at Birchwood will enable us to demonstrate how to make coal a dramatically more efficient, flexible and lower emission fuel source through the use of advanced engineering, software and analytics.”",1,75,Chief digital officer,"GE - New GE Power Technology Innovation Center Will Showcase Increased Efficiency, Reduced Emissions of Coal-Fired Steam Power Plants - 16-May-17 - BW.pdf"
GE,"Product/Service, Photo/Multimedia","“Today we are expanding GE’s software beyond the machine to the business, putting greater profitability in reach for our customers,” said Ganesh Bell, Chief Digital Officer, GE Power. “The ‘Digital Utility’ suite will break down barriers between commercial and operational teams and ensure that decisions are made with full insight into real-time information.”",1,53,Chief digital officer,GE - New GE Predix Software for Power Producers and Utilities Breaks Down Barriers between Operations and Commercial Silos to Drive New Profit Opp... - 12-Jun-17 - BW.pdf
GE Aviation,,"John Mansfield, vice president and chief digital officer for GE Aviation, said Qantas understands the value of using data across their operation.",1,22,Chief digital officer,GE - Qantas Pilots Work with GE Aviation to Develop New Flight Data App - 07-Sep-17 - BW.pdf
GE,"Contract/Agreement, Product/Service, Photo/Multimedia","“We’re able to help customers use core infrastructure to not only optimize energy use but serve as the aggregator for digital interactions that drive value, even as needs change over time.” says John Gordon, Chief Digital Officer, Current, powered by GE. “Customers will be able to pick and choose the capabilities they want in their solution to solve for unique challenges and bring their own app partners and developers to innovate solutions against Current’s Intelligent LEDs and Predix.”",1,78,Chief digital officer,"GE - Smart Outcomes for Enterprises, Cities Grow as Current, Powered by GE Expands Digital App Catalog - 14-Jun-16 - BW.pdf"
,"Contracts, Corporate Development","""We look forward to continued partnership with Tianjin and its partners in the deployment of open, digital infrastructure that can be used for a variety of outcomes,"" says John Gordon, Current's Chief Digital Officer. ""As the first in Asia to install our intelligent LEDs,  Tianjin has proven itself as a progressive leader in digital adoption that holds benefit for many across the community.""",1,63,Chief digital officer,"GE - Tianjin, China, Deepens Commitment to Digital Infrastructure, Signs MOU with Current, powered by GE - 26-May-16 - PRNA.pdf"
GE Aviation,"Contract/Agreement, Product/Service","“The sophisticated flight analytics, together with the local team’s experience will enable Xiamen Airlines to better manage operations with data-driven solutions,” said John Mansfield, vice president and chief digital officer for GE Aviation. “We are bringing together analytics with physical assets to help customers significantly reduce their cost and increase their operational efficiency.”",1,53,Chief digital officer,GE - Xiamen Airlines and GE Aviation Sign Digital Solutions Agreement - 06-Nov-18 - BW.pdf
GE,"Personnel, Product/Service","Bill Ruh named Chief Digital Officer; Mark Begor retires from GE and is succeeded by Russell Stokes as CEO of Energy Management; and Jamie Miller named CEO of GE Transportation | GE (NYSE:GE) announced the creation of GE Digital, a transformative move that brings together all of the digital capabilities from across the company into one organization. GE Digital will integrate GE’s Software Center, the expertise of GE’s global IT and commercial software teams, and the industrial security strength of Wurldtech. This new model will be led by Bill Ruh, chief digital officer.",2,"30, 62",Chief digital officer,"GE, 05M3HS - Creation of GE Digital - 14-Sep-15 - BW.pdf"
