who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
,"Articles, Reports, Conjecture, Media Summaries, Other Regulatory, Published Reports, Regulatory","In a front-page article, the WSJ observes that the General Data Protection Regulation has affected hundreds of thousands of companies, far beyond the Facebook/Google tech giants that have gotten the headlines. Privacy lawyers and consultants tell the WSJ that many companies simply aren't ready; the chief compliance officer for First Solar tells the WSJ that the company underestimated what the law would require of it. Allianz's chief privacy officer tells the WSJ that complying, which has cost the company tens of millions of euros, has been a ""mammoth task;"" Accor's data-protection officer tells the WSJ that listing how the company gathers and processes information will be a ""never-ending process."" A US airline executive, who appointed himself chief data-protection officer, since the law requires one, tells the WSJ that the focus has been on inventorying the personal data for frequent fliers; it's not clear if he's referring to his airline specifically or speaking on behalf of all American airlines. The co-founder of a reservation and guest-information service tells the WSJ that the requirements of the law have surprised some smaller US restaurants, who have information on European tourists who visit and the restaurants therefore need to manage their data as they are tech companies. Editor's note: Though this article seems set to appear in the 25-May print edition of the WSJ, it was published online at 05:30 ET 24-May.",1,228,Chief Privacy Officer,"AAL, AC, ALGT... - Ready or not, GDPR takes effect 25-May - WSJ - 24-May-18 - SA.pdf"
,"Conjecture, Media Summaries, Barron's Summary, Published Reports","International Trader (Europe):  The increasing frequency of data breaches, along with the EU’s soon-to-hit General Data Protection Regulation, should boost demand for Beazley (BEZ.LN), which insures companies in the event of cyberattacks; The company's valuation does not",1,37,data breach,"AAPL, ABBV, AMZN... - Barron's Summary - 03-Feb-18 - SA.pdf"
Alcon Inc. Investors,"Webcast, Conference Call, Earnings, Dividend","Forward-looking statements are neither historical facts nor assurances of future performance. Instead, they are based only on Alcon’s current beliefs, expectations and assumptions regarding the future of its business, future plans and strategies, and other future conditions. Because forward-looking statements relate to the future, they are subject to inherent uncertainties and risks that are difficult to predict. Such forward-looking statements are subject to various risks and uncertainties facing Alcon, including: the commercial success of its products and its ability to maintain and strengthen its position in its markets; the success of its research and development efforts, including its ability to innovate to compete effectively; its success in completing and integrating strategic acquisitions; pricing pressure from changes in third party payor coverage and reimbursement methodologies; global economic, financial, legal, tax, political, and social change; the ability to obtain regulatory clearance and approval of its products as well as compliance with any post-approval obligations, including quality control of its manufacturing; ongoing industry consolidation; its ability to properly educate and train healthcare providers on its products; changes in inventory levels or buying patterns of its customers; its reliance on sole or limited sources of supply; ability to service its debt obligations; the need for additional financing through the issuance of debt or equity; its reliance on outsourcing key business functions; its ability to protect its intellectual property; the impact on unauthorized importation of its products from countries with lower prices to countries with higher prices; the effects of litigation, including product liability lawsuits; its ability to comply with all laws to which it may be subject; effect of product recalls or voluntary market withdrawals; data breaches; the implementation of its enterprise resource planning system; its ability to attract and retain qualified personnel; the accuracy of its accounting estimates and assumptions, including pension plan obligations and the carrying value of intangible assets; legislative and regulatory reform; the ability of Alcon Pharmaceuticals Ltd. to comply with its investment tax incentive agreement with the Swiss State Secretariat for Economic Affairs in Switzerland and the Canton of Fribourg, Switzerland; its ability to operate as a stand-alone company; whether the transitional services Novartis has agreed to provide Alcon are sufficient; the impact of being listed on two stock exchanges; the ability to declare and pay dividends; the different rights afforded to its shareholders as a Swiss corporation compared to a US corporation; and the effect of maintaining or losing its foreign private issuer status under US securities laws. Additional factors are discussed in Alcon’s filings with the United States Securities and Exchange Commission, including its Form 20-F. Should one or more of these uncertainties or risks materialize, or should underlying assumptions prove incorrect, actual results may vary materially from those anticipated. Therefore, you should not rely on any of these forward-looking statements.",1,464,data breach,"ACL, NWL, ALC... - Alcon Reports Full Year 2019 Results - 25-Feb-20 - BW.pdf"
,Directors and Officers,,,,,"AEO, EXPE, JBLU... - RLHC Appoints Two New Independent Board Members - 22-Mar-17 - PMZ.pdf"
IBM,"Contracts, Small Business Services","""IBM will take our groundbreaking collaboration with Indiegogo to a whole new level, helping us reach more entrepreneurs and get their innovative products to market quickly and cost-effectively,"" said Arrow's Chief Digital Officer Matt Anderson. ""As one of the world's largest providers of electronic and IT products and services in the world, Arrow has the breadth of resources and depth of expertise to successfully shepherd promising entrepreneurs along their path to market. Arrow engineers around the world are eager to collaborate with Indiegogo entrepreneurs on cutting-edge tech designs that incorporate the best that IBM's Watson IoT and cloud services have to offer.""",1,102,Chief digital officer,"ARW, IBM - IBM, Indiegogo and Arrow Electronics Partner to Fuel the Next Generation of Internet of Things Startups - 16-Feb-17 - PRN.pdf"
,"Media Summaries, Economist Summary","On 28-Sep, Facebook (FB) announced that an attack on its systems had exposed the personal information of 50M users -- the biggest data breach in the company's history. The company notified European regulators of the breach in order to comply with the | General Data Protection Regulation (GDPR), the EU's new privacy law. For the first time in a major case, regulators will have to determine whether Facebook did this within 72 hours of an attack being discovered, and whether the firm had done enough to avoid the breach. European regulators have already targeted Facebook for how it obtains and uses personal data, meaning the social network is likely to face more constraints.",2,"42, 70","data breach, General data protection regulation","BMW, CAG, FB... - StreetAccount Summary The Economist print edition - 04-Oct-18 - SA.pdf"
IBM,,"Rometty also established IBM as the industry's leading voice in technology ethics and data stewardship, working relentlessly to usher new technologies safely into society, and enabling people of diverse backgrounds and education levels to participate in the digital future.  She has been committed to building talent and skills around the world.  She created thousands of New Collar jobs and championed the reinvention of education around the world, including the explosive growth of the six-year Pathways in Technology Early College High Schools, or P-TECHs, which are helping prepare the workforce of the future, serving hundreds of thousands of students in 200 schools and 24 countries. | ""Ginni has provided outstanding leadership for IBM, substantially transforming the company and ushering in a new cloud and cognitive era,"" said Michael Eskew, Lead Director of the IBM Board of Directors.  ""She has taken bold strategic actions to reposition IBM for the future, shedding businesses and growing new units organically and through acquisition, all while achieving record diversity and employee engagement and setting the industry standard for responsible technology ethics and data stewardship.""",2,"104, 73",Data Stewardship,IBM - Arvind Krishna Elected IBM Chief Executive Officer - 30-Jan-20 - PRN.pdf
"Gemalto's Breach Level Index, http://breachlevelindex.com/",,"Related resources Images IBM Mainframe Ushers in New Era of Data Protection July 17, 2017: The IBM Z mainframe is a breakthrough in data protection technology designed to tackle the epidemic of data breaches. IBM hardware engineer Rhonda Sundlof  (top) and senior engineer  Karl Casserly test the IBM Z which is manufactured In Poughkeepsie, NY. (Photo Credit: Connie Zhou for IBM) Infographic: Why the data protection paradigm is broken and how to fix it IBM Z - pervasive encryption, all the time. (Credit: IBM) | By using a platform capable of encrypting 100 percent of the data, CAIXA will be able to offer an unprecedented level of data security and compliance to its more than 80 million customers - inside and outside of Brazil. In addition, IBM Z is an essential component to ensure CAIXA is compliant with the rules of the European Data Protection Act, known as General Data Protection Regulation (GDPR).",2,"84, 68","data breach, General data protection regulation",IBM - CAIXA Commits to IBM Z Following Unprecedented Growth - 01-Nov-18 - PRN.pdf
IBM,Licensing & Marketing Agreements,"""Catalina is immersed in data, managing and extracting insights via data science from ever increasing volumes,"" said Seth Dobrin, Vice President and Chief Data Officer, IBM Analytics. ""And its work with the IIAS is a great example of how the system can help streamline their analytics work today, and easily scale to support future growth.""",1,55,chief data officer,IBM - Catalina Taps IBM Analytics to Aid in Digital Transformation - 17-Dec-18 - PRN.pdf
CULedger,"Contract/Agreement, Product/Service","Credit union members worldwide will also have access to a CULedger issued digital credential, called MyCUID that adheres to the privacy-by-design requirements of self-sovereign identity supported by the Sovrin Foundation. MyCUID will help credit unions support shared financial services which allows members to conduct transactions among any credit union on the network.",1,52,privacy-by-design,IBM - CULedger and IBM Announce Collaboration to Deliver Blockchain Services for Financial Cooperatives and Credit Unions Worldwide - 11-Mar-19 - BW.pdf
IBM,Licensing & Marketing Agreements,"""Our collaboration with Apple and IBM is an important building block in our digital transformation,"" says  Katri Harra-Salonen, Chief Digital Officer, Finnair. ""We want to link our employees with the insights they need to make better decisions. This collaboration enables a user focused, high quality, yet cost effective way of developing digital solutions, helping us to improve the way we operate as an airline.""",1,64,Chief digital officer,IBM - Finnair Adopts iOS Enterprise Apps from IBM to Accelerate Digital Transformation - 30-Nov-16 - PRN.pdf
IBM,Contracts,"""With IBM Watson Health, we will be leveraging progress made under the initial liver collaboration for the purposes of this second project dedicated to prostate cancer, with the same aim of delivering augmented intelligence to help radiologists and oncologists. This partnership is in line with Guerbet's commitment to developing ambitious medical solutions to speed up diagnosis, improve the patient experience, and reduce clinical risks and costs,"" said François Nicolas, Chief Digital Officer for Guerbet.",1,74,Chief digital officer,IBM - Guerbet and IBM Watson Health announce a second co-development project as part of their strategic partnership for leveraging artificial int... - 24-Sep-19 - PRN.pdf
IBM and Hu-manity.co,"Contract/Agreement, Photo/Multimedia","""IBM has long been focused on providing data stewardship which supports our belief that your data is your data,"" said Bridget van Kralingen, senior vice president, IBM Global Industries, Platforms and Blockchain. “With new digital business models driving data sharing to unprecedented levels, we believe that blockchain can serve as a key ingredient to enhance trust and responsibility with regard to data. Our work with Hu- manity.co is a pioneering example of how permissioned blockchain can help balance individual rights with distributed data access at scale.”",1,86,Data Stewardship,IBM - Hu-manity.co Collaborates with IBM Blockchain on Consumer App to Manage Personal Data Property Rights - 06-Sep-18 - BW.pdf
IBM,,"IBM & Ponemon Institute: Business Continuity Management Helps Drive Time and Cost Savings Following Data Breaches  Thursday, June 29, 2017 04:00:00 PM (GMT) | ARMONK, N.Y., June 29, 2017 /PRNewswire/ -- IBM (NYSE: IBM) today announced the results of an IBM sponsored global study examining the impact of business continuity management (BCM) on the cost of a data breach, which revealed that companies using BCM and disaster recovery services reduces the total average time to identify and contain a data breach incident by 78 days, resulting in a total average savings over that response time period of $394,922. The average total cost of data breach with BCM involvement was $3.35 million, significantly less than the $3.94 million cost for companies operating without BCM programs. | BCM is recognized as a valuable addition to data breach incident response planning, according to the study, which was conducted by the Ponemon Institute and surveyed 1,900 individuals from 419 companies in 16 countries. Of the 419 companies, 226 companies self-reported they have BCM involvement in resolving the consequences of a data breach. Of these companies, 95 percent rate their involvement as very significant (65 percent) or significant (30 percent). | ""Executing business continuity management strategies to respond to data breach incidents is increasingly a top business priority for companies worldwide,"" says Laurence Guihard-Joly, General Manager of IBM Global Resiliency Services. ""Automating and orchestrating these disaster recovery and business continuity plans will help to not just protect sensitive data, but also ultimately boost productivity, strengthen competitiveness in the marketplace, and deliver greater return on investment in the long term."" | Cloud-based resiliency orchestration and disaster recovery automation are driving efforts to transform business continuity programs in the age of automation and cognitive computing. The study shows that companies who utilize a BCM program that incorporates disaster recovery automation and orchestration saw a 39.5 percent reduction in average cost per day of a data breach, compared to companies with no BCM or disaster recovery. This represents a net difference of $1,655 per day. | ""Business continuity management continues to play an important role in determining the impact of data breaches that put organizations at risk worldwide,"" says Dr. Larry Ponemon. ""As companies create, develop, and execute their business resiliency strategies going forward, they must consider all possible options to mitigate the effects of a data breach and keep IT infrastructures secure and available for themselves and their clients."" | 95 percent of companies surveyed indicated that uniting their BCM and IT security functions (BCM/cybersecurity cooperation, crisis management expertise across departments, joint cyber- simulation testing) had a significant impact on mitigating the effects of a data breach. The average cost per lost or stolen record can be as high as  $152. With BCM involvement the average cost can be as low as $130. 76 percent of companies surveyed without BCM involvement had a material disruption to business operations. This decreases to 55 percent for companies involving BCM in advance of the data | breach. 52 percent of companies surveyed with BCM involvement said their reputation or brand had been negatively impacted because of a data breach. However, 62 percent of companies without BCM involvement said their organization's brand and reputation was negatively affected. | To view the original version on PR Newswire, visit: http://www.prnewswire.com/news-releases/ibm--ponemon- institute-business-continuity-management-helps-drive-time-and-cost-savings-following-data-breaches- 300482010.html",9,"23, 100, 70, 68, 72, 64, 92, 40, 12","data breach, data-breach",IBM - IBM & Ponemon Institute Business Continuity Management Helps Drive Time and Cost Savings Following Data Breaches - 29-Jun-17 - PRN.pdf
IBM,,"IBM & Ponemon Institute: Cost of a Data Breach Dropped 10 Percent Globally in 2017 Study   Tuesday, June 20, 2017 10:00:00 AM (GMT) | CAMBRIDGE, Mass. , June 20, 2017 /PRNewswire/ -- IBM (NYSE: IBM) Security today announced the results of a global study exploring the implications and effects of data breaches on today's businesses. Sponsored by IBM Security and conducted by Ponemon Institute, the study found that the average cost of a data breach is $3.62 million globally1, a 10 percent decline from 2016 results. This is the first time since the global study was created that there has been an overall decrease in the cost. According to the study, these data breaches cost companies $141 per lost or stolen record on average. | Analyzing the 11 countries and two regions surveyed in the report, IBM Security identified a close correlation between the response to regulatory requirements in Europe and the overall cost of a data breach. European countries saw 26 percent decrease in the total cost of a data breach over last year's study. Businesses in Europe operate in a more centralized regulatory environment, while businesses in  the United States (U.S.) have unique requirements, with 48 of 50 states having their own data breach laws. Responding to a multitude of regulatory requirements and reporting to potentially millions of consumers can be an extremely costly and resource intensive task. | According to the 2017 Cost of Data Breach Study: Global Overview , ""compliance failures"" and ""rushing to notify"" were among the top five reasons the cost of a breach rose in the U.S. A comparison of these factors suggests that regulatory activities in the U.S. could cost businesses more per record when compared to Europe. For example, compliance failures cost U.S. businesses 48 percent more than European companies, while rushing to notify cost U.S. businesses 50 percent more than European companies. Additionally, U.S. companies reported paying over $690,000 on average for notification costs related to a breach - which is more than double the amount of any other country surveyed in the report. | ""New regulatory requirements like GDPR in  Europe pose a challenge and an opportunity for businesses seeking to better manage their response to data breaches,"" said Wendi Whitmore, Global Lead, IBM X- Force Incident Response & Intelligence Services (IRIS). ""Quickly identifying what has happened, what the attacker has access to, and how to contain and remove their access is more important than ever. With that in mind, having a comprehensive incident response plan in place is critical, so when an organization experiences an incident, they can respond quickly and effectively."" | The Cost of a Data Breach Not Down Everywhere | In the 2017 global study, the overall cost of a data breach decreased to  $3.62 million – down 10 percent from $4 million last year.  However, many regions experienced an increased cost of a data breach – for example, the cost of a data breach in the U.S. was $7.35 million, a five percent increase compared to last year. However, the U.S. wasn't the only country to experience increased costs in 2017. | Non-European Countries Experienced Increased Costs: Organizations in the Middle East, Japan, South Africa , and India all experienced increased costs in 2017 compared to the four-year average costs. European Countries Experienced Most Significant Decrease in Costs:  Germany, France, Italy and the U.K. experienced significant decreases compared to the four-year average costs. Australia, Canada and Brazil also experienced decreased costs compared to the four-year average cost of a data breach. | When compared to other regions, U.S. organizations experienced the most expensive data breaches in the 2017 report. | In the Middle East, organizations saw the second highest average cost of a data breach at  $4.94 million – more than 10 percent increase over the previous year Canada was the third most expensive country for data breaches, costing organizations an average of | $4.31 million.  In Brazil data breaches were the least expensive overall, costing companies only  $1.52 million. | Time Is Money: Containing Data Breaches | For the third year in a row, the study found that having an Incident Response (IR) team in place significantly reduced the cost of a data breach, saving more than $19 per lost or stolen  record. The speed at which a breach can be identified and contained is in large part due to the use of an IR team and having a formal Incident Response plan. IR teams can assist organizations to navigate the complicated aspects of containing a data breach to mitigate further losses. | According to the study, how quickly an organization can contain data breach incidents have a direct impact on financial consequences. The cost of a data breach was nearly $1 million lower on average for organizations that were able to contain a data breach in less than thirty days compared to those that took longer than 30 days. Speed of response will be increasingly critical as GDPR is implemented in May 2018, which will require organizations doing business in Europe to report data breaches within 72 hours or risk facing fines of up to four percent of their global annual turnover. | Additional Key Findings from 2017 Cost of a Data Breach Report | By Industry, Healthcare Breaches Most Costly:  For the seventh year in a row, healthcare has topped the list as the most expensive industry for data breaches. Healthcare data breaches cost organizations $380 per record, more than 2.5 times the global average across industries ( $141 per record.) Top Factors Increasing Cost of a Breach:  The involvement of third-parties in a data breach was the top contributing factor that led to an increase in the cost of a data breach, increasing the cost $17 per record. Organizations need to evaluate the security posture of their third-party providers – from payroll to cloud providers to CRM – to ensure the security of employee and customer data. Top Factors Reducing Cost of a Breach:  Incident response, encryption and education were the factors shown to have the most impact on reducing the cost of a data breach. Having an incident response team in place resulted in $19 reduction in cost per lost or stolen record, followed by extensive use of encryption ($16 reduction per record) and employee training ( $12.50 reduction per record).  Positive Impact of Resiliency Orchestration:  Business continuity programs are significantly reducing the cost of a data breach. The overall average data breach cost per day is estimated at $5,064 in this year's study. Companies that have a manually operated Disaster Recovery process experienced an estimated average cost of $6,101 per day. In contrast, companies deploying an automated Disaster Recovery process that provides resiliency orchestration experienced a much lower average cost per day of $4,041. This represents a net difference of 39 percent (or a cost savings of $1,969 per day). | Uncovering the Cost of a Data Breach The annual Cost of Data Breach study  examines both direct and indirect costs to companies in dealing with a single data breach incident. Through in-depth interviews with more than 410 companies in 13 countries or regions, the study factors in costs associated with breach response activities, as well as reputational damage and the cost of lost business. | ""Data breaches and the implications associated continue to be an unfortunate reality for today's businesses,"" said Dr. Larry Ponemon. ""Year-over-year we see the tremendous cost burden that organizations face following a data breach. Details from the report illustrate factors that impact the cost of a data breach, and as part of an organization's overall security strategy, they should consider these factors as they determine overall security strategy and ongoing investments in technology and services."" | Download Full Reports & Register for the Webinar To download the 2017 Cost of a Data Breach Study: Global Overview, visit https://www.ibm.com/security/data-breach/ | To explore and interact with findings from the 2017 report, please visit the IBM Security Data Breach Calculator, an interactive tool that allows you to manipulate report data and visualize the cost of a data breach across locations and industries, and understand how different factors affect breach costs. | To register to attend the IBM Security and Ponemon Institute webinar ""Understanding Today's Security Breaches: Ponemon Institute's 2017 Cost of Data Breach Study"" that will be held on June 26, 2017 at 11:00 AM EDT go to https://ibm.co/2ssR8qz.   | To view the original version on PR Newswire, visit: http://www.prnewswire.com/news-releases/ibm--ponemon- institute-cost-of-a-data-breach-dropped-10-percent-globally-in-2017-study-300476378.html",22,"23, 100, 105, 113, 89, 9, 72, 69, 17, 43, 16, 6, 85, 100, 11, 269, 64, 74, 22, 48, 38, 11","data breach, data-breach",IBM - IBM & Ponemon Institute Cost of a Data Breach Dropped 10 Percent Globally in 2017 Study - 20-Jun-17 - PRN.pdf
