who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
Apple Inc.,"Photo/Multimedia, Product/Service","Translate is designed to be the best and easiest app for translating conversations, offering quick and natural translation of voice and text among 11 different languages.4 On-device mode allows users to experience the features of the app offline for private voice and text translation. Siri expands its knowledge, helps find answers from across the internet, and can now send audio messages. Keyboard dictation runs on device when dictating messages, notes, email, and more.5 The Home app makes smart home control even easier with new automation suggestions and expanded controls in Control Center for quicker access to accessories and scenes. Adaptive Lighting for compatible HomeKit™-enabled lights automatically adjusts the color temperature throughout the day, and with on-device Face Recognition, compatible video doorbells and cameras can identify friends and family.6 The Home app and HomeKit are built to be private and secure, so all information about a user’s home accessories is end-to-end encrypted. AirPods® gain the ability to seamlessly switch between Apple devices with automatic device switching.7 Spatial audio with dynamic head tracking brings a theater-like experience to AirPods Pro™. By applying directional audio filters, and subtly adjusting the frequencies each ear receives, sounds can be placed virtually anywhere in a space to provide an immersive listening experience. Digital car keys give users a secure way to use iPhone or Apple Watch® to unlock and start their car. Digital car keys can be easily shared using Messages, or disabled through iCloud® if a device is lost, and are available starting this year through NFC.8 Apple also unveiled the next generation of digital car keys based on Ultra Wideband technology for spatial awareness delivered through the U1 chip, which will allow users to unlock future car models without removing their iPhone from their pocket or bag, and will become available next year. Find My will add support for finding third-party products and accessories with the new Find My network accessory program. This will allow customers to use the Find My app to locate other important items in their lives, in addition to their Apple devices. User privacy remains central to the Find My network with end-to-end encryption built in. A draft specification is available for accessory makers and product manufacturers starting today. Safari offers a Privacy Report so users can easily see which cross-site trackers have been blocked, secure password monitoring to help users detect saved passwords that may have been involved in a data breach, and built-in translation for entire webpages.9 Health has all-new experiences to manage sleep, better understand audio levels that may affect hearing health, and a new Health Checklist — a centralized place to manage health and safety features — includes Emergency SOS, Medical ID, ECG, Fall Detection, and more.10 Health also adds support for new data types for mobility, Health Records, symptoms, and ECG.",1,466,data breach,AAPL - Apple Reimagines the iPhone Experience with iOS 14 - 22-Jun-20 - BW.pdf
,,,,,,"AAPL - Apple, Inc.(AAPL-US) Schedules Goldman Sachs Technology & Internet Conference for 10-February-2015 330 PM ET - 06-Feb-15 - FCSTTS.pdf"
Fitch Ratings,"Bond/Stock Rating, Product/Service","In the US, Apple's timing appears ideal given that the payments industry is transitioning to Europay, MasterCard and Visa (EMV) technology in 2015. As part of this transition, merchants will be upgrading their point-of-sale terminals and, depending on the early results of Apply Pay, could decide to include the ability to accept near field communication (NFC) technology in their upgrades. Fitch believes this could significantly bolster consumer acceptance and growth in mobile payments, while serving to reduce data breaches and fraud more prevalent with the existing card payment framework.",1,89,data breach,AAPL - Fitch iPhone Takes a Bite of the Mobile Card Payment Apple - 11-Sep-14 - BW.pdf
Apple Inc.,"Photo/Multimedia, Product/Service","stairs along the route. Guides provide a curated list of interesting places to visit in a city, created by a selection of trusted resources, making them a great way to discover hot new restaurants, find popular attractions, and explore new recommendations from respected brands, including AllTrails, Complex, The Infatuation, Time Out Group, and The Washington Post, among others. The Home app makes smart home control even easier with new automation suggestions and expanded controls in Control Center for quicker access to accessories and scenes. Adaptive Lighting for compatible HomeKit™-enabled lights automatically adjusts the color temperature throughout the day, and with on-device Face Recognition, compatible video doorbells and cameras can identify friends and family.4 The Home app and HomeKit are built to be private and secure, so all information about a user’s home accessories is end-to-end encrypted. Safari offers a Privacy Report so users can easily see which cross-site trackers have been blocked, secure password monitoring to help users detect saved passwords that may have been involved in a data breach, and built-in translation for entire webpages.5 Accessibility features include Headphone Accommodations, which amplifies soft sounds and tunes audio to help music, movies, phone calls, and podcasts sound crisper and clearer, and sign language detection in Group FaceTime, which makes the person signing more prominent in a video call.6 VoiceOver, the industry’s leading screen reader for the blind community, now automatically recognizes what is displayed visually onscreen so more apps and web experiences are accessible to more people.",1,247,data breach,AAPL - iPadOS 14 Introduces New Features Designed Specifically for iPad - 22-Jun-20 - BW.pdf
Fluke Networks,New Products & Services,"""The emergence of new threats and vulnerabilities like AirDrop, along with the evolution of sophisticated attack tools like Karmetasploit and viral SSIDs such as Free Public Wi-Fi, continue to prey upon wireless users who unwittingly expose corporate data and place their employer's assets at risk,"" said Lisa Phifer , president of network security consultancy Core Competence. ""New WIPS signatures are essential to quickly being able to alert IT of such attacks. An up-to-date, always-available WIPS, such as AirMagnet Enterprise, can help enterprises avoid costly data breaches and WLAN downtime that may result from otherwise- undetected threats such as these.""",1,99,data breach,"AAPL, 05M819 - Fluke Networks Releases New Signature Updates to Protect Against Emerging Wireless Security Threats and Vulnerabilities - 08-Nov-11 - PRN.pdf"
,"Conjecture, Media Summaries, Barron's Summary, Published Reports","International Trader (Europe):  The increasing frequency of data breaches, along with the EU’s soon-to-hit General Data Protection Regulation, should boost demand for Beazley (BEZ.LN), which insures companies in the event of cyberattacks; The company's valuation does not",1,37,data breach,"AAPL, ABBV, AMZN... - Barron's Summary - 03-Feb-18 - SA.pdf"
,"Other Regulatory, Regulatory, Sector Themes - US Technology","The General Data Protection Regulation (GDPR) was enacted by the EU Parliament on 14-Apr- 16 and is due to take effect 25-May-18. The regulation will replace the existing 1995 Data Protection Directive and standardize the data protection laws across Europe. GDPR will affect firms located within the EU and those that are located outside the EU if they offer goods or services, or monitor the behavior of EU data subjects. Some believe that possible future U.S. legislation for data privacy and protection may be based on the GDPR. We take a look at some of the regulations and the policy changes some companies are making to comply. | Changes from the 1995 Data Protection Directive: | Facebook: On 17-Apr-18, Facebook announced that it was ""introducing new privacy experiences on Facebook as part of the EU's GDPR."" The changes to user and privacy agreements are being touted as similar to the GDPR regulations for those outside the EU. The new terms will be rolled out to the EU this week and the rest of the world ""on a slightly later schedule."" Google: Depending on the business unit, Google acts as either or data processor (Google Analytics, Ads Data Hub, DoubleClick Bid Manager) or data controller (AdMob, AdSense, AdWords, DoubleClick Ad Exchange, and DoubleClick for Publishers). We note that Google will have to get consent from first-party users of Gmail. YouTube, and Google.com, but publishers and advertisers that use Google's ad services must also receive consent from their users. Twitter: 17-May-17 Twitter introduced new tools to make user data more transparent, allowing users to access and modify their own data directly, opt out of different types of data usage and sharing. Amazon: Amazon has stated that all Amazon Web Services are GDPR ready. Amazon has also stated that its advertising services business ""will comply with the requirements of GDPR when it comes into effect on May 25, 2018."" Microsoft: Microsoft has ""committed"" to GDPR compliance across their cloud services when enforcement begins on 25-May. Criteo: The company stated in December 2017 that it was ""already in compliance with key elements of GDPR"" and well-positioned to implement any additional requirements. | StreetAccount Sector Themes: EU General Data Protection Regulation Overview   Wednesday, April 18, 2018 07:41:53 PM (GMT) | Increased Territorial Scope: The jurisdiction now includes all companies processing the personal data of data subjects that live in the Union, regardless of the company's location. Penalties: Companies in violation can be fined a maximum of 4% of annual global sales or €20M, whichever is greater, for the most serious infractions. Clouds will not be exempt from enforcement. Consent: Requests for customer consent must be clear and distinguishable from other matters and provided in an intelligible and easily accessible form using clear and plan language. It must be as easy to withdraw consent as it is to give it. User Rights: Breach notification, right to access data, right to be forgotten, data portability, privacy by design, and the hiring of data protection officers for certain organizations.",5,"107, 7, 241, 16, 126","General data protection regulation, Data protection directive, privacy by design, GDPR compliance","AAPL, AMZN, CRTO... - StreetAccount Sector Themes EU General Data Protection Regulation Overview - 18-Apr-18 - SA.pdf"
,"Articles, Reports, News - US, Media Summaries  Related Stories:","Reuters reported that FANG stocks - Facebook, Amazon, Netflix, and Alphabet - have been among the best market performers over the past nine years, but investors are increasingly worried about the potential for government regulation on both sides of the Atlantic. The article cited an analyst who said recent events, including Facebook's data breach involving Cambridge Analytica, could mark the beginning of the end of the FANG market leadership. However, the article said that many investors are still bullish on these technology stocks, as many analysts have not meaningfully changed their expectations for Facebook or Amazon stock. The article also said there has been some divergence of views on the broader technology space, noting semiconductor stocks were hit after fears of a trade war with China may ramp up. However, other analysts said the long-term growth of technology sector remains intact, especially around stocks less likely to get caught up with regulation, such as networking, video games, and cloud computing. StreetAccount notes that tech has been among the best performing groups during the recent market rally. The WSJ reported last month that Amazon, Microsoft, and Netflix made up around half of the S&P 500 year-to-date gains at the time, and that the broader tech sector was responsible for three- quarters of all gains. January inflows into tech funds were also the biggest since 2000. Flows have slowed down recently, however. In the week ended 21-Mar, US tech funds saw $158M of net inflows, down from $1.95B the previous week.",1,249,data breach,"AAPL, AMZN, FB... - Regulation risk for FANG stocks could jeopardize market leadership - Reuters - 26-Mar-18 - SA.pdf"
,Product / Services Announcement,"""Increasing convenience and security for our customers is our top priority, and Apple Pay is another way we are doing that for our cardholders,"" said Dondi Black, who manages retail payments for First Tennessee. ""In the wake of recent data breaches at national merchants, Apple Pay gives customers another safe option for making payments at a wide range of retailers.""",1,60,data breach,"AAPL, FHN, 078WTG... - First Tennessee to Offer Apple Pay - 20-Oct-14 - PMZ.pdf"
Apple,Personnel,"“We are thrilled to welcome Kate to our team. She’s a seasoned leader with outstanding judgment that has worked on a wide variety of legal cases globally. Throughout her career she’s also been an advocate on many of the values we at Apple hold dear,” said Tim Cook, Apple’s CEO. “Bruce has our best wishes for his retirement, after eight years of dedicated service to Apple and a tremendously successful career. He has tirelessly defended our IP, our customers’ right to privacy and our values. Bruce has set a new standard for general counsels, and I am proud to have worked with him and proud to call him a friend.”",1,110,right to privacy,"AAPL, HON - Katherine Adams Joins Apple as General Counsel & SVP - 06-Oct-17 - BW.pdf"
"Anthem, Inc.",Product/Service,"“During these challenging times, we understand the need for a central location of reliable information,” said Rajeev Ronanki, Chief Digital Officer at Anthem, Inc. “We continue to leverage the power and capabilities of data and Artificial Intelligence to provide insights to support decision makers as they work to combat this pandemic. This collaborative effort to introduce C19 Explorer and C19 Navigator is another example of Anthem’s commitment to leadership, innovation, and agility as we work to support our local communities.”",1,80,Chief digital officer,"ANTM - Anthem, Inc. Leads Collaboration to Develop Tools to Help Public Officials and Businesses Make Informed Decisions Related to COVID-19 - 11-Jun-20 - BW.pdf"
,,,,,,"ANTM - Anthem, Inc.(ANTM-US) Schedules Q1 2018 Earnings Call for 25-April-2018 830 AM ET - 03-Apr-18 - FCSTEV.pdf"
,,"California Department of Insurance investigation says foreign nation behind cyber breach of Anthem   Friday, January 06, 2017 03:46:50 PM (GMT) | The California Department of Insurance released the examination findings and settlement agreement concerning the cyber security breach of Anthem Inc., which compromised 78.8M consumers' records. Anthem agreed to make a number of enhancements to its information security systems, and also agreed to provide credit protection to all consumers whose information was compromised. Anthem is paying more than $260M dollars for security improvements and remedial actions in response to this breach. California Insurance Commissioner Dave Jones was one of seven insurance commissioners leading the national investigation of the Anthem cyber breach. The cyber breach was first discovered by Anthem on 27-Jan-15. In early February 2015, Anthem and its affiliates announced the company had suffered a major breach, which compromised 78.8M consumer records, including records of at least 12M minors.",2,"20, 128",cyber breach,ANTM - California Department of Insurance investigation says foreign nation behind cyber breach of Anthem - 06-Jan-17 - SA.pdf
"Anthem, Inc.",Product/Service,"This program is unique to Anthem and is being offered at the request of state insurance regulators. Following the announcement of the cyber attack, state insurance regulators began a multi-state exam into the incident. State insurance regulators asked Anthem to provide this offer as part of the conclusion of that investigation. Anthem is pleased that as part of the investigation the examiners found that “Anthem appeared to have taken reasonable measures prior to the Data Breach to protect its computer network and data” and that no fine or penalty was warranted.",1,91,data breach,ANTM - How Those Impacted by the 2015 Cyber Attack Against Anthem Who Were Under 18 at the Time Can Get a Credit Freeze - 24-Feb-17 - BW.pdf
Girard Gibbs LLP,Lawsuit,"Plaintiffs’ Counsel Announce $115 Million Proposed Class Action Settlement in Anthem Data Breach Litigation  Friday, June 23, 2017 07:02:00 PM (GMT) | A proposed settlement has been reached in a class action lawsuit over the 2015 cyberattack of health insurer Anthem, Inc., involving the theft of the personal information of 78.8 million people. The $115 million settlement, if approved by the Court, will be the largest data breach settlement in history. Attorneys from Altshuler Berzon, Cohen Milstein, Girard Gibbs and Lieff Cabraser were court-appointed to lead the representation of the plaintiffs in the litigation. | The proposed settlement provides for Anthem to establish a $115 million settlement fund, which will be used to 1) provide victims of the data breach at least two years of credit monitoring; 2) cover out-of-pocket expenses incurred by consumers as a result of the data breach; and 3) provide cash compensation for those consumers who are already enrolled in credit monitoring. In addition to the monetary fund, the settlement will require Anthem to guarantee a certain level of funding for information security and to implement or maintain numerous specific changes to its data security systems, including encryption of certain information and archiving sensitive data with strict access controls. The settlement is designed to protect class members from future risk, provide compensation, and ensure best cybersecurity practices to deter against future data breaches. | “After two years of intensive litigation and hard work by the parties, we are pleased that consumers who were affected by this data breach will be protected going forward and compensated for past losses,” said Eve Cervantez, co-lead counsel representing the plaintiffs in the Anthem litigation. | A motion for preliminary approval of the settlement was filed today by the Plaintiffs. Judge Koh is scheduled to hear Plaintiffs’ motion on August 17, 2017. If granted, the class members will be notified about the details of the settlement, and invited to participate in and comment on the settlement. For additional updates and information about the lawsuit and settlement, please visit the Anthem Data Breach Litigation Website.",5,"21, 72, 132, 46, 68",data breach,ANTM - Plaintiffs' Counsel Announce $115 Million Proposed Class Action Settlement in Anthem Data Breach Litigation - 23-Jun-17 - BW.pdf
Keller Rohrback L.L.P.,Lawsuit,"Keller Rohrback L.L.P. Investigating Massive Anthem (WellPoint) Data Breach Impacting Millions of Healthcare Insurance Customers  Tuesday, February 10, 2015 01:58:00 AM (GMT) | Attorney Advertising. Keller Rohrback L.L.P. is currently investigating recent reports that Anthem Inc. (the “Company”) (NYSE:ANTM), the nation’s second-largest health insurer, endured a hack that exposed the birthdates, social security numbers, income data, and other personal information of approximately 80 million customers and employees. It may be one of the largest data breaches ever at a major insurance company, as the company and its affiliates cover one in nine Americans. | Keller Rohrback is a leader in representing consumers and employees who have had their personal information breached. It filed the first class action lawsuit on behalf of former Sony employees affected by Sony’s recent data breach. The firm also filed a proposed class action complaint against Target Corporation for Target’s failure to secure and protect the personal information of its customers’ credit and debit card accounts, and other personal information, which enabled hackers to gain access to records of tens of millions of Target's customers.",3,"22, 70, 85",data breach,"ANTM, 05NH6N, ANTM - Keller Rohrback L.L.P. Investigating Massive Anthem (WellPoint) Data Breach Impacting Millions of Healthcare Insurance Customers - 09-Feb-15 - BW.pdf"
Hagens Berman Sobol Shapiro LLP,Lawsuit,"Hagens Berman: Anthem Customer Files Class-Action Lawsuit Against Health Insurer for Massive Data Breach  Monday, February 09, 2015 10:30:00 AM (GMT) | An Anthem customer has filed a class-action lawsuit against Anthem Inc. for allegedly failing to protect customer data and not immediately and accurately informing customers whose data was compromised in a recent massive data breach, according to attorneys at Hagens Berman. The recent hack compromised the personal information of about 80 million U.S. citizens presently or previously insured or employed by Anthem, the complaint states. The law firm’s investigation also recently revealed that the nation’s second largest insurer did not encrypt the data that was stolen. | The 32-page complaint states that named plaintiff and current Anthem customer under Blue Cross Blue Shield, David Liu of Tustin, California, was harmed in having his personal, health, and financial information associated with his health insurance compromised as a result of the Anthem data breach and Anthem’s failure to provide timely and accurate notice. The complaint states that, “Plaintiff would not have given his personal health and financial information to Anthem for his health insurance had Anthem informed him that it lacked adequate computer network and data security to secure his and other Anthem customers’ personal, health and financial information.” | The data breach affects individuals’ names, addresses, Social Security numbers, emails, employment information and income, causing what Loeser considers “likely irreversible damage” to those affected by the breach. “Moreover,” Loeser said, “the harm could last for years because unlike credit card numbers which can be reissued, Social Security numbers are held for life and are extremely difficult to replace.” | Anthem has stated it may be weeks before it contacts all data breach victims. Since Anthem reports about 80 million records of past and present customers and employees were stolen, and Anthem has about 38 million current customers, you should assume that if you are or were an Anthem customer or employee, it is likely that your information was stolen. | Hagens Berman suggests that concerned consumers who are or were insured by Anthem and Anthem employees take immediate steps to prevent identity theft. You can contact Hagens Berman by emailing Anthem@hbsslaw.com or by calling 206-623-7292 to find out the steps you can take. Additional information about the investigation is available at www.hbsslaw.com/Anthem. The proposed class-action seeks to represent all persons in the United States whose personal information was compromised as a result of the data breach first disclosed by Anthem on February 4, 2015. | Hagens Berman continues to investigate Anthem and seeks any anecdotes or information from those who believe they have been affected by the data breach.",7,"21, 86, 100, 59, 60, 84, 24",data breach,"ANTM, ANTM - Hagens Berman Anthem Customer Files Class-Action Lawsuit Against Health Insurer for Massive Data Breach - 09-Feb-15 - BW.pdf"
