identifier,headline,date,source,who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords
EXPE,"Expedia Group, Inc. Fourth Quarter 2019 Earnings Release",13-Feb-20,NEWS_CR,,,"-   Expedia Group announced the formulation of a new Travel Industry Group within CEO Action aimed at bringing  travel leaders together to cultivate diverse and inclusive environments and impact positive change. Expedia Group  signed the broader CEO Action for Diversity & Inclusion‚Ñ¢ (CEO Action) pledge on October 9, 2019.",1,49,Diversity & Inclusion
XOM,Exxon Mobil Corp.(XOM,US) Schedules Executive Compensation Update Call for 12-May-2016 1100 AM ET,29,,,,0,0,
XOM,Exxon Mobil takes slow steps toward being inclusive,NYT - 01-Jul,15,,"Articles, Reports, Media Summaries  Related Stories:",,0,0,
XOM,"ExxonMobil, Acura and Heinricher Racing Team Up to Chase IMSA GTD Class Championship in 2020",24-Jan-20,BW,ExxonMobil,Event,"""Jackie continues to not just set the pace for the next generation of women in motorsport, but to accelerate a shifting mentality for what women can achieve on and off the racetrack,ù said Andrew Hanna, global motorsports and sponsorship advisor for ExxonMobil. ""Jackie is driving more than a race car, she's driving the change all of us at ExxonMobil are looking to support every day like through promoting diversity and inclusion.ù",1,71,Diversity and Inclusion
FB,"Facebook, Inc.(FB",US) Schedules Annual General Meeting for 30-May-2019 200 PM ET,16,,,,0,0,
FB,"Facebook, Inc.(FB","US) Schedules Morgan Stanley Technology, Media & Telecom Conference for 28-February-2018 300 PM ET",21,,,,0,0,
"FB, 06JPL9",Facebook's Christian Martinez and Award,Winning Actor Luis Guzman Headline National Advisory Board of Hispanicize 2015 - 24-Sep,14,,"Advisory, Calendar of Events",#NAME?,1,10,Diversity and Inclusion
"SSP, 00BDS7",FBI moves to fix critical flaw in its crime reporting system in response to investigation,10-Dec-18,PRN,The E.W. Scripps Company,Public Safety,"Soon after the investigation aired,  Steve Adler , the mayor of  Austin, Texas, said the issues raised in ""Case Cleared"" are concerning and must be an immediate priority for the city. He told the Austin Chronicle, in response to the reports: ""More than anything else, we must make sure we're doing everything that we can do to prosecute and protect communities from sexual predators."" The Texas Department of Public Safety is now auditing how the Austin Police Department processes and clears sexual assault cases.",1,84,sexual assault
TFCFA,Federal government expanding investigation of Fox News culture,WSJ - 05-May,17,,"Articles, Reports, Conjecture, Media Summaries, Published Reports","People familiar with the probe tell the WSJ that current and former Fox News employees have been interviewed as authorities try to determine how settlement payments for sexual-harassment allegations were structured and which executives played roles in the payments. One source tells the WSJ that the investigators seem to be interested in intimidation tactics that former CEO Roger Ailes signed off on. The sources tell the WSJ that the investigators are in the securities unit of the US attorney's office, and no prosecution will necessarily follow. People with knowledge of the matter tell the WSJ that 21st Century Fox CFO John Nallen has met with prosecutors.",1,106,sexual-harassment
TFCFA,Federal government looking into 21st Century Fox's sexual,harassment disclosures - WSJ - 15,Feb,,"Articles, Reports, Conjecture, Media Summaries, Other Regulatory, Published Reports, Regulatory","People familiar with the matter tell the WSJ that the company may not have sufficiently informed investors about claims against former Fox News chairman/CEO Roger Ailes. The sources tell the WSJ that the government is thought to be looking at settlements from before former Fox News anchor Gretchen Carlson's lawsuit last summer. One of the sources tells the WSJ that an internal Fox probe in 2016 apparently found that Fox News had a fund to pay people who claimed sexual harassment, but the fund's name didn't accurately reflect its purpose. A person familiar with the matter tells the WSJ that prosecutors are probably trying to figure out whether the company's nomenclature constituted fraud. The WSJ reports that Fox News says neither it nor 21st Century Fox has been subpoenaed. | Federal government looking into 21st Century Fox's sexual-harassment disclosures - WSJ   Thursday, February 16, 2017 03:00:42 AM (GMT)",2,"129, 18","sexual-harassment, sexual harassment"
"TFCFA, NWSA, SKY",Federal probe into Fox News casts shadow over Murdoch empire,- FT (5-Apr),6,,"Antitrust (DOJ, FTC, EC, etc.), Articles, Reports, Conjecture, Mergers and Acquisitions, Media Summaries, M&A Other Announcements, Published Reports, Regulatory  Related Stories:","In the ""Long Read"" section, the FT writes that fresh sexual harassment claims could threaten 21st Century Fox (FOXA) ¬£11.7B bid for Sky Plc (SKY.LN) According to two people briefed on the probe, FT adds that federal prosecutors are investigating whether settlements for alleged harassment with Ms Luhn and potentially other Fox News employees were concealed from investors in 21st Century Fox, with investigators looking into whether any financial misreporting was limited to the Luhn payment, or whether there was a more systemic effort to conceal payments The federal probe into potential misconduct in the US is gathering steam just as British regulators are deciding whether 21st Century Fox would be a ""fit and properù owner of Sky, six years after the Murdochs abandoned their first attempt to buy the European broadcaster amid the phone-hacking scandal, FT notes SKY Plc shares down (1.5%)",1,143,sexual harassment
"BEN, FCNY","Fiduciary Trust International Continues Expanding its New York Office, Welcoming Maudie Long, CFA¬Æ and David DeStefano",19-May-20,BW,Fiduciary Trust International,Personnel,"Ms. Long reports to James Le Rose, managing director at Fiduciary Trust International. She was most recently senior vice president and senior portfolio manager at U.S. Trust, Bank of America Private Wealth Management, where she developed financial plans integrating taxable, tax-deferred, and trust accounts for private foundations as well as high-net-worth and ultra-high-net-worth individuals. During her 14-year tenure, Ms. Long served on one of the firm's national diversity and inclusion business councils, and the marketing committee for Fairfield County, CT. Ms. Long previously worked for 10 years at Evergreen Investments- Wachovia Bank, where she was vice president and portfolio manager.",1,100,Diversity and Inclusion
"FITB, 070GDZ, FITB...",Fifth Third Bancorp 2010 Corporate Social Responsibility Report Wins Two Platinum MarCom Awards,16-Nov-11,BW,Fifth Third Bancorp,"Award, Corporate Social Responsibility","The 2010 CSR Report was produced and written by Fifth Third's Corporate Communications department and designed by Sanger & Eby, LLC. The report highlights Fifth Third Bancorp's commitment to being a good corporate citizen and focuses on five key signature issues: Financial Empowerment; Fair & Responsible Lending; Philanthropy & Volunteerism; Diversity & Inclusion; and Environmental Sustainability. An interactive online version of the report can be accessed at www.53.com/csrreport.",1,68,Diversity & Inclusion
"FITB, 0B0D8Z","Fifth Third Bancorp Announces Contract with EverFi to Provide Financial Education, Entrepreneurship Classes to High School Students...",22-Dec-16,BW,Fifth Third Bancorp,"Contract/Agreement, Corporate Social Responsibility, Photo/Multimedia","EverFi, Inc. is the education technology innovator that empowers K-12, higher education, and adult learners with the skills needed to be successful in life. Its comprehensive critical skills platform is focused on Financial Education, Digital Citizenship, STEM Career Readiness, Diversity and Inclusion, Entrepreneurship, Character Education, and Health and Wellness. The EverFi Education Network is powered by more than 3,300 partner organizations across all 50 states and Canada and annually reaches 6 million learners. Learn more at everfi.com.",1,77,Diversity and Inclusion
"FITB, 06CLRD, WP.XX2",Fifth Third Bancorp Announces Results of Annual Meeting,17-Apr-12,BW,Fifth Third Bancorp,Conference,"Dr. Mitchel D. Livingston, vice president for Student Affairs and Chief Diversity Officer, University of Cincinnati.",1,16,Chief Diversity Officer
"FITB, FITB, US316773100",Fifth Third Bancorp Announces Results of Annual Meeting,16-Apr-13,BW,Fifth Third Bancorp,Personnel,"Dr. Mitchel D. Livingston, retired vice president for Student Affairs and Chief Diversity Officer, University of Cincinnati.",1,17,Chief Diversity Officer
"FITB, FITB, US316773100",Fifth Third Bancorp Elects James P. Hackett Non,Executive Chairman of the Board and Marsha C. Williams Lead Director An... - 15-Apr,14,Fifth Third Bancorp,Personnel,"Dr. Mitchel D. Livingston, retired vice president for Student Affairs and chief diversity officer, University of Cincinnati.",1,17,Chief Diversity Officer
"FITB, FITB",Fifth Third Bancorp Releases 2010 Corporate Social Responsibility Report,19-May-11,BW,Fifth Third Bancorp,Corporate Social Responsibility,"Diversity & InclusionîThe Company's vision of diversity and inclusion, multicultural and supplier diversity programs and its progress on becoming an Employer of Choice.",1,23,Diversity and Inclusion
FITB,Fifth Third Bancorp(FITB,US) Schedules Morgan Stanley Virtual US Financials Conference for 10-June-2020 845 AM ET,29,,,,0,0,
FITB,Fifth Third Bancorp(FITB,US) Schedules Q2 2014 Earnings Call for 17-July-2014 930 AM ET,17,,,,0,0,
FITB,Fifth Third Bank Chicago Recognizes Black History Month By Honoring The Contributions Of Prominent Chicagoans,6-Feb-13,PRN,Fifth Third Bank Chicago,"Corporate Social Responsibility, Human Interest Groups","""For Fifth Third Bank, diversity and inclusion is a business imperative,"" said  Nicole Johnson-Scales, senior vice president, community development, Fifth Third Bank Chicago.  ""We take tremendous pride in recognizing the many achievements of African-Americans to our nation, our city and society during the month. Through our sponsorship of on-air vignettes and special events, we hope to bring individuals, families, business and civic leaders and Fifth Third employees together in celebration.""",1,70,Diversity and Inclusion
"FITB, US316773100",Fifth Third Bank Named to Diversity Best Practices Inclusion Index,19-Aug-19,BW,Fifth Third Bank,"Photo/Multimedia, Survey, Award","This year, 148 organizations participated in the index, a 17% year-over-year increase. Results reveal opportunities for all organizations to target their diversity and inclusion efforts for greater effectiveness. An index, unlike a list, does not have a set number of organizations to recognize. Instead, a threshold percentage is set, at which point any participant with that percentage or better qualifies for the index. Fifth Third was one of the companies that met or exceeded the threshold. | Recruitment: 43% of all participants mandate diverse candidate interview slates, while 86% of all participants train recruiters to ask culturally competent questions of diverse applicants. Advancement: 61% of all participants have diversity in their executive succession planning. Company Culture: 75% of all participants hold managers accountable for diversity and inclusion and 35% of all participants compensate managers for diversity and inclusion results. | ""The Inclusion Index continues to grow as more and more organizations are willing to be transparent about their progress and workforce demographics,"" says Deborah Munster, vice president, Diversity Best Practices. ""I applaud their D&I efforts and will continue to set a high bar in order to drive change and accountability."" | Fifth Third Bank Named to Diversity Best Practices Inclusion Index  Monday, August 19, 2019 04:14:00 PM (GMT) | Fifth Third Bank is pleased to announce that for the second consecutive year, it has been recognized by Diversity Best Practices, a division of Working Mother Media, for creating an inclusive workplace. Fifth Third was among 80 organizations nationally to earn the honor. | ""We are honored to be included in the 2019 Diversity Best Practices Index,ù said Stephanie Smith, vice president and chief inclusion and diversity officer, Fifth Third Bank. ""This recognition supports our commitment to inclusion and diversity across Fifth Third and how we work to improve lives. We look forward to doing more and while we take this as an opportunity to celebrate, we are focused on how to continually foster an inclusive environment for all.ù | Diversity Best Practices uses an inclusion index to help organizations understand gaps in demographic representation and create a road map to drive internal change and solutions through proven best practices. | Stephanie Smith, Fifth Third Bank's vice president and chief inclusion and diversity officer (Photo: Business Wire) | Some of the key findings from the 2019 Diversity Best Practices Inclusion Index include: | ABOUT DIVERSITY BEST PRACTICES | Diversity Best Practices, a division of Working Mother Media, is the preeminent organization for diversity thought leaders to share best practices and develop innovative solutions for culture change. Through research, benchmarking, publications and events, DBP offers members information and strategies on how to implement, grow, measure and create first-in-class diversity programs.",11,"76, 62, 50, 17, 43, 75, 30, 16, 14, 4, 51","diversity, D&I, Diversity and Inclusion"
"FITB, 001G4L",Fifth Third Bank Selected to 2019 Bloomberg Gender,Equality Index - 17-Jan,19,Fifth Third Bank,"Award, Photo/Multimedia","Jule Kucera, Fifth Third's chief diversity and corporate social responsibility officer, said initiatives that focus on gender equality and mitigating biases can lead to better outcomes for society and business. ""We are intentional about creating an inclusive environment where men and women have equitable opportunity to belong, to contribute and to advance,ù she said. | Bloomberg's standardized reporting framework offers public companies the opportunity to disclose information on how they promote gender equality across four areas ì company statistics, policies, community engagement, and products and services. Reporting companies that score above a globally established threshold, based on the extent of disclosures and the achievement of best-in-class statistics and policies, are included in the GEI. Demand for products and services using ESG data has seen a significant increase over the last years as a growing number of | ""We applaud Fifth Third and the other 229 firms tracked by the index for their actions to measure gender equality through the Bloomberg GEI framework,ù said Peter T. Grauer, chairman of Bloomberg and founding chairman of the U.S. 30% Club. ""Fifth Third's GEI inclusion is a strong indicator to its employees, investors and industry peers alike that it is leading by example to advance ongoing efforts for a truly inclusive workplace.ù | Jule Kucera, Fifth Third's chief diversity and corporate social responsibility officer (Photo: Business Wire) | Fifth Third Bank Selected to 2019 Bloomberg Gender-Equality Index  Thursday, January 17, 2019 03:28:00 PM (GMT)",5,"54, 81, 71, 14, 16","gender equality, diversity, gender-equality"
"FITB, US316773100",Fifth Third Earns Top Marks in 2019 Corporate Equality Index,11-Apr-19,BW,Fifth Third Bank,"Award, Survey, Photo/Multimedia","Stephanie Smith, chief diversity and inclusion officer, Fifth Third Bank (Photo: Business Wire) | ""We are honored once again to be on the Human Rights Campaign's Corporate Equality Index,ù said Stephanie Smith, chief inclusion and diversity officer at Fifth Third. ""Including different perspectives in the workplace makes us a better business. At Fifth Third, we strive to create an inclusive culture in which each of our employees feels welcome and valued regardless of ethnicity, race, religion, gender identity or sexual orientation.ù",2,"13, 67","diversity, Diversity and Inclusion"
FIS,FIS Again Named a Best Place to Work for LGBTQ Equality,14-Feb-20,BW,Fidelity National Information Services,"Survey, Award","The 2020 CEI evaluated companies on their LGBTQ-inclusive policies, practices and benefits, including non- discrimination policies, employment benefits, organizational competency and accountability around LGBTQ diversity and inclusion, public commitment to LGBTQ equality, and responsible citizenship. | ""FIS is fundamentally committed to the idea that having a diverse, inclusive employee base is key to our ability to innovate and deliver the best products and solutions for our clients,ù said Gary Norcross, FIS Chairman, President and CEO, who is a signatory of the CEO Action for Diversity & Inclusion pledge on behalf of the company. ""We are proud to be recognized by the Human Rights Campaign Foundation for our efforts to foster an inclusive workplace environment where everyone's views are valued and our employees are empowered to thrive and reach their full potential.ù",2,"35, 95","Diversity & Inclusion, Diversity and Inclusion"
"FIS, 071MGK",FIS Named a Best Place to Work for LGBTQ Equality,14-Nov-17,BW,Fidelity National Information Services,Award,"""We are honored to be recognized by the Human Rights Campaign Foundation for our LGBTQ inclusive workplace practices,ù said Gary Norcross, FIS president and CEO, who earlier in 2017 signed the CEO Action for Diversity & Inclusion pledge on behalf of the company. ""The work that we do is enriched by the unique backgrounds, perspectives and experiences of our colleagues. That's why FIS is committed to fostering diversity and inclusion within our workplace and in the broader communities where we live and work.ù",1,83,Diversity and Inclusion
FIS,FIS Named a Best Place to Work for LGBTQ Equality for Second Straight Year,10-Apr-19,BW,Fidelity National Information Services,Award,"""We are honored to be recognized for the second year in a row by the Human Rights Campaign Foundation for our LGBTQ inclusive workplace practices,ù said Gary Norcross, FIS Chairman, President and CEO, who is a signatory of the CEO Action for Diversity & Inclusion pledge on behalf of the company. ""We are focused on creating an environment where the world's top talent can do the most fulfilling work of their careers. The CEI provides us with an important barometer of our progress and pushes us to continue to elevate our efforts.ù",1,92,Diversity & Inclusion
FL,Foot Locker Foundation Unveils Recipients of Fifth Annual Foot Locker Scholar Athletes Program,4-May-16,PRN,"Foot Locker Foundation, Inc.",Corporate Social Responsibility,"income communities - Disaster relief coordinator for his community - Created her own charity ""Giving Gloves"" that provides sports equipment to Dominican Communities - DARE (Drug Abuse Resistance Education) Role Model - Leader of Project Hope initiatives, a cancer support organization - Leader of varsity baseball and basketball teams - US Junior Track Olympian - Leader of community-wide initiatives to promote diversity and inclusion - Created Girls in STEM conference to encourage low-income, minority girls to get involved in STEM - Founder of the FULL Project to provide meals for students who need them outside of school hours - President, YWCA Sexual Assault Support Group - Student Body Vice President and Class President - US Congressional Award for Community Service - International Genius Olympiad Winner - Taught English and distributed books in Cusco, Peru as part of an Eagle Scout project - Volunteer for Special Needs Mutual (activities for youth and adults with disabilities) - Participant in the National Bezos Scholars Program - Co-founder of Momentum, an organization that increases low-income students access to college",1,175,sexual assault
FL,"Foot Locker, Inc.(FL",US) Schedules Q4 2016 Earnings Call for 24-February-2017 900 AM ET,6,,,,0,0,
F,Ford Appoints Kiersten Robinson as Chief Human Resources Officer,19-Mar-18,BW,Ford Motor Company,Personnel,"In this role, Robinson will oversee all global people processes including talent management, workforce planning, learning and development, recruiting, diversity and inclusion, compensation and benefits, and the dealer policy board. Bill Dirksen, Ford vice president, Labor Affairs, also will matrix report to her.",1,43,Diversity and Inclusion
F,Ford Brings Together Natural Hair Industry Experts for Panel at Bronner Brothers International Hair Show & Convention,30-Jul-14,PRN,Ford Motor Company,"Corporate Social Responsibility, Human Interest Groups","""Ford's commitment to diversity and inclusion is integrated across every aspect of the company,"" said Thompson. ""Through efforts with trusted brands like Bronner Brothers , we maintain the ability to drive deeper brand connections with multicultural consumers. This year marks the continuation of an exciting collaboration that celebrates black culture and its influence on creative beauty trends around the globe.""",1,60,Diversity and Inclusion
F,Ford Driving Skills for Life's Award,Winning Driving Course Now Available Online through MSU Partnership - 15-Oct,12,Ford Motor Company,"Corporate Social Responsibility, Not For Profit Organizations, Human Interest Groups, Public Safety",,0,0,
F,Ford Motor Co.(F,US) Schedules Investor Meeting - Wolfe Research for 1-July,2020 930 AM ET,,,,0,0,
F,"Ford's Supplier Diversity Development Program 35 Years of Empowering Minority, Women and Veteran Business Owners",20-May-13,PRN,Ford Motor Company,Human Interest Groups,"""Diversity and inclusion are keys to our success at Ford,"" said  Alan Mulally, Ford president and CEO. ""For 35 years we have been committed to building a supplier base that reflects our employees, our customers and our shareholders. A broad and diverse supplier base reinforces our commitment to the communities where we live and work."" | Ford's Supplier Diversity Development Program: 35 Years of Empowering Minority, Women and Veteran Business Owners  Monday, May 20, 2013 12:00:00 PM (GMT) | Ford's award-winning Supplier Diversity Development (SDD) program celebrates its 35th anniversary; since 1978 Ford has spent more than $67 billion with diverse suppliers In 2012 Ford spent $5.7 billion with tier-one minority-owned suppliers, $1.2 billion with tier-one women- owned suppliers, and $2.1 billion with tier-one suppliers who use tier-two minority- and women-owned businesses A diverse supplier base brings a fresh perspective that can lead to cutting-edge innovations and help accelerate the development of new vehicles | Ford's Supplier Diversity Development (SDD) program celebrates 35 years of cultivating successful relationships between the company and its minority-, women- and veteran-owned supplier businesses.",4,"55, 22, 75, 24","diversity, Diversity and Inclusion"
"FOXA, TFCFA, FOX...",FOX News Channel Signs Martha MacCallum to New Multi,Year Deal - 08-Jan,20,FOX News Channel,Contract/Agreement,"Ms. MacCallum notably co-anchored live coverage of the 2018 election which marked the highest-rated midterm election coverage in cable news history with total viewers, topping all of broadcast and cable news, according to Nielsen Media Research. Earlier that year, she also landed an exclusive joint interview with then-Supreme Court nominee and now Justice Brett Kavanaugh and his wife Ashley Estes Kavanaugh. During that interview, in which MacCallum received widespread praise, Kavanaugh addressed the multiple allegations of sexual misconduct he was up against.",1,82,sexual misconduct
FOXA,FOX News Channel Signs Shannon Bream to New Multi,Year Deal - 16-Jan,20,FOX News Channel,Personnel,"In 2019, Bream authored ""Finding the Bright Side, The Art of Chasing What Matters,ù  a personal tome about finding purpose and growth amid life's unpredictability. A graduate of Florida State University's College of Law and Liberty University, Bream began her reporting career at WFTS-TV (ABC) in Tampa, Florida. Prior to joining FNC, she served as a weekend anchor for WRC-TV (NBC) in Washington, DC and an evening anchor for WBTV (CBS) in Charlotte, NC. Before entering the field of journalism, Bream worked as a sexual harassment attorney and was crowned Miss Florida in 1994 and Miss Virginia in 1990.",1,99,sexual harassment
TFCFA,Fox News weighs Bill O'Reilly's future,NYT - 12-Apr,17,,"Articles, Reports, Conjecture, Media Summaries, Published Reports  Related Stories:","People briefed on the plan tell the NYT that Rupert, Lachlan, and James Murdoch will decide whether or not to oust O'Reilly (potentially angering viewers) after they see the results of a law firm's investigation into his conduct. The article observes that Rupert Murdoch has long championed O'Reilly, but his sons are mindful of Fox's thickening docket of sexual harassment allegations, and that the Murdochs dealt with largely the same factors in July when they wrestled with the problem of what to do with Fox News chairman Roger Ailes. Current newsroom employees tell the NYT that Fox News employees -- especially women -- are uneasy, and that morale is suffering -- again, particularly among women -- on Fox's entertainment side. In interviews, Fox employees tell the NYT that they feel ""outrage"" and ""embarrassment"" at the way the Murdochs are sticking with O'Reilly. People familiar with the matter tell the NYT that Fox thinks its new contract with O'Reilly allows it to control his behavior more effectively than his old one did.",1,171,sexual harassment
"BEN, 006MSN",Franklin Templeton Hosts CEO Action's Check Your Blind Spots Tour Addressing Unconscious Bias,19-Nov-19,PMZ,,Company Announcement,"About CEO Action for Diversity & Inclusion‚Ñ¢ CEO Action for Diversity & Inclusion‚Ñ¢ is the largest CEO-driven business commitment to advance diversity and inclusion within the workplace. Bringing together more than 800 CEOs and presidents of America's leading businesses, academic institutions and nonprofits representing 12 million employees, the commitment outlines actions that participating organizations pledge to take to cultivate a workplace where diverse perspectives and experiences are welcomed and respected, employees feel comfortable and encouraged to discuss diversity and inclusion, and where best knownîand unsuccessfulîactions can be shared across organizations. Learn more at CEOAction.com and connect with CEO Action on Facebook:  CEO Action for Diversity & Inclusion and Twitter: @CEOAction. | ""Our diverse global workforce is our biggest asset, and an inclusive environment fosters a wide range of viewpoints that are so essential to solving complex business issues,ù said Greg Johnson, Chairman and Chief Executive Officer of Franklin Templeton. ""We are a proud signatory of the CEO Action for Diversity & Inclusion and are deeply committed to promoting an environment where employees can be themselves and reach their maximum potential.ù",2,"110, 69","Diversity & Inclusion, Diversity and Inclusion"
