who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
,"Media Summaries, Economist Summary","On 26-Jan WSJ published an investigation detailing several allegations that amount to a decades-long spree of sexual misconduct by Wynn Resorts (WYNN) CEO Steve Wynn. The company's board has appointed a special committee to investigate the reports, the accuracy of which Wynn denies. Wynn's control over Wynn Resorts is near-absolute, and the outcome of the inquiry may significantly impact the business.",1,61,sexual misconduct,"AAPL, AMZN, BRK.B... - StreetAccount Summary The Economist print edition - 01-Feb-18 - SA.pdf"
,"Articles, Reports, Conjecture, Media Summaries, Published Reports","The NYT reports that Apple had originally intended to push the movie for awards, but with allegations of sexual abuse raised by a daughter of one of the film's protagonists, Apple has canceled the project's cinema release and hasn't clarified whether it will be shown on Apple TV Plus. In an interview, the woman who raised the allegations tells the NYT that Apple is doing the right thing, but a media strategist tells the NYT that content distributors can't allow the concerns of a small group of people to alter their business plans, because doing so could have ""a chilling effect on those wishing to produce content for"" the company. In an interview, the executives who run Apple's streaming service tell the NYT that the company plans to release no more than 12 movies annually, each getting specialized promotion, in contrast with what they characterize as the ""volume business"" employed by Netflix. People close to the project tell the NYT that the filmmakers met the man accused of sexual abuse -- who was originally to help promote the film -- only once before starting to film. The article notes that the accuser also claims that the film gives the wrong wife of one of the main characters credit for helping him make the business deals the film involves.",1,218,sexual abuse,"AAPL, NFLX - Why Apple pulled The Banker from theaters - NYT (7-Dec) - 08-Dec-19 - SA.pdf"
,"News - US, Media Summaries, Economist Summary","Around 50 big companies pulled advertising from Bill O'Reilly's program ""The O'Reilly Factor"" this week, after the New York Times revealed a history of sexual harassment accusations against the Fox News anchor. All eyes are now 21st Century Fox (FOXA) Chairman Rupert Murdoch, who must decide whether to keep or oust the network's greatest asset. The company has supported O'Reilly in an initial statement.",1,64,sexual harassment,"AMZN, ASRT, DLAR... - StreetAccount Summary The Economist print edition - 06-Apr-17 - SA.pdf"
Meredith Corporation,"Licensing & Marketing Agreements, New Products & Services","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Management Top 250 list, The Just 100: America's Top Citizens list, CR Magazine's 2017 Best Corporate Citizens list and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $11 million in combined cash grants, product donations and cause marketing in fiscal year 2017. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,112,gender equality,"CLX, MDP - Hidden Valley First To Leverage Allrecipes' AmazonFresh Integration - 13-Mar-18 - PRN.pdf"
,"Articles, Reports, Media Summaries","WSJ's Heard on the Street column applauds companies' dropping arbitration as means of addressing alleged sexual harassment  Monday, November 12, 2018 05:08:22 AM (GMT)",1,24,sexual harassment,"FB, GOOGL, MSFT... - WSJ's Heard on the Street column applauds companies' dropping arbitration as means of addressing alleged sexual harassment - 12-Nov-18 - SA.pdf"
http://ir.mondelezinternational.com/common/download/download.cfm?CompanyID=AMDA-,Company Announcements and Releases,"DEERFIELD, Ill. – June 4, 2013 – Mondelēz International, Inc., (NASDAQ: MDLZ) the world’s largest chocolate company with billion-dollar brands such as  Milka and Cadbury , and global favorites Toblerone and Lacta, today announced an agreement with the Ivorian government’s Conseil du Café Cacao (CCC) to help farmers increase sustainable cocoa production and create thriving communities in Côte d’Ivoire.  Non- governmental organization CARE International will lead Cocoa Life projects in Ivorian cocoa communities through 2016.   “A sustainable cocoa supply begins with thriving farming communities, and more efficient farming leads to farmers’ financial security,” said Christine M. McGrath, Vice President of External Affairs and Cocoa Life at Mondelēz International.  “Partnering is key to creating lasting change through our Cocoa Life program, and together with the Ivorian government and CARE International, we’re empowering cocoa farming families to create the kind of communities they and their children want to live in, while promoting gender equality.”    As part of the agreement, Mondelēz International’s Cocoa Life has begun a pilot program in Côte d’Ivoire with CARE International working in 11 villages to help nearly 4,000 farmers boost their cocoa-growing productivity and improve the livelihoods of nearly 40,000 community members.  Cocoa Life and CARE have already organized community meetings where farming families discuss their needs and priorities and create Community Action Plans to achieve specific development outcomes, such as expanding farmer field schools on cocoa growing.  As gender equality is a key pillar of Cocoa Life, the program has held specific meetings for women farmers so their voices are heard in cocoa communities.  Cocoa Life plans to get women more involved in farmer training, farming co-ops and community life, while providing them access to more diversified livelihoods to complement farming.    “At CARE, we know that business can play a vital role in tackling poverty and injustice,” said Balla Sidibe, Country Director of CARE International in Cote d’Ivoire. “For a company like Mondelēz International, that means seeing poor people as vital stakeholders in their long-term success by putting farmers and communities at the heart of their supply chain.  By working together on Cocoa Life, we look forward to leveraging our experience and understanding of disadvantaged farmers from poor communities to bring about lasting for communities across Cote d’Ivoire and for the long-term benefit of the business itself.”  Cocoa Life also plans to work with the Ivorian government’s agronomic research arm – CNRA - to fight crop diseases affecting cocoa trees, which has recently impacted cocoa farmers in Côte d’Ivoire.  Mondelēz International’s research and development team is sharing its cocoa-growing know-how to help CNRA develop more productive and disease-resistant cocoa trees.  Recently, the company’s global Research & Development team spent a week in Côte d’Ivoire to lend its expertise. The group met with local experts to better understand specific, local challenges in the market and how to better collaborate and expand their work.  Separately, Mondelēz International plans to collaborate with ANANDER - the Ivorian agricultural extension agency - to boost its farmer training programs.   Mondelēz International’s collaboration in Côte d’Ivoire is an important milestone for its Cocoa Life program, which last November made a $100 million commitment to help 75,000 Ivorian farmers double their productivity.  In total, Cocoa Life is a $400 million, 10-year commitment to improve the livelihoods and living conditions of more than 200,000 cocoa farmers and about one million people in cocoa farming communities around the world.   Cocoalife.org Website Will Share Farmers’ Stories and Increase Transparency Mondelēz International recently launched www.cocoalife.org to empower farmers to share their stories.  The site will serve as a platform for increased reporting and transparency to share progress against goals and measures for success.  Cocoalife.org also features and array of visuals and supporting materials -- including downloadable videos, photos and case studies of its work in The Dominican Republic, Ghana, Côte d’Ivoire and India.",1,634,gender equality,KFT - Mondelez International Launches Cocoa Life Sustainability Program in Côte d'Ivoire - 04-Jun-13 - NEWS_CR.pdf
"Mondelez International, Inc.",Corporate Social Responsibility,"""A sustainable cocoa supply begins with thriving cocoa communities, and more efficient farming improves farmers' financial security,"" said Cathy Pieters, Director of Cocoa Life at Mondelez International.  ""Partnering is key to creating lasting change through our Cocoa Life program.  Together with the Indonesian government, our suppliers and other partners, we're empowering cocoa-farming families to create the kind of communities they want to live in, while promoting gender equality.""",1,68,gender equality,KFT - Mondelez International Launches Cocoa Life Sustainability Program in Indonesia - 26-Sep-13 - PRN.pdf
Chicago United,"Corporate Social Responsibility, Human Interest Groups","Chicago United is an advocacy organization that promotes multiracial leadership in business to advance parity in economic opportunity.  Chicago United supports the business community's need to maximize the use of corporate and entrepreneurial talent and brings together diverse senior business leaders to break through barriers to realize the benefits of diversity and inclusion.  Chicago United is the premiere business membership organization creating an environment where racially diverse CEOs and executive level managers can share common experiences to promote multi-racial leadership in governance, management, and business partnerships. It delivers best practices for diversity practitioners and fosters relationships among leaders who share common values. | Individuals recommended to increase diversity on corporate boards | CHICAGO, Oct. 13, 2011 /PRNewswire/ -- Chicago United today will announce the 45 local business people to be featured in its 2011 Business Leaders of Color  (BLC) publication. The business advocacy group aims to recommend this group to Fortune 1,000 corporate boards looking to increase diversity among their ranks as a strategic business imperative.",3,"102, 8, 54","diversity, Diversity and Inclusion",MCD - Chicago United Names its 2011 Business Leaders of Color - 13-Oct-11 - PRN.pdf
"The Rosen Law Firm, P.A.",Lawsuit,"On May 21, 2019, the American Civil Liberties Union announced the filing of 25 new lawsuits and regulatory charges of condoning sexual harassment in the workplace and retaliating against employees. Then on November 3, 2019, McDonald’s Chief Executive Officer, Steve Easterbrook, was terminated for having an undisclosed relationship with an employee.",1,51,sexual harassment,MCD - EQUITY ALERT Rosen Law Firm Announces Investigation of Breaches of Fiduciary Duties By Management of McDonald's Corporation - MCD - 16-Jan-20 - BW.pdf
,,,0,0,,MCD - McDonald's Corp.(MCD-US) Schedules Annual General Meeting for 21-May-2020 930 AM ET - 14-Apr-20 - FCSTEV.pdf
,,,0,0,,MCD - McDonald's Corp.(MCD-US) Schedules Q1 2019 Earnings Call for 30-April-2019 1100 AM ET - 22-Mar-19 - FCSTEV.pdf
"Kahn Swick & Foti, LLC",,"On May 21, 2019, news sources reported the filing of 23 gender-based discrimination and sexual harassment complaints against the Company by employees, including allegations of groping, indecent exposure, sexual propositions, and lewd comments, as well as retaliatory actions taken against those who reported the behavior. The Company has reportedly had more than 50 similar complaints filed against it in the last three years.",1,63,sexual harassment,"MCD - MCDONALD'S INVESTIGATION INITIATED BY FORMER LOUISIANA ATTORNEY GENERAL  Kahn Swick & Foti, LLC Investigates the Officers and Directors of... - 07-Jun-19 - PRN.pdf"
"Kahn Swick & Foti, LLC",Lawsuit,"On May 21, 2019, news sources reported the filing of 23 gender-based discrimination and sexual harassment complaints against the Company by employees, including allegations of groping, indecent exposure, sexual propositions, and lewd comments, as well as retaliatory actions taken against those who reported the behavior. The Company has reportedly had more than 50 similar complaints filed against it in the last three years.",1,63,sexual harassment,"MCD - MCDONALD'S INVESTIGATION INITIATED by Former Louisiana Attorney General Kahn Swick & Foti, LLC Investigates the Officers and Directors of M... - 21-Jun-19 - BW.pdf"
"Kahn Swick & Foti, LLC",Lawsuit,"On May 21, 2019, news sources reported the filing of 23 gender-based discrimination and sexual harassment complaints against the Company by employees, including allegations of groping, indecent exposure, sexual propositions, and lewd comments, as well as retaliatory actions taken against those who reported the behavior. The Company has reportedly had more than 50 similar complaints filed against it in the last three years.",1,63,sexual harassment,"MCD - MCDONALD'S INVESTIGATION INITIATED By Former Louisiana Attorney General Kahn Swick & Foti, LLC Investigates the Officers and Directors of M... - 24-May-19 - BW.pdf"
,Company Announcement,,0,0,,"MCD - McDonald's Restaurants Expect to Hire 2,000 in Iowa this Summer - 17-May-18 - PMZ.pdf"
,"Company Announcement, Food",,0,0,,"MCD - McDonald's Restaurants Expect to Hire 5,000 in Minnesota this Summer - 17-May-18 - PMZ.pdf"
,Company Announcement,,0,0,,"MCD - McDonald's Restaurants Expect to Hire 5,500 in Wisconsin this Summer - 17-May-18 - PMZ.pdf"
,,"The company's long-standing leadership stance in the area of diversity and inclusion continues to be a competitive strength. For example, more than 50 percent of company-operated restaurant managers and nearly 30 percent of the worldwide top management team are women.",1,40,Diversity and Inclusion,MCD - McDonald's Works to Mainstream Sustainability  - 21-Dec-11 - INW.pdf
McDonald's Corporation,New Products & Services,"Enhanced policy on discrimination, harassment and retaliation prevention  in January 2019 informed by RAINN, the nation's largest anti-sexual violence organization. The policy contains clear language on workplace conduct, manager responsibilities, employee resources, and the investigation process. The full policy, which applies at all corporate-owned restaurants is made available as a | resource to franchisees, is available here, embedded in McDonald's larger  global human rights commitment. Extended resources in June 2019 and McDonald's Corporation now offers a free intake hotline to call with any employment concerns that franchisees may offer to their employees to supplement what franchisees offer in their organizations. Committed to annual policy and training reviews informed by continuous feedback from stakeholders, employees, and franchisees. Developed global gender balance and diversity strategy.  By 2023, McDonald's Corporation aims to improve the representation of women at all levels, achieve gender equality in rewards and career advancement, and better recognize the impact of women on its business. As part of this initiative, in March McDonald's signed on to the UN Women's Empowerment Principles to help accelerate global efforts to address this critical issue. Read more on this initiative here. Reiterated Long-Standing Inclusive Contractual Practices. McDonald's Corporation does not and will not, as a condition of employment, require mandatory arbitration of harassment and discrimination claims. Read more here.",2,"50, 164","gender equality, sexual violence","MCD, 0768YZ - McDonald's USA Announces New U.S. Restaurant Training and Engagement Initiative for Restaurant Supervisors and Crew - 28-Aug-19 - PRN.pdf"
The Conference Board,"Conference Call Announcements, New Products & Services","The Conference Board Human Capital Watch is a new, complimentary global service for member companies that helps senior executives understand the changing labor markets and economic conditions worldwide, as well as the trends and current issues in human capital and the implications for organizations. Says Dr. Rebecca Ray , Senior Vice President of Human Capital at The Conference Board, and host of the webcast series: ""Each monthly webcast will offer concise, insightful research as well as practitioner responses to human capital challenges in strategic workforce planning, workforce readiness, diversity and inclusion, talent management, strategic human resources, employee engagement, leadership development or human capital analytics."" For each webcast, Dr. Ray will be joined by researchers from The Conference Board as well as external partners and top practitioners.",1,126,Diversity and Inclusion,"MCD, 0B2HZL - Where are the Jobs - 21-Sep-11 - PRN.pdf"
,"Class Action, Law & Legal Issues",,0,0,,"MCD, MCD - New Developments In Investigation of McDonald's Corp. Conducted by Block & Leviton - 16-Jan-20 - PMZ.pdf"
,Calendar of Events,"Diversity and Inclusion for Business and Personal Growth | More than 300 business executives are expected to attend the semiannual event entitled ""YOUnique! Diversity and Inclusion for Business and Personal Growth"" which will focus on understanding and leveraging individual diversity to benefit our companies and our careers. The panel discussion will feature a distinguished group of industry leaders: Oscar Gonzalez, co-president/CEO, Northgate Markets; Bob Lim, vice president, Kraft Foods; Subriana Pierce, senior vice president, Albertson's; and Jocelyn Wong, group vice president, Safeway. The afternoon event will include networking, refreshments and a silent auction. | Industry Experts to Discuss Diversity at NEW Event   Friday, August 26, 2011 02:15:00 PM (GMT) | LOS ANGELES, Aug. 26, 2011 (GLOBE NEWSWIRE) -- The Southern California region of the Network of Executive Women will host its fall networking event October 12 from 3:30 to 7 p.m. at the Museum of Latin American Art in Long Beach, Calif. The Network, the consumer products and retail industry's largest diversity organization, is celebrating its 10th anniversary. | Marie Quintana, senior vice president, multicultural sales, PepsiCo will serve as panel moderator. Quintana is an experienced diversity professional who currently serves on the board of directors for the Network of Executive Women and has been named one of the ""Top Women in Grocery"" by Progressive Grocer magazine.",5,"8, 84, 15, 58, 48","diversity, Diversity and Inclusion",MDLZ - Industry Experts to Discuss Diversity at NEW Event - 26-Aug-11 - PMZ.pdf
Kraft Foods,Human Interest Groups,"LATINA Style Honors Company for its Continued Commitment to Diversity and Inclusion | Being open and inclusive is vital to creating a delicious work experience for Kraft Foods' employees.  The company requires diversity and inclusion training for every employee at key career stages to sustain a culture that welcomes and values individual differences.  Ten employee resource groups, made up of diverse employees from around the world, help the company promote and drive diversity and inclusion – including the Kraft Foods Latino Council.  Kraft Foods also links diversity and inclusion to executive incentive compensation to increase leaders' accountability. | NORTHFIELD, Ill., Aug. 29, 2011 /PRNewswire/ -- LATINA  Style magazine announced today that Kraft Foods is one of the 50 Best Companies for Latinas.  For more than a decade, Kraft Foods has been named to this prestigious list.  In 2011, the company was ranked No. 5, up from No. 25 just two years ago.  The LATINA Style 50 Report (LS50 Report) analyzes the efforts of major U.S. companies to promote diversity and provide career advancement opportunities for Hispanic women.",3,"12, 84, 79","diversity, Diversity and Inclusion",MDLZ - KRAFT FOODS RECOGNIZED AS A TOP EMPLOYER FOR LATINAS - 29-Aug-11 - PRN.pdf
"Mondelez International, Inc.",,"Mondelez International will continue to expand its Cocoa Life sustainability program, a $400 million, 10-year effort plan based  on its successful Cadbury Cocoa Partnership in Ghana, which has promoted gender equality in cocoa production since 2008.   The company has consistently advocated that a more holistic approach is needed to transform the cocoa supply chain - one  that combines better agricultural practices and community empowerment, including a focus on women and young people.",1,72,gender equality,MDLZ - Mondelez International Joins Chocolate Industry's 'CocoaAction' Through World Cocoa Foundation - 23-May-14 - NEWS_CR.pdf
Mondelez International,"Corporate Social Responsibility, Socially Responsible Investing","""A sustainable cocoa supply begins with thriving farming communities, and more efficient farming leads to farmers' financial security,"" said Christine M. McGrath, Vice President of External Affairs and Cocoa Life at Mondelez International.  ""Partnering is key to creating lasting change through our Cocoa Life program, and together with the Ivorian government and CARE International, we're empowering cocoa farming families to create the kind of communities they and their children want to live in, while promoting gender equality."" | As part of the agreement, Mondelez International's Cocoa Life has begun a pilot program in  Cote d'Ivoire with CARE International working in 11 villages to help nearly 4,000 farmers boost their cocoa-growing productivity and improve the livelihoods of nearly 40,000 community members.  Cocoa Life and CARE have already organized community meetings where farming families discuss their needs and priorities and create Community Action Plans to achieve specific development outcomes, such as expanding farmer field schools on cocoa growing.  As gender equality is a key pillar of Cocoa Life, the program has held specific meetings for women farmers so their voices are heard in cocoa communities.  Cocoa Life plans to get women more involved in farmer training, farming co-ops and community life, while providing them access to more diversified livelihoods to complement farming.",2,"77, 132",gender equality,MDLZ - Mondelez International Launches Cocoa Life Sustainability Program in Cote d'Ivoire - 04-Jun-13 - PRN.pdf
