identifier,headline,date,source,who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords
H,EMERGE Networking Series Hosted by PODER Hispanic Announces Next Stop Chicago on August 16,25-Jul-12,INW,,,"Salvador Mendoza, Vice President Global Diversity & Inclusion, Hyatt Hotels Corporation. Annette Martinez, Vice President Operations-Human Resources, State Farm. Lynda Gonzales-Chavez , Vice President Diversity & Inclusion, YMCA of the USA.",1,31,Diversity & Inclusion
EXPE,Expedia Group Commits $275 Million to Partner Recovery,28-May-20,PRN,Expedia Group,Corporate Social Responsibility,"To help furloughed and displaced workers advance during this time, Expedia Group has created a complimentary training and education program called Expedia Group Academy. The program offers skill development through online learning modules and live content led by Expedia Group subject matter experts and travel industry leaders. It will feature concentrations in diversity and inclusion, sales and business skills, and leadership training. Participants will receive recruitment opportunities upon completion. Interested individuals can connect with other participants on the Expedia Group Academy LinkedIn Group  prior to the official program kickoff in late June. To ensure customers can book with confidence, Expedia Group created a new feature for lodging partners to highlight the health and hygiene measures at their properties. These include contactless check-in and check-out, hand sanitizer available to guests, enhanced cleaning measures, and social distancing plans. Also, to promote the health and hygiene of property owners and guests, Expedia Group's vacation rental brand, Vrbo, introduced a cleanliness checklist to be added to the property descriptions on Expedia Group sites. To meet the needs of cautious customers and ensure booking flexibility, nearly 70% of lodging rate plans on Expedia Group sites are now refundable. Additionally, Expedia Group is introducing a new filter to search flights by flexible fares on Expedia Group sites globally, allowing for exchanges or itinerary changes as needed.",1,220,Diversity and Inclusion
EXPE,"Expedia Group, Inc. Fourth Quarter 2019 Earnings Release",13-Feb-20,NEWS_CR,,,"-   Expedia Group announced the formulation of a new Travel Industry Group within CEO Action aimed at bringing  travel leaders together to cultivate diverse and inclusive environments and impact positive change. Expedia Group  signed the broader CEO Action for Diversity & Inclusion‚Ñ¢ (CEO Action) pledge on October 9, 2019.",1,49,Diversity & Inclusion
HIG,Forbes Ranks The Hartford No. 1 Among Property,Casualty Insurers In List Of America's Best Employers For Diversity 2019 - 17-Jan,19,The Hartford,"Award, Product/Service","Named to the 2019 Bloomberg Gender-Equality Index (GEI) for the fourth consecutive year. To be considered, The Hartford voluntarily participated in a Bloomberg GEI survey that focused on the promotion of gender equality across four key areas: company statistics, policies, community engagement and products and services; | ""We are honored to be recognized for our commitment to diversity and inclusion,""ù said The Hartford's Chief Diversity & Inclusion Officer, Susan Johnson. ""At The Hartford, we're committed to cultivating a diverse workforce and inclusive workplace. We believe both are essential to our ability to relate to and serve the wide range of customers and stakeholders who rely on us, and to attract the top talent we need to power our company forward.""ù | The Hartford is committed to fostering a diverse and inclusive workplace where people are respected for who they are, recognized for how they contribute, and empowered to engage and collaborate at work. The company focuses investments in talent development initiatives to support diversity and inclusion strategies, including leadership training, mentoring and the company's nine employee resource groups. | The Hartford has received accolades for diversity and inclusion, including: | To learn more about diversity and inclusion at The Hartford, visit https://www.thehartford.com/careers/corporate-diversity. | Forbes partnered with Statista, a market research company, to create the list based on surveys of 50,000 Americans working for businesses with 1,000 or more employees. The survey respondents were asked to rate their organizations on criteria such as age, gender, ethnicity, disability and sexual orientation equality, as well as that of general diversity, according to Forbes. Survey responses were reviewed for survey gaps. For example, if a minority group rated an organization poorly on diversity, but non-minority groups gave the organization high marks, Statista took that information into account. Additionally, the final ranking of 500 employers also factors in diversity on the board of directors and among the executives as well as the most proactive diversity and inclusion initiatives. | Forbes Ranks The Hartford No. 1 Among Property-Casualty Insurers In List Of America's Best Employers For Diversity 2019  Thursday, January 17, 2019 02:00:00 PM (GMT) | The Hartford is the highest ranked property-casualty insurance company in Forbes' second annual list of America's Best Employers for Diversity, announced this week. The Hartford ranked 14th overall in the list of 500 companies representing a broad array of industries nationwide.",8,"46, 73, 57, 10, 12, 120, 25, 41","diversity, gender equality, Diversity and Inclusion"
"KR, 0B17BB","Former Kroger Employee Files Lawsuit with Claims of Disability Discrimination, Harassment",10-Sep-12,BW,Kendall Law Group,Lawsuit,"Plano resident Karl Tipple, 24, filed the suit on September 5 in the U.S. District Court for the Eastern District of Texas in Plano, case number 4:12-CV-00573, after receiving Right to Sue Letters from the Equal Employment Opportunity Commission and Texas Workforce Commission.",1,43,Equal Employment Opportunity
HIG,Gen Y Gap The Hartford Poll Finds Industries That Drive U.S. Economy Are Failing To Attract Millennials,19-Nov-15,BW,The Hartford,"Survey, Photo/Multimedia","""At The Hartford, we are working hard to make sure Millennials know that insurance offers a variety of career paths such as tech, big data and marketing, as well as flexible work and leadership development,""ù said Susan Johnson, head of diversity and inclusion at The Hartford. ""We don't want to miss out on future leaders simply because of misconceptions about the industry.""ù",1,62,Diversity and Inclusion
"INTC, US458140100",Hack Harassment Releases PSA Featuring Recording Artist Kesha to Raise Awareness of Online Harassment,3-Feb-17,BW,Hack Harassment,"Product/Service, Photo/Multimedia","""We are very proud to partner with Kesha to develop and support this important PSA,""ù said Chris Loo, director of Hack Harassment and director of global diversity and inclusion at Intel Corporation. ""By sharing",1,34,Diversity and Inclusion
HVT,Havertys announces new chief human resources officer,3-May-19,PMZ,,Directors and Officers,"Fladger comes to Havertys from Perdue Farms, Inc. where he served most recently as vice president of HR services  and  chief  diversity  and  inclusion  officer.  Prior  to  joining  Perdue  in  2016,  he  was  vice  president  of people  strategy  and  corporate  human  resources  for  Belk,  Inc.  From  1998  to  2014,  he  served  in  human resource  capacities  of  increasing  responsibility  to  include  vice  president,  HR  global  functions  and  chief diversity  officer  for  Coca-Cola  Enterprises  Inc.  Fladger  earned  a  Bachelor  of  Science  degree  in  business administration from The Citadel.",1,86,diversity
"HSY, HSY",Hershey and IOI Loders Croklaan Helping to Foster Gender Equality for Ghanaian Women in the Shea Industry,25-Mar-15,BW,The Hershey Company,"Contract/Agreement, Product/Service","Hershey and IOI Loders Croklaan Helping to Foster Gender Equality for Ghanaian Women in the Shea Industry  Wednesday, March 25, 2015 12:21:00 PM (GMT) | ""We know that empowering women provides economic growth opportunities and helps alleviate extreme poverty. Women in Northern Ghana are producing high-quality shea, and they deserve a fair price for their crop. Supporting women in shea is yet another positive step toward gender equality in West Africa,""ù said Frank Day, Vice President of Global Commodities, The Hershey Company.",2,"24, 57",gender equality
"HSY, HSY",Hershey Exceeds Sustainable Cocoa Goals in 2014,7-Jan-15,BW,The Hershey Company,"Product/Service, Photo/Multimedia","""Sourcing sustainable cocoa is a key part of our 21st Century Cocoa Sustainability Strategy, which focuses on programs that improve the livelihoods of cocoa farmers, their families and cocoa communities around the world,""ù said Terry O'Day, Senior Vice President and Chief Supply Chain Officer. ""We are proud of our rapid progress in just two years and our alignment with the industry's efforts to address the challenges in cocoa growing regions through the CocoaAction initiative led by the World Cocoa Foundation. Together, the cocoa and chocolate industry can bring training that helps improve livelihoods, gender equality and provide health and farm safety programs to benefit these communities.""ù",1,106,gender equality
HSY,Hershey Expands Commitment to Diversity and Inclusion With New Pledges and Accolades,15-Jun-17,PMZ,,Company Announcement,"Hershey Expands Commitment to Diversity and Inclusion With New Pledges and Accolades   Thursday, June 15, 2017 01:00:00 PM (GMT) | HERSHEY, Pa., June 15, 2017 (GLOBE NEWSWIRE) -- The Hershey Company (NYSE:HSY) announced today that Michele Buck signed the CEO Action for Diversity & Inclusion ‚Ñ¢ commitment to advance diversity and inclusion within the workplace by working collectively across organizations and sectors. The collaborative of more than 150 chief executive officers pledged to cultivate a trusting environment where all ideas are welcomed and employees feel comfortable and empowered to discuss diversity and inclusion. | Michele Buck, President and Chief Executive Officer, The Hershey Company, signs a recent commitment to advance diversity and inclusion within the workplace. | ""We are proud to sign the CEO Action for Diversity & Inclusion ‚Ñ¢ commitment and join other industry leaders who are working to catalyze further conversation and action around diversity and inclusion,""ù said Michele Buck, President and Chief Executive Officer, The Hershey Company. ""This is consistent with our efforts to foster a diverse, representative workforce at all levels of our company. By bringing together people with diversity of thought, interest, skill and experience, we are enriching our legacy as an organization and helping to cultivate a sustainable business for the future.""ù | As Hershey continues to grow globally, it is building on a strong foundation of people and purpose to further both its success and the greater good. The signatories commit to providing a trusting environment where employees feel empowered to discuss complex and sometimes difficult conversations about diversity and inclusion, where successful""îand unsuccessful""îpractices can be shared across organizations.  With more than 18,000 employees globally, signing the CEO Action for Diversity & Inclusion‚Ñ¢ is consistent with Hershey's belief that inclusion is core to the company's workplace culture and that Hershey is representative of the communities it serves. | The pledge builds on Hershey's progress made toward its goal to be a premier industry leader in diversity and inclusion by 2020, including the Paradigm for Parity¬Æ pledge and accolades from DiversityInc and the Human Rights Campaign. | DiversityInc 28 Noteworthy Companies for Diversity Hershey was recognized by DiversityInc, a premier diversity publication, as one of  28 ""Noteworthy Companies,""ù and a contender for its ""Top 50 Companies for Diversity""ù list. Hershey was also recognized on the ""Top 15 Companies for Veterans""ù list. This is the second consecutive year Hershey earned honors on both lists.",7,"19, 73, 22, 91, 95, 37, 56","diversity, Diversity and Inclusion"
HSY,Hershey Releases 2019 Annual Sustainability Report Celebrating 125 Years of Shared Goodness,2-Jun-20,PMZ,,Company Announcement,"""ì a peanut-based, fortified snack ""ì to school children in Ghana daily.  Between 2014 and 2019, the company produced more than 56 million sachets of ViVi and distributed it to more than 265,000 children in Ghana.  In 2019, 100% of peanuts used in ViVi  were locally sourced and roasted, benefiting local farmers.    Reducing Our Environmental Impact: Hershey is committed to preserving ecosystems, reducing its impact on the climate and conserving natural resources. In 2019, the company launched its first enterprise-wide environmental policy.  To date, the company has reduced 23.6 million pounds of packaging since 2015 and reduced its greenhouse gas intensity of products by 13% since 2015.  In 2019, Hershey committed to the Science-Based Targets Initiative (SBTi) to set a science-based greenhouse gas (GHG) emissions reductions goal by 2021.  The company is on track to announce that target in early 2021 and in the meantime continues to pursue its 25 by 25 commitments set in 2015 to reduce water usage, waste and emissions by 25% by 2025.    Championing Diversity and Inclusion and Building Careers:   Hershey is committed to creating a workplace that reflects the society that it serves and strengthening a culture where people can build their careers.  Six out of nine Hershey executive committee members have built their careers at Hershey.  In 2019, Hershey ranked 25th on the DiversityInc Top 50 Companies for Diversity List.  The company also has nearly closed the gender pay gap with women earning $0.99 for every $1 that men earned compared to an average of about $0.82 across the United States.  Women also made up 45 percent of professional U.S. experienced hires and 53 percent of campus hires in 2019.  Twenty-five percent of the major Hershey retail accounts are led by women in the United States.  In addition, the company's ethnic diversity continues to grow with people of color representing 31% of U.S. hires in 2019.   Helping Kids Build Meaningful Connections:  The Hershey Company has remained committed to Milton Hershey's legacy of helping children succeed and reach their full potential.  In 2019, the company introduced the Heartwarming Project Action Grants program, which provide microgrants to teens to advance connection, empathy and inclusion in their own schools and communities.  More than 500 teens and school groups across the U.S. applied and nearly 300 received a $250 microgrant to advance their project.  Through Hershey's Heartwarming Project, more than 775,000 youth have benefited and over 12,400 youth have taken part in Heartwarming actions to improve their communities.",1,410,gender pay gap
HSY,Hershey Shares Progress on Social Responsibility Commitments,9-Jun-16,BW,The Hershey Company,"Survey, Product/Service",Established a goal to become an industry leader in diversity and inclusion by 2020.,1,14,Diversity and Inclusion
"HSY, HSY",Hershey to Source Enough Certified and Sustainable Cocoa to Produce Four of Its Iconic Chocolate Brands in 2016,7-Apr-15,BW,The Hershey Company,"Product/Service, Photo/Multimedia","""We are proud of our work to improve the lives of cocoa families, promote gender equality, and provide health and farm safety programs,""ù said Terry O'Day, Senior Vice President and Chief Supply Chain Officer. ""While sustainable, certified cocoa is just part of our responsible sourcing efforts, the fact that we will source enough for these major Hershey brands in the fourth year of our certified cocoa commitment demonstrates the urgency with which we have pursued this commitment.""ù",1,77,gender equality
HLT,Hilton #1 Workplace for Diversity and Parents,6-Dec-18,BW,Hilton,"Award, Corporate Social Responsibility, Photo/Multimedia","Programs that foster diversity and inclusion include Team Member Resource Groups, Regional Inclusion Groups, Leadership and Career Development Tools and supplier diversity programs that has allowed Hilton to cultivate relationships with more than 3,000 women-, minority-, Veteran-, and LGBTQ-owned businesses. | Hilton offers programs to help all Team Members ""ì both hourly and salaried ""ì thrive personally and professionally. Benefits supporting working parents include flexible working environments, parental leave, adoption assistance, GED support, and 10- day advanced scheduling that provides hotel Team Members the flexibility to plan their lives. | Hilton #1 Workplace for Diversity and Parents  Thursday, December 06, 2018 03:35:00 PM (GMT) | Hilton has been recognized as the #1 best workplace for Diversity just one week after also being ranked the #1 best workplace for Parents by Great Places to Work. These extraordinary acknowledgements underscore the sense of family and belonging that are the foundation of an outstanding workplace culture.",4,"40, 48, 14, 48","diversity, parental leave, Diversity and Inclusion"
HLT,Hilton Achieves Landmark Performance in Asia Pacific,29-Jan-18,PRNA,Hilton,,"employment with Hilton in the developing market of Myanmar. Continued to create opportunities with a focus on diversity and inclusion through Women in Leadership programs. Rolled out Thrive@Hilton, an employee value proposition that enables Team Members to grow and flourish in body, mind and spirit. Hilton has worked with the experts at Thrive Global, to create the benefits and programs that matter most to Team Members. Released the 2017 Global Youth Wellbeing Index, in partnership with International Youth Foundation, at the United Nations Youth Assembly. The Global Youth Wellbeing Index is designed to facilitate global action, elevating youth needs and opportunities while encouraging young people's participation on national and global agendas. Partnered with the China Foundation for Poverty Alleviation  to support 60 youth-led charity societies in universities across China to impact their local communities. Strengthened communities through Global Week of Service and disaster relief efforts, including the response to the earthquake in Jiuzhaigou, China. Eliminated the use of plastic bottles at all meetings, events, gyms and spas in all Hilton hotels in China, preventing 13 million plastic bottles of waste annually.",1,181,Diversity and Inclusion
"HLT, PK, HGV",Hilton Delivers Another Record,"Setting Year, Set Up for Continued Outperformance - 23-Jan",17,Hilton,"Survey, Product/Service, Photo/Multimedia",A best-in-class parental leave policy;,1,5,parental leave
HLT,Hilton Hosts American Black Film Festival Honors Celebrating Diverse Talent in Hollywood,27-Feb-20,PRN,Hilton,Human Interest Groups,"About ABFF Honors ABFF Honors is an annual awards season gala dedicated to saluting excellence in the motion picture and television industry. The ceremony celebrates Black culture by recognizing artists who have made distinguished contributions to American entertainment through their work, as well as those who champion diversity and inclusion. Individual recognition awards include Hollywood Legacy, Excellence in the Arts, Rising Star, Industry Renaissance and Pro Hollywood. Recognition of outstanding content awards include Movie of the Year and Classic Television Award. Previous honorees and presenters include Denzel Washington, Don Cheadle, Robert Downey, Jr. Regina King,  Will Packer, Ryan Coogler, Ava DuVernay , Tiffany Haddish, Issa Rae, Viola Davis , Cicely Tyson, Octavia Spencer , Armie Hammer, the late Diahann Carroll and more. To learn more about ABFF Honors and to stay up-to-date on upcoming announcements for the 2020 ceremony, visit www.ABFFHonors.com.   | ""Hilton is proud to once again partner with the American Black Film Festival to celebrate the rich diversity of talent and creators in Hollywood and recognize the impact of their work in the entertainment industry,"" said Andr√©a Richardson, Head of Multicultural Engagement at Hilton.",2,"141, 44","diversity, Diversity and Inclusion"
00FPNC,"Hilton Hotel Cancels TEXXXAS Expo, Concerns Over Sexual Exploitation",22-Jul-16,PMZ,,"Business Contracts, Other News","""Last year, Hilton Worldwide adopted a policy to no longer sell on-demand pornography due to the brand's desire to provide guests with a safe and sexploitation-free environment,"" Hawkins stated. ""Hilton's leadership preceded the decisions by several other hotel chains""îHyatt, Starwood, and Intercontinental Hotels Group ""îto also stop distributing pornography, worldwide. Research shows that pornography is linked to increased sexual violence against women, increased sexual dysfunction, and decreased brain matter in regions for impulse control. Any hotel that refuses to promote pornography is therefore a safer, and more family friendly, environment.""",1,90,sexual violence
HLT,Hilton Introduces Best,in-Industry Adoption Assistance Program - 05,Oct,Hilton Worldwide,"Product/Service, Photo/Multimedia","Hilton (NYSE: HLT) today announced its newest industry-leading family benefit, adoption assistance, offering hourly and salaried Team Members reimbursement for expenses incurred while adopting children. Hilton's adoption assistance program will launch one year after its best-in-industry parental leave policy, and marks the largest, most comprehensive adoption assistance benefit provided in the hospitality industry. | Hilton's adoption assistance program is the newest addition to the company's many family-related benefits. Hilton offers a parental leave policy that covers both hourly and salaried new parents, including fathers and adoptive parents across corporate offices and owned and managed properties. The company also provides a GED assistance program to help Team Members earn their high school equivalency, as well as a 10-day advanced scheduling standard for hourly Team Members. Additionally, Hilton continues to expand its remote workforce opportunities for Team Members who require more flexibility and freedom.",2,"53, 88",parental leave
HLT,Hilton Launches New Industry,Leading Parental Leave Policies - 12-Jan,16,Hilton Worldwide,Product/Service,"Hilton Launches New Industry-Leading Parental Leave Policies  Tuesday, January 12, 2016 12:00:00 PM (GMT) | Hilton Worldwide's (NYSE: HLT) industry-leading parental leave policies took effect on January 1, 2016, and now cover both hourly and salaried Team Members at Hilton's owned and managed properties, as well as the company's corporate offices. The new policies represent the best parental leave benefits offered by any major global hospitality company in the United States and Puerto Rico. | All new parents ""ì including fathers and adoptive parents ""ì receive two weeks of fully paid parental leave. | Hilton remains committed to creating an environment that supports balance between work and family for its Team Members across all areas of the company. Hilton's hourly Team Members in the U.S., who account for approximately 75 percent of the company's U.S. workforce, will be covered under these new parental leave policies. | The newly-implemented parental leave policies are just one example of Hilton's commitment to offering benefits that provide greater personal and professional flexibility to Team Members. In 2015, Hilton announced a new GED Assistance program to help Team Members in the U.S. earn their high school equivalency. In addition, the company introduced 10-day advanced scheduling for hourly Team Members and continued to expand remote workforce opportunities. | ""When our Team Members feel great about where they work, it is reflected in the exceptional experience that they provide to our guests,""ù said Matt Schuyler, Chief Human Resources Officer, Hilton Worldwide. ""We are proud to continue driving significant change in our industry by introducing parental leave policies that reflect our strong support for all Hilton Team Members and their families.""ù",6,"14, 59, 18, 51, 65, 61",parental leave
"HLT, 071MGK, 00FPNC",Hilton Named a Best Place to Work for LGBT Equality,5-Dec-16,BW,Hilton,"Award, Photo/Multimedia","""We are proud to be named a Best Place to Work for LGBT Equality for the fourth year in a row. This prestigious recognition from HRC underscores our commitment to recruiting and retaining a workforce that represents many different cultures, backgrounds and viewpoints,""ù said Matthew W. Schuyler, chief human resources officer, Hilton. ""As a business of people serving people, diversity and inclusion have been embedded in our culture since our founding more than 100 years ago. We look forward to continuing to champion equality for Team Members, guests and owners alike.""ù | Hilton offers a wide range of diversity and inclusion resources for Team Members and executives, including a comprehensive adoption assistance program, an Executive Diversity Council and a LGBT and Friends Team Member Resource Group. | Hilton is among 1,043 businesses rated in this year's report and the company is one of 517 to receive perfect marks. HRC uses criteria based in employee benefits, diversity training, employee recruiting and community engagement to determine CEI scores.",3,"91, 34, 39","diversity, Diversity and Inclusion"
HLT,Hilton Named the #1 Best Workplace for Women in the U.S.,19-Sep-19,BW,Hilton,"Photo/Multimedia, Award","The news of this comes just months after Hilton was named as the #1 Best Company to Work For¬Æ in the U.S. Other recognition includes being named a  Top 10 Company for Diversity by DiversityInc , #1 Best Workplace for Diversity, #1 Best Workplace for Parents  and the #2 Best Workplace for Millennials .",1,54,diversity
HLT,Hilton Named Third Best Multinational Place to Work in Asia,26-Apr-17,PRNA,,Human Interest Groups,"Heart of House , an initiative that creates own-able space, reflective of Hilton's values, for Team Members. To make Hilton a great place to work, features such as Wi-Fi, popular food offerings and inviting d√©cor in the back-of-house areas are designed to mirror the hospitality each hotel extends to their guests. Travel with Purpose, Hilton's corporate responsibility commitment enables Team Members to positively impact local environments and communities around the world through initiatives such as Travel with Purpose Action Grants , Global Month of Service, and Earth Week. Celebrating diversity in the workplace  through initiatives such as Women in Leadership workshops and conferences that have empowered more than 420 female Team Members in 2016, helping them in their career journeys. This commitment was reinforced when Hilton pledged to further drive diversity across Asia Pacific  as a Singapore IMPACT Champion in support of HeForShe, an UN-led gender equality movement. Opportunities for development  through Hilton University, an online learning resource that helps Team Members plan, manage and develop skills to support their career advancement, as well as E3 (Elevate, Engage, Excel), a development framework dedicated to help leaders hone their leadership skills. Go Hilton, a program that provides exclusive travel discounts and perks for Team Members, as well as their family and friends. Opportunities for recognition through programs such as Catch Me at My Best , the CEO Light & Warmth Awards and Team Member Appreciation Week that acknowledge Team Members at all levels from guests, peers and managers. | About Great Place to Work ¬Æ Great Place to Work¬Æ is the global authority on high-trust, high-performance workplace cultures. Through proprietary assessment tools, and certification programs, including Best Workplaces lists and workplace reviews, Great Place to Work provides the benchmarks, framework, and expertise needed to create, sustain, and recognize outstanding workplace cultures. In the United States, Great Place to Work produces the annual Fortune ""100 Best Companies to Work For¬Æ"" and a series of Great Place to Work Best Workplaces lists, including lists for Millennials, Women, Diversity, Small and Medium Companies and over a half dozen different industries. Great Place to Work provides and culture consulting services to businesses, non-profits, and government agencies in over 50 countries across six continents.",2,"247, 120","gender equality, diversity"
