who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
Toyota Motor North America,,"PLANO, Texas, June 25, 2018 /PRNewswire/ -- Manjit Singh has been named the chief information officer and group vice president of information systems for Toyota Motor North America (TMNA). He will oversee strategy, development and operation of all information systems, solutions and technology. Singh will report directly to Zack Hicks, chief digital officer and executive vice president of digital transformation and mobility.",1,62,Chief digital officer,"064Z6P, 7203, CLX - Toyota Motor North America Appoints New Chief Information Officer - 25-Jun-18 - PRN.pdf"
,"Litigation, Other Regulatory, Regulatory","Uber reaches settlement with 50 states and District of Columbia to settle reporting of 2016 data breach  Wednesday, September 26, 2018 04:13:33 PM (GMT) | Uber has reached a settlement for $148M with the states and the District of Columbia regarding the data breach that the company failed to disclose in 2016 The fine will be distributed in varying amounts across the states and Washington, D.C. The terms also include changes to Uber’s business practices to prevent future breaches and to reform its corporate culture.",2,"24, 60",data breach,0B49NF - Uber reaches settlement with 50 states and District of Columbia to settle reporting of 2016 data breach - 26-Sep-18 - SA.pdf
,"Other Regulatory, Regulatory  Related Stories:","UK's ICO says Uber's concealing of data breach raises huge concern around its data protection policies and ethics  Wednesday, November 22, 2017 11:47:40 AM (GMT)",1,25,data breach,0B49NF - UK's ICO says Uber's concealing of data breach raises huge concern around its data protection policies and ethics - 22-Nov-17 - SA.pdf
Keller Rohrback L.L.P.,"Lawsuit, Photo/Multimedia","Keller Rohrback Investigates Uber Data Breach  Wednesday, November 22, 2017 03:22:00 AM (GMT) | Attorney Advertising.  Keller Rohrback L.L.P., a leading consumer data breach class action law firm, is investigating claims related to a massive data breach of sensitive personal information from the ridesharing company Uber. | “By choosing not to disclose this massive data breach and attempting to mitigate the breach by paying the hackers to destroy the data, Uber has essentially rolled the dice with its customers’ and drivers’ personal identities,” said Cari Campen Laufenberg, a partner at Keller Rohrback L.L.P. “What’s more, it has done so for more than a year – denying these victims the crucial opportunity to take timely steps to mitigate the disclosure of their private information.” | Keller Rohrback has a long track record of success with data breach litigation and has served in leadership roles in the Sony Data Breach case, as well as the 21st Century Oncology, VTech Electronics and Experian data breach cases. In addition, Keller Rohrback also represents plaintiffs in the Equifax consumer data breach litigation, as well as the data breach cases pending against Target, Vizio, Anthem Inc., Excellus BlueCross BlueShield, and Medical Informatics Engineering.",4,"13, 32, 76, 73",data breach,"0B49NF, 05NH6N - Keller Rohrback Investigates Uber Data Breach - 21-Nov-17 - BW.pdf"
Wilshire Law Firm,,"Wilshire Law Firm Files Lawsuit Against Uber For Data Breach   Friday, November 24, 2017 12:00:00 PM (GMT) | The complaint alleges that Uber violated  California constitutional laws, unfair competition laws; that Uber engaged in fraudulent, deceptive business practices, constitutional invasion of privacy, and other violations. Uber acted negligently, when it failed to protect personal and financial data, from drivers and passengers, resulting in a data breach, which started back in October 2016. | Reportedly, the information stolen by hackers ended up on the black market, while Uber kept quiet about the facts. Therefore, putting the app users at a greater risk of identity theft, fraud, and all the long-term negative consequences associated with being the victim of a data breach. | Uber had a duty to protect personal and financial information from drivers and passengers. As well, a responsibility to implement security protocols to prevent hackers from stealing this information. Wilshire Law Firm has received several complaints against Uber regarding this data breach. | View original content: http://www.prnewswire.com/news-releases/wilshire-law-firm-files-lawsuit-against-uber- for-data-breach-300561361.html",5,"17, 54, 47, 42, 5","data-breach, data breach","0B49NF, 0DYYRN - Wilshire Law Firm Files Lawsuit Against Uber For Data Breach - 24-Nov-17 - PRN.pdf"
United Airlines,New Products & Services,,,,,"0DF3B1, UAL - Take a Break in the Big Easy United Airlines Debuts New Club Location in New Orleans - 28-Feb-20 - PRN.pdf"
United Airlines,Offerings,"globally, including instability and political developments that may impact our operations in certain countries; demand for travel and the impact that global economic and political conditions have on customer travel patterns; our capacity decisions and the capacity decisions of our competitors; competitive pressures on pricing and on demand; changes in aircraft fuel prices; disruptions in our supply of aircraft fuel; our ability to cost-effectively hedge against increases in the price of aircraft fuel, if we decide to do so; the effects of any technology failures or cybersecurity or significant data breaches; disruptions to services provided by third- party service providers; potential reputational or other impact from adverse events involving our aircraft or operations, the aircraft or operations of our regional carriers or our code share partners or the aircraft or operations of another airline; our ability to attract and retain customers; the effects of any terrorist attacks, international hostilities or other security events, or the fear of such events; the mandatory grounding of aircraft in our fleet; disruptions to our regional network, as a result of the COVID-19 pandemic or otherwise; the impact of regulatory, investigative and legal proceedings and legal compliance risks; the success of our investments in other airlines, including in other parts of the world, which involve significant challenges and risks, particularly given the impact of the COVID-19 pandemic; industry consolidation or changes in airline alliances; the ability of other air carriers with whom we have alliances or partnerships to provide the services contemplated by the respective arrangements with such carriers; costs associated with any modification or termination of our aircraft orders; disruptions in the availability of aircraft, parts or support from our suppliers; our ability to maintain satisfactory labor relations and the results of any collective bargaining agreement process with our union groups; any disruptions to operations due to any potential actions by our labor groups; labor costs; the impact of any management changes; extended interruptions or disruptions in service at major airports where we operate; U.S. or foreign governmental legislation, regulation and other actions (including Open Skies agreements, environmental regulations and the United Kingdom's withdrawal from the European Union); the seasonality of the airline industry; weather conditions; the costs and availability of aviation and other insurance; our ability to realize the full value of our intangible assets and long-lived assets; any impact to our reputation or brand image; and other risks and uncertainties set forth under Part I, Item 1A., ""Risk Factors,"" of our Annual Report on Form 10-K for the fiscal year ended December 31, 2019, as updated by our Quarterly Report on Form 10-Q for the fiscal quarter ended March 31, 2020, as well as other risks and uncertainties set forth from time to time in the reports we file with the U.S. Securities and Exchange Commission.",1,464,data breach,"0DF3B1, UAL - United Airlines Announces Proposed Senior Secured Notes Offering - 06-May-20 - PRN.pdf"
United Airlines,"Financing Agreements, Government Policies & News","impact its operations in certain countries; demand for travel and the impact that global economic and political conditions have on customer travel patterns; the Company's capacity decisions and the capacity decisions of its competitors; competitive pressures on pricing and on demand; changes in aircraft fuel prices; disruptions in the Company's supply of aircraft fuel; the Company's ability to cost-effectively hedge against increases in the price of aircraft fuel, if it decides to do so; the effects of any technology failures, cybersecurity or significant data breaches; disruptions to services provided by third-party service providers; potential reputational or other impact from adverse events involving the Company's aircraft or operations, the aircraft or operations of its regional carriers or its code share partners or the aircraft or operations of another airline; the Company's ability to attract and retain customers; the effects of any terrorist attacks, international hostilities or other security events, or the fear of such events; the mandatory grounding of aircraft in the Company's fleet; disruptions to the Company's regional network; the impact of regulatory, investigative and legal proceedings and legal compliance risks; the success of the Company's investments in other airlines, including in other parts of the world; industry consolidation or changes in airline alliances; the ability of other air carriers with whom the Company has alliances or partnerships to provide the services contemplated by the respective arrangements with such carriers; costs associated with any modification or termination of the Company's aircraft orders; disruptions in the availability of aircraft, parts or support from its suppliers; the Company's ability to maintain satisfactory labor relations and the results of any collective bargaining agreement process with its union groups; any disruptions to operations due to any potential actions by the Company's labor groups; labor costs; the impact of any management changes; extended interruptions or disruptions in service at major airports where the Company operates; U.S. or foreign governmental legislation, regulation and other actions (including Open Skies agreements, environmental regulations and the United Kingdom's withdrawal from the European Union); the seasonality of the airline industry; weather conditions; the costs and availability of aviation and other insurance; the costs and availability of financing; the Company's ability to maintain adequate liquidity; the Company's ability to comply with the terms of its various financing arrangements; the Company's ability to realize the full value of its intangible assets and long-lived assets; any impact to the Company's reputation or brand image and other risks and uncertainties set forth under Part I, Item 1A., ""Risk Factors,"" of the Company's Annual Report on Form 10-K for the fiscal year ended December 31, 2019 as well as other risks and uncertainties set forth from time to time in the reports it files with the SEC.",1,452,data breach,"0DF3B1, UAL - United Airlines Expects to Receive $5.0 Billion Through Payroll Support Program Under CARES Act - 15-Apr-20 - PRN.pdf"
https://global.toyota/en/newsroom/corporate/32997359.html,Company Announcements and Releases,"Chief Digital Officer Advanced R&D and Engineering Company Toyota Research Institute - Advanced Development, Inc.  (Chief Executive Officer)",1,18,Chief digital officer,"7203 - TMC Announces Changes to Executive Structure, Senior Management Responsibilities, and Personnel - 01-Jul-20 - NEWS_CR.pdf"
Toyota Motor North America,,"PLANO, Texas, Jan. 21, 2020 /PRNewswire/ -- Steve Basra has been promoted to Group Vice President, Connected Technologies at Toyota Motor North America (TMNA), effective January 2020.  He will continue to report to Zack Hicks, Executive Vice President, Digital Transformation & Mobility and Chief Digital Officer.",1,46,Chief digital officer,"7203, TM - Connected Technologies Basra promoted to Group Vice President - 21-Jan-20 - PRN.pdf"
Toyota Connected North America,New Products & Services,"""We're really excited about Hui because it's a game changing way to offer car sharing,"" said  Zack Hicks, chief executive officer and president of TCNA, and chief digital officer of Toyota Motor North America. ""The program is simple to use and more convenient than a traditional car rental service – plus typical add-ons like gas and insurance are included in the reservation cost. And thanks to Servco's strong relationships with consumers and extensive knowledge of this market, Hui will be the most accessible car share service in Honolulu by far.""",1,90,Chief digital officer,"7203, TM - Toyota Launches Car Share Service in Honolulu Through Servco Pacific Inc. - 10-Jul-18 - PRN.pdf"
https://newsroom.toyota.co.jp/en/corporate/23380895.html?padid=ag478_from_popular,Company Announcements and Releases,"""We're really excited about Hui because it's a game changing way to offer car sharing,"" said Zack Hicks, chief executive officer and president of TCNA, and chief digital officer of Toyota Motor North America. ""The program is simple to use and more convenient than a traditional car rental service―plus typical add-ons like gas and insurance are included in the reservation cost. And thanks to Servco's strong relationships with consumers and extensive knowledge of this market, Hui will be the most accessible car share service in Honolulu by far.""",1,88,Chief digital officer,"7203, TM - Toyota Launches Car Share Service in Honolulu Through Servco Pacific Inc.Innovative car-share program features range of well-appoi... - 10-Jul-18 - NEWS_CR.pdf"
,"Articles, Reports, Conjecture, Media Summaries, Published Reports  Related Stories:","In a front-page article, people familiar with the matter tell the WSJ that Khosrowshahi was told of the security breach two weeks after he became CEO 5-Sep. The sources tell the WSJ that Khosrowshahi said he wanted an investigation by Mandiant (FEYE) to be completed before he publicized the issue. Other people familiar with the matter tell the WSJ that Uber informed Softbank (9984.JP) about what was going on about three weeks ago. The article observes that companies like Equifax (EFX) have been criticized for delaying disclosures of data breaches by less than the two months the sources tell the WSJ Khosrowshahi allowed to elapse before the 21-Nov announcement.",1,109,data breach,"9984, 0B49NF - Uber CEO Dara Khosrowshahi learned about hack two months before making it public - WSJ - 23-Nov-17 - SA.pdf"
,"Articles, Reports, Conjecture, Media Summaries, Other Regulatory, Published Reports, Regulatory","In a front-page article, the WSJ observes that the General Data Protection Regulation has affected hundreds of thousands of companies, far beyond the Facebook/Google tech giants that have gotten the headlines. Privacy lawyers and consultants tell the WSJ that many companies simply aren't ready; the chief compliance officer for First Solar tells the WSJ that the company underestimated what the law would require of it. Allianz's chief privacy officer tells the WSJ that complying, which has cost the company tens of millions of euros, has been a ""mammoth task;"" Accor's data-protection officer tells the WSJ that listing how the company gathers and processes information will be a ""never-ending process."" A US airline executive, who appointed himself chief data-protection officer, since the law requires one, tells the WSJ that the focus has been on inventorying the personal data for frequent fliers; it's not clear if he's referring to his airline specifically or speaking on behalf of all American airlines. The co-founder of a reservation and guest-information service tells the WSJ that the requirements of the law have surprised some smaller US restaurants, who have information on European tourists who visit and the restaurants therefore need to manage their data as they are tech companies. Editor's note: Though this article seems set to appear in the 25-May print edition of the WSJ, it was published online at 05:30 ET 24-May.",1,228,Chief Privacy Officer,"AAL, AC, ALGT... - Ready or not, GDPR takes effect 25-May - WSJ - 24-May-18 - SA.pdf"
,"Other Regulatory, Regulatory, Sector Themes - US Technology","The General Data Protection Regulation (GDPR) was enacted by the EU Parliament on 14-Apr- 16 and is due to take effect 25-May-18. The regulation will replace the existing 1995 Data Protection Directive and standardize the data protection laws across Europe. GDPR will affect firms located within the EU and those that are located outside the EU if they offer goods or services, or monitor the behavior of EU data subjects. Some believe that possible future U.S. legislation for data privacy and protection may be based on the GDPR. We take a look at some of the regulations and the policy changes some companies are making to comply. | Changes from the 1995 Data Protection Directive: | Facebook: On 17-Apr-18, Facebook announced that it was ""introducing new privacy experiences on Facebook as part of the EU's GDPR."" The changes to user and privacy agreements are being touted as similar to the GDPR regulations for those outside the EU. The new terms will be rolled out to the EU this week and the rest of the world ""on a slightly later schedule."" Google: Depending on the business unit, Google acts as either or data processor (Google Analytics, Ads Data Hub, DoubleClick Bid Manager) or data controller (AdMob, AdSense, AdWords, DoubleClick Ad Exchange, and DoubleClick for Publishers). We note that Google will have to get consent from first-party users of Gmail. YouTube, and Google.com, but publishers and advertisers that use Google's ad services must also receive consent from their users. Twitter: 17-May-17 Twitter introduced new tools to make user data more transparent, allowing users to access and modify their own data directly, opt out of different types of data usage and sharing. Amazon: Amazon has stated that all Amazon Web Services are GDPR ready. Amazon has also stated that its advertising services business ""will comply with the requirements of GDPR when it comes into effect on May 25, 2018."" Microsoft: Microsoft has ""committed"" to GDPR compliance across their cloud services when enforcement begins on 25-May. Criteo: The company stated in December 2017 that it was ""already in compliance with key elements of GDPR"" and well-positioned to implement any additional requirements. | StreetAccount Sector Themes: EU General Data Protection Regulation Overview   Wednesday, April 18, 2018 07:41:53 PM (GMT) | Increased Territorial Scope: The jurisdiction now includes all companies processing the personal data of data subjects that live in the Union, regardless of the company's location. Penalties: Companies in violation can be fined a maximum of 4% of annual global sales or €20M, whichever is greater, for the most serious infractions. Clouds will not be exempt from enforcement. Consent: Requests for customer consent must be clear and distinguishable from other matters and provided in an intelligible and easily accessible form using clear and plan language. It must be as easy to withdraw consent as it is to give it. User Rights: Breach notification, right to access data, right to be forgotten, data portability, privacy by design, and the hiring of data protection officers for certain organizations.",5,"107, 7, 241, 16, 126","Data protection directive, General data protection regulation, privacy by design, GDPR compliance","AAPL, AMZN, CRTO... - StreetAccount Sector Themes EU General Data Protection Regulation Overview - 18-Apr-18 - SA.pdf"
,"Corporate Actions, Corporate Reorganizations, Jobs, Labor Announcements, Management Changes","To double direct connections with consumers, Nike is creating the new Nike Direct organization, led by Heidi O’Neill, President of Nike Direct,and Adam Sussman, Chief Digital Officer.",1,27,Chief digital officer,"ADS, NKE, UAA - NIKE introduces new company alignment, announces ~2% reduction in global workforce - 15-Jun-17 - SA.pdf"
,"Class Action, Law & Legal Issues",,,,,"AZZ, UAA, WSG... - DEADLINE ALERT for ZEN, AZZ, UA (UAA), and WSG Law Offices of Howard G. Smith Reminds Investors of Class Actions on Behalf of... - 11-Dec-19 - PMZ.pdf"
Lifshitz & Miller Law Firm,,Lifshitz & Miller announces an investigation on behalf of EFX investors concerning whether EFX lacked adequate internal controls after EFX disclosed a data breach affected the personal information of as many as 143 million people.,1,35,data breach,"EFX, TFCFA, ICPT... - Lifshitz & Miller LLP Announces Investigation of Equifax Inc., Intercept Pharmaceuticals, Inc., Inventure Foods, Inc., Puma... - 03-Oct-17 - PRN.pdf"
,5,"Allegations against ZEN include that: (a) Zendesk's clients had been subject to data breaches dating back to  2016; (b) Zendesk was experiencing slowing demand for its Software as a Service offerings, particularly in  Germany, the United Kingdom, and Australia, due in large part to political uncertainty and China trade issues  there; and (c) as a result of the foregoing, Zendesk's business metrics and financial prospects were not as  strong as defendants had led the market to believe during the Class Period.",1,81,data breach,"IRBT, UBER, ZEN - SHAREHOLDER ALERT UBER ZEN IRBT The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines - 07-Nov-19 - NEWS_ACW.pdf"
,,,,,,TFC - BB&T Corp.(BBT-US) Schedules BancAnalysts Association of Boston Conference for 5-November-2015 725 AM ET - 29-Oct-15 - FCSTEV.pdf
,,,,,,TFC - BB&T Corp.(BBT-US) Schedules Bank of America Merrill Lynch Banking and Financial Services Conference for 18-November-2015 950 AM ET - 10-Nov-15 - FCSTEV.pdf
,,,,,,TFC - BB&T Corp.(BBT-US) Schedules Bank of America Merrill Lynch Future of Financials Conference for 16-November-2016 855 AM ET - 09-Nov-16 - FCSTEV.pdf
,,,,,,TFC - BB&T Corp.(BBT-US) Schedules Barclays Global Financial Services Conference for 13-September-2016 1030 AM ET - 06-Sep-16 - FCSTEV.pdf
,,,,,,TFC - BB&T Corp.(BBT-US) Schedules Deutsche Bank Global Financial Services Investor Conference for 1-June-2016 1040 AM ET - 26-May-16 - FCSTEV.pdf
,,,,,,TFC - BB&T Corp.(BBT-US) Schedules Goldman Sachs U.S. Financial Services Conference for 6-December-2016 240 PM ET - 30-Nov-16 - FCSTEV.pdf
,,,,,,TFC - BB&T Corp.(BBT-US) Schedules Investor Day for 11-September-2014 900 AM ET - 31-Jul-14 - FCSTEV.pdf
,,,,,,TFC - BB&T Corp.(BBT-US) Schedules Morgan Stanley Financials Conference for 13-June-2017 1145 AM ET - 06-Jun-17 - FCSTEV.pdf
,,,,,,TFC - BB&T Corp.(BBT-US) Schedules Q2 2016 Earnings Call for 21-July-2016 800 AM ET - 27-May-16 - FCSTEV.pdf
,,,,,,TFC - BB&T Corp.(BBT-US) Schedules Q3 2017 Earnings Call for 19-October-2017 800 AM ET - 03-Mar-17 - FCSTEV.pdf
YP,,"Mr. Miller most recently served as Chief Digital Officer of News Corporation as well as Chairman and CEO of the company's Digital Media Group. He continues to serve as an advisor to News Corporation. In those roles, Mr. Miller successfully transformed News Corporation's digital strategy by integrating the company's content onto emerging, third-party internet platforms. In addition to leading News Corporation's overall online strategy, Mr. Miller also oversaw the company's standalone digital businesses globally and represented the company on Hulu's Board of Directors.",1,83,Chief digital officer,TFCFA - YP Appoints Digital Media Visionary Jonathan Miller to Board of Directors - 06-Sep-12 - PRN.pdf
CtW Investment Group,,"Omneon, in which News Corp was also an investor.[vi] In 2007 and again in 2009, Accel invested in online advertising firm OpenX Technologies Inc., whose chairman Jonathan Miller was appointed Chief Digital Officer of News Corp in 2009.[vii] In 2006, Accel hired Richard Yanowitch as a Venture Partner; previously, Mr. Yanowitch had been a director and Vice Chairman of NDS, a News Corp subsidiary, and also served as a senior consultant to News Corp, where he reported directly to Mr. Murdoch.[viii] More broadly, Mr. Breyer has been reported to ""spend considerable time"" with Mr. Murdoch.[ix]",1,95,Chief digital officer,"TFCFA, 00CJSP, FOX.XX1... - CtW Investment Group Questions Independence of New News Corp Director James W. Breyer - 09-Sep-11 - PRN.pdf"
News Corporation,Personnel,"News Corporation’s Chief Digital Officer Jonathan Miller to Leave Post  Thursday, August 23, 2012 07:16:00 PM (GMT) | News Corporation (NASDAQ: NWS, NWSA; ASX: NWS, NWSLV) today announced that Jonathan Miller, the Company’s Chief Digital Officer since 2009, will leave his post at the end of September as the Company moves towards its proposed separation into two distinct companies.",2,"17, 41",Chief digital officer,"TFCFA, FOX.XX1, 064N0H... - News Corporation's Chief Digital Officer Jonathan Miller to Leave Post - 23-Aug-12 - BW.pdf"
News Corporation,"Contract/Agreement, Product/Service, Trade Show","“As we continue to find new ways to deliver content to consumers, this partnership with Xbox LIVE enables our viewers to experience News Corp.’s leading media brands in an entirely new and innovative environment,” said Jon Miller, chief digital officer, News Corp. “We look forward to working closely with Microsoft to continue evolving the media experiences on Xbox LIVE and to enable consumers to take advantage of this incredibly popular and fast-growing platform.”",1,73,Chief digital officer,"TFCFA, MSFT, 088VV4... - Microsoft and News Corporation Announce New TV, News and Web Video Apps for Xbox 360 - 10-Jan-12 - BW.pdf"
