who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
Rite Aid Corporation and The Rite Aid Foundation,"Contract/Agreement, Product/Service","EVERFI, Inc. is the leading education technology company that provides learners of all ages education for the real world, through innovative and scalable digital learning. Founded in 2008, EVERFI has certified over 16 million learners in critical skill areas with more than 4,300 partners in all 50 U.S. States and Canada. EVERFI is an industry convener that builds Networks to tackle the toughest social issues, including the Campus Prevention Network, a coalition of higher education institutions committed to campus sexual assault and alcohol abuse prevention; and the Financial Capability Network, a coalition of industry leaders dedicated to improving financial outcomes for communities across the country. Some of America’s leading CEOs and venture capital firms are EVERFI investors including Amazon founder and CEO Jeff Bezos, Google Chairman Eric Schmidt, Twitter founder Evan Williams, TPG Growth, and The Rise Fund.",1,138,sexual assault,RAD - Rite Aid Foundation Launches Prescription Drug Safety Initiative in Seattle-Area High Schools - 04-Oct-18 - BW.pdf
Rite Aid and Pittsburgh Penguins Foundation and Office of Attorney General Commonwealth of,"Contract/Agreement, Nonprofit","EVERFI, Inc. is the leading education technology company that provides learners of all ages education for the real world, through innovative and scalable digital learning. Founded in 2008, EVERFI has certified over 16 million learners in critical skill areas with more than 4,300 partners in all 50 U.S. States and Canada. EVERFI is an industry convenor that builds Networks to tackle the toughest social issues, including the Campus Prevention Network, a coalition of higher education institutions committed to campus sexual assault and alcohol abuse prevention; and the Financial Capability Network, a coalition of industry leaders dedicated to improving financial outcomes for communities across the country. Some of America’s leading CEOs and venture capital firms are EVERFI investors including Amazon founder and CEO Jeff Bezos, Google Chairman Eric Schmidt, Twitter founder Evan Williams, TPG Growth, and The Rise Fund.",1,138,sexual assault,"RAD - Rite Aid Foundation, Pittsburgh Penguins Foundation and Pennsylvania Attorney General Josh Shapiro Partner to Launch Prescription Drug Safet... - 22-Mar-18 - BW.pdf"
Rite Aid Corporation,Corporate Social Responsibility,"The report addresses the areas of governance in corporate social responsibility, data security, environmental sustainability, supply chain sustainability, health and wellness, including healthcare access, workplace environment, community involvement and workplace diversity and inclusion. Additionally, the report outlines Rite Aid’s commitment to continually evaluating and enhancing the company’s processes to provide the communities it serves with the highest level of value based care possible.",1,63,Diversity and Inclusion,RAD - Rite Aid Releases Inaugural Corporate Social Responsibility Report Demonstrating Commitment to CSR Initiatives - 28-Jun-19 - BW.pdf
Rite Aid Corporation,"Corporate Social Responsibility, Product/Service",,0,0,,RAD - Rite Aid's 2020 Corporate Social Responsibility Report Showcases Rapid Progress  - 08-Jun-20 - BW.pdf
The Rite Aid Foundation,"Corporate Social Responsibility, Funding, Product/Service","“Racism, injustice and intolerance have no home in the Rite Aid organization or in our communities,” said Heyward Donigan, President and CEO of Rite Aid. “We are committed to reflecting the diversity of the communities we serve. While this is a profoundly sad, difficult and important moment in our country, we also believe hope and progress is possible – one voice, one person, one family and one community at a time. Rite Aid can and will play an important role in the healing process through our support and involvement, and this initiative is the first step toward that goal.”",1,99,diversity,RAD - The Rite Aid Foundation Launches Racial Equity Awareness and Action Initiative - 12-Jun-20 - BW.pdf
Rite Aid Corporation,Product/Service,Camp Sunshine Inc. ConnectAbility Extra Special People Georgia Center for Child Advocacy Gwinnett Sexual Assault Center Lindsey's Place Camp Never Too Late Our House Special Olympics Georgia,1,27,sexual assault,"RAD, 06NX94 - Rite Aid Foundation Welcomes New Year with New Class of KidCents Charities - 12-Jan-17 - BW.pdf"
,,,0,0,,RDSB - Royal Dutch Shell Plc(RDSB-GB) Schedules Q1 2019 Earnings Call for 2-May-2019 830 AM ET - 29-Apr-19 - FCSTEV.pdf
Sanofi,Human Interest Groups,"For the first time, Sanofi was named to DiversityInc's Top 50 Companies for Diversity®, which recognizes the U.S.'s top companies for diversity and inclusion management. | BRIDGEWATER, N.J., May 2, 2018 /PRNewswire/ -- The DiversityInc Top 50 list, issued yearly since 2001, recognizes the nation's top companies for diversity and inclusion management. Companies named to the list excel in such areas as hiring, retaining and promoting women, minorities, people with disabilities, LGBT people, and veterans. | Sanofi seeks to provide employees with comprehensive benefits and resources to help support their desire to thrive in every dimension of their lives including physical well-being, financial well-being, work-life balance, making a difference, and diversity and inclusion. As a company that respects cultural differences, Sanofi has been building programs and creating policies that reflect our unwavering commitment to diversity through the following: | Nine Employee Resource Groups (ERGs) tap into the richness of our diversity by providing employees a forum in which to exchange ideas, network and gain exposure to different aspects of the organization. All ERGs are company-supported, executive-sponsored and employee run, offering unique development opportunities for everyone involved.  Diversity Recruitment  is an exciting focus area for Sanofi's Talent Acquisition team. Working across business units and functions alongside the D&I team, we are positioning Sanofi in the external marketplace to attract and engage with diverse talent to expand our talent pool. One way we do this is by developing meaningful relationships with key national associations to recruit across the lenses of gender, race/ethnicity, abilities, veteran status and sexual orientation.  Supplier Diversity is critical in our sourcing process. We strive to develop a robust diverse supply base that provides Sanofi with great opportunities in cost savings, innovation, service excellence and quality. In return, this helps to enable us to focus on our customer and patient needs. The Elevate leadership development program , now in existence for 5 years, focuses on accelerating female talent readiness for senior leadership roles. The successful 93 alumnae of Elevate are actively involved in furthering our diversity practices across the whole organization, modeling inclusive behaviors and paying it forward by accelerating talent growth in their own teams. Community partnerships further amplify inclusion and drive outside-in perspective. We proudly engage in local and national efforts through our ERGs, commercial and medical functions to celebrate and positively impact the diversity of the communities we serve.   | Sanofi Named to DiversityInc's Top 50 Companies for Diversity®   Wednesday, May 02, 2018 06:17:00 PM (GMT) | Read more about the DiversityInc Top 50 Companies for Diversity®. |  View original content: http://www.prnewswire.com/news-releases/sanofi-named-to-diversityincs-top-50- | companies-for-diversity-300641338.html",8,"25, 49, 62, 254, 16, 10, 4, 1","Diversity and Inclusion, D&I, diversity",SAN - Sanofi Named to DiversityInc's Top 50 Companies for Diversity® - 02-May-18 - PRN.pdf
,,,0,0,,SAN - Sanofi(SAN-FR) Schedules Annual General Meeting for 2-May-2018 830 AM ET - 26-Jul-17 - FCSTEV.pdf
,,,0,0,,SAN - Sanofi(SAN-FR) Schedules Q2 2020 Earnings Call for 29-July-2020 830 AM ET - 13-Apr-20 - FCSTEV.pdf
Sanofi,Human Interest Groups,"BRIDGEWATER, N.J., May 8, 2019 /PRNewswire/ -- For the second consecutive year, Sanofi has been named to DiversityInc's 2019 Top 50 Companies for Diversity. The DiversityInc Top 50 list recognizes the nation's top companies for diversity and inclusion management. The companies on the list excel in areas such as hiring, retaining and promoting women, minorities, people with disabilities, LGBT and veterans. Sanofi has also been named to two of DiversityInc's Specialty Lists – Top Companies for LGBT Employees and Top Companies for Philanthropy. | The Top 50 companies were recognized on May 7 at DiversityInc's annual diversity and inclusion event in New York City .  DiversityInc's survey evaluated more than 1,800 participating companies with 1,000 employees or more in their U.S. operations for adoption of diversity management strategies in four key areas: talent pipeline, talent development, leadership accountability, and supplier diversity. | Sanofi Recognized by DiversityInc as a Top 50 Company   Wednesday, May 08, 2019 05:12:00 PM (GMT) | ""As we continue to make progress on inclusion and diversity at Sanofi, we are delighted to have moved up to number 31 on the list,"" said Michelle Carnahan, Head of North America Primary Care and Chair, U.S. Country Council.  ""We depend on the diversity and talents of our employees to be more innovative, effective and competitive. Doing so requires that we maximize the power of our differences, so everyone feels engaged, empowered and included."" | Sanofi is committed to building programs and creating policies that reflect our unwavering commitment to inclusion, including employee resource groups, diversity recruitment, supplier diversity and community partnerships. This past year, we launched three new key initiatives: | More information on DiversityInc Top 50 can be found here. | recognized-by-diversityinc-as-a-top-50-company-300846497.html",7,"83, 57, 16, 74, 36, 10, 1","Diversity and Inclusion, diversity","SAN, 07T8MY - Sanofi Recognized by DiversityInc as a Top 50 Company - 08-May-19 - PRN.pdf"
Sanofi,Human Interest Groups,"BRIDGEWATER, N.J., Oct. 9, 2018 /PRNewswire/ -- Companies across industries from IT to biopharma have long emphasized the importance of recruiting and maintaining women in jobs in the so-called STEM fields – Science, Technology, Engineering, and Math. They spend billions every year to create all kinds of programs to encourage gender equality in these important occupations where men have tended to dominate, in order to benefit from the talents and ideas of empowered women in the workforce. | While one item near the top of the list is being given time outside of core job functions to do innovative side projects – an area of specific interest to employees in STEM fields – the remainder of the list are programs that generally promote gender equality in the workplace. So companies that want STEM diversity should ensure that they are not only committed to diversity, but that they actively work toward inclusion. | Sponsorship Aligns with Company's Commitment A major reason that Sanofi sponsored the study is its strong commitment to diversity across the company, including in the STEM fields. The company's efforts in Diversity & Inclusion ensures that women from all over the world have the opportunity to achieve their full potential and contribute to research and innovation at Sanofi. | ""We know from our own experience, and demonstrated by research, that gender diversity creates greater value, and that an inclusive culture is far more likely to be innovative and agile,""  says Cristina Santos , Sanofi's Head of Inclusion & Diversity and EEO North America. ""If we don't intentionally invite everyone to the conversation, Sanofi won't be able to deliver on our ambition to be a top three human healthcare company and meet the needs of the patients that count on us."" | ""Many of the real causes of lack of progression come back to a culture of non-inclusion and a lack of accountability for managers who do not have diverse teams,""  said  Anne C. Beal, MD, Sanofi's Global Head of Patient Solutions. ""We need to create an environment where talented, diverse candidates can thrive. Given that more women attend college and are better academically prepared than ever before, we cannot accept that the problem with lack of diversity is a pipeline issue."" | ""I am very excited with the increased innovation that we are already seeing around the world as a result of the increased presence of women, and diversity in general, on the marketplace and that in a variety of domains,""  said Anne Villeneuve, Global Head of Vaccines Industrial Risk Management, Toronto.",6,"77, 73, 58, 81, 80, 50","diversity, gender equality, Diversity & Inclusion","SAN, SNY - Keeping Women In STEM Careers Looking to Data For Answers - 09-Oct-18 - PRN.pdf"
Rebuilding Together,"Not For Profit Organizations, Human Interest Groups","Rebuilding Together Saratoga County chose the Guardian House of  Ballston Spa as its project for Operation Rebuild for Heroes at Home. The Guardian House is a transitional housing facility that provides assistance and resources for homeless female veterans, many of whom suffer from post-traumatic stress disorder, substance abuse, sexual abuse and other issues that stem from combat experiences. The $20,000 grant will allow Rebuilding Together Saratoga County to make critical renovations to a community room within the home, to transform it into a meditative space to be used by all of the veterans as they begin to heal from their injuries. The renovation will include: insulation, new flooring, ceiling and wall coverings and new windows.",1,115,sexual abuse,"SHLDQ - Operation Success Sears, Rebuilding Together Announce Winners in $250,000 Grant Contest - 05-Oct-11 - PRN.pdf"
Sears Holdings Corporation,"Corporate Social Responsibility, Labor Issues, Human Interest Groups","The Human Rights Campaign Foundation provides research, advocacy and education for the  Human Rights Campaign, America's largest civil rights organization. They work to achieve lesbian, gay, bisexual and transgender (LGBT) equality at home, work and in the community. The Corporate Equality Index is based on an analysis and rating of 688 businesses and their policies and practices pertinent to LGBT employees such as equal employment opportunity, benefits and associate networks to name a few. | HOFFMAN ESTATES, Ill., Jan. 4, 2013 /PRNewswire/ -- Sears Holdings (NASDAQ: SHLD) announced today that it scored 100 percent on the Human Rights Campaign Foundation's Corporate Equality Index for the eighth year in a row. The perfect score represents the company's commitment to equality through programs that reinforce inclusiveness of all employees and an understanding that diversity is a key business imperative. Sears Holdings is also listed in the Human Rights Campaign 'Buyer's Guide', an additional tribute to the company's support of workplace equality and inclusion.",2,"74, 86","Equal Employment Opportunity, diversity","SHLDQ, 05QC5R, 000NZV - Sears Holdings Scores 100 Percent On Human Rights Campaign Foundation's Corporate Equality Index - 04-Jan-13 - PRN.pdf"
,,"The Complaint alleges that during the Class Period, Signet issued false and misleading statements and/or  failed to disclose that alleged sexual harassment by employees of Signet's Sterling Family of Jewelers  division (""Sterling"") - including numerous incidents of sexual assault and rape which were detailed in  approximately 249 declarations signed under penalty of perjury by current and former Sterling employees -  made it unlikely that Signet would be able to avoid paying a sizable amount of damages in connection with a  class action lawsuit filed by Sterling employees. Signet's shares traded at artificially inflated prices during  the Class Period as a result of this information being withheld from the market. On February 27, 2017, The  Washington Post  reported on widespread allegations of sexual harassment made in the private arbitration  that implicated the Company's senior managers and executives. Following this news, Signet's stock price  dropped materially, which caused investors harm.",1,148,sexual harassment,SIG - 6-DAY DEADLINE Khang & Khang LLP Announces a Securities Class Action Lawsuit against Signet Jewelers Limited and Encourages Investors... - 29-Jun-17 - NEWS_ACW.pdf
,,"The Complaint alleges that during the Class Period, Signet issued false and misleading statements and/or  failed to disclose that alleged sexual harassment by employees of Signet's Sterling Family of Jewelers  division (""Sterling"") - including numerous incidents of sexual assault and rape which were detailed in  approximately 249 declarations signed under penalty of perjury by current and former Sterling employees -  made it unlikely that Signet would be able to avoid paying a sizable amount of damages in connection with a  class action lawsuit filed by Sterling employees. Signet's shares traded at artificially inflated prices  throughout the Class Period as a result of this information being withheld from the market. On February 27,  2017, The Washington Post  published a report revealing widespread allegations of sexual harassment made  in the private arbitration that implicated the Company's senior managers and executives. Following this  news, Signet's stock price dropped materially, which caused investors harm.",1,150,sexual harassment,SIG - APPROACHING DEADLINE Khang & Khang LLP Announces a Securities Class Action Lawsuit against Signet Jewelers Limited and Encourages Inv... - 21-Jun-17 - NEWS_ACW.pdf
,,"According to the Complaint, throughout the Class Period, Signet issued false and misleading statements  and/or failed to disclose that alleged sexual harassment by employees of Signet’s Sterling Family of  Jewelers division (""Sterling""), including numerous incidents of sexual assault and rape which were detailed in  approximately 249 declarations signed under penalty of perjury by current and former Sterling employees,  made it unlikely that Signet would be able to avoid paying a sizable amount of damages in connection with a  class action lawsuit filed by Sterling employees. Signet's stock traded at artificially inflated prices during the  Class Period as a result of this information being withheld from the market. On February 27, 2017, The  Washington Post  published a report revealing widespread allegations of sexual harassment made in the  private arbitration that implicated the Company's senior managers and executives. When this news was  announced, Signet's stock price fell materially, which harmed investors according to the Complaint.",1,153,sexual harassment,SIG - APPROACHING DEADLINE Lundin Law PC Announces Securities Class Action Lawsuit against Signet Jewelers Limited and Reminds Investors wi... - 13-Jun-17 - NEWS_ACW.pdf
,,"According to the Complaint, throughout the Class Period, Signet issued false and misleading statements  and/or failed to disclose that alleged sexual harassment by employees of Signet's Sterling Family of  Jewelers division (""Sterling""), including numerous incidents of sexual assault and rape which were detailed in  approximately 249 declarations signed under penalty of perjury by current and former Sterling employees,  made it unlikely that Signet would be able to avoid paying a sizable amount of damages in connection with a  class action lawsuit filed by Sterling employees. Signet's stock traded at artificially inflated prices during the  Class Period as a result of this information being withheld from the market. On February 27, 2017, The  Washington Post  published a report revealing widespread allegations of sexual harassment made in the  private arbitration that implicated the Company's senior managers and executives. When this news was  announced, Signet's stock price fell materially, which harmed investors according to the Complaint.",1,153,sexual harassment,SIG - APPROACHING UPDATED DEADLINE Lundin Law PC Announces Securities Class Action Lawsuit against Signet Jewelers Limited and Reminds Inve... - 16-Jun-17 - NEWS_ACW.pdf
"Barbuto Law & Associates, P.A.",,"Barbuto & Johansson, P.A.: Securities Fraud Lawsuit Filed Against Signet Jewelers, Ltd. Alleging Sexual Harassment Coverup (NYSE: SIG)  Tuesday, April 18, 2017 01:15:00 PM (GMT) | WELLINGTON, Fla., April 18, 2017 /PRNewswire/ -- Barbuto & Johansson, PA (the ""Firm""), announces that a securities class action lawsuit has been filed against Signet Jewelers, Ltd. (NYSE: SIG) (""Signet"" or the ""Company""). To learn more about this case, investors should contact the Firm before May 29, 2017, prior to the application deadline for lead plaintiff.  Anthony Barbuto, Esq., who has trained in class action representation and is also a leader in equestrian law, represents those who have been harmed by securities fraud.  Carly Johansson, Esq., who has previously worked for a national employment law firm dealing with sexual harassment cases, focuses on injury law, including financial injuries.  The firm announces that a securities class action against Signet has been filed in the United States District Court for the Northern District of Texas on behalf of purchasers of Signet common stock between August 29, 2013 and February 27, 2017, inclusive (the ""Class Period"").  On April 14, 2017, the case was transferred to the Southern District of New York. You can reach Mr. Barbuto or Ms. Johansson at (561) 444-7980. | Signet is charged with making false and misleading statements and omissions related to the Company's operations in violation of the Securities Exchange Act of 1934. The allegations involve Signet's subsidiary, Sterling Family of Jewelers (""Sterling""), which operates stores under brand names including Kay Jewelers and Jared. The lawsuit alleges that the Company publicly downplayed serious issues of sexual harassment that were alleged by employees in a private arbitration proceeding.  On February 26, 2017, however, the public gained access to 249 declarations by current and former Sterling employees that painted a picture of the Company in which sexual harassment is not just tolerated but modeled by top executives. Further, a February 27, 2017 Washington Post article quoted the arbitrator stating, ""[f]or the most part Sterling has not sought to refute this evidence."" After trading closed on February 27, 2017, Signet's common stock price plunged. | To view the original version on PR Newswire, visit: http://www.prnewswire.com/news-releases/barbuto-- johansson-pa-securities-fraud-lawsuit-filed-against-signet-jewelers-ltd-alleging-sexual-harassment-coverup- nyse-sig-300440437.html",4,"25, 179, 143, 12","sexual-harassment, sexual harassment","SIG - Barbuto & Johansson, P.A. Securities Fraud Lawsuit Filed Against Signet Jewelers, Ltd. Alleging Sexual Harassment Coverup (NYSE SIG) - 18-Apr-17 - PRN.pdf"
,,"The Complaint alleges that during the Class Period, Signet issued false and misleading statements and/or  failed to disclose that alleged sexual harassment by employees of Signet's Sterling Family of Jewelers  division (""Sterling"") - including numerous incidents of sexual assault and rape which were detailed in  approximately 249 declarations signed under penalty of perjury by current and former Sterling employees -  made it unlikely that Signet would be able to avoid paying a sizable amount of damages in connection with a  class action lawsuit filed by Sterling employees. Signet's shares traded at artificially inflated prices during  the Class Period as a result of this information being withheld from the market. On February 27, 2017, The  Washington Post  reported on widespread allegations of sexual harassment made in the private arbitration  that implicated the Company's senior managers and executives. Following this news, Signet's stock price  dropped materially, which caused investors harm.",1,148,sexual harassment,SIG - DEADLINE APPROACHING Khang & Khang LLP Announces a Securities Class Action Lawsuit against Signet Jewelers Limited and Encourages Inv... - 27-Jun-17 - NEWS_ACW.pdf
,,"According to the Complaint, throughout the Class Period, Signet issued false and misleading statements  and/or failed to disclose that alleged sexual harassment by employees of Signet's Sterling Family of  Jewelers division (""Sterling""), including numerous incidents of sexual assault and rape which were detailed in  approximately 249 declarations signed under penalty of perjury by current and former Sterling employees,  made it unlikely that Signet would be able to avoid paying a sizable amount of damages in connection with a  class action lawsuit filed by Sterling employees. Signet's stock traded at artificially inflated prices during the  Class Period as a result of this information being withheld from the market. On February 27, 2017, The  Washington Post  reported on widespread allegations of sexual harassment made in the private arbitration  that implicated the Company's senior managers and executives. When this information was announced,  Signet's stock price fell materially, which harmed investors according to the Complaint.",1,151,sexual harassment,SIG - DEADLINE APPROACHING Lundin Law PC Announces Securities Class Action Lawsuit against Signet Jewelers Limited and Encourages Investors... - 22-Jun-17 - NEWS_ACW.pdf
