who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
Brown-Forman Corporation,,"The Human Rights Campaign is America’s largest civil rights organization that works to achieve gay, lesbian, bisexual, and transgender equality. The HRC is perhaps best known for its annual Corporate Equality Index, http://www.hrc.org, released each fall that provides an in-depth analysis and rating of large U.S. employers and their policies and practices relating to LGBT employees. | “Brown-Forman is deeply committed to respecting all people and that extends throughout our workforce, our workplace, and our marketplace. Our perfect score reflects that commitment,” said Chief Diversity Officer Ralph de Chabert. | The CEI rates companies on 40 specific policies and practices, 32 of which are new or more demanding than last year. One new area highlighted this year requires that companies offer comprehensive healthcare coverage to their transgender workers to receive a perfect score. Additional criteria focused on four main objectives: equal employment opportunity policies, employment benefits, organizational LGBT competency, and public commitment.",3,"56, 32, 62","Chief Diversity Officer, gender equality, Equal Employment Opportunity","BF.B, BFA, BFB - Brown-Forman Receives Perfect Score for 2012 Corporate Equality Index - 12-Dec-11 - BW.pdf"
Brown-Forman Corporation,Personnel,"Varga began his CEO tenure in 2003 overseeing the company’s beverage business and succeeded Owsley Brown II as the corporation’s CEO in 2005. During his time leading the company, Varga focused Brown- Forman’s business on its premium spirits portfolio, significantly expanded the company’s global presence, initiated meaningful brand innovations, expertly deployed capital, and championed the company’s corporate responsibility and diversity and inclusion agendas. His leadership resulted in Brown-Forman enjoying some of the highest and most consistent growth rates in the distilled spirits industry over this time horizon. Most notably, the company’s total shareholder return (TSR) during his leadership tenure to date has been 17%, propelled by an almost six-fold increase in the company’s market capitalization, which today approximates $28 billion. Varga will remain on the Brown-Forman Board of Directors.",1,129,Diversity and Inclusion,"BF.B, BFA, BFB... - Brown-Forman Announces Leadership Succession Plan - 29-May-18 - BW.pdf"
Brown-Forman Corporation,Personnel,"McCallum also provided valuable leadership in support of the company’s work on diversity and inclusion with his commitment to Brown-Forman’s ongoing journey in pursuit of gender equality. He has served as co- executive sponsor of GROW (Growing Remarkable & Outstanding Women), Brown-Forman’s employee resource group to support gender parity, since 2016.",1,51,gender equality,"BF.B, BFA, BFB... - Brown-Forman Chief Brands Officer Mark McCallum to Retire Matias Bentel Named as Successor  - 12-Sep-19 - BW.pdf"
Brown-Forman Corporation,Award,"“Brown-Forman recognizes the importance of diversity and inclusion to creating a better overall community and company,” said Kathi Stearman, EEO Compliance Officer, Brown-Forman. “The DEI is an important tool to help us evaluate our work in disability inclusion, while also showing areas that need additional attention and development.” | Developed by the DEI Advisory Committee, a diverse group of business leaders, policy experts, and disability advocates, the DEI is a national, transparent, annual benchmarking tool that offers businesses an opportunity to receive an objective assessment of their overall disability inclusion policies and practices. It is an aspirational, educational, recognition tool that goes far beyond legal compliance, helping companies identify opportunities for continued improvement, while building their reputations as organizations that value diversity and inclusion.",2,"48, 75",Diversity and Inclusion,"BF.B, BFA, BFB... - Brown-Forman Corporation Named One of Best Places to Work for Disability Inclusion - 12-Sep-17 - BW.pdf"
Brown-Forman Corporation,Nonprofit,"Restaurant Workers’ Community Foundation (RWCF) is an advocacy and action nonprofit created by and for restaurant workers. It was founded in 2018 to advocate for gender equality, racial justice, fair wages, and healthy work environments in the restaurant industry. In the wake of the COVID-19 pandemic, RWCF’s full focus is supporting workers, small business owners, and an industry in crisis, through its Emergency Relief Fund. www.RestaurantWorkersCF.org",1,66,gender equality,"BF.B, BFA, BFB... - Brown-Forman Corporation Today Announced a Donation of $1 Million to COVID-19 Response Funds - 23-Mar-20 - BW.pdf"
Brown-Forman Corporation,"Survey, Award","""Brown-Forman is proud to be recognized as a best in class organization for disability inclusion practices. Welcoming and engaging the talents of individuals with disabilities is a critical part of our efforts to build an inclusive workforce,"" said Kathi Stearman, Brown-Forman, Employment Compliance Officer. ""Diversity and inclusion management is central to how we function as a company and the key to our long term sustainability. Our employees are energized and motivated by an environment that encourages them to leverage one another’s uniqueness, including those individuals with disabilities, in order to fully contribute to the success of the business."" | The 2019 DEI survey awarded points in six major categories: Culture and Leadership, Enterprise-wide Access, Employment Practices, Community Engagement, Supplier Diversity, and Non-US Operations. Companies received points in any given area by responding affirmatively to a significant portion of the numerous best practices outlined.",2,"98, 44","diversity, Diversity and Inclusion","BF.B, BFA, BFB... - Brown-Forman Named One of the DEI ® Best Places to Work - 18-Jul-19 - BW.pdf"
Brown-Forman Corporation,Corporate Social Responsibility,"Brown-Forman (NYSE:BFA)(NYSE:BFB) announced today the publication of its fifth corporate responsibility report, covering the company’s performance, progress, and challenges in the areas of alcohol responsibility, environmental sustainability, employee relations, diversity and inclusion, and community involvement. The report is available on the company’s web site at www.brown-forman.com/responsibility. | To better prioritize the responsibility issues that matter to the business, this year Brown-Forman conducted an assessment to formally identify the company’s key social, environmental, and ethical issues. The engagement efforts confirmed that alcohol responsibility – specifically, promoting responsible drinking and responsible brand marketing -- remain top priorities, alongside efforts to advance environmental sustainability and ensure human rights and diversity in the workplace. As a result, these and other issues are addressed in the report.",2,"46, 75","diversity, Diversity and Inclusion","BF.B, BFA, BFB... - Brown-Forman Publishes Fifth Corporate Responsibility Report - 21-Jul-15 - BW.pdf"
Brown-Forman Corporation,Personnel,"As a result of the changes announced today, Jill Jones, Executive Vice President and President of the North America Region, many emerging global markets, and global travel retail, will be leaving Brown-Forman. During her successful 18-year career at Brown-Forman, she skillfully has led a variety of functions and regions and provided exemplary leadership in the company’s Diversity and Inclusion efforts. The company thanks Jill for her many contributions.",1,68,Diversity and Inclusion,"BF.B, BFA, BFB... - Brown-Forman Refines Organization to Support Continued Strong Global Growth - 16-May-18 - BW.pdf"
Brown-Forman Corporation,"Personnel, Dividend","CEO Lawson Whiting discussed the company’s solid performance and its next generation of growth opportunities. He also emphasized the integration of alcohol responsibility, diversity and inclusion, community investment and environmental sustainability in the company’s global growth strategies.",1,37,Diversity and Inclusion,"BF.B, BFA, BFB... - Brown-Forman Stockholders Elect Directors and Board Approves Cash Dividend - 25-Jul-19 - BW.pdf"
Brown-Forman Corporation,Survey,"Non-discrimination policies Employment benefits Demonstrated organizational competency and accountability around LGBTQ diversity and inclusion Public commitment to LGBTQ equality Responsible citizenship | “I am grateful to work in a company where employees are actively building an environment where we can bring our best selves to work to do our best work. In the process, we are also doing our part, as global citizens, to create a better world,” said Ralph de Chabert, Brown-Forman, Chief Diversity, Inclusion, and Global Community Relations Officer. ""The CEI standards keep us focused on the most meaningful ways to support an inclusive workplace so that LGBTQ people will continue to choose to build their careers here.”",2,"21, 88","diversity, Diversity and Inclusion","BF.B, BFA, BFB... - CORRECTING and REPLACING Brown-Forman Earns Top Marks in 2020 Corporate Equality Index - 23-Jan-20 - BW.pdf"
Booking Holdings,Human Interest Groups,"One of the most notable and economically significant impacts of the expansion of connectivity in Asia has been the corresponding improvement in the lives of women and girls: 79% said that gender was not a barrier to Internet adoption in their country. 86% said that increased gender equality would drive adoption, and 91% | said greater digital participation would also improve gender equality in their country.",2,"53, 12",gender equality,BKNG - Booking Holdings Releases New Study on The Next Billion People Who Will Gain Access to the Internet - 17-Jan-19 - PRN.pdf
Booking.com,"Corporate Social Responsibility, Human Interest Groups","The awards were created to recognise innovative and inspiring women in technology who are transforming the European tech scene and serving as role models for the community, as well as to honour organisations that demonstrate a relentless commitment to gender equality in the workplace.",1,44,gender equality,BKNG - Booking.com Announces the Winners of Its Inaugural Technology Playmaker Awards - 09-Mar-18 - PRN.pdf
,,,0,0,,BMY - Bristol Myers Squibb Co.(BMY-US) Schedules Annual General Meeting - Proxy Fight for Board Representation for 29-May-2019 1030 AM ET - 03-May-19 - FCSTEV.pdf
,,,0,0,,BMY - Bristol Myers Squibb Co.(BMY-US) Schedules Annual General Meeting for 5-May-2020 1000 AM ET - 26-Mar-20 - FCSTEV.pdf
,Human Interest Groups,,0,0,,BMY - SHE European Program and Bristol-Myers Squibb Announce New Resources for Women Living with HIV and Physicians at the XIX International AID... - 23-Jul-12 - PRNE.pdf
,,,0,0,,BP - BP Plc(BP-GB) Schedules Annual General Meeting for 12-April-2012 630 AM ET - 01-Feb-12 - FCSTEV.pdf
,,,0,0,,BP - BP Plc(BP-GB) Schedules Capital Markets Day - Day 1 for 14-September-2020 830 AM ET - 04-Jun-20 - FCSTEV.pdf
The Mom Project,"Corporate Social Responsibility, Licensing & Marketing Agreements, Human Interest Groups","""The BP Returnship program gives us the opportunity to access a slate of candidates that we typically have not seen before and who are looking to get back into the workplace,"" said Doug Sparkman, chief operating officer, BP Fuels, North America . ""We have been very impressed with the people that The Mom Project sourced, furthering our belief that with programs like this, BP will continue to attract great talent and be seen as a leader in diversity and inclusion."" | To learn more about BP's diversity and inclusion goals, please click here. | The BP Returnship Program is a part of BP's continuous commitment to attract a diverse and talented workforce, fostering an inclusive environment aligned with BP's core values and behaviors: safety, respect, excellence, courage and one team. The company is almost three years into its stated diversity goals of having 25 percent of group leaders and 30 percent of senior level leaders be women by 2020.",3,"80, 12, 65","diversity, Diversity and Inclusion",BP - The Mom Project And BP Launch The BP Returnship Program - 11-Jan-18 - PRN.pdf
Cabela’s Incorporated,Funding,"Statements in this press release that are not historical or current fact are “forward-looking statements” that are based on the Company’s beliefs, assumptions, and expectations of future events, taking into account the information currently available to the Company. Such forward-looking statements include, but are not limited to, the Company’s statements regarding repurchasing up to $500 million of its common stock over a two-year period. Forward-looking statements involve risks and uncertainties that may cause the Company’s actual results, performance, or financial condition to differ materially from the expectations of future results, performance, or financial condition that the Company expresses or implies in any forward-looking statements. These risks and uncertainties include, but are not limited to: the state of the economy and the level of discretionary consumer spending, including changes in consumer preferences, demand for firearms and ammunition, and demographic trends; adverse changes in the capital and credit markets or the availability of capital and credit; the Company’s ability to successfully execute its omni-channel strategy; increasing competition in the outdoor sporting goods industry and for credit card products and reward programs; the cost of the Company’s products, including increases in fuel prices; the availability of the Company’s products due to political or financial instability in countries where the goods the Company sells are manufactured; supply and delivery shortages or interruptions, and other interruptions or disruptions to the Company’s systems, processes, or controls, caused by system changes or other factors; increased or adverse government regulations, including regulations relating to firearms and ammunition; the Company’s ability to protect its brand, intellectual property, and reputation; the Company’s ability to prevent cybersecurity breaches and mitigate cybersecurity risks; the outcome of litigation, administrative, and/or regulatory matters (including a Commissioner’s charge the Company received from the Chair of the U. S. Equal Employment Opportunity Commission in January 2011, the ongoing Securities and Exchange Commission investigation, audits by tax authorities, and compliance examinations by the Federal Deposit Insurance Corporation); the Company’s ability to manage credit, liquidity, interest rate, operational, legal, regulatory capital, and compliance risks; the Company’s ability to increase credit card receivables while managing credit quality; the Company’s ability to securitize its credit card receivables at acceptable rates or access the deposits market at acceptable rates; the impact of legislation, regulation, and supervisory",1,375,Equal Employment Opportunity,CAB - Cabela's Inc. Announces $500 Million Share Repurchase Program - 01-Sep-15 - BW.pdf
Cabela’s Incorporated,Stock Sale/Buyback,"Statements in this press release that are not historical or current fact are ""forward-looking statements"" that are based on the Company's beliefs, assumptions, and expectations of future events, taking into account the information currently available to the Company. Forward-looking statements involve risks and uncertainties that may cause the Company's actual results, performance, or financial condition to differ materially from the expectations of future results, performance, or financial condition that the Company expresses or implies in any forward-looking statements. These risks and uncertainties include, but are not limited to: the state of the economy and the level of discretionary consumer spending, including changes in consumer preferences, demand for firearms and ammunition, and demographic trends; adverse changes in the capital and credit markets or the availability of capital and credit; the Company's ability to successfully execute its omni- channel strategy; increasing competition in the outdoor sporting goods industry and for credit card products and reward programs; the cost of the Company's products, including increases in fuel prices; the availability of the Company's products due to political or financial instability in countries where the goods the Company sells are manufactured; supply and delivery shortages or interruptions, and other interruptions or disruptions to the Company's systems, processes, or controls, caused by system changes or other factors; increased or adverse government regulations, including regulations relating to firearms and ammunition; the Company's ability to protect its brand, intellectual property, and reputation; the Company’s ability to prevent cybersecurity breaches and mitigate cybersecurity risks; the outcome of litigation, administrative, and/or regulatory matters (including a Commissioner's charge the Company received from the Chair of the U. S. Equal Employment Opportunity Commission in January 2011, the ongoing Securities and Exchange Commission investigation, audits by tax authorities, and compliance examinations by the Federal Deposit",1,293,Equal Employment Opportunity,CAB - Cabela's Inc. Announces Closing of $400 Million Securitization - 16-Jul-15 - BW.pdf
Cabela’s Incorporated,Stock Sale/Buyback,"regulatory matters (including a Commissioner's charge the Company received from the Chair of the U. S. Equal Employment Opportunity Commission in January 2011, the ongoing Securities and Exchange Commission investigation, audits by tax authorities, and compliance examinations by the Federal Deposit Insurance Corporation); the Company's ability to manage credit, liquidity, interest rate, operational, legal, regulatory capital, and compliance risks; the Company's ability to increase credit card receivables while managing credit quality; the Company's ability to securitize its credit card receivables at acceptable rates or access the deposits market at acceptable rates; the impact of legislation, regulation, and supervisory regulatory actions in the financial services industry; and other risks, relevant factors, and uncertainties identified in the Company's filings with the SEC (including the information set forth in the ""Risk Factors"" section of the Company's Form 10-K for the fiscal year ended December 27, 2014, and Form 10-Q for the quarterly period ended June 27, 2015), which filings are available at the Company's website at www.cabelas.com and the SEC's website at www.sec.gov. Given the risks and uncertainties surrounding forward-looking statements, you should not place undue reliance on these statements. The Company's forward-looking statements speak only as of the date they are made. Other than as required by law, the Company undertakes no obligation to update or revise forward-looking statements, whether as a result of new information, future events, or otherwise.",1,228,Equal Employment Opportunity,CAB - Cabela's Inc. Announces Closing of $550 Million of Senior Notes - 06-Aug-15 - BW.pdf
Cabela’s Incorporated,Product/Service,"financial condition that the Company expresses or implies in any forward-looking statements. These risks and uncertainties include, but are not limited to: the level of discretionary consumer spending; the state of the economy, including increases in unemployment levels and bankruptcy filings; changes in the capital and credit markets or the availability of capital and credit; the Company's ability to comply with the financial covenants in its credit agreements; changes in consumer preferences and demographic trends; the Company's ability to successfully execute its multi-channel strategy; the ability to negotiate favorable purchase, lease and/or economic development arrangements for new retail store locations; expansion into new markets and market saturation due to new retail store openings; the rate of growth of general and administrative expenses associated with building a strengthened corporate infrastructure to support the Company's growth initiatives; increasing competition in the outdoor segment of the sporting goods industry; the cost of the Company's products, including increases in fuel prices; political or financial instability in countries where the goods the Company sells are manufactured; increases in postage rates or paper and printing costs; supply and delivery shortages or interruptions, and other interruptions or disruptions to our systems, processes or controls, caused by system changes or other factors, including technology system changes in support of our customer relationship management system; adverse or unseasonal weather conditions; fluctuations in operating results; increased government regulation, including regulations relating to firearms and ammunition; inadequate protection of the Company's intellectual property; material security breaches of computer systems; the Company's ability to protect its brand and reputation; the outcome of litigation, administrative and/or regulatory matters (including a Commissioner's charge the Company received from the Chair of the U.S. Equal Employment Opportunity Commission in January 2011); the Company's ability to manage credit, liquidity, interest rate, operational, legal and compliance risks; increasing competition for credit card products and reward programs; the Company's ability to increase credit card receivables while managing fraud, delinquencies and charge-offs; the Company's ability to securitize its credit card receivables at acceptable rates or access the deposits market at acceptable rates; decreased interchange fees as a result of credit card industry regulation and/or litigation; the impact of legislation, regulation and supervisory regulatory actions in the financial services industry, including new and proposed regulations affecting securitizations and the Dodd-Frank Wall Street Reform and Consumer Protection Act; other factors that the Company may not have currently identified or quantified; and other risks, relevant factors and uncertainties identified in the Company's filings with the SEC (including the information set forth in the ""Risk Factors"" section of the Company's Form 10-K for the fiscal year ended January 1, 2011, and Form 10-Q for the fiscal quarter ended April 2, 2011), which filings are available at the Company's website at www.cabelas.com and the SEC's website at www.sec.gov. Given the risks and uncertainties surrounding forward-looking statements, you should not place undue reliance on these statements. The Company's forward-looking statements speak only as of the date they are made. Other than as required by law, the Company undertakes no obligation to update or revise forward-looking statements, whether as a result of new information, future events or otherwise.",1,521,Equal Employment Opportunity,"CAB - Cabela's Inc. Announces Plans for Rogers, Ark., Store - 28-Jul-11 - BW.pdf"
