who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
MarketNewsUpdates.com,Investment Opinions,"Market analysts are forecasting steady growth for the Global Condom Industry based on such factors as rise in sexually transmitted diseases, HIV/Aids, incorrect use of contraceptives, unprotected sexual intercourse, contraceptive failures, or sexual assaults which can lead to unplanned pregnancies. According to Global Market Insights, the Global Contraceptives Market is poised cross USD $35 Billion by 2024 on the heels of rising prevalence of sexually transmitted diseases, favorable regulatory scenario in developed nations. The increasing use of contraceptive in under developed countries and rising awareness towards disease prevention will further boost the business size. In the news today includes: RESTANCE, Inc. (OTC: ANCE), Church & Dwight Co., Inc. (NYSE: CHD), Reckitt Benckiser Group plc (OTC: RBGLY), Pfizer Inc. (NYSE: PFE), Pfizer Inc. (NYSE: PFE)",1,124,sexual assault,"ANCE, CHD, LLY... - Global Condom Industry Growing at a Rapid Pace on Rising Awareness Towards Disease Prevention - 28-Nov-17 - PRN.pdf"
,,"With 64,000 employees in 69 countries, 523 production sites on five continents and over  30,000 suppliers, Essilor has a significant global 'footprint'. Across the world, employees  at  each  Group  entity  contribute  to  the  key  priorities  of  the  company's  sustainability  approach:  innovating  to  improve  access  to  visual  health;  reducing  water  and  energy  consumption;  promoting  diversity  and  inclusion;  ensuring  safe  and  quality  working  conditions; and connecting suppliers and customers to its mission.",1,70,diversity,EL - DJSI - FTSE4GOOD 2 major recognitions of Essilor's leadership in sustainability - 21-Sep-17 - NEWS_CR.pdf
,,"ÔÇ∑  Essilor ranks 62nd out of 700 companies in new annual listing of diversity and inclusion  | towards greater diversity and inclusion within the Company    | (Charenton-le-Pont, 20 November 2019) ""ì Essilor has been awarded the title of ""Diversity Leader  2020""ù by the Financial Times, recognized in the publication's new annual ranking of diversity  and  inclusion  in  the  workplace.  The  Group  is  listed  62nd  out  of  a  total  of  10,000  companies  scanned  as  part  of  this  first-of-its-kind  ranking  which  assesses  companies'  success  in  promoting all types of diversity.    This  award  is  an  endorsement  of  Essilor's  continuous  commitment  and  concrete  initiatives  towards  greater diversity and inclusion within the Company. At Essilor, diversity is defined and fostered across  multiple  areas,  ranging  from  gender  balance,  integration  of  people  with  disabilities,  openness  to  all  forms of sexual orientation to generational and cultural diversity.  With 7 nationalities represented in its management committee, Essilor's efforts in the field of diversity  are driven by both Group policies and a strong network of internal diversity ambassadors, promoting a  diverse and inclusive workforce across regions. Essilor is an official sponsor and active participant in  the  EVE  programme  whose  ambition  is  to  tackle  the  issue  of  women's  progression  within  the  professional world and has launched W.I.L (Women In Leadership), an internal initiative to help develop  more women into leadership positions in the Asia-Pacific-Middle-East-Africa scope of the Group.  When recruiting, the Group also makes sure that at least 50%  of candidates are women, and when  hiring at executive level that at least one woman is on the shortlist.   This latest recognition by the Financial Times follows on from a strong score of 94 points out of 100 in  the  Gender  Equality  Index  by  Essilor,  which  the  Company  measured  earlier  this  year  based  on  the  methodology defined by the French government.    Laurent Vacherot, CEO of Essilor, declared: ""We receive Financial Times' award with pride. Diversity  has been a key value for Essilor from the very beginning, shaping both our culture and identity and  contributing to our continued success. For us, promoting diversity and inclusion is not only an ethical  obligation, it is also one of our fundamental convictions: to achieve our ambition to provide better vision  and  protection  to  7.7  billion  people  on  the  planet,  we  need  a  full  diversity  of  talents.  Diversity  and  inclusion  are  key  vectors  of  our  ability  to  innovate  as  they  nourish  our  creativity  and  bring  together  varied perspectives, thereby creating value. With more than 69,000 employees worldwide, the diversity  of our talents and culture is one of our greatest strengths.""ù     The  Financial  Times'  ""Diversity  Leaders""ù  ranking  was  established  based  on  an  independent  survey  from a vast sample of more than 80,000 employees. In addition, the opinions of human resources and  recruitment experts have been considered to refine the analysis. The participants evaluated listed and  privately-held companies across 10 European countries1  and 26 industry sectors on various diversity  dimensions such as general diversity, gender, ethnicity, sexual orientation, age and disability. The 700  companies receiving the highest total scores were recognized as the Diversity Leaders 2020. For more  information about the Financial Times' ""Diversity Leaders""ù ranking, please click here.      |   Essilor recognized as a ""Diversity Leader 2020""ù by the Financial  Times",4,"16, 8, 494, 11","diversity, Diversity and Inclusion",EL - ESSILOR INTERNATIONAL SA  Press Release - 20-Nov-19 - NEWS_CR.pdf
,,"About BPP    Engaging  the  private  sector  is  at  the  cornerstone  of  Australia's  modernised  aid  program,  supporting  economic growth, incomes and jobs. The Business Partnerships  Platform (BPP) contributes directly to  accelerating  Australia's  collaboration  with  business  to  address  development  challenges  in  the  Asia- Pacific region. For more information, please visit BPP's website.     About Eye Mitra    Essilor's inclusive business arm, 2.5 New Vision Generation (2.5 NVG), launched its Eye Mitra program in  2013 in India as part of its strategy of increasing awareness and access to vision care for underserved  populations and at the same time improving their livelihood. Eye Mitra (Hindi for ""friend of the eyes""ù)  addresses  unmet  needs  for  vision  care  by  recruiting  and  training  unemployed  and  underemployed  young people to become primary vision care providers.    Essilor's  inclusive  business  programmes  impact  seven  out  of  17  UN  Sustainable  Development  Goals.  These include no poverty, quality educations, gender equality and decent work and economic growth.",1,152,gender equality,EL - ESSILOR INTERNATIONAL SA  Press Release - 23-Jan-18 - NEWS_CR.pdf
,,,0,0,,EL - ESSILOR INTERNATIONAL SA  Press Release - 29-May-18 - NEWS_CR.pdf
,,"Note to Editors     About 2.5 New Vision Generation and the Eye Mitra program    In 2013, Essilor, leading ophthalmic optics company, established its inclusive business 2.5 New Vision  Generation (2.5 NVG), to create awareness, develop infrastructure and bring affordable eye care to low  income countries which count for 90 per cent of the 2.5 billion people who suffer from uncorrected poor  vision globally. Essilor's inclusive business programs impact seven out of 17 UN Sustainable  Development Goals. These include no poverty, quality educations, gender equality and decent work and  economic growth.    2.5 NVG launched its flagship inclusive business program Eye Mitra in India in 2013 as part of its strategy  of increasing awareness and access to vision care for underserved populations and at the same time  improving their livelihood. Eye Mitra (Hindi for ""friend of the eyes""ù) addresses unmet needs for vision care  by recruiting and training unemployed and underemployed young people to become primary vision care  providers. Similar programs have been launched in Bangladesh and Kenya in 2018 and are known locally  as Eye Mitra and Eye Rafiki respectively.    For more information, please visit www.essilorseechange.com.      About Essilor",1,186,gender equality,EL - Essilor's inclusive business 2.5 NVG celebrates equipping over 10 million people in India with affordable eye care at annual Eye Mitra C... - 09-May-19 - NEWS_CR.pdf
,"Articles, Reports, Media Summaries","WSJ's Heard on the Street column applauds companies' dropping arbitration as means of addressing alleged sexual harassment  Monday, November 12, 2018 05:08:22 AM (GMT)",1,24,sexual harassment,"FB, GOOGL, MSFT... - WSJ's Heard on the Street column applauds companies' dropping arbitration as means of addressing alleged sexual harassment - 12-Nov-18 - SA.pdf"
,Company Announcement,"In  2018,  135  honorees  were  recognized,  spanning  23  countries  and  57  industries.  The  twelfth  class  of honorees  had  record  levels  of  involvement  with  their  stakeholders  and  their  communities  around  the  world. Measuring  and  improving  culture,  leading  authentically  and  committing  to  transparency,  diversity  and inclusion were all priorities for honorees.",1,49,diversity,LECO - Lincoln Electric Named One of the 2018 World's Most Ethical Companies¬Æ by the Ethisphere Institute - 12-Feb-18 - PMZ.pdf
,Company Announcement,"CLEVELAND, Feb. 25, 2019 (GLOBE NEWSWIRE) -- Lincoln Electric Holdings, Inc. (Nasdaq: LECO) (""Company""ù), announced today that Michele R. Kuhrt will serve as Executive Vice President, Chief Human Resources Officer (CHRO), effectively immediately. In this role, Kuhrt will be responsible for leading the global human resources team, with an emphasis on employee engagement and development, diversity and inclusion, and enhancing HR systems and processes. She will report to Christopher L. Mapes, Chairman, President and Chief Executive Officer.",1,77,Diversity and Inclusion,"LECO - Lincoln Electric Names Michele R. Kuhrt as Executive Vice President, Chief Human Resources Officer - 25-Feb-19 - PMZ.pdf"
Eli Lilly and Company,"Corporate Social Responsibility, Financing Agreements, Licensing & Marketing Agreements, Not For Profit Organizations","""Lumina Foundation's work has long been driven by our 'equity imperative,' a focus on justice for Black, Hispanic, and Native American students that we build into all of our efforts to increase the nation's educational attainment,"" said Timothy P. Robinson, assistant vice president, operations, and grants administration at Lumina. ""To strengthen those efforts, we have forged a new commitment to what we call Equity and Justice Intelligence ""ì our capacity to address diversity, inclusion and racial justice in all of our work.""",1,82,diversity,LLY - Central Indiana Racial Equity Fund Launches with more than $2.2 Million in Initial Commitments - 25-Jun-20 - PRN.pdf
Eli Lilly and Company,"Corporate Social Responsibility, Human Interest Groups","""We believe diversity is critical to innovation. Our inclusion on the  DiversityInc list is a great honor and validation of our efforts to create an environment where innovation can flourish,"" said Shaun Hawkins, chief diversity officer. ""Embracing diversity is at the core of our long-held value of respect for people. It is the lens through which we understand and respond to the unique needs of the millions of individuals who depend on our medicines. | DiversityInc Names Lilly a Top Company for Diversity   Wednesday, April 25, 2012 05:30:00 PM (GMT) | INDIANAPOLIS, April 25, 2012 /PRNewswire/ -- Eli Lilly and Company (NYSE: LLY) has been named to the 2012 DiversityInc Top 50 Companies for Diversity list. Lilly ranked 29th, an increase from its 2011 rating of 39. | DiversityInc's ""Top 50 Companies for Diversity"" is known as the leading assessment of diversity management globally. To make the list, participating companies must have more than 1,000 employees and demonstrate strength in key diversity areas: CEO commitment, human capital, corporate and organizational communications, and supplier diversity ""ì while also showing year-to-year progress in diversity initiatives. | ""Our diversity commitment extends through the full spectrum of our business, including our supply chain, clinical trial strategy and marketing. We also work to ensure that diversity is embedded in our global practices, policies and training, and in recent years, we have increased our leaders' accountability for developing diverse talent,"" Hawkins said. | Methodology A total of 587 companies participated in the 2012  DiversityInc Top 50 competition, up 11 percent from last year. The evaluation for placement consists of more than 300 empirical questions across four areas: CEO commitment, human capital, corporate and organizational communications, and supplier diversity. | The results are determined by statistical analysis. It is an independent editorial process and there is no fee to enter the competition and no requirement to conduct business with DiversityInc. | The top 50 companies, selected from among 587 submissions, were announced April 24 in New York . To see the full list, visit http://diversityinc.com/the-diversityinc-top-50-companies-for-diversity-2012/. | To learn more about diversity at Lilly, visit www.lilly.com/about/diversity/Pages/diversity.aspx.",9,"74, 15, 36, 55, 52, 45, 30, 24, 9","Chief Diversity Officer, diversity",LLY - DiversityInc Names Lilly a Top Company for Diversity - 25-Apr-12 - PRN.pdf
Eli Lilly and Company,"Corporate Social Responsibility, Human Interest Groups","""We must have a diverse group of employees who understand the varying needs of the diverse people we serve. Ensuring a nondiscriminatory work environment and a culture of inclusion for these employees is a key priority for Lilly, because we believe that diversity empowers us to generate unique insights and ideas, create solutions and deliver innovation to improve outcomes for individual patients,"" said Shaun Hawkins, chief diversity officer. | DiversityInc Names Lilly the Top Company for Working Families   Wednesday, October 10, 2012 01:00:00 PM (GMT) | INDIANAPOLIS, Oct. 10, 2012 /PRNewswire/ -- Eli Lilly and Company (NYSE: LLY) has been named DiversityInc's 2012 Top Company for Working Families. | Known as a leading assessor of diversity management globally,  DiversityInc has presented special awards to companies on its ""Top 50 Companies for Diversity"" list for exceptional diversity-management achievements since 2009. | ""We recognize the critical importance of work-life programs to address the diverse needs, expectations, lifestyles, and work styles of employees that allow them to be the most effective,"" said Steve Fry, senior vice president of human resources and diversity. ""Family-friendly work schedules and benefits are about having lower stress levels, maintaining better health, and enabling a stronger focus when at work""ì""ìall leading to enhanced engagement, increased innovation and ultimately better results."" | Lilly has received several workplace honors in 2012 for its commitment to diversity. These include being a finalist for Best in Class Employers of Asian Pacific American Professionals and Out & Equal's Workplace Awards. Additional honors include Top Companies for Executive Women, Top 100 Best Places to Work/Working Mother  magazine, Best Adoption Friendly Workplaces and receiving a perfect score of 100 on the Human Rights Campaign Best Places to Work Corporate Equality Index. | For more information,  http://www.lilly.com/about/diversity/Pages/diversity.aspx",7,"68, 16, 22, 30, 71, 73, 4","Chief Diversity Officer, diversity",LLY - DiversityInc Names Lilly the Top Company for Working Families - 10-Oct-12 - PRN.pdf
,,,0,0,,LLY - Eli Lilly & Co.(LLY-US) Schedules Annual General Meeting for 4-May-2020 1100 AM ET - 23-Mar-20 - FCSTEV.pdf
,,,0,0,,LLY - Eli Lilly & Co.(LLY-US) Schedules Q2 2020 Earnings Call for 30-July-2020 900 AM ET - 11-Nov-19 - FCSTEV.pdf
Eli Lilly and Company,"Corporate Social Responsibility, Human Interest Groups","""We are honored to again be included on the DiversityInc list,"" said Shaun Hawkins, Lilly's chief diversity officer. ""This recognition underscores Lilly's commitment to a culture that embraces difference, values inclusion, and supports our belief that diversity empowers us to generate unique ideas, create solutions and deliver innovation to improve outcomes for our patients."" | Lilly Again Named One of DiversityInc's Top 50 Companies for Diversity   Wednesday, April 24, 2013 03:00:00 PM (GMT) | INDIANAPOLIS, April 24, 2013 /PRNewswire/ -- Eli Lilly and Company (NYSE: LLY) has been named to the DiversityInc ""Top 50 Companies for Diversity"" list for the third consecutive year. | DiversityInc's ""Top 50 Companies for Diversity"" is known as a leading assessment of diversity management globally. To make the list, participating companies must have more than 1,000 employees and demonstrate strength in key diversity areas: CEO commitment, human capital, corporate and organizational communications, and supplier diversity ""ì while also showing year-to-year progress in diversity initiatives. A total of 893 companies participated, compared to 587 in 2012. | This year's list includes companies from a range of industries whose leadership, procurement practices, communications and training best reflect the rapidly changing face of America. The full list can be found at www.DiversityInc.com/top50. | ""On the heels of the demographically revealing 2012 presidential election, it is clear that U.S. companies are increasingly conscious of the importance of diversity,"" said Luke Visconti, CEO of DiversityInc. ""We are very encouraged to see more companies applying for this distinction and embracing diversity more deeply than ever. We also note a continued positive correlation between achievement in diversity and overall positive stock performance."" | Both the 2013 and the 2012 DiversityInc Top 50 lists outperformed the S&P 500 on a one-, three- and five- year basis. | Many of the programs are focused on female representation and leadership, which have been noted as areas of strength for Lilly by DiversityInc.  Previous evaluations of Lilly have spotlighted the company's success in the representation of women at top management levels and the promotion rate of women into management and within management ranks. | DiversityInc also has indicated Lilly's talent development programs and pipeline for other under-represented groups are showing results. Additional organizations have honored Lilly for these programs. The honors include: | DiversityInc  Methodology | The results are determined by statistical analysis. It is an independent editorial process and there is no fee to enter the competition and no requirement to conduct business with DiversityInc. | DiversityInc 2013 survey results show that Top 50 companies have: | In addition, DiversityInc notes that Top 50 companies have 51% more employees in resource groups than they did five years ago and donated 53% more to multicultural charities than they did five years ago. | The Top 50 companies were announced April 23 in New York . DiversityInc also announced a number of Specialty Lists, all of which can be viewed at www.DiversityInc.com. | To learn more about diversity at Lilly, visit www.lilly.com/about/diversity/Pages/diversity.aspx.",15,"54, 18, 29, 66, 33, 65, 22, 53, 28, 2, 30, 10, 34, 28, 9","Chief Diversity Officer, diversity",LLY - Lilly Again Named One of DiversityInc's Top 50 Companies for Diversity - 24-Apr-13 - PRN.pdf
Eli Lilly and Company,"Corporate Social Responsibility, Human Interest Groups","""We are honored to receive this recognition for the fourth year in a row,"" said  Shaun Hawkins, chief diversity officer. ""At Lilly, we value and understand the importance of diversity among our employees, and we are confident that efforts, such as the professional growth and development of executive women, will lead to better business results and innovative approaches to improving outcomes for patients."" | This is the second diversity award Lilly has received for 2012. Lilly achieved a 100 percent score on the Human Rights Campaign 2012 Corporate Equality Index and was named to that organization's ""Best Places to Work"" list.",2,"63, 37","Chief Diversity Officer, diversity",LLY - Lilly Recognized as a Top Company for Executive Women - 07-Feb-12 - PRN.pdf
Eli Lilly and Company,"Corporate Social Responsibility, Human Interest Groups","The Human Rights Campaign Foundation is the educational arm of America's largest civil rights organization working to achieve lesbian, gay, bisexual and transgender equality. By inspiring and engaging all Americans, HRC strives to end discrimination against LGBT citizens and realize a nation that achieves fundamental fairness and equality for all.  C-LLY | ""It is truly an honor to be recognized among the top companies in the nation for our commitment to inclusiveness among our employees,"" said Shaun Hawkins, chief diversity officer. ""At Lilly, we believe it is vitally important to attract and retain exceptional employees who feel comfortable in a culture that supports them being themselves."" | The CEI rates companies on 40 specific policies and practices, 32 of which are new or more demanding this year.  To achieve a perfect score, companies must have fully inclusive equal employment opportunity policies, provide equal employment benefits, demonstrate organizational LGBT competency, evidence their commitment to equality publicly and exercise responsible citizenship. The CEI report is available online at www.hrc.org/cei.",3,"51, 54, 60","gender equality, Chief Diversity Officer, Equal Employment Opportunity",LLY - Lilly Recognized as One of the Best Places to Work for LGBT Equality - 14-Dec-11 - PRN.pdf
Eli Lilly and Company,Human Interest Groups,"""We are honored to be recognized among the top companies in the nation for our commitment to diversity and inclusion,"" said Shaun Hawkins, chief diversity officer. ""At Lilly, ensuring that diversity is sought, valued and respected is critical to our company's success. Our focus is finding innovative medical solutions for patients, and we can only do that with a workforce that brings a wide variety of perspectives.""  | The CEI rates companies on 40 specific policies and practices. To achieve a perfect score, companies must have fully inclusive equal employment opportunity policies, provide equal employment benefits, demonstrate organizational LGBT competency, show commitment to equality publicly and exercise responsible citizenship. The CEI report is available online at www.hrc.org/cei. | For a full list of Lilly diversity awards and recognitions, visit  http://lilly.com/about/diversity/recognition/.",3,"67, 49, 12","diversity, Chief Diversity Officer, Equal Employment Opportunity",LLY - Lilly Recognized as One of the Best Places to Work for LGBT Equality - 19-Nov-12 - PRN.pdf
Eli Lilly and Company,Human Interest Groups,"""Lilly's inclusion on NAFE's list for the fifth consecutive year is a great honor,"" said  Shaun Hawkins, the company's chief diversity officer. ""It is vital to attract a diverse workforce that reflects our diverse business environment, and we are confident that efforts to promote the professional growth and development of executive women will lead to better company results and innovative approaches to our work for patients."" | Lilly's senior leaders are committed to diversity progress, including developing diversity workforce performance objectives such as career path planning for women and diverse employees. The company's succession-management process identifies leaders and managers assess employees to determine potential to take on more senior roles. Additionally, employees are provided many development and leadership training opportunities such as conferences, mentoring and networking programs and talent assessments. | Lilly is frequently ranked as one of the best companies to work and has received several workplace honors. Recent recognition includes Top 100 Best Places to Work/Working Mother  magazine, Top Company for Working Families/DiversityInc magazine, Best Adoption Friendly Workplaces and receiving a perfect score of 100 on the Human Rights Campaign Best Places to Work Corporate Equality Index.",3,"66, 63, 58","Chief Diversity Officer, diversity",LLY - Lilly Recognized for Fifth Straight Year on NAFE's 'Top 50 Companies for Executive Women' - 05-Feb-13 - PRN.pdf
Eli Lilly and Company,Corporate Social Responsibility,"conducting business ethically and transparently , including the safe, uninterrupted supply of medicines, ethical product promotion, patient privacy, public disclosure of clinical trial results and financial payments to health care professionals, and participation in public policy dialogue;   enhancing access to medicines and efforts to improve health among underserved populations through The Lilly Global Health Innovation Campaign, patient assistance programs and product donations; developing innovative medicines and maintaining the highest standards in research and development, including the use and care of animals in research, bioethics, patient safety and education, diversity in clinical trials, and the development of tailored medicines that deliver higher value and better outcomes for individual patients; supporting strong workplace practices that encompass diversity and inclusion; employee health, safety and wellness; recruiting, hiring and development; and efforts to help employees maintain work- life balance;",1,135,Diversity and Inclusion,LLY - Lilly Releases Its Most Comprehensive Corporate Responsibility Report - 14-Feb-12 - PRN.pdf
Eli Lilly and Company,Corporate Social Responsibility,"conducting business ethically and transparently , including the safe, uninterrupted supply of medicines, ethical product promotion, patient privacy, public disclosure of clinical trial results and financial payments to health care professionals;   enhancing access to medicines and efforts to improve health for people in need, including through patient assistance programs and product donations; developing innovative medicines and maintaining the highest standards in research and development, including the use and care of animals in research, bioethics, patient safety and education, and diversity in clinical trials; supporting strong workplace practices that encompass diversity and inclusion; employee health, safety and wellness; recruiting, hiring and development; and efforts to help employees maintain work- life balance; engaging with patients and communities to achieve better health outcomes, including community-",1,122,Diversity and Inclusion,LLY - Lilly Releases Update on Corporate Responsibility Efforts - 03-Dec-12 - PRN.pdf
lululemon athletica inc.,"Personnel, Photo/Multimedia","Ms. Warren led Nike's Global Diversity & Inclusion team from 2002 to 2014. During that time she initiated inaugural Global Cultural Assessments, helped establish the Global Women's Leadership Council, launched women's leadership conferences and oversaw the Company's employee resource networks. From 1999 to 2002, Ms. Warren served as director of Nike Global Community Affairs and the Nike Foundation. Prior to that she directed community relations for Levi Strauss and Co. and its foundation, and worked for AT&T and its foundation in community relations, human resources and other capacities.",1,88,Diversity & Inclusion,"LULU - lululemon athletica Names Gina Warren, Executive Vice President, Culture & Talent - 17-Nov-15 - BW.pdf"
"Five Point Communities Management, Inc.","Licensing & Marketing Agreements, New Products & Services","""This is a win for all live music lovers and especially the nearly 35,000 fans who offered their voices to the Save Live Music Irvine initiative,"" said Emile Haddad, Chairman and CEO of FivePoint. ""The cornerstone of how we build communities is connectivity. We believe what makes communities great is diversity and inclusivity. I don't believe there is a better place to find that than a live music venue and that's why this decision is important. We're excited because when you add music to sports, education, jobs and housing you enhance the experience for everyone and that's how a community is built.",1,102,diversity,LYV - FivePoint And Live Nation Entertainment Receive Green Light From A United Irvine City Council To Build Interim Outdoor Amphitheater - 15-Mar-17 - PRN.pdf
Live Nation Entertainment,,"$1 from every ticket sold will be donated on 'The Adventures of Kesha and Macklemore' tour. Kesha will donate her proceeds to RAINN (Rape, Abuse, & Incest National Network), the largest anti-sexual assault organization in the US. Macklemore will donate his proceeds to M Plus1, and organization that advances racial and social justice through the M&RL Equity Fund.",1,58,sexual assault,LYV - Kesha and Macklemore Will Conquer 2018 with 'The Adventures of Kesha and Macklemore' Tour - 11-Dec-17 - PRN.pdf
