identifier,headline,date,source,who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords
IBM,IBM Celebrates Women Business Pioneers In Artificial Intelligence,11-Jun-19,PRN,IBM,"Corporate Social Responsibility, Human Interest Groups","""Artificial Intelligence is poised to drive dramatic advances in every industry,"" said Michelle Peluso, SVP, Digital Sales & CMO, IBM, who also serves as Leader of IBM's Women's Initiative. ""Today, we are sharing the stories of more than 30 incredible women, who are paving the way forward in how AI is advancing businesses and changing how people work and live. At IBM, we know gender equality is critical and nowhere is this more important than in AI. We hope the stories shared today will encourage many more women to take a leadership role in shaping the future of this important technology.""",1,101,gender equality
"IBM, 00B1BR",IBM Named One of the 2019 World's Most Ethical Companies,26-Feb-19,PRN,IBM,Human Interest Groups,"Responsible stewardship of data and technology, the future of jobs and skills, and leading the way on diversity and inclusion are hallmarks of IBM's ethical commitments. Last year –as trust in technology came under heightened global scrutiny – IBM published its Principles for Trust and Transparency, which have long guided the company. They stress the belief that the purpose of new technologies is to augment – not replace – human intelligence, and that data and the insights derived from technology belong to the businesses who own them. The Principles also emphasize that new technologies brought into the world must be open, transparent, explainable and free of bias. | In addition, fueled by record diverse hiring, promotion and retention, IBM last year achieved its greatest progress in a decade on diversity representation among global executive women and underrepresented minorities. The company also advocated with governments around the world for policies that help ensure workplaces are as inclusive and diverse as the world we live in.",2,"107, 56","diversity, Diversity and Inclusion"
IBM,IBM Named To Working Mother's Best Companies For Multicultural Women List For 15th Consecutive Year,19-May-17,PRN,IBM,Human Interest Groups,"According to IBM Chief Diversity Officer  Lindsay-Rae McIntyre, ""Diversity and inclusion are more than HR policies – they need to be part of a company's culture and values. IBM has long been committed to supporting a diverse workforce, and our willingness to take on issues of inclusion, fairness and equal opportunity have made us a magnet for the smartest and most talented people in the world."" | For more about IBM's commitment to diversity and inclusion go here. | Working Mother Media (WMM), a division of Bonnier Corporation, publishes  Working Mother  magazine and its companion website, workingmother.com. The Working Mother Research Institute (workingmother.com/wmri), the National Association for Female Executives ( nafe.com) and Diversity Best Practices (diversitybestpractices.com) are also units within WMM. WMM's mission is to serve as a champion of culture change. Working Mother  magazine is the only national magazine for career-committed mothers.",3,"66, 11, 64","diversity, Chief Diversity Officer, Diversity and Inclusion"
IBM,IBM Study Empowering Women's Success in Technology Requires Inclusion,19-Apr-17,PRN,IBM,"Human Interest Groups, Socially Responsible Investing","For more than 100 years, IBM has engaged with communities where it does business, including creating the social infrastructure to give women and other under-represented groups access to education and resources to reach their potential. Most recently, IBM is partnering with Girls Who Code to close the gender gap in technology, recruiting girls in grades 6-12 for after-school clubs and summer programs to learn coding and learn about career opportunities in technology.  IBM's Tech Re-Entry program, together with the  Society of Women Engineers and iRelaunch, are making it easier for women to who have been out of the workforce to rejoin the tech industry.  | ""IBM has relentlessly focused on building and fostering an inclusive career environment,"" said  Lindsay-Rae McIntyre, Chief Diversity Officer, IBM.  ""We remain committed to creating a supportive career environment that offers IBMers the resources to progress in their careers and fulfill the company's purpose.""",2,"104, 43","Chief Diversity Officer, gender gap"
IBM,"IBM to Sponsor Out Leadership's OutWOMEN, Which Convenes LGBT Women in Business",2-Aug-16,PRN,Out Leadership,"Corporate Social Responsibility, Human Interest Groups","""At IBM, we support the business case for executive diversity and LGBT representation,"" said Lindsay- Rae McIntyre, IBM Chief Diversity Officer. ""The company has been committed to gender equality and LGBT- inclusivity for decades, and we look forward to working with OutWOMEN and furthering our position as a global leader in workplace diversity and inclusion."" | ""We estimate that only about 5% of Fortune 500 CEOs, and fewer than 1% of FTSE 250 CEOs are women,"" said Out Leadership Managing Director Stephanie Sandberg. ""Of the Financial Times' 2015 list of global leading LGBT executives, only 24% were women. But we know that diversity in senior leadership improves corporate performance and market opportunities. OutWOMEN seeks to give leading LGBT women a platform to champion their accomplishments, as well as to foster future generations of female leadership who will drive both equality and business results."" | For more information about IBM, go to IBM.com/diversity",3,"55, 87, 8","diversity, gender equality"
IBM,"IBM's Energy Program Saves $43 Million And Avoids 175,000 Metric Tons Of C02 Emissions",2-Jul-12,PRN,IBM,Corporate Social Responsibility,"They worked on 5,000 different projects ranging from improving education and healthcare to disaster relief response and conservation. Increased corporate donations of cash, technology and services to US$196.1 million, the 11th consecutive year that IBM donations increased. Pioneered a new model for economic development and education by opening Pathways in Technology Early College High School, or P-TECH, in New York City . It is the first grades 9-14 school, linking high school, college and career in one. Helped to fuel economic growth and job creation in the U.S. by creating Supplier Connection, a consortium of 16 companies that have a collective supply chain spend of $300 billion and make it easier for small businesses to become suppliers to large companies. Convened more than 100 IBM leaders from around the world for the first Global Diversity and Inclusion Summit, continuing IBM's commitment to diversity. Launched the Pro Bono Privacy Initiative, a group of privacy and legal professionals who engage with human services agencies to help them with privacy and data protection. Sent 115 IBM employees to 24 cities, from Johannesburg, South Africa  to St. Louis, Mo., as part of its Smarter Cities Challenge, helping city leaders devise strategies to improve efficiency, spur economic growth and engage citizens. Increased its global first and second tier spending with diversity-owned suppliers to  $3.2 billion, providing more global opportunities to diversity-owned businesses.",1,227,Diversity and Inclusion
IBM,International Business Machines Corp.(IBM,US) Schedules Annual General Meeting for 28-April-2020 1000 AM ET,10,,,,0,0,
INTU,"Intuit, Inc.(INTU",US) Schedules Annual General Meeting for 23-January-2020 1100 AM ET,29,,,,0,0,
JBLU,JetBlue and RuPaul's Drag Race Bring It to The Runway for World Pride as New York's Hometown Airline® Celebrates Ongoing Commitment to Dive...,13-Jun-19,BW,JetBlue,"Contract/Agreement, Product/Service, Photo/Multimedia, Nonprofit","JetBlue and RuPaul’s Drag Race Bring It to The Runway for World Pride as New York’s Hometown Airline® Celebrates Ongoing Commitment to Diversity and Inclusion  Thursday, June 13, 2019 10:46:00 PM (GMT) | JetBlue and RuPaul's Drag Race Bring It to The Runway for World Pride as New York's Hometown Airline® Celebrates Ongoing Commitment to Diversity and Inclusion (Photo: Business Wire) | “With crewmembers and customers reflecting incredible diversity, we celebrate all our differences and live JetBlue’s mission to inspire humanity as a leader in inclusion both inside and outside the company,” said Joanna Geraghty, president and chief operating officer, JetBlue. “Every day, but especially as we celebrate World Pride in our hometown, JetBlue values the | The Center JetBlue is once again a proud supporter and the official airline of The Lesbian, Gay, Bisexual & Transgender Community Center – known locally as simply The Center. Since 1983, The Center has been supporting, fostering and celebrating the LGBT community of New York City and empowers people to lead healthy, successful lives. The Center celebrates diversity and advocates for justice and opportunity.",4,"32, 28, 54, 64","diversity, Diversity and Inclusion"
JBLU,JetBlue Announces Leadership Appointments,14-Feb-20,BW,JetBlue Airways,"Photo/Multimedia, Personnel","Sophia Mendelsohn  has been appointed vice president sustainability & environmental social governance (ESG). Since 2013, Mendelsohn has helped JetBlue design and implement policies and practices that enhance the company’s competitive advantage and reduce environmental impact. Most recently, she led the efforts to offset carbon dioxide emissions (CO2) from jet fuel for all domestic JetBlue flights beginning in July 2020. In this new role, she will expand her responsibilities to include JetBlue’s diversity and inclusion efforts and work toward increased representation and inclusion in all areas of the business. Mendelsohn will continue reporting to Brandon Nelson, JetBlue’s general counsel and corporate secretary. Mendelsohn is a graduate of Brandeis University and also holds Master of Science in Sustainability Management from Columbia University.",1,120,Diversity and Inclusion
JBLU,JetBlue Celebrates Airline's Commitment to Diversity with Support for LGBT Events throughout Pride Month,1-Jun-18,BW,JetBlue,"Photo/Multimedia, Event","“When you're lucky enough to have a sponsor who really understands your mission, supports your vision, and commits to true diversity and inclusion in their own workplace, you know that you have a perfect partner,” said Lisa Reilly, executive director, Big Apple Performing Arts. “NYCGMC values and appreciates our extraordinary partnership with JetBlue and JetPride. We're proud to call JetBlue our sponsor and our friend, and look forward to celebrating Pride with them.” | JetBlue Celebrates Airline’s Commitment to Diversity with Support for LGBT Events throughout Pride Month  Friday, June 01, 2018 12:30:00 PM (GMT) | JetBlue (NASDAQ:JBLU) today announced a variety of events it will support in June as the airline celebrates diversity and equality as part of LGBT Pride Month. JetBlue will also continue its long-standing support for various LGBT groups, events and organizations across the nation throughout the year. | “At JetBlue, where our mission is to inspire humanity, we have long believed that celebrating inclusion and diversity is at the core of our values,” said LaToya Jordan, director talent management and diversity, JetBlue. “Supporting the LGBTQ community and its various organizations throughout the year is always special, but being meaningfully involved takes on added significance during the month of June when so many of our crewmembers, family and friends | JetBlue is once again a proud supporter and the official airline of The Lesbian, Gay, Bisexual & Transgender Community Center – known locally as simply The Center. Since 1983, The Center has been supporting, fostering and celebrating the LGBT community of New York City and empowers people to lead healthy, successful lives. The Center celebrates diversity and advocates for justice and opportunity.",5,"73, 21, 46, 70, 62","diversity, Diversity and Inclusion"
JBLU,JetBlue Encourages 'Even More Girls,In Tech' With an Event Focused on Inspiring Young Girls to Pursue STEM Careers - 10-Jan,18,JetBlue,"Product/Service, Photo/Multimedia, Event, Nonprofit","JetBlue Equals, the airline’s diversity and inclusion platform, JetBlue Technology Ventures, the venture capital subsidiary of JetBlue, and The JetBlue Foundation, a 501 (c)(3) nonprofit focused on STEM education, have a joint vision to provide access to girls and encourage careers in aviation. | Overall, the airline is focused on ensuring diverse, fresh perspectives to influence all aspects of the company, particularly the technology fields that fuel the airline. This collaborative effort, JetBlue Equals, is the umbrella platform for JetBlue’s initiatives related to diversity and inclusion. In Silicon Valley, JetBlue's commitment to diversity is engrained in their approach encouraging entrepreneurship. JetBlue Technology Ventures incubates, invests in and partners with early stage startups at the intersection of travel and technology.",2,"43, 75",Diversity and Inclusion
JBLU,JetBlue Focuses on Long,Term Planning in New Environmental and Responsibility Report - 10-Apr,17,JetBlue,Product/Service,"This year’s report highlights how JetBlue is leading by example and focuses on five key areas – environment, innovation, education, diversity and inclusion and caring. In 2016, JetBlue invested in emission-reducing technology, ran an airport farm and offered a helping hand to future aviators and local communities. | Diversity and Inclusion | Diversity is the blueprint for a robust business. Crewmembers from different backgrounds are better able to anticipate the needs of diverse customers. In 2016, JetBlue broadened its horizons by serving new communities and encouraging crewmembers to meet their highest potential through crewmember resource groups and mentorship opportunities.",3,"47, 3, 47","diversity, Diversity and Inclusion"
JBLU,JetBlue Releases Annual Responsibility Report,17-May-16,BW,JetBlue,,Diversity & Inclusion,1,3,Diversity & Inclusion
JBLU,JetBlue Spices Up Its 'BlueBud' Business Mentoring Program With The Bronx Greenmarket Hot Sauce,Serrano Pepper Product Grown in New York ... - 15-Aug,16,JetBlue,Photo/Multimedia,"JetBlue Food For Thought - BlueBud is an example of the airline’s inclusive mindset. JetBlue cares about its BlueCities and the businesses that fuel their local economies. The airline’s hope is to create greater access to JetBlue opportunities one BlueBud at a time. JetBlue’s product development, strategic sourcing, diversity and inclusion and sustainability teams work to ensure there are a variety of nutritious options available on all onboard food and beverage menus. Visit Jetblue.com/green/food/ for more details. | ""There is no matching the talent or diversity of our homegrown companies, and that's especially true when it comes to food. Firms like The Bronx Greenmarket Hot Sauce create good jobs right here in the five boroughs. JetBlue is giving them an incredible opportunity to grow their business and access new customers. We are thrilled to see this kind of innovative partnership take off,"" said New York City Deputy Mayor for Housing and Economic Development, Alicia Glen.",2,"77, 77","diversity, Diversity and Inclusion"
JNJ,Johnson & Johnson Announces Progress Toward Health for Humanity Goals,5-Jun-18,PRN,Johnson & Johnson,,"Named a 2017 Change the World List Leader in  Fortune Magazine. Named a Leader in Vaccine R&D, Access to Vaccines Index (ATVI). Enabled 38,000 adult patients and 630 pediatric patients to receive access to HIV/AIDS therapy with the branded and generic versions of PREZISTA, INTELENCE and EDURANT.3 Joined the Patent Information Initiative for Medicines (Pat-INFORMED). Named a 2017 Clarivate Analytics Top 100 Global Innovator. Awarded Public Health Initiative of the Year for mobile phone technology mMitra in  India. Named Best Manufacturer Partner in the Gartner Healthcare Supply Chain Rankings. Ranked #2 on Reuters Diversity & Inclusion Index. Ranked Top 10 on the 2017 Working Mother list of 100 Best Companies for Working Mothers. Ranked #15 on the 2017 CareerBliss list of 50 Happiest Companies in America. Received the 2017 Patent Award for the Global Aquatic Ingredient Assessment (GAIA) Tool. Ranked Top 10 in U.S. on the 2017 Newsweek Green Rankings. Named a Founding Member on the Climate Leadership Council, American Chemical Society's Green Chemistry Pharmaceutical Industry Roundtable and the Healthcare Plastics Recycling Council. Received a 100% score on the Bioethics International Good Pharma Scorecard. Named 2017 Corporation of the Year by the Minority Business Development Agency. Admitted to CDP's Supplier Engagement Leader Board, receiving an A for outstanding performance in supplier engagement. | Introduced a new global standard for Parental Leave, where our employees across the globe - including countries like Brazil, China, India and Japan - are eligible to take a minimum of eight weeks paid parental leave for birth or adoption. Reached 25% electricity use from renewable energy sources across the company and achieved our first-ever carbon-neutral status for our site in Helsingborg, Sweden for all energy sources across manufacturing, R&D and warehouse facilities.2",2,"212, 73","Diversity & Inclusion, parental leave"
JNJ,Johnson & Johnson Issues Call for Innovative Ideas to Reduce HIV Infections in Sub,Saharan Africa - 17-Feb,16,Johnson & Johnson,"Corporate Social Responsibility, Human Interest Groups","Johnson & Johnson, through its Janssen Pharmaceutical Companies, joined the DREAMS Partnership as an anchor partner last December. The ambitious $385 million partnership delivers a Core Package of evidence- informed approaches that go beyond the health sector, addressing the structural drivers that directly or indirectly increase girls' HIV risk, including poverty, gender inequality, sexual violence, and lack of education. The DREAMS Partnership also includes PEPFAR, the Bill & Melinda Gates Foundation, Girl Effect, Gilead Sciences, and ViiV Healthcare.",1,78,gender inequality
JNJ,Johnson & Johnson Names Winners of First Africa Innovation Challenge,14-Mar-17,PRN,Johnson & Johnson,"Government Policies & News, Human Interest Groups","Globally there is significant gender inequality in the sciences.  To help address this, Johnson & Johnson has made a strong commitment to increase the number of Women in Science, Technology, Engineering, Math, Manufacturing and Design (WISTEM2D) careers. Last year, the company entered into 10 partnerships with institutions around the world to accelerate the development of WISTEM2D careers and supported other STEM initiatives globally. | With the sponsorship of Women in Innovation (WiIN), and through the collaboration with the Alliance for Accelerating Excellence in Science in Africa (AESA), the company expands its WISTEM2D commitment to Africa, where gender inequality in science and innovation careers mirrors gaps found around the world.",2,"63, 45",gender inequality
JNJ,Johnson & Johnson Releases Inaugural You Belong Diversity & Inclusion Impact Review,7-Oct-19,PRN,Johnson & Johnson,,"Company recognizes diversity and inclusion as a key driver of business innovation, fueled by a culture of belonging and a diverse workforce | ""We believe that only when our employees can be their true, authentic selves can they spark innovative solutions to the problems facing our world,"" said Peter Fasolo, Ph.D., Executive Vice President, Chief Human Resources Officer, Johnson & Johnson. ""From our humble beginnings more than a century ago, diversity and inclusion has been at the heart of our prescription for success. Our associates around the world work hard to make Johnson & Johnson a welcoming place where diverse ideas can flourish, and with this publication, we've tried to bring their stories to life. We're honored to share it with the world."" | ""Having diversity and inclusion as a business imperative is so critical. It's about far more than checking a box and can't simply be boiled down to one initiative or program,"" said Wanda Bryant Hope, Chief Diversity & Inclusion Officer, Johnson & Johnson. ""Instead, D&I needs to inform every component of business operations. Our Impact Review sheds light on our evidence-based approach, and how it has made a difference for our patients, stakeholders, and customers around the world. We're proud of the progress we've made and are honored by the recognition we've received globally by prominent organizations as we continue to prioritize our culture of belonging. But, we know that there's always more work to be done."" | At Johnson & Johnson, diversity and inclusion is about bringing together diverse perspectives to spark solutions to create a better, healthier world. With this is mind, Johnson & Johnson has also launched the Diversity in Innovation QuickFire Challenge to support opportunities for multicultural innovators who are Black/African American, Hispanic/Latino, and American Indian or Alaska Native to participate in life science research and discovery. The multicultural innovator(s) with the best idea, technology, or solution that improves healthcare will receive up to $250,000 in grant funding, access to the global Johnson & Johnson Innovation - JLABS (JLABS) network and mentorship from experts within the Johnson & Johnson Family of Companies. JLABS is a global network of open innovation ecosystems, enabling and empowering innovators across a broad healthcare spectrum including pharmaceutical, medical device, consumer and health tech sectors to create and accelerate the delivery of life-saving, life-enhancing health and wellness solutions to patients around the world. | Johnson & Johnson Releases Inaugural You Belong: Diversity & Inclusion Impact Review   Monday, October 07, 2019 12:00:00 PM (GMT) | NEW BRUNSWICK, N.J. , Oct. 7, 2019 /PRNewswire/ -- Johnson & Johnson (NYSE: JNJ), the world's largest and most broadly-based healthcare company, today published You Belong: Diversity & Inclusion Impact Review  (Impact Review), which demonstrates how a strategic Diversity & Inclusion (D&I) philosophy has been a key driver of innovation and impactful business outcomes since its founding more than 130 years ago. Through collaborative achievements and personal stories, the Impact Review explores how the collective wisdom and commitment to inclusion of the 135,000 Johnson & Johnson employees power the company's spirit, and serve patients, customers, and consumers every day. | Diversity in Clinical Trials: Johnson & Johnson has made a strategic shift in its approach to clinical trials, focusing efforts on educating diverse communities about the importance of participating. In the company's ongoing LOTUS trial for Lupus, 38% of participants to date are from underrepresented groups, compared to the industry average of 12%. Supplier Diversity: Johnson & Johnson spends $1 billion annually to support women and minority- owned businesses as part of the company's role on the Billion Dollar Roundtable. Cultivating Inclusive Communities: Over  20,000 of the company's employees are engaged in one or more of the company's 300 Employee Resource Group (ERG) chapters around the world, which connect and harness the passions of employees across the organization. These groups provide critical D&I insights to the business and serve as supportive environments for the company's 135,000 employees. For example, in 2019, the company's ERG for Hispanic and Latinx employees (HOLA) helped launch one of the largest advertising campaigns at the Hispanic Day Parade in New York City , reaching one million people and distributing more than 10,000 product samples. Addressing Unconscious Bias: More than 105,000 of the company's employees across the globe have completed unconscious bias training, including 95% of managers and more than 85% of the company's total employees. | releases-inaugural-you-belong-diversity--inclusion-impact-review-300932796.html",8,"22, 100, 116, 153, 19, 99, 210, 1","Diversity & Inclusion, D&I, diversity, Diversity and Inclusion"
JNJ,Johnson & Johnson(JNJ,US) Schedules Annual General Meeting for 25-April-2019 1000 AM ET,13,,,,0,0,
JNJ,Johnson & Johnson(JNJ,US) Schedules Business Update Call for 18-June-2020 800 AM ET,4,,,,0,0,
JNJ,Johnson & Johnson(JNJ,US) Schedules Q2 2018 Earnings Call for 17-July-2018 830 AM ET,7,,,,0,0,
JNJ,Johnson & Johnson(JNJ,US) Schedules Q3 2020 Earnings Call for 13-October-2020 830 AM ET,16,,,,0,0,
JNJ,Johnson & Johnson(JNJ,US) Schedules Q4 2018 Earnings Call for 22-January-2019 830 AM ET,4,,,,0,0,
JNJ,Johnson & Johnson(JNJ,US) Schedules Sanford C. Bernstein Strategic Decisions Conference for 30-May-2019 1200 PM ET,19,,,,0,0,
JPM,JPMorgan Chase & Co.(JPM,US) Schedules Goldman Sachs US Financial Services Conference for 10-December-2019 1150 AM ET,10,,,,0,0,
JPM,JPMorgan Chase & Co.(JPM,US) Schedules Investor Day for 24-February-2015 830 AM ET,17,,,,0,0,
"JPM, 00CNF4, 00CSYM...",JPMorgan Chase Completes Debt Offering Co,Managed Exclusively by Veteran Business Enterprises - 09-Jun,15,JPMorgan Chase & Co.,"Bond Issue, Corporate Social Responsibility, Product/Service","Benchmark 30-year transaction breaks new ground for diversity and inclusion | The National Veteran-owned Business Association recently named JPMorgan Chase one of the best U.S. corporations committed to working with veteran-owned businesses in 2015, using data and responses from the 2015 Military Friendly® Supplier Diversity survey.",2,"10, 35","diversity, Diversity and Inclusion"
"JPM, 063NCT",JPMorgan Chase Kicks Off New Conference Accessibility Initiative,23-Mar-16,BW,JPMorgan Chase & Co.,Product/Service,"“People with disabilities experience economic hardship at rates that exceed the national average. At JPMorgan Chase, we believe that the private sector has both a responsibility and role to play in helping address economic and social challenges,” said Naomi Camper, Head of the Office of Nonprofit Engagement at JPMorgan Chase. “Through the Conference Accessibility Initiative, JPMorgan Chase is excited to create more inclusive advocacy and community development conversations and expand the way people think about diversity and inclusion.”",1,78,Diversity and Inclusion
