identifier,headline,date,source,who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords
CPB,Campbell Named to 2019 Bloomberg Gender,Equality Index - 16-Jan,19,Campbell Soup Company,"Award, Product/Service","Bloomberg's standardized reporting framework offers public companies the opportunity to disclose information on how they promote gender equality across four separate areas ""ì company statistics, policies, community engagement and products and services. Reporting companies that score above a globally- established threshold, based on the extent of disclosures and the achievement of best-in-class statistics and policies, are included in the GEI. | ""We are honored to be included in the Bloomberg Index along with other companies that value gender equity,""ù said Elizabeth Campbell, Director, Diversity and Inclusion. ""At Campbell, diversity and inclusion is a core component of our business strategy and is critical to our success. Our continuing work in creating an inclusive culture benefits our talent, our shareholders, our customers and our consumers.""ù | The second annual index includes companies from 10 sectors headquartered across 36 countries. Campbell excelled in areas such as Board representation, diversity & inclusion leadership, U.S. parental leave, family care, health care and flexible work arrangements. Campbell scored higher than average against both Index Members and consumer packaged goods peer companies. | Campbell promotes gender equity at all levels of the organization with initiatives such as the Women of Campbell, an employee-led business resource group designed to empower women within the organization. On-site day care facilities at Campbell's WHQ in Camden, N.J. and competitive parental leave policies provide Campbell employees with the support needed to navigate their careers. | Campbell was also recognized in 2018 by the Forum of Executive Women as a Champion of Board Diversity. | Campbell Named to 2019 Bloomberg Gender-Equality Index  Wednesday, January 16, 2019 12:30:00 PM (GMT) | The Gender-Equality Index highlights companies committed to workplace gender reporting and the advancement of women in the workplace | Campbell Soup Company (NYSE:CPB)  has been named to the 2019 Bloomberg Gender-Equality Index (GEI) which recognizes companies committed to transparency in gender reporting and advancing women's equality.",8,"60, 62, 51, 56, 18, 14, 18, 27","Diversity & Inclusion, gender equality, diversity, Diversity and Inclusion, gender-equality, parental leave"
"CPB, CPB",Campbell Soup Company Earns Distinction of Best Places to Work for LGBT Equality,19-Nov-14,BW,Campbell Soup Company,"Award, Product/Service","The Human Rights Campaign is America's largest civil rights organization working to achieve lesbian, gay, bisexual and transgender equality. By inspiring and engaging all Americans, HRC strives to end discrimination against LGBT citizens and realize a nation that achieves fundamental fairness and equality for all. | ""We are honored to again be among the top companies recognized by the Human Rights Campaign Foundation,""ù said Kim Ryan, Campbell's Vice President, Global Diversity & Inclusion. ""This recognition demonstrates our commitment and ongoing efforts to attract and retain a diverse and inclusive global workforce. We believe that creating a supportive workplace where employees can truly be themselves enables us to be a stronger, high-performing organization and reflects the consumer base we want to serve today and tomorrow.""ù | Now in its 13th year, the index is the Human Rights Campaign Foundation's annual report card of corporate America's treatment of LGBT employees, consumers and investors. Businesses are rated on a scale of 0 to 100, based on the existence of corporate policies that support LGBT people through anti-discrimination protection, domestic partner benefits, diversity training, affinity groups, and LGBT-specific engagement efforts.",3,"45, 78, 61","gender equality, diversity, Diversity & Inclusion"
CPB,Campbell Soup Company Named to 2020 Bloomberg Gender,Equality Index - 21-Jan,20,Campbell Soup Company,Award,"The GEI tracks the financial performance of public companies committed to supporting gender equality through policy development, representation and transparency. The reference index measures gender equality across five pillars: female leadership and talent pipeline; equal pay and gender pay parity; inclusive culture, sexual harassment policies; and pro-women brand. Campbell scored at or above a global threshold established by Bloomberg to reflect a high level of disclosure and overall performance across these five pillars. | Campbell Soup Company (NYSE: CPB) has been named to the 2020 Bloomberg Gender-Equality Index (GEI) which recognizes companies committed to transparency in disclosing gender-related metrics and investment in workplace gender equality. The third annual index includes 325 companies spanning 50 industries headquartered across 42 countries. Campbell performed well in areas such as Board representation, employee health care and flexible work arrangements. | ""We are honored to be included again in the Bloomberg Gender-Equality Index in recognition of our commitment to gender equality across our organization,""ù said Xavier Boza, Campbell's Executive Vice President and Chief Human Resources Officer. ""Building an inclusive and diverse organization is a key component of Campbell's business strategy. Our continuing commitment to creating an inclusive culture benefits our people, our shareholders, our customers and our consumers.""ù | Campbell promotes gender equality at all levels of the organization with initiatives such as the Women of Campbell, an employee resource group designed to develop and empower women within the organization. Campbell also partners with the Network of Executive Women to provide employees with professional development and networking opportunities. Additionally, on-site day care facilities at Campbell's World Headquarters, competitive parental leave policies, adoption assistance, flexible work arrangements and job- sharing opportunities provide Campbell employees with support to help them navigate and excel in their careers. | In 2019, Campbell was recognized by the Women's Forum of New York , the Forum of Executive Women and the Executive Women of New Jersey  for Board gender diversity. | Campbell Soup Company Named to 2020 Bloomberg Gender-Equality Index  Tuesday, January 21, 2020 01:30:00 PM (GMT)",6,"73, 61, 67, 85, 29, 16","gender equality, diversity, sexual harassment, gender-equality"
CPB,Campbell Soup Company Releases 2020 Corporate Responsibility Report,24-Apr-20,BW,Campbell Soup Company,"Corporate Social Responsibility, Product/Service","Campbell has long been recognized as a leader in transparency and responsibility. In fiscal 2019, Campbell was named one of the 100 Best Corporate Citizens by Corporate Responsibility Magazine and one of the 100 Most Sustainable Companies in the World by Corporate Knights. Campbell is also included on multiple indices including the FTSE4Good Index, the Bloomberg Gender-Equality Index and the MSCI Index Series.",1,63,gender-equality
"TMUS, TMUS",CORRECTING and REPLACING T,"Mobile Goes All in for LGBT Pride, Supports Events in 20 States Nationwide - 05-Jun",15,"T-Mobile US, Inc.","Photo/Multimedia, Event","T-Mobile supports local LGBT Pride events in 20 states, launches 23 Diversity & Inclusion chapters nationwide. (Photo: Business Wire) | T-Mobile, along with our Diversity & Inclusion program and Pride & Allies Network, will have a strong presence at LGBT Pride events ‚àí ranging from 'Magenta Marchers' to creative floats to title partnerships ‚àí all with the goal of celebrating diversity and love in all its forms. | In addition, this year, T-Mobile also launched 23 Diversity & Inclusion chapters in 20 states ‚àí bringing this important work to life at a local level. These D&I chapters provide local opportunities to drive inclusion efforts and activities most important and relevant to each area. | Throughout the year, T-Mobile ‚àí together with the D&I Pride & Allies Network ‚àí will take part in 22 LGBT Pride events in 20 states, including: Alabama, California, Colorado, Florida, Georgia, Idaho, Indiana, Kansas, Maine, Missouri, New Jersey, New Mexico, New York, Ohio, Oregon, South Carolina, Tennessee, Texas, Virginia, and Washington. | Background: T-Mobile supports individuality and equality. And together with our very own employee-based Pride & Allies Network, we're continuing to build critical awareness around issues important to our LGBT employees and customers, letting everyone know that T-Mobile is a great place to work and do business regardless of your sexual orientation or gender identity.   T-Mobile supports a culture of inclusion and accomplishment where you can bring your full self to work. We are proud to be recognized by the Human Rights Campaign (HRC) as a ""Best Place to Work""ù with a perfect 100 score on the Corporate Equality Index.     By embracing diversity and promoting inclusion, we become a stronger company, allowing us to better connect with and serve our customers.",5,"19, 47, 45, 51, 120","D&I, diversity, Diversity & Inclusion"
TMUS,"For the 7th Year in a Row, the Human Rights Campaign Foundation Has Recognized T",Mobile as a Best Place to Work for LGBTQ Employees - 28-Mar,19,"T-Mobile US, Inc.",Award,"T-Mobile currently has six diversity and inclusion employee network groups, including one specifically focused on supporting and advocating for the LGBTQ community. Between its stores, call centers and regional business offices, the Un-carrier has more than 22,000 employees (43% of all employees) across the country that participate in Diversity & Inclusion chapters ""ì this number has doubled since 2017! T-Mobile's Pride & Allies Network provides a collaborative space for LGBTQ employees and allies to network, share experiences and have fun. The Pride & Allies Network helps identify opportunities for professional development, develops educational programs on matters of importance to the LGBTQ community and assists the business with outreach to employees and customers. T-Mobile is also a major PRIDE event sponsor, supporting nearly 80 events around the country in 2018. | T-Mobile intends to continue its strong commitment to diversity and inclusion as it transitions to become the New T-Mobile following its pending merger with Sprint. For example, the company recently agreed to partner with the National Diversity Coalition in California after the merger is complete to expand the company's planned initiatives, including those supporting LGBTQ communities. | Over the last five years, T-Mobile's Un-carrier movement has changed the wireless industry for good, bringing even more choices to consumers. The Un-carrier has landed nearly 60 national and local workplace awards in 2018, including Best Places to Work honors for LGBTQ, parents, diversity, women, Hispanics and more -- and is ranked #49 on FORTUNE's 100 Best Companies to Work For in 2019 list.",3,"129, 56, 64","Diversity and Inclusion, diversity"
"TMUS, 00B1BR","For the Tenth Year in a Row, T",Mobile Named a World's Most Ethical Company - 12-Feb,18,"T-Mobile US, Inc.","Award, Photo/Multimedia","In 2018, 135 honorees were recognized, spanning 23 countries and 57 industries. The twelfth class of honorees had record levels of involvement with their stakeholders and their communities around the world. Measuring and improving culture, leading authentically and committing to transparency, diversity and inclusion were all priorities for honorees. | Over the last five years, T-Mobile's Un-carrier movement has changed the wireless industry for good, bringing even more choices to consumers. This year, T-Mobile also committed to move to 100 percent renewable electricity by 2021, challenging Verizon and AT&T to do the same and clean up their practices. The Un-carrier has also landed nearly 50 national workplace awards since 2013, including Best Places to Work honors for parents, diversity, women, the LGBTQ community and more, and was given a perfect 100 percent on the Corporate Equality Index by the Human Rights Campaign.",2,"49, 92","Diversity and Inclusion, diversity"
SBUX,Former Starbucks Employee Files Sexual Harassment and Disability Discrimination Case,7-May-13,PRN,Thompson Wigdor LLP,Legal Issues,"Former Starbucks Employee Files Sexual Harassment and Disability Discrimination Case   Tuesday, May 07, 2013 04:33:36 PM (GMT) | 11-year Starbucks employee was sexually harassed and ridiculed due to her disability, only to be fired without notice while she was on an approved disability leave, after she had complained about the hostile work environment. | NEW YORK , May 7, 2013 /PRNewswire/ -- Kari Smith, a former shift supervisor at Starbucks, filed a discrimination case yesterday in the Eastern District of New York  alleging that she was sexually harassed and subjected to a hostile work environment due to her disability, retaliated against when she complained and ultimately terminated while she was on an approved disability leave.  | The Complaint also alleges that Ms. Smith was sexually harassed at the Cobble Hill location.  It was common-place for offensive comments to be made about female body parts.  One employee would repeatedly ask Ms. Smith if she wanted to ""make out"" with him.  Male employees at the Cobble Hill store would engage in what they considered a purported ""game"" of bending over and pinning women between their behind and the wall.  This became known as getting ""a** raped.""  Moreover, there was an isolated storage room in the basement of the Cobble Hill store which was dark and had no cameras and was openly referred to as the ""rape room.""  Starbucks was well aware of the conduct at this store as Ms. Smith made complaints to her store manager and district manager.",4,"17, 35, 61, 131","sexually harassed, sexual harassment"
"DISCA, SPLS, DISCB...","Girl Starter, a Multi","platform Company, Announces its First Reality-Competition TV Show and Launches its Digital Site, Gi... - 08",Mar,Girl Starter,"Human Interest Groups, Small Business Services",,0,0,
LUV,Hispanic Business Magazine Names Southwest Airlines To The 2012 Directory Of Best Companies For Diversity,13-Sep-12,PRN,Southwest Airlines,Human Interest Groups,"""We are proud to be included on the Hispanic Business Magazine's list of best companies for Diversity,"" said Ellen Torbert, Southwest Airlines Vice President of Diversity and Inclusion. ""At Southwest Airlines, there is a diverse workforce behind every call answered and every plane that arrives safely and on time."" | Hispanic Business Magazine Names Southwest Airlines To The 2012 Directory Of Best Companies For Diversity  Thursday, September 13, 2012 07:00:00 PM (GMT) | DALLAS, Sept. 13, 2012 /PRNewswire/ -- Southwest Airlines has been named one of the Best Companies for Diversity in 2012 by Hispanic Business Magazine, an annual list determined by more than 32 variables that measure the Company's commitment to Hispanic hiring, promotion, marketing, philanthropy, and supplier diversity. This is the fifth year the Carrier has been included in the list.  | Top companies on this year's list went well beyond workforce diversity initiatives and implemented strategies to reach more Hispanic consumers and increase their procurements with minority- and Hispanic-owned suppliers.  To see a complete list of honorees, visit: http://www.hispanicbusiness.com/branded/2012/best_schools_best_companies/best_companies_directory_1.asp | Hispanic Business Media noted that Southwest Airlines made the list because it exemplified the inclusion of diversity measures in the workplace by meeting or exceeding the following criteria: | Supplier Diversity | ABOUT HISPANIC BUSINESS MEDIA Now celebrating more than 30 years as an award-winning publishing and information services company, Hispanic Business Media is the nation's leading source of information for and about Hispanic professionals and entrepreneurs. Hispanic Business Media includes  www.HispanicBusiness.com, www.HireDiversity.com, HispanTelligence¬Æ, the Diversity Partnership, and Hispanic Business Events, | www.HireDiversity.com, HispanTelligence , the Diversity Partnership, and Hispanic Business Events, including the Entrepreneur Awards Gala (EOY) and the Woman of the Year Awards Gala (WOY).",8,"49, 22, 60, 38, 28, 2, 49, 25","Diversity and Inclusion, diversity"
"SPLS, 0B2HTC, SPLS",Hispanic Scholarship Fund and Staples Join Forces to Advance Future Opportunities for Young Hispanic Leaders,7-Sep-11,BW,"Staples, Inc.",Product/Service,"This is the first partnership between HSF and Staples, and it builds on Staples Foundation's longstanding commitment to providing equal educational access to underserved youth. Addressing the financial and cultural barriers that keep many Latinos from earning a college degree, the partnership will provide youth with opportunities to achieve their full potential through education and job skills development, while building on Staples' own diversity and inclusion initiatives for acquiring and retaining talent.",1,72,Diversity and Inclusion
TMUS,Media Alert T,Mobile Shows #UnlimitedPride in 2017 - 02-Jun,17,"T-Mobile US, Inc.","Advisory, Photo/Multimedia, Event","T-Mobile continues to go all in with LGBTQ Pride! This year, along with our Diversity & Inclusion Pride and Allies Network, the Un-Carrier‚Ñ¢ is celebrating the amazing diversity and struggle for equal rights of the lesbian, gay, bi- sexual, transgender and queer communities by supporting and participating in a record 53 Pride events across 29 states.   T-Mobile will demonstrate #UnlimitedPride in everything from awesome apparel to creative and colorful floats to title sponsorships. Participation specifics vary by location.   At T-Mobile, we are proud to embrace individuality ""ì both internally and externally. And we are committed to creating an environment where everyone can be their authentic self.   | T-Mobile is continuing tobuild critical awareness around issues important to our LGBTQ employees, letting everyone know that T-Mobile is a great place to work and do business regardless of your sexual orientation or gender identity.   For the fourth year in a row, we are proud to be recognized by the Human Rights Campaign (HRC) with a 100% score on the Corporate Equality Index! Employers who earn 100% have satisfied all of the criteria for that year and are recognized as a ""Best Places to Work for LGBTQ Equality.""   By embracing diversity and promoting inclusion, we become a stronger company, allowing us to better connect with and serve our customers.",2,"106, 109","diversity, Diversity & Inclusion"
SWK,New Britain Museum Of American Art And Stanley Black & Decker Celebrate 100th Anniversary Of Women's Suffrage With Year,long Exhibition Of ... - 09-Mar,20,Stanley Black & Decker,"New Products & Services, Human Interest Groups","""The picture of American art of the 21st century is one of a rich and varied diversity, reflecting America's evolving national identity,"" said Min Jung Kim, Director of the New Britain Museum of American Art. ""To be truly 'American' now means to embrace diversity. Yet 100 years after most women were granted equal voting rights by the 19th Amendment, women artists are still significantly under-represented ""ì not only in the NBMAA's collection, but in most of the nation's art museums. Our initiative challenges this underrepresentation by celebrating the innovative work and outsized impact of female-identifying artists throughout American history. And we are doing this in one of the nation's oldest museums of American art in this country."" | The artists selected for 2020/20+ Women represent diversity in race, ethnicity, age, experience, multiple perspectives, cultural backgrounds, career, geography and medium. Kara Walker , for example, explores race, gender, violence and identity in representations of the African American experience. Anni Albers  is considered the most important textile artist of the 20th century, as well as an influential designer, printmaker and educator. Shantell Martin's work is unique in her innovative and multidisciplinary output ""ì combining art, commerce and technology, while Jennifer Ma's  interdisciplinary practice bridges installation, public art, performance and community engagement. Helen Frankenthaler has long been recognized as one of the great American artists of the 20th century.",2,"117, 108",diversity
"AAL, AAPL, AMZN...",New York Times Sunday Edition Summary,10-Nov-19,SA,,"Media Summaries, Sunday NYT Summary","Tech firms don't do enough to prevent proliferation of child sexual abuse imagery | Tech companies ban child sexual abuse imagery from their platforms, but search engines, social networks, and cloud storage are rife with gaps for criminals to result. For victims, the trauma of constantly recirculating photos and videos can be devastating. Companies mentioned: GOOGL, DBX, MSFT, FB, AMZN, AAPL, SNAP",2,"13, 48",sexual abuse
SPLS,"On Women's Equality Day, Staples Shows Commitment to Ending Gender Wage Gap",26-Aug-16,BW,"Staples, Inc.",Product/Service,"""Staples promotes equality among its associates because we understand the value of an inclusive and diverse workforce, and we're joining with other companies to not only spread this message, but raise awareness of the gender pay gap that still exists,""ù said Regis Mulot, executive vice president, human resources, Staples, Inc. ""By changing the way we recruit talent to mitigate gender bias two years before it will be necessary by law, we're showing that we realize change is needed now, and we're committed to helping make it happen.""ù | Earlier this year, Staples became one of the first companies to sign the Equal Pay Pledge initiated by the White House and the Obama Administration and participated in three events aimed at gender pay equity and leveling the playing field for women: a pay equity roundtable, a White House briefing on diversity in the corporate sector, and The United State of Women Summit. Out of these events, the Employers for Pay Equity consortium was born. The group is comprised of companies that understand the importance of diversity and inclusion, including ensuring that all individuals are compensated equitably for equal work and experience and have an equal opportunity to contribute and advance in the workplace.",2,"87, 114","Diversity and Inclusion, gender pay gap"
LUV,Secretary Norman Y. Mineta Shares His Powerful Personal And Professional Journey With Southwest Airlines Employees,25-May-16,PRN,Southwest Airlines Co.,,"""Norman Y. Mineta has made tremendous contributions to the United States throughout his career, and we're excited for him to share his personal journey with our Employees.  He is a phenomenal role model and his life story illustrates how preparation, determination, and perseverance can overcome both cultural stereotypes and systemic obstacles,"" said Ellen Torbert, Southwest Airlines' Vice President of Diversity & Inclusion. ""Southwest is honored to have someone who has blazed trails in the Asian American community speak to and enlighten our Employees during Asian American and Pacific Islander Heritage Month.""",1,91,Diversity & Inclusion
"0650RM, 6758",Sony Electronics Leans into Women's History Month 2018 Through Strategic Sponsorships and Employee Engagement,1-Mar-18,PRN,Sony Electronics,"Corporate Social Responsibility, Human Interest Groups","""A healthy workforce depends on providing employees opportunities to achieve their full potential,"" said  Mike Fasulo, president and chief operating officer at Sony Electronics. ""Sony honors Women's History Month as a time for reflection, thoughtful dialogue and firm recommitment to championing gender equality as both a human right and good business practice,"" stated Fasulo.",1,54,gender equality
"6758, SNE",Sony Releases Sustainability Report 2018 Outlining Its Efforts to Create Sustainable Social Value,28-Aug-18,NEWS_CR,https://www.sony.net/SonyInfo/News/Press/201808/18-066E/index.html,Company Announcements and Releases,"Diversity & Inclusion | Approx. 50% reduction of annual energy consumption per product (target: average reduction of 30% compared to FY2013). Approx. 12% reduction of absolute greenhouse gas emissions at all Sony sites (target: 5% reduction compared to FY2015). Use of renewable energy equivalent to approx. 154,000 tons of CO2 reduction (aggregate total for FY2016-2017; target: Use of renewable energy equivalent to 300,000 tons of CO2 reduction by FY2020) Approx. 9% reduction of waste generated at Sony sites (target: 5% reduction compared to FY2015). Conducted biodiversity protection and education activities at all Sony sites (target: implementation of local environmental contribution activities respecting the needs of local communities). | Continued to celebrate Diversity Week in Japan, North America, Latin America, Europe and Asia with the aim of raising employee awareness and recognition of the significance of diversity and promoting action for change. As of the end of FY 2017, percentage of female employees hired at Sony Group at 34%. Percentage of managerial positions occupied by women at 25%. Percentage of persons with disabilities hired at Sony Corporation at 2.76% (legally mandated employment rate in Japan: 2.2%). Utilized experience with hiring persons with disabilities gained in Japan to promote hiring of persons with disabilities in Thailand and Malaysia. Promoted LGBT-related initiatives, including making certain HR policies available to same-sex partners and participating in LGBT pride parades in Japan, the U.S., and Europe. Sony Bank has also launched a new LGBT initiative in its mortgage loans.",3,"3, 103, 135","diversity, Diversity & Inclusion"
"LUV, 071MGK",Southwest Airlines Achieves Perfect Score On 2016 Human Rights Campaign Corporate Equality Index,20-Nov-15,PRN,Southwest Airlines,Human Interest Groups,"The Human Rights Campaign is America's largest civil rights organization working to achieve lesbian, gay, bisexual and transgender equality. By inspiring and engaging all Americans, HRC strives to end discrimination against LGBT citizens and realize a nation that achieves fundamental fairness and equality for all. | ""We are proud to be recognized as a company dedicated to being a top place to work for our LGBT Employees,"" said Ellen Torbert, Vice President Diversity & Inclusion at Southwest Airlines. ""We're committed to hiring and retaining diverse talent and we believe that one of the best ways to do that is to ensure Southwest Airlines offers industry-leading pay and best-in-class benefits to our Employees and continues to create an environment where all of our Employees feel valued and appreciated.""",2,"45, 81","gender equality, Diversity & Inclusion"
LUV,Southwest Airlines Announces Finalists for LUV Grants for Good,9-Mar-12,PRN,Southwest Airlines,"Corporate Social Responsibility, Not For Profit Organizations","2.  Atlanta  Gay Men's Chorus: For more than a quarter of a century, the chorus  has been a voice for diversity and inclusiveness, presenting high-quality musical entertainment that positively represents the gay community while serving the entire community at large.",1,40,diversity
LUV,Southwest Airlines Announces Leadership Changes,22-May-17,PRN,Southwest Airlines Co.,,"Bob Jordan, currently Executive Vice President & Chief Commercial Officer, will assume the role of Executive Vice President of Corporate Services effective July 1. In his new role, Jordan will be responsible for the People Department, Southwest University, Airport Affairs, Culture Services, Diversity & Inclusion, and Corporate Facilities. Jordan will report to Chief Executive Officer and Chairman Gary Kelly.",1,59,Diversity & Inclusion
