who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
GE,Personnel,"GE [NYSE:GE] Chairman and CEO Jeff Immelt announced today the appointment of Deb Elam as president of the GE Foundation and chief diversity officer for GE. Bob Corcoran, who currently leads the philanthropic arm of GE, has announced his retirement. The appointment is effective October 1, 2013. | Elam has been GE's chief diversity officer since 2002. Prior to that, she was the managing director of Human Resources at GE Capital Commercial Finance. Previously, she held Human Resources roles in GE Consulting Services, GE Capital Mortgage Corp., GE Capital Insurance Services and GE Capital Markets Services. She joined GE in 1987 as an intern and is a graduate of GE's Human Resources Leadership Program. Elam was appointed a GE company officer in 2006, making her one of the most senior women in the company. | Deb Elam to lead GE Foundation and Diversity Outreach | ""I have chosen Deb to lead the GE Foundation, in addition to GE's diversity outreach, given her proven ability to connect employees and drive our impact locally around the world,""ù said Immelt. ""In her new expanded role, Deb will help bring GE employees closer to their communities while maintaining diversity and inclusiveness as an essential part of our productivity, creativity, innovation and competitive advantage.""ù",4,"47, 86, 9, 64","diversity, Chief Diversity Officer",GE - Elam Named GE Foundation President - 01-Oct-13 - BW.pdf
,,,0,0,,GE - General Electric Co.(GE-US) Schedules Annual General Meeting for 8-May-2019 1000 AM ET - 19-Feb-19 - FCSTEV.pdf
,,,0,0,,GE - General Electric Co.(GE-US) Schedules Q2 2020 Earnings Call for 29-July-2020 800 AM ET - 29-Jul-19 - FCSTEV.pdf
GE,"Contract/Agreement, Product/Service","Participants in the New York luncheon included: Her Excellency Mrs. Ban Soon-Taek, spouse of UN Secretary General; Her Excellency, Mrs. Monica Geingos, First Lady of the Republic of Namibia; Her Excellency, Aissata Issoufou Mahamadou, First Lady of the Republic of Niger; Her Excellency Mrs. Dominique Ouattara-Folloroux, First Lady of the Republic of Cote D'Ivoire; Deborah Elam, president of The GE Foundation and Chief Diversity Officer for GE; Carol Evans, founder and former CEO of Working Mother Media; Dr Stefan Peterson, Director and Chief of the Health Section, UNICEF, Thane Kreiner, Ph.D.,",1,91,Chief Diversity Officer,"GE, 061NSF - The Organisation of African First Ladies, GE & Miller Center for Social Entrepreneurship Join Forces to Advance Health Care Goals in ... - 13-Jun-16 - BW.pdf"
,,,0,0,,"GIL - Gildan Activewear, Inc.(GIL-CA) Schedules Annual General Meeting for 3-May-2018 1000 AM ET - 08-Mar-18 - FCSTEV.pdf"
General Mills,"Corporate Social Responsibility, Human Interest Groups","""Each of us comes to work with a uniquely different perspective that is born from our experience,"" said  Ken Charles, vice president of Global Diversity and Inclusion for General Mills.  ""We find that a genuinely inclusive environment that acknowledges, respects and values those differences drives greater employee engagement and innovation. Supporting and valuing the talents and perspectives of working moms is critical to our workplace environment, contributing immensely to our success."" | ""The Best Companies for Multicultural Women know that a truly diverse workforce makes for an effective team, one that's plugged into the needs and desires of its customers,"" said Carol Evans, president of Working Mother Media. ""Grooming female leaders has become a crucial mandate, and great companies are simultaneously weaving diversity into their culture. However, many challenges lie ahead for all U.S. companies to build a pipeline of diverse talent to represent them at every level of decision-making and management.""",2,"71, 80","diversity, Diversity and Inclusion",GIS - General Mills Honored for 10th Consecutive Year in Best Companies for Multicultural Women list from Working Mother - 14-May-13 - PRN.pdf
General Mills,Human Interest Groups,"The second post features fifth-generation grain farmer  Haley Ostberg, from Dominion City, Manitoba. Ostberg talks about her call to farm, gender equality in agriculture and what she believes can educate consumers about modern day farming, in this audio interview.",1,39,gender equality,"GIS - You Grow, Girl! blog series amplifies voice of female farmers - 26-Oct-17 - PRN.pdf"
General Mills,"Award, Personnel, Product/Service","""We're proud to receive this strong endorsement of our family-friendly culture,""ù said Ken Charles, vice president of Global Diversity and Inclusion at General Mills. ""We work hard to create an inclusive workplace where all of our employees can thrive and contribute their best to the business. This commitment includes valuing and supporting the talents and perspectives of working moms.""ù",1,59,Diversity and Inclusion,"GIS, GIS - General Mills Recognized as an Employer of Choice for Working Moms - 18-Sep-12 - BW.pdf"
General Mills,Award,"""We're thrilled to again be selected for this prestigious list of the most family-friendly companies in the U.S.,""ù said Ken Charles, vice president of Diversity and Inclusion for General Mills. ""General Mills works hard to build a culture that is both performance driven and supportive. Offering all of our talented employees rewarding and engaging careers and the opportunity to make an impact on our business around the world is equally as important as having good benefits and a flexible workplace.""ù | The Working Mother 100 Best Companies are judged on answers to 650 questions, including data on the access and usage of flexible work arrangements, parental leave, child care, health and wellness support, and the advancement of women to all levels of management. All of this year's winning companies offer flextime hours, telecommuting, paid maternity leave and employee assistance programs. | Methodology  General Mills was selected for the 2011 Working Mother 100 Best Companies list based on an extensive application with more than 650 questions that surveys the usage, availability and tracking of programs, as well as the accountability of managers who oversee them. Seven areas were measured and scored for the 2011 initiative: workforce profile, benefits, women's issues and advancement, child care, flexible work, parental leave and company culture. For this year's 100 Best, particular weight was given to benefits, flexibility and parental leave.",3,"80, 59, 84","parental leave, Diversity and Inclusion","GIS, GIS - Working Mother Applauds General Mills' Family-Friendly Culture - 15-Sep-11 - BW.pdf"
General Mills,"Award, Product/Service","""We're thrilled to receive this honor as an endorsement of our progress on creating an inclusive workplace for all employees,""ù said Ken Charles, vice president of Diversity and Inclusion for General Mills. ""Not only are multicultural moms a growing and valuable part of our workforce, but they also make up an important and powerful consumer base for the company. We believe that an inclusive workplace where people are comfortable bringing 100 percent of themselves to work drives innovation and insights, and also brings us closer to consumers around the world.""ù | The complete 2011 Best Companies for Multicultural Women special report ""î including profiles of the winning companies and stories on diversity in corporate America ""î appears in the June/July issue.",2,"90, 30","diversity, Diversity and Inclusion","GIS, GIS - Working Mother Praises General Mills for Its Multicultural Mom-Friendly Workplace - 24-May-11 - BW.pdf"
,,,0,0,,GM - General Motors Co.(GM-US) Schedules Annual General Meeting for 16-June-2020 800 AM ET - 29-Apr-20 - FCSTEV.pdf
,,,0,0,,GM - General Motors Co.(GM-US) Schedules Annual General Meeting for 4-June-2019 800 AM ET - 19-Apr-19 - FCSTEV.pdf
,,,0,0,,GM - General Motors Co.(GM-US) Schedules Annual General Meeting for 7-June-2016 930 AM ET - 22-Apr-16 - FCSTEV.pdf
,,,0,0,,GM - General Motors Co.(GM-US) Schedules Capital Markets Day - Q4 2019 Earnings for 5-February-2020 1000 AM ET - 09-Jan-20 - FCSTEV.pdf
General Motors,"Corporate Social Responsibility, Human Interest Groups","Grace Lieblein, General Motors vice president of Global Quality, announced the grants during a press conference at the National Press Club, where she was joined by GM Foundation Vice President Lori Wingerter, Chief Diversity Officer  Ken Barrett, U.S. Rep. Tony C√°rdenas, D-Calif., and representatives from Hispanic organizations.",1,47,Chief Diversity Officer,"GM, 06JDBF - GM Foundation Grants $1 Million to Hispanic Groups - 10-Sep-15 - PRN.pdf"
General Motors,"Corporate Social Responsibility, Human Interest Groups, Small Business Services","""The best way to thank the men and women who volunteered to serve our country is with a good job when they return home,"" said Kenneth J. Barrett, GM chief diversity officer and a retired Navy captain.",1,37,Chief Diversity Officer,"GM, GMM.U - $250,000 GM Gift to Help Put Vets to Work - 19-Jun-12 - PRN.pdf"
General Motors,Human Interest Groups,"""The Military Discount is one of many GM efforts to say thank you to U.S. military families,"" said Ken Barrett, GM chief diversity officer and a former U.S. Navy captain. ""Through our strong partnerships with Building for America's Bravest , Hiring Our Heroes  and the Achilles Freedom Team, we are committed to hiring and helping veterans.""",1,56,Chief Diversity Officer,"GM, GMM.U - Chevrolet, Buick and GMC Expand Military Discounts - 06-Apr-16 - PRN.pdf"
General Motors,Human Interest Groups,"""Veterans bring a unique perspective and strong work ethic ""ì and make us a better, stronger company,"" said Ken Barrett, GM chief diversity officer and a former U.S. Navy captain.",1,30,Chief Diversity Officer,"GM, GMM.U - GM Named Top Automotive Employer for Veterans - 05-Nov-15 - PRN.pdf"
General Motors,Human Interest Groups,"""At GM, our workforce thrives on diversity,"" said  Ken Barrett, GM chief diversity officer. ""Our goal is to continue to create opportunities for Hispanics and others to take their performance to the next level with careers that fit their skills and ignite their passion.""",1,44,Chief Diversity Officer,"GM, GMM.U - GM Promotes Engineering Careers at Society of Hispanic Professional Engineers Conference - 05-Nov-14 - PRN.pdf"
General Motors,"Corporate Social Responsibility, Human Interest Groups","""General Motors is proud to once again receive this recognition from LATINA  Style,"" said GM Global Chief Diversity Officer Ken Barrett. ""Further, being the number one Hispanic employee resource group in the nation is a true testament to the commitment of GM's Hispanic Initiative Team. Their direct contributions and hands-on leadership helped drive diversity forward and continue to position GM as an industry leader."" | LATINA  Style, Inc. also recognized GM's Hispanic Initiative Team (GM HIT) as the #1 Employee Resource Group (ERG) of the year. The award ceremonies took place during the 18th Annual LATINA  Style 50 Awards and Diversity Leaders Conference in Washington, D.C.",2,"64, 41","diversity, Chief Diversity Officer","GM, GMM.U - GM Recognized in Top 12 of LATINA Style's 50 Best Companies For Latinas - 04-Feb-16 - PRN.pdf"
General Motors Co.,,"Officials from the Naval Academy  and Ken Barrett, GM's Global Chief Diversity Officer and champion of GM's internal STEM, or science, technology, engineering and math, education council, hosted students. Several engineering team members shared how they apply math and science in their daily work.",1,44,Chief Diversity Officer,"GM, SPEM, 78463X50 - GM Invites Local Students to Experience Engineering Life - 14-Nov-13 - PRN.pdf"
General Motors,,"Brinkley joins GM from AT&T Inc., where she was senior vice president, talent development/chief diversity officer responsible for identifying and developing future leaders, companywide training, employee engagement and diversity management. | At AT&T, Brinkley helped achieve significant recognition on  Diversity Inc's  Top Company's for Diversity list in 2010 and 2011. Under her leadership, AT&T was recognized as the No. 1 company for learning and development by Chief Learning Officer Magazine .",2,"30, 40","diversity, Chief Diversity Officer","GM, SPEM, 78463X50 - GM Names Cynthia J. Brinkley to Lead Global Human Resources - 06-Jun-11 - PRN.pdf"
,,,0,0,,GPC - Genuine Parts Co.(GPC-US) Schedules Annual General Meeting for 27-April-2020 1000 AM ET - 04-Mar-20 - FCSTEV.pdf
,,,0,0,,GPC - Genuine Parts Co.(GPC-US) Schedules Q2 2020 Earnings Call for 30-July-2020 1100 AM ET - 26-Jun-20 - FCSTEV.pdf
Open to All,Product/Service,"Last month, Gap Inc. was ranked as one of the world's most diverse and inclusive companies for the second consecutive year in the annual Thomson Reuters Global Diversity and Inclusion Index, which scores companies using environmental, social, and governance metrics. Earlier this year, Gap Inc. was named as the only U.S. retailer to make the 2018 Bloomberg Gender-Equality Index and was the first Fortune 500 company to independently validate it pays women and men equally for the same work. In 2017, the company was the first and only apparel company to sign on to a new set of global business standards ""ì led by the United Nations Human Rights office ""ì to promote LGBTQ rights around the world. | ""Gap Inc. has demonstrated a deep commitment to diversity, inclusion, and equality,""ù said Calla Rongerude, campaign manager of Open to All. ""In a time when many people of color, LGBT people, people of minority faiths, and many others still can't be sure they won't be discriminated against when they seek goods or services, it is more important than ever for businesses to affirm inclusive values. Their stores are found in most communities across the country and we're thrilled to work with Gap Inc., as a leader on this campaign.""ù",2,"118, 89","diversity, Diversity and Inclusion",GPS - Gap Inc. Declares its Stores Nationwide as 'Open to All' - 04-Oct-18 - BW.pdf
Athleta,Human Interest Groups,"In support of its goal to increase the accurate portrayal of women in media 20 percent by 2020, the group created a proprietary Gender Equality Measure, GEM‚Ñ¢ in which ad content is compared to thousands of other ads.  In the analysis, executed by #SeeHer research partner ABX, Athleta's 2017 Power of She launch video scored in the top 1% of approximately 10,000 ads measured for its portrayal of women and girls.",1,71,gender equality,"GPS, 064BW5 - Athleta's Power of She Campaign Celebrates Women Making an Impact - 03-Jan-17 - PRN.pdf"
Old Navy,"Photo/Multimedia, Event","Gap Inc. was recently named in the 2019 Bloomberg Gender-Equality Index for the second consecutive year for its continued commitment to advancing women in the workplace, and was the first Fortune 500 company to confirm equal pay for equal work in 2014.",1,42,gender-equality,"GPS, 0748MF - Old Navy Celebrates International Women's Day With Sky-High Messages of Empowerment - 07-Mar-19 - BW.pdf"
Old Navy,"Not For Profit Organizations, Human Interest Groups","Composed of 65% female leadership team (vice presidents and above), Old Navy is no stranger to the power of women. Gap Inc. is the only U.S. retailer to make the 2018 Bloomberg Gender-Equality Index and was the first Fortune 500 company to report equal pay for equal work in 2014.",1,50,gender-equality,"GPS, 0748MF - Old Navy Flower Empowers NYC's Historical Female Statues In Celebration Of International Women's Day - 08-Mar-18 - PRN.pdf"
Old Navy,"Award, Survey, Photo/Multimedia","""At Gap Inc., we strive to create a workplace culture that embraces diversity and inclusion and treats every individual with dignity and respect. By upholding these values, we are able to attract and retain talented people, deliver the best products and experiences to our customers and support positive change across business and society,""ù said Kisha Modica, Senior Director, Diversity and Inclusion, Gap, Inc. | Old Navy Named One of the 2017 Best Workplaces for Diversity by Great Place to Work¬Æ and FORTUNE  Tuesday, December 05, 2017 05:33:00 PM (GMT) | Great Place to Work and FORTUNE have named Old Navy one of the 2017 Best Workplaces for Diversity. The ranking considered more than 440,000 employee surveys from organizations in a wide range of industries across the U.S. Great Place to Work, a research and consulting firm, evaluated more than 50 elements of team members' experience on the job. These included professional development, behaviors linked to innovation, leadership confidence and consistent treatment among employees of different backgrounds. The ranking also accounted for the share of women, people of color, Baby Boomers and LGBT individuals in the workplace. Old Navy was also named to the 2017 ""Best Workplaces in Retail""ù list. | The Best Workplaces for Diversity stand out for their consistent leadership and the meaningful ways that all employees contribute to their organizations. Tenure for women and people of color was higher at the leading employers than at their peers. In several business sectors, the winning organizations also reported turnover two to three times lower than industry averages. | ""The Best Workplaces for Diversity have achieved something beyond basic fairness. They find ways to connect with each and every employee, listening to their challenges and building on their talents,""ù said Michael Bush, CEO of Great Place to Work. | The Best Workplaces for Diversity is one of a series of rankings by Great Place to Work and FORTUNE based on employee feedback from Great Place to Work-Certified‚Ñ¢ organizations. Old Navy also was ranked as a Best Workplace for Retail by Great Place to Work and FORTUNE. | About the Best Workplaces for Diversity | Great Place to Work is the global authority on high-trust, high-performance workplace cultures. Through its certification programs, Great Place to Work recognizes outstanding workplace cultures and produces the annual Fortune ""100 Best Companies to Work For¬Æ"" and Great Place to Work Best Workplaces lists for Millennials, Women, Diversity, Small & Medium Companies, industries and, internationally, countries and regions. Through its culture consulting services, Great Place to Work helps clients create great workplaces that outpace peers on key business metrics like revenue growth, profitability, retention and stock performance.",8,"63, 25, 109, 57, 39, 47, 6, 87","diversity, Diversity and Inclusion","GPS, 0748MF - Old Navy Named One of the 2017 Best Workplaces for Diversity by Great Place to Work¬Æ and FORTUNE - 05-Dec-17 - BW.pdf"
Gap Inc.,"Award, Event","The annual award from Catalyst recognizes organizations whose innovative approaches result in proven, measurable results that advance the recruitment, development, and advancement of women in the workplace. For the first time since the inception of the Catalyst award, Gap Inc. is the sole company to be honored by the organization in a given year and has become the first company from the fashion industry to be recognized by Catalyst. During the event, the Right Honorable Justin Trudeau, Prime Minister of Canada, will also receive a special commendation from Catalyst for his leadership in advancing diversity and gender equality. | ""We celebrate the groundbreaking efforts of Prime Minister Trudeau and Art Peck and his leadership team at Gap Inc.,""ù says Deborah Gillis, President & CEO, Catalyst. ""They have worked tirelessly to take intentional and deliberate steps that help to ensure that women have equal opportunities to advance to leadership. They come from different sectors, but share a commitment to gender parity, demonstrated by senior teams where women and men are equally represented. We need global leaders and companies like them more than ever. They've set an example for the world, prioritizing inclusion and celebrating differences""îand inspiring others to fight for gender equality and equal pay.""ù",2,"98, 105",gender equality,"GPS, US364760108 - Gap Inc.'s Commitment to Equality Recognized with 2016 Catalyst Award - 16-Mar-16 - BW.pdf"
Gap Inc.,"Contract/Agreement, Photo/Multimedia","He continued, ""As Pride month begins, we are calling on companies around the world to join us in standing up for equal rights and fair treatment for LGBTI people everywhere. Business has a stake in diversity and inclusion, and a vital role to play in tackling discrimination -- both in the workplace and in communities worldwide.""ù",1,56,Diversity and Inclusion,"GPS, US364760108 - United Nations Foundation, Gap Inc. Celebrate Pride Month by Launching Partnership to Support UN's Work for Global LGBTI Equality - 05-Jun-17 - BW.pdf"
,Community Groups/Charities,,0,0,,"GRPN, 09RGDS - Eric Lefkofsky -- and His Wife Liz Pledge $500,000 to Johns Hopkins University - 20-Nov-15 - INW.pdf"
Grubhub,Human Interest Groups,"""We're proud to continue our efforts to drive change in the restaurant industry. Gender equality is important to us, and it's important to our diners, too,"" said Jessica Burns , Vice President of Brand Marketing and Creative at Grubhub. ""While there's still progress to be made, women now make up 22% of all chefs and head cooks, a rise from just over 19% in 2017. At the end of the day, we have a responsibility to raise awareness and give a voice to women in today's industry, and with partners like the James Beard Foundation we're able to do just that.""",1,101,gender equality,"GRUB - Grubhub Kicks Off Third Year Of RestaurantHER, Continuing Support For Women In The Restaurant Industry - 10-Mar-20 - PRN.pdf"
Yum! Brands and Grubhub,"Contract/Agreement, Product/Service, Photo/Multimedia, Conference Call, Webcast","Yum! Brands, Inc., based in Louisville, Kentucky, has over 44,000 restaurants in more than 135 countries and territories and is one of the Aon Hewitt Top Companies for Leaders in North America. In 2018, Yum! Brands was recognized as part of the inaugural Bloomberg Gender-Equality Index. In 2017, Yum! Brands was named to the Dow Jones Sustainability North America Index and ranked among the top 100 Best Corporate Citizens by Corporate Responsibility Magazine. The company's restaurant brands ""ì KFC, Pizza Hut and Taco Bell ""ì are the global leaders of the chicken, pizza and Mexican-style food categories. Worldwide, the Yum! Brands system opens over six new restaurants per day on average, making it a leader in global retail development.",1,119,gender-equality,"GRUB, YUM - Yum! Brands and Grubhub Announce New U.S. Growth Partnership - 08-Feb-18 - BW.pdf"
Out for Undergrad (O4U),Human Interest Groups,"Dane E. Holmes, Global Head of Human Capital Management of Goldman Sachs says: ""At Goldman Sachs, we know two things to be true when it comes to talent: first, the health and success of our business depends on the quality of our people, and second, talent is not bound by factors such as race, gender, age or sexual orientation. For that reason, we are thrilled to continue our partnership with Out for Undergrad, an organization committed to the important work of connecting LGBTQ+ students with career opportunities and promoting diversity and inclusion in the workplace.""",1,95,Diversity and Inclusion,GS - Out for Undergrad (O4U) Names Goldman Sachs as Host of LGBTQ Undergrad Leadership Business Conference for the Fourth Consecutive Year - 26-May-18 - PRN.pdf
,,,0,0,,"GS - The Goldman Sachs Group, Inc.(GS-US) Schedules Annual General Meeting for 30-April-2020 830 AM ET - 24-Mar-20 - FCSTEV.pdf"
,,,0,0,,"GS - The Goldman Sachs Group, Inc.(GS-US) Schedules Credit Suisse Financial Services Forum for 12-February-2019 800 AM ET - 21-Jan-19 - FCSTEV.pdf"
,,,0,0,,"GS - The Goldman Sachs Group, Inc.(GS-US) Schedules Q2 2020 Earnings Call for 15-July-2020 930 AM ET - 30-Mar-20 - FCSTEV.pdf"
